BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Derrick Henry,BLT,RB,1,0,0,0,0,0,0,0,15,35.714,3,18.75,0,,0,,11,27.5
,Devontez Walker,BLT,WR,1,0,0,0,0,0,0,0,22,52.381,7,43.75,0,,0,,0,0
,Andrei Iosivas,CIN,WR,1,1,0,0,0,1,0,0,64,87.671,38,90.476,2.381,1,100,2.273,1,1.408
,Noah Fant,CIN,TE,1,0,0,0,0,0,0,0,15,20.548,6,14.286,0,,0,,0,0
,Charlie Kolar,BLT,TE,1,0,0,0,0,0,0,0,18,42.857,5,31.25,0,,0,,0,0
,Tylan Wallace,BLT,WR,1,0,0,0,0,0,0,0,7,16.667,1,6.25,0,,0,,0,0
,Keaton Mitchell,BLT,RB,1,1,0,0,0,1,0,0,13,30.952,4,25,6.25,0,0,0,9,22.5
,Christian Kirk,HST,WR,1,0,0,0,0,0,0,0,14,21.538,10,33.333,0,,0,,0,0
,Andre Baccellia,ARZ,WR,1,0,0,0,0,0,0,0,10,15.625,6,14.286,0,,0,,0,0
,Emari Demercado,ARZ,RB,1,3,2,0,0,3,2,0,7,10.938,6,14.286,7.143,0,0,0,4,6.349
,Jaylin Noel,HST,WR,1,0,0,0,0,0,0,0,10,15.385,7,23.333,0,,0,,0,0
,Josiah Deguara,ARZ,TE,1,0,0,0,0,0,0,0,5,7.813,3,7.143,0,,0,,0,0
,Trent Sherfield,ARZ,WR,1,0,0,0,0,0,0,0,13,20.313,6,14.286,0,,0,,0,0
,Harrison Bryant,HST,TE,1,0,0,0,0,0,0,0,1,1.538,1,3.333,0,,0,,,
,Tim Patrick,JAX,WR,1,0,0,0,0,0,0,0,22,34.921,10,31.25,0,,0,,0,0
,Johnny Mundt,JAX,TE,1,0,0,0,0,0,0,0,8,12.698,1,3.125,0,,0,,0,0
,Andrew Beck,NYJ,FB,1,1,0,0,0,1,0,0,11,15.068,4,11.111,2.778,1,100,2.439,2,2.941
,Arian Smith,NYJ,WR,1,2,0,0,0,2,0,0,9,12.329,7,19.444,5.556,2,100,4.878,2,2.941
,JuJu Smith-Schuster,KC,WR,1,1,0,0,0,1,0,0,31,50.82,20,52.632,2.632,0,0,0,1,1.695
,Isiah Pacheco,KC,RB,1,0,0,0,0,0,0,0,27,44.262,16,42.105,0,,0,,11,18.644
,Noah Gray,KC,TE,1,0,0,0,0,0,0,0,22,36.066,11,28.947,0,,0,,0,0
,Will Dissly,LAC,TE,1,0,0,0,0,0,0,0,18,29.032,11,33.333,0,,0,,0,0
,Brandin Cooks,BUF,WR,1,3,0,0,0,3,0,0,22,31.429,12,40,10,1,33.333,3.03,3,4.478
,DeMario Douglas,NE,WR,1,0,0,0,0,0,0,0,9,16.667,5,19.231,0,,0,,1,1.961
,Austin Hooper,NE,TE,1,0,0,0,0,0,0,0,16,29.63,8,30.769,0,,0,,0,0
,Keon Coleman,BUF,WR,1,0,0,0,0,0,0,0,38,54.286,18,60,0,,0,,0,0
,Kyle Williams,NE,WR,1,0,0,0,0,0,0,0,5,9.259,3,11.538,0,,0,,0,0
,Tyrell Shavers,BUF,WR,1,0,0,0,0,0,0,0,31,44.286,11,36.667,0,,0,,0,0
,Colson Yankoff,WAS,TE,1,0,0,0,0,0,0,0,8,12.698,5,23.81,0,,0,,0,0
,Treylon Burks,WAS,WR,1,2,0,0,0,2,0,0,27,42.857,8,38.095,9.524,1,50,3.846,2,3.448
,Jacory Croskey-Merritt,WAS,RB,1,0,0,0,0,0,0,0,30,47.619,7,33.333,0,,0,,18,31.034
,Jaylin Lane,WAS,WR,1,1,0,0,0,1,0,0,23,36.508,9,42.857,4.762,0,0,0,1,1.724
,Jalin Hyatt,NYG,WR,1,1,0,0,0,1,0,0,3,4.11,3,7.895,2.632,1,100,2.273,,
,Jahan Dotson,PHI,WR,1,0,0,0,0,0,0,0,35,50.725,12,63.158,0,,0,,0,0
,Kylen Granson,PHI,TE,1,0,0,0,0,0,0,0,18,26.087,4,21.053,0,,0,,0,0
,Tre Tucker,LV,WR,1,3,0,0,0,3,0,0,39,90.698,29,100,10.345,1,33.333,3.333,3,7.143
,Michael Mayer,LV,TE,1,0,0,0,0,0,0,0,7,16.279,3,10.345,0,,0,,0,0
,Will Shipley,PHI,RB,1,0,0,0,0,0,0,0,3,4.348,2,10.526,0,,0,,0,0
,Tank Bigsby,PHI,RB,1,1,0,0,0,1,0,0,27,39.13,6,31.579,5.263,0,0,0,18,27.273
,Dont'e Thornton Jr.,LV,WR,1,0,0,0,0,0,0,0,8,18.605,3,10.345,0,,0,,0,0
,Nate Adkins,DEN,TE,1,0,0,0,0,0,0,0,20,29.851,5,14.706,0,,0,,0,0
,RJ Harvey,DEN,RB,1,1,0,0,0,1,0,0,44,65.672,21,61.765,2.941,0,0,0,20,30.769
,Adam Trautman,DEN,TE,1,0,0,0,0,0,0,0,38,56.716,19,55.882,0,,0,,0,0
,Josh Whyle,GB,TE,1,0,0,0,0,0,0,0,2,3.03,1,2.326,0,,0,,0,0
,Emanuel Wilson,GB,RB,1,0,0,0,0,0,0,0,11,16.667,7,16.279,0,,0,,2,3.175
,Adam Prentice,DEN,FB,1,0,0,0,0,0,0,0,14,20.896,6,17.647,0,,0,,1,1.538
,Jaleel McLaughlin,DEN,RB,1,0,0,0,0,0,0,0,6,8.955,2,5.882,0,,0,,2,3.077
,Bo Melton,GB,CB,1,1,0,0,0,1,0,0,9,13.636,3,6.977,2.326,0,0,0,2,3.175
,Anthony Firkser,DET,TE,1,0,0,0,0,0,0,0,22,35.484,15,35.714,0,,0,,0,0
,Isaac TeSlaa,DET,WR,1,1,0,0,0,1,0,0,39,62.903,28,66.667,2.381,1,100,2.381,1,1.613
,David Montgomery,DET,RB,1,1,0,0,0,1,0,0,18,29.032,11,26.19,2.381,0,0,0,8,12.903
,Konata Mumpfield,LA,WR,1,1,0,0,0,1,0,0,33,47.143,19,47.5,2.5,1,100,2.439,1,1.449
,Blake Corum,LA,RB,1,0,0,0,0,0,0,0,32,45.714,19,47.5,0,,0,,11,15.942
,Jordan Whittington,LA,WR,1,1,0,0,0,1,0,0,4,5.714,4,10,2.5,0,0,0,,
,Foster Moreau,NO,TE,1,0,0,0,0,0,0,0,26,39.394,13,34.211,0,,0,,0,0
,Taysom Hill,NO,QB,1,0,0,0,0,0,0,0,15,22.727,7,18.421,0,,0,,2,3.175
,Mitchell Evans,CAR,TE,1,0,0,0,0,0,0,0,25,40.323,7,28,0,,0,,0,0
,Brycen Tremayne,CAR,WR,1,0,0,0,0,0,0,0,8,12.903,2,8,0,,0,,0,0
,Zach Charbonnet,SEA,RB,1,1,0,0,0,1,0,0,30,49.18,20,54.054,2.703,0,0,0,9,15.254
,Andrew Ogletree,IND,TE,1,0,0,0,0,0,0,0,8,13.793,1,3.571,0,,0,,0,0
,Mo Alie-Cox,IND,TE,1,0,0,0,0,0,0,0,15,25.862,3,10.714,0,,0,,0,0
,Cody White,SEA,WR,1,0,0,0,0,0,0,0,8,13.115,3,8.108,0,,0,,0,0
,James Proche,TEN,WR,1,1,0,0,0,1,0,0,18,36.735,11,37.931,3.448,1,100,3.448,1,2.041
,David Martin-Robinson,TEN,TE,1,0,0,0,0,0,0,0,10,20.408,2,6.897,0,,0,,0,0
,Brian Robinson,SF,RB,1,0,0,0,0,0,0,0,11,14.667,2,6.25,0,,0,,9,12.857
,Luke Farrell,SF,TE,1,0,0,0,0,0,0,0,16,21.333,3,9.375,0,,0,,0,0
,Mason Kinsey,TEN,WR,1,0,0,0,0,0,0,0,1,2.041,1,3.448,0,,0,,,
,Brevyn Spann-Ford,DAL,TE,1,1,0,0,0,1,0,0,20,28.986,9,22.5,2.5,0,0,0,1,1.449
,Javonte Williams,DAL,RB,1,0,0,0,0,0,0,0,20,28.986,5,12.5,0,,0,,15,21.739
,Jordan Mason,MIN,RB,1,0,0,0,0,0,0,0,18,33.333,5,20.833,0,,0,,10,19.231
,Dee Eskridge,MIA,WR,1,0,0,0,0,0,0,0,8,16.327,7,21.875,0,,0,,0,0
,Calvin Austin III,PIT,WR,1,1,0,0,0,1,0,0,18,29.032,12,40,3.333,1,100,3.333,1,1.613
,Cedrick Wilson Jr.,MIA,WR,1,0,0,0,0,0,0,0,10,20.408,3,9.375,0,,0,,0,0
,Ollie Gordon II,MIA,RB,1,0,0,0,0,0,0,0,5,10.204,3,9.375,0,,0,,2,4.167
,Nick Westbrook-Ikhine,MIA,WR,1,1,0,0,0,1,0,0,18,36.735,11,34.375,3.125,0,0,0,1,2.083
,D'Andre Swift,CHI,RB,1,1,1,-2,0,1,1,-2,37,56.923,15,48.387,3.226,0,0,0,19,29.688
,Quinshon Judkins,CLV,RB,1,4,3,-4,0,4,3,-4,37,63.793,23,57.5,10,0,0,0,16,28.571
