BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,De'Von Achane,MIA,RB,1,40,81.633,6,6,67,0,11.167,11.167,100,46,7.667,4,24,0,6,6,67,0,0,4.115,0.686,0,0,18.7,18.7
,Brian Thomas Jr.,JAX,WR,1,47,74.603,7,4,66,1,9.429,16.5,57.143,8,2,3,39,0,7,4,66,3,1,4.098,0.585,0,0,17.1,17.1
,T.J. Hockenson,MIN,TE,1,41,75.926,5,4,66,0,13.2,16.5,80,20,5,3,29,0,5,4,66,1,0,3.243,0.649,0,0,10.6,10.6
,Jordan Addison,MIN,WR,1,34,62.963,2,2,66,0,33,33,100,18,9,1,58,0,2,2,66,0,0,6.113,3.057,0,0,8.6,8.6
,Darren Waller,MIA,TE,1,25,51.02,8,7,66,2,8.25,9.429,87.5,21,3,5,20,0,8,7,66,2,2,6.548,0.818,0,0,25.6,25.6
,DJ Moore,CHI,WR,1,58,89.231,5,4,65,2,13,16.25,80,1,0.25,4,25,0,5,4,65,3,2,5.817,1.163,0,0,22.5,22.5
,Khalil Shakir,BUF,WR,1,45,64.286,5,5,65,0,13,13,100,21,4.2,2,37,0,5,5,65,0,0,4.852,0.97,0,0,11.5,11.5
,Emeka Egbuka,TB,WR,1,38,61.29,7,4,64,0,9.143,16,57.143,13,3.25,4,23,0,7,4,64,1,0,3.51,0.501,0,0,10.4,10.4
,Colston Loveland,CHI,TE,1,41,63.077,5,4,63,0,12.6,15.75,80,27,6.75,4,24,0,5,4,63,0,0,5.734,1.147,0,0,10.1,10.1
,Oronde Gadsden II,LAC,TE,1,31,50,5,4,61,0,12.2,15.25,80,14,3.5,4,27,0,5,4,61,0,0,5.211,1.042,0,0,10.1,10.1
,Jalen Coker,CAR,WR,1,38,61.29,4,4,60,1,15,15,100,2,0.5,3,32,0,4,4,60,0,0,6.752,1.688,0,0,16,16
,Adonai Mitchell,NYJ,WR,1,54,73.973,9,6,58,1,6.444,9.667,66.667,-1,-0.167,4,21,0,9,6,58,1,1,3.114,0.346,0,0,17.4,17.4
,Jayden Reed,GB,WR,1,41,62.121,6,5,55,0,9.167,11,83.333,35,7,2,29,0,6,5,55,0,0,2.824,0.471,0,0,10.5,10.5
,Matthew Golden,GB,WR,1,22,33.333,4,3,55,0,13.75,18.333,75,6,2,3,27,0,4,3,55,0,0,4.07,1.018,0,0,8.5,8.5
,DK Metcalf,PIT,WR,1,48,77.419,3,3,55,1,18.333,18.333,100,22,7.333,2,28,0,3,3,55,0,0,6.188,2.063,0,0,14.5,14.5
,Michael Wilson,ARZ,WR,1,53,82.813,11,5,54,1,4.909,10.8,45.455,8,1.6,3,17,0,11,5,54,2,1,-4.465,-0.406,0,0,16.4,16.4
,Wan'Dale Robinson,NYG,WR,1,66,90.411,10,5,54,1,5.4,10.8,50,23,4.6,3,17,0,10,5,54,4,1,0.83,0.083,0,0,16.4,16.4
,Parker Washington,JAX,WR,1,25,39.683,3,3,53,0,17.667,17.667,100,0,0,2,33,0,3,3,53,0,0,5.128,1.709,0,0,8.3,8.3
,Isaiah Williams,NYJ,WR,1,41,56.164,7,6,53,0,7.571,8.833,85.714,17,2.833,4,25,0,7,6,53,0,0,5.268,0.753,0,0,11.3,11.3
,Darius Slayton,NYG,WR,1,61,83.562,10,4,53,0,5.3,13.25,40,10,2.5,3,19,0,10,4,53,1,0,-4.128,-0.413,0,0,9.3,9.3
,Luke Musgrave,GB,TE,1,33,50,6,4,52,0,8.667,13,66.667,18,4.5,2,26,0,6,4,52,0,0,3.041,0.507,0,0,9.2,9.2
,Rashee Rice,KC,WR,1,51,83.607,11,7,51,0,4.636,7.286,63.636,47,6.714,1,11,0,11,7,51,0,0,-0.625,-0.057,0,0,12.1,12.1
,DeVonta Smith,PHI,WR,1,33,47.826,2,2,50,0,25,25,100,7,3.5,2,44,0,2,2,50,0,0,4.679,2.34,0,0,7,7
,Tre Harris,LAC,WR,1,52,83.871,5,3,49,0,9.8,16.333,60,8,2.667,1,37,0,5,3,49,0,0,0.396,0.079,0,0,7.9,7.9
,Gunnar Helm,TEN,TE,1,22,44.898,4,4,49,1,12.25,12.25,100,27,6.75,2,34,0,4,4,49,0,0,3.152,0.788,0,0,14.9,14.9
,Harold Fannin Jr.,CLV,TE,1,55,94.828,14,7,48,0,3.429,6.857,50,20,2.857,2,13,0,14,7,48,1,0,-11.641,-0.831,0,0,12,12
,Tyquan Thornton,KC,WR,1,30,49.18,3,2,47,0,15.667,23.5,66.667,5,2.5,2,26,0,3,2,47,0,0,4.267,1.422,0,0,6.7,6.7
,Jalen Nailor,MIN,WR,1,26,48.148,5,3,47,2,9.4,15.667,60,0,0,3,23,0,5,3,47,2,2,5.354,1.071,0,0,19.5,19.5
,Cooper Kupp,SEA,WR,1,44,72.131,7,5,46,0,6.571,9.2,71.429,27,5.4,1,16,0,7,5,46,1,0,-0.235,-0.034,0,0,9.6,9.6
,Greg Dulcich,MIA,TE,1,17,34.694,2,2,46,0,23,23,100,22,11,2,29,0,2,2,46,0,0,2.439,1.22,0,0,6.6,6.6
,Kenneth Gainwell,PIT,RB,1,32,51.613,7,7,46,0,6.571,6.571,100,47,6.714,3,10,0,7,7,46,0,0,5.128,0.733,0,0,19.6,19.6
,Pat Freiermuth,PIT,TE,1,27,43.548,5,3,45,0,9,15,60,35,11.667,2,22,0,5,3,45,0,0,5.209,1.042,0,0,7.5,7.5
,Deebo Samuel Sr.,WAS,WR,1,35,55.556,5,3,43,0,8.6,14.333,60,16,5.333,3,18,0,5,3,43,0,0,1.15,0.23,0,0,7.3,7.3
,Van Jefferson,TEN,WR,1,29,59.184,5,1,43,0,8.6,43,20,0,0,1,43,0,5,1,43,1,1,0.858,0.172,0,0,5.3,5.3
,Lil'Jordan Humphrey,DEN,WR,1,45,67.164,4,3,42,1,10.5,14,75,8,2.667,3,22,0,4,3,42,1,1,5.652,1.413,0,0,13.2,13.2
,Mack Hollins,NE,WR,1,40,74.074,8,4,41,0,5.125,10.25,50,11,2.75,2,18,0,8,4,41,1,0,-0.317,-0.04,0,0,8.1,8.1
,A.J. Brown,PHI,WR,1,47,68.116,2,2,41,1,20.5,20.5,100,7,3.5,2,27,0,2,2,41,1,1,5.914,2.957,0,0,12.1,12.1
,Ryan Flournoy,DAL,WR,1,44,63.768,5,4,40,0,8,10,80,39,9.75,3,19,0,5,4,40,0,0,2.596,0.519,0,0,8,8
,Xavier Legette,CAR,WR,1,41,66.129,3,2,39,0,13,19.5,66.667,3,1.5,1,34,0,3,2,39,0,0,2.85,0.95,0,0,5.9,5.9
,Audric Estimé,NO,RB,1,22,33.333,3,3,39,0,13,13,100,48,16,1,19,0,3,3,39,0,0,1.212,0.404,0,0,8,8
,Michael Carter,ARZ,RB,1,51,79.688,4,4,38,0,9.5,9.5,100,35,8.75,2,14,0,4,4,38,0,0,1.802,0.451,0,0,13.4,13.4
,Chase Brown,CIN,RB,1,44,60.274,7,7,37,0,5.286,5.286,100,29,4.143,2,9,0,7,7,37,0,0,3.724,0.532,0,0,16,16
,Dawson Knox,BUF,TE,1,41,58.571,4,3,37,2,9.25,12.333,75,16,5.333,3,19,0,4,3,37,3,2,6.548,1.637,0,0,18.7,18.7
,Jauan Jennings,SF,WR,1,56,74.667,5,3,37,2,7.4,12.333,60,1,0.333,3,20,0,5,3,37,3,2,4.11,0.822,0,0,18.7,18.7
,Keenan Allen,LAC,WR,1,26,41.935,7,5,36,0,5.143,7.2,71.429,10,2,2,12,0,7,5,36,0,0,1.254,0.179,0,0,8.6,8.6
,Ben Sinnott,WAS,TE,1,31,49.206,1,1,36,0,36,36,100,14,14,1,36,0,1,1,36,0,0,1.222,1.222,0,0,4.6,4.6
,Romeo Doubs,GB,WR,1,48,72.727,3,2,36,0,12,18,66.667,11,5.5,2,26,0,3,2,36,1,0,0.821,0.274,0,0,5.6,5.6
,Demarcus Robinson,SF,WR,1,23,30.667,2,2,36,0,18,18,100,2,1,2,30,0,2,2,36,0,0,3.992,1.996,0,0,5.6,5.6
,Darnell Mooney,ATL,WR,1,60,90.909,6,3,35,0,5.833,11.667,50,15,5,3,16,0,6,3,35,0,0,1.343,0.224,0,0,6.5,6.5
,Xavier Worthy,KC,WR,1,39,63.934,4,2,35,0,8.75,17.5,50,14,7,1,26,0,4,2,35,0,0,0.068,0.017,0,0,5.5,5.5
,Daniel Bellinger,NYG,TE,1,17,23.288,4,3,35,0,8.75,11.667,75,27,9,3,13,0,4,3,35,0,0,3.631,0.908,0,0,6.5,6.5
,Dalton Kincaid,BUF,TE,1,23,32.857,4,3,34,0,8.5,11.333,75,6,2,1,24,0,4,3,34,0,0,1.626,0.407,0,0,6.4,6.4
,Kevin Austin Jr.,NO,WR,1,23,34.848,5,3,33,0,6.6,11,60,8,2.667,2,18,0,5,3,33,0,0,0.539,0.108,0,0,6.3,6.3
,Chig Okonkwo,TEN,TE,1,30,61.224,6,4,33,0,5.5,8.25,66.667,34,8.5,2,17,0,6,4,33,1,0,0.669,0.111,0,0,7.3,7.3
,George Pickens,DAL,WR,1,58,84.058,6,3,33,0,5.5,11,50,17,5.667,2,17,0,6,3,33,0,0,0.368,0.061,0,0,6.3,6.3
,Rasheen Ali,BLT,RB,1,10,23.81,2,2,32,1,16,16,100,38,19,1,30,0,2,2,32,0,0,3.314,1.657,0,0,11.2,11.2
,DeAndre Hopkins,BLT,WR,1,12,28.571,1,1,32,0,32,32,100,24,24,1,32,0,1,1,32,0,0,2.007,2.007,0,0,4.2,4.2
,Dare Ogunbowale,HST,RB,1,20,30.769,4,3,32,0,8,10.667,75,20,6.667,2,18,0,4,3,32,0,0,2.133,0.533,0,0,6.4,6.4
,Ameer Abdullah,IND,RB,1,14,24.138,5,5,32,0,6.4,6.4,100,37,7.4,2,14,0,5,5,32,0,0,-0.237,-0.047,0,0,9.7,9.7
,Aaron Jones,MIN,RB,1,31,57.407,3,3,31,0,10.333,10.333,100,35,11.667,1,18,0,3,3,31,0,0,2.717,0.906,0,0,9.5,9.5
,Kayshon Boutte,NE,WR,1,38,70.37,1,1,30,0,30,30,100,4,4,1,30,0,1,1,30,0,0,3.098,3.098,0,0,4,4
,Juwan Johnson,NO,TE,1,37,56.061,4,4,30,0,7.5,7.5,100,14,3.5,2,12,0,4,4,30,0,0,3.167,0.792,0,0,7,7
,Darius Cooper,PHI,WR,1,20,28.986,2,2,29,0,14.5,14.5,100,5,2.5,2,16,0,2,2,29,0,0,2.543,1.272,0,0,4.9,4.9
,Marvin Mims Jr.,DEN,WR,1,21,31.343,6,4,29,0,4.833,7.25,66.667,25,6.25,2,11,0,6,4,29,0,0,-1.826,-0.304,0,0,7.7,7.7
,Christian Watson,GB,WR,1,26,39.394,5,3,29,0,5.8,9.667,60,8,2.667,1,19,0,5,3,29,0,0,-2.029,-0.406,0,0,5.9,5.9
,Luke Schoonmaker,DAL,TE,1,18,26.087,1,1,29,0,29,29,100,23,23,1,29,0,1,1,29,0,0,2.159,2.159,0,0,3.9,3.9
,Cole Kmet,CHI,TE,1,44,67.692,4,2,28,0,7,14,50,27,13.5,2,17,0,4,2,28,0,0,0.516,0.129,0,0,4.8,4.8
,Noah Brown,WAS,WR,1,10,15.873,1,1,28,0,28,28,100,2,2,1,28,0,1,1,28,0,0,3.058,3.058,0,0,3.8,3.8
,Brock Bowers,LV,TE,1,39,90.698,8,6,28,0,3.5,4.667,75,26,4.333,3,10,0,8,6,28,0,0,-4.218,-0.527,0,0,8.8,8.8
,Rhamondre Stevenson,NE,RB,1,34,62.963,3,3,27,0,9,9,100,24,8,1,16,0,3,3,27,0,0,1.009,0.336,0,0,10.7,10.7
,Tyrone Tracy Jr.,NYG,RB,1,51,69.863,3,3,27,1,9,9,100,10,3.333,1,18,0,3,3,27,1,1,1.814,0.605,0,0,24.7,24.7
,AJ Barner,SEA,TE,1,47,77.049,6,3,27,0,4.5,9,50,20,6.667,2,15,0,6,3,27,0,0,1.705,0.284,0,0,5.7,5.7
,Brenton Strange,JAX,TE,1,45,71.429,3,1,26,0,8.667,26,33.333,7,7,1,26,0,3,1,26,0,0,0.526,0.175,0,0,3.6,3.6
,Stefon Diggs,NE,WR,1,26,48.148,4,3,26,0,6.5,8.667,75,12,4,1,16,0,4,3,26,0,0,-1.301,-0.325,0,0,5.6,5.6
,Michael Pittman,IND,WR,1,54,93.103,5,3,26,0,5.2,8.667,60,17,5.667,2,12,0,5,3,26,0,0,2.461,0.492,0,0,5.6,5.6
,Jaylen Waddle,MIA,WR,1,40,81.633,4,2,26,0,6.5,13,50,5,2.5,2,16,0,4,2,26,0,0,-3.247,-0.812,0,0,4.6,4.6
,John Metchie III,NYJ,WR,1,50,68.493,5,4,25,0,5,6.25,80,9,2.25,2,10,0,5,4,25,0,0,0.173,0.035,0,0,6.9,6.9
,Tetairoa McMillan,CAR,WR,1,47,75.806,4,2,25,0,6.25,12.5,50,9,4.5,1,21,0,4,2,25,0,0,1.296,0.324,0,0,4.5,4.5
,Julian Hill,MIA,TE,1,19,38.776,2,2,25,0,12.5,12.5,100,20,10,2,20,0,2,2,25,0,0,1.383,0.692,0,0,4.5,4.5
,Darnell Washington,PIT,TE,1,44,70.968,4,3,25,0,6.25,8.333,75,26,8.667,1,13,0,4,3,25,0,0,0.807,0.202,0,0,5.5,5.5
,Jerry Jeudy,CLV,WR,1,54,93.103,4,2,22,0,5.5,11,50,0,0,2,14,0,4,2,22,1,0,-2.164,-0.541,0,0,4.2,4.2
,Cade Stover,HST,TE,1,35,53.846,3,3,22,0,7.333,7.333,100,21,7,1,8,0,3,3,22,0,0,1.85,0.617,0,0,5.2,5.2
,Justin Jefferson,MIN,WR,1,50,92.593,8,2,22,0,2.75,11,25,7,3.5,2,12,0,8,2,22,3,0,-6.646,-0.831,0,0,4.2,4.2
,Chris Godwin Jr.,TB,WR,1,57,91.935,5,4,20,1,4,5,80,11,2.75,2,8,0,5,4,20,1,1,1.428,0.286,0,0,12,12
,Quintin Morris,JAX,TE,1,14,22.222,2,2,20,0,10,10,100,13,6.5,1,13,0,2,2,20,0,0,1.186,0.593,0,0,4,4
,Ladd McConkey,LAC,WR,1,46,74.194,3,2,20,0,6.667,10,66.667,14,7,0,13,0,3,2,20,0,0,-3.013,-1.004,0,0,4,4
,Jahmyr Gibbs,DET,RB,1,50,80.645,7,4,20,0,2.857,5,57.143,15,3.75,1,15,0,7,4,20,0,0,-1.924,-0.275,0,0,9.8,9.8
,Kalif Raymond,DET,WR,1,11,17.742,1,1,20,0,20,20,100,1,1,1,20,0,1,1,20,0,0,1.286,1.286,0,0,3,3
,Jalen Brooks,ARZ,WR,1,44,68.75,3,1,19,0,6.333,19,33.333,1,1,1,19,0,3,1,19,0,0,0.596,0.199,0,0,2.9,2.9
,John Bates,WAS,TE,1,36,57.143,1,1,19,0,19,19,100,6,6,1,19,0,1,1,19,0,0,1.296,1.296,0,0,2.9,2.9
,Josh Jacobs,GB,RB,1,34,51.515,3,2,19,1,6.333,9.5,66.667,0,0,1,14,0,3,2,19,1,1,3.208,1.069,0,0,23.2,23.2
,Tyler Warren,IND,TE,1,47,81.034,6,3,19,0,3.167,6.333,50,7,2.333,1,17,0,6,3,19,0,0,-3.418,-0.57,0,0,4.9,4.9
,Marquez Valdes-Scantling,PIT,WR,1,33,53.226,1,1,19,1,19,19,100,0,0,1,19,0,1,1,19,1,1,2.454,2.454,0,0,8.9,8.9
,Mark Andrews,BLT,TE,1,16,38.095,3,2,18,0,6,9,66.667,0,0,1,14,0,3,2,18,0,0,0.734,0.245,0,0,3.8,3.8
,Hunter Henry,NE,TE,1,44,81.481,3,1,18,0,6,18,33.333,3,3,1,18,0,3,1,18,0,0,-0.359,-0.12,0,0,2.8,2.8
,John FitzPatrick,GB,TE,1,43,65.152,4,3,18,0,4.5,6,75,16,5.333,1,6,0,4,3,18,0,0,-0.716,-0.179,0,0,4.8,4.8
,Josh Oliver,MIN,TE,1,32,59.259,1,1,18,0,18,18,100,10,10,1,18,0,1,1,18,0,0,1.239,1.239,0,0,2.8,2.8
,Jawhar Jordan,HST,RB,1,28,43.077,2,2,17,0,8.5,8.5,100,26,13,1,14,0,2,2,17,0,0,0.766,0.383,0,0,13.8,13.8
,Jack Bech,LV,WR,1,34,79.07,3,2,17,0,5.667,8.5,66.667,2,1,0,10,0,3,2,17,0,0,-0.509,-0.17,0,0,3.7,3.7
,Elic Ayomanor,TEN,WR,1,41,83.673,1,1,17,0,17,17,100,2,2,1,17,0,1,1,17,0,0,1.184,1.184,0,0,2.7,2.7
,Chimere Dike,TEN,WR,1,37,75.51,5,4,17,0,3.4,4.25,80,28,7,0,8,0,5,4,17,0,0,-1.252,-0.25,0,0,5,5
,Kendrick Bourne,SF,WR,1,31,41.333,3,2,17,0,5.667,8.5,66.667,7,3.5,1,11,0,3,2,17,0,0,0.125,0.042,0,0,3.7,3.7
,Mitchell Tinsley,CIN,WR,1,33,45.205,2,1,16,0,8,16,50,0,0,1,16,0,2,1,16,1,0,0.179,0.089,0,0,2.6,2.6
,Tanner Hudson,CIN,TE,1,19,26.027,5,3,16,0,3.2,5.333,60,6,2,2,8,0,5,3,16,0,0,-10.325,-2.065,0,0,4.6,4.6
,Xavier Hutchinson,HST,WR,1,20,30.769,2,1,16,0,8,16,50,12,12,1,16,0,2,1,16,0,0,-0.413,-0.207,0,0,2.6,2.6
,Bhayshul Tuten,JAX,RB,1,13,20.635,1,1,16,1,16,16,100,3,3,1,16,0,1,1,16,0,0,2.075,2.075,0,0,9.3,9.3
,KeAndre Lambert-Smith,LAC,WR,1,20,32.258,1,1,16,1,16,16,100,0,0,1,16,0,1,1,16,1,1,4.153,4.153,0,0,8.6,8.6
,Josh Palmer,BUF,WR,1,21,30,2,1,16,0,8,16,50,0,0,1,16,0,2,1,16,0,0,1.213,0.607,0,0,2.6,2.6
,Jeremy McNichols,WAS,RB,1,26,41.27,1,1,16,0,16,16,100,19,19,1,16,0,1,1,16,0,0,1.346,1.346,0,0,3.2,3.2
,Davis Allen,LA,TE,1,50,71.429,4,3,16,0,4,5.333,75,15,5,2,7,0,4,3,16,0,0,0.146,0.037,0,0,4.6,4.6
,Alec Pierce,IND,WR,1,58,100,1,1,16,0,16,16,100,0,0,1,16,0,1,1,16,0,0,1.726,1.726,0,0,2.6,2.6
,Jake Ferguson,DAL,TE,1,51,73.913,4,2,16,0,4,8,50,13,6.5,0,9,0,4,2,16,1,0,-0.987,-0.247,0,0,3.6,3.6
,Malik Davis,DAL,RB,1,35,50.725,3,2,16,0,5.333,8,66.667,6,3,0,10,0,3,2,16,0,0,-4.141,-1.38,0,0,11.7,11.7
,Kimani Vidal,LAC,RB,1,38,61.29,1,1,15,0,15,15,100,19,19,1,15,0,1,1,15,0,0,1.335,1.335,0,0,5.8,5.8
,Ty Johnson,BUF,RB,1,14,20,3,3,15,0,5,5,100,31,10.333,1,12,0,3,3,15,0,0,-0.652,-0.217,0,0,5.8,5.8
,Jaylen Warren,PIT,RB,1,28,45.161,3,3,15,0,5,5,100,28,9.333,1,10,0,3,3,15,0,0,-0.711,-0.237,0,0,7.8,7.8
,Breece Hall,NYJ,RB,1,37,50.685,2,2,14,0,7,7,100,16,8,0,9,0,2,2,14,0,0,0.375,0.188,0,0,5.7,5.7
,Saquon Barkley,PHI,RB,1,37,53.623,3,2,14,0,4.667,7,66.667,17,8.5,0,8,0,3,2,14,0,0,0.096,0.032,0,0,17.2,17.2
,Jonathan Taylor,IND,RB,1,49,84.483,4,3,14,0,3.5,4.667,75,28,9.333,1,7,0,4,3,14,0,0,-1.083,-0.271,0,0,13.1,13.1
,Christian McCaffrey,SF,RB,1,59,78.667,1,1,14,0,14,14,100,11,11,1,14,0,1,1,14,0,0,0.914,0.914,0,0,15.7,15.7
,Hunter Luepke,DAL,FB,1,15,21.739,2,2,14,0,7,7,100,14,7,1,11,0,2,2,14,0,0,0.31,0.155,0,0,5,5
,Jeremy Ruckert,NYJ,TE,1,50,68.493,2,2,13,0,6.5,6.5,100,9,4.5,1,10,0,2,2,13,0,0,-0.039,-0.02,0,0,3.3,3.3
,TreVeyon Henderson,NE,RB,1,25,46.296,3,2,13,0,4.333,6.5,66.667,14,7,0,7,0,3,2,13,0,0,-0.195,-0.065,0,0,30.1,30.1
,Ray Davis,BUF,RB,1,4,5.714,1,1,13,0,13,13,100,14,14,1,13,0,1,1,13,0,0,0.862,0.862,0,0,2.3,2.3
,Tommy Tremble,CAR,TE,1,28,45.161,4,2,13,0,3.25,6.5,50,10,5,1,8,0,4,2,13,0,0,-0.483,-0.121,0,0,3.3,3.3
,Josh Downs,IND,WR,1,41,70.69,5,3,13,1,2.6,4.333,60,6,2,1,8,0,5,3,13,0,0,-0.184,-0.037,0,0,10.3,10.3
,Charlie Woerner,ATL,TE,1,40,60.606,2,2,12,0,6,6,100,0,0,0,8,0,2,2,12,0,0,0.065,0.033,0,0,3.2,3.2
,Drew Sample,CIN,TE,1,38,52.055,2,2,12,0,6,6,100,8,4,0,7,0,2,2,12,0,0,-0.706,-0.353,0,0,3.2,3.2
,Evan Engram,DEN,TE,1,19,28.358,3,1,12,0,4,12,33.333,9,9,0,12,0,3,1,12,0,0,-0.875,-0.292,0,0,2.2,2.2
,Jonnu Smith,PIT,TE,1,16,25.806,2,2,12,0,6,6,100,14,7,1,10,0,2,2,12,0,0,0.121,0.061,0,0,10.6,10.6
,Bucky Irving,TB,RB,1,39,62.903,3,1,11,0,3.667,11,33.333,16,16,1,11,0,3,1,11,0,0,-0.66,-0.22,0,0,8.1,8.1
,Mike Gesicki,CIN,TE,1,39,53.425,2,1,11,0,5.5,11,50,1,1,1,11,0,2,1,11,0,0,-1.413,-0.707,0,0,2.1,2.1
