BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT
,Deebo  Samuel Sr.,WAS,WR,1,11,8,96,1,11,45.833,7.909,10,41.667,0.9,3,12.5,0,0,0,0,0,0,0
,Sam  LaPorta,DET,TE,1,6,5,92,1,6,24,0,7,28,0,0,0,0,5,20,15,7,28,2.429
,Tyquan  Thornton,KC,WR,1,5,3,90,0,10,47.619,9,11,52.381,0,0,0,0,0,0,0,0,0,0
,Davante  Adams,LA,WR,1,11,5,88,0,36,90,1.778,4,10,6,0,0,0,0,0,0,0,0,0
,Puka  Nacua,LA,WR,1,12,10,85,1,25,58.14,1.8,18,41.86,2.222,0,0,0,0,0,0,0,0,0
,Christian  McCaffrey,SF,RB,1,9,8,82,1,2,4.444,0,11,24.444,2.273,32,71.111,1.781,0,0,0,0,0,0
,Andrei  Iosivas,CIN,WR,1,7,5,82,0,12,33.333,4.333,24,66.667,1.25,0,0,0,0,0,0,0,0,0
,Cade  Otton,TB,TE,1,5,4,81,0,3,10.345,0,10,34.483,4.2,0,0,0,9,31.034,3,7,24.138,1.714
,Brian  Thomas Jr.,JAX,WR,1,6,4,80,0,24,85.714,3.333,4,14.286,0,0,0,0,0,0,0,0,0,0
,Darren  Waller,MIA,TE,1,5,5,78,1,8,30.769,2.625,10,38.462,3.4,0,0,0,3,11.538,4.333,5,19.231,2
,Tetairoa  McMillan,CAR,WR,1,8,6,73,0,26,81.25,1.538,6,18.75,5.5,0,0,0,0,0,0,0,0,0
,Tutu  Atwell,LA,WR,1,4,2,72,0,9,25.714,0,25,71.429,2.88,1,2.857,0,0,0,0,0,0,0
,Zay  Flowers,BLT,WR,1,5,5,72,0,13,61.905,4.846,7,33.333,1.286,1,4.762,0,0,0,0,0,0,0
,Garrett  Wilson,NYJ,WR,1,10,6,71,1,33,70.213,0.97,14,29.787,2.786,0,0,0,0,0,0,0,0,0
,David  Njoku,CLV,TE,1,9,6,67,1,6,18.182,2.833,9,27.273,1,0,0,0,8,24.242,2.25,10,30.303,2.3
,Mason  Taylor,NYJ,TE,1,12,9,67,0,8,18.605,0,9,20.93,0.556,0,0,0,6,13.953,1,20,46.512,2.8
,Kyren  Williams,LA,RB,1,10,8,66,2,0,0,0,5,11.628,2.6,38,88.372,1.395,0,0,0,0,0,0
,Christian  Kirk,HST,WR,1,4,4,64,0,1,5.263,0,16,84.211,3.438,2,10.526,4.5,0,0,0,0,0,0
,Travis  Hunter,JAX,WR,1,3,3,64,0,6,30,8.667,12,60,0,2,10,6,0,0,0,0,0,0
,Tre  Tucker,LV,WR,1,6,4,62,0,27,75,2.296,8,22.222,0,1,2.778,0,0,0,0,0,0,0
,Travis  Kelce,KC,TE,1,8,7,61,1,12,37.5,1.667,9,28.125,2.111,0,0,0,1,3.125,14,10,31.25,0.8
,Dalton  Schultz,HST,TE,1,6,5,60,0,5,19.231,1.8,5,19.231,6.6,1,3.846,11,4,15.385,0,11,42.308,0.636
,Chris  Olave,NO,WR,1,11,7,59,0,16,55.172,1.813,11,37.931,1.909,2,6.897,4.5,0,0,0,0,0,0
,Tez  Johnson,TB,WR,1,4,4,59,0,12,66.667,2.167,4,22.222,6.75,2,11.111,3,0,0,0,0,0,0
,Cooper  Kupp,SEA,WR,1,9,6,59,0,13,40.625,2.308,18,56.25,1.611,1,3.125,0,0,0,0,0,0,0
,Saquon  Barkley,PHI,RB,1,3,3,58,1,2,6.25,0,0,0,0,30,93.75,1.933,0,0,0,0,0,0
,Keenan  Allen,LAC,WR,1,9,5,58,0,16,64,2.313,9,36,2.333,0,0,0,0,0,0,0,0,0
,George  Pickens,DAL,WR,1,4,2,57,1,26,92.857,2.192,2,7.143,0,0,0,0,0,0,0,0,0,0
,Ashton  Dulin,IND,WR,1,5,2,55,0,27,96.429,2.037,1,3.571,0,0,0,0,0,0,0,0,0,0
,Josh  Downs,IND,WR,1,8,6,54,0,3,13.043,5.333,20,86.957,1.9,0,0,0,0,0,0,0,0,0
,AJ  Barner,SEA,TE,1,7,7,53,2,0,0,0,3,11.538,0,0,0,0,9,34.615,1.889,14,53.846,2.571
,Nico  Collins,HST,WR,1,5,4,52,1,20,83.333,2.1,4,16.667,2.5,0,0,0,0,0,0,0,0,0
,Daniel  Bellinger,NYG,TE,1,4,4,52,0,1,6.25,12,2,12.5,0,3,18.75,6,8,50,2.75,2,12.5,0
,Luke  McCaffrey,WAS,WR,1,2,1,50,0,7,63.636,7.143,4,36.364,0,0,0,0,0,0,0,0,0,0
,Jake  Ferguson,DAL,TE,1,9,7,49,2,1,4.762,0,10,47.619,0,1,4.762,5,4,19.048,7.75,5,23.81,2.6
,Chig  Okonkwo,TEN,TE,1,5,4,48,0,3,11.111,0,9,33.333,5.333,0,0,0,2,7.407,0,13,48.148,0
,Marquise  Brown,KC,WR,1,8,4,48,0,16,66.667,2,8,33.333,2,0,0,0,0,0,0,0,0,0
,DeAndre  Hopkins,BLT,WR,1,2,2,46,0,6,85.714,7.667,1,14.286,0,0,0,0,0,0,0,0,0,0
,Hunter  Henry,NE,TE,1,4,2,46,0,10,34.483,2.2,10,34.483,2.4,0,0,0,3,10.345,0,6,20.69,0
,Cam  Skattebo,NYG,RB,1,7,6,45,0,0,0,0,1,3.846,0,25,96.154,1.8,0,0,0,0,0,0
,Khalil  Shakir,BUF,WR,1,9,6,45,0,12,46.154,3,13,50,0.692,1,3.846,0,0,0,0,0,0,0
,Tyler  Warren,IND,TE,1,4,4,44,1,2,8,2.5,14,56,2.786,2,8,0,2,8,0,5,20,0
,A.J.  Brown,PHI,WR,1,8,5,43,0,41,95.349,1.049,2,4.651,0,0,0,0,0,0,0,0,0,0
,Kayshon  Boutte,NE,WR,1,3,3,43,0,20,100,2.15,0,0,0,0,0,0,0,0,0,0,0,0
,Ashton  Jeanty,LV,RB,1,7,5,42,0,0,0,0,2,10.526,3.5,17,89.474,2.059,0,0,0,0,0,0
,Breece  Hall,NYJ,RB,1,5,4,42,0,1,3.846,0,1,3.846,0,24,92.308,1.75,0,0,0,0,0,0
,Xavier  Worthy,KC,WR,1,9,6,42,0,17,51.515,2.059,16,48.485,0.438,0,0,0,0,0,0,0,0,0
,Jake  Tonges,SF,TE,1,11,7,41,1,3,7.317,0,12,29.268,0.833,0,0,0,12,29.268,1,14,34.146,1.357
,Jordan  Addison,MIN,WR,1,6,5,41,1,19,70.37,1.947,7,25.926,0,1,3.704,4,0,0,0,0,0,0
,Trey  McBride,ARZ,TE,1,7,5,41,0,4,12.5,2.5,18,56.25,1.722,0,0,0,8,25,0,2,6.25,0
,Quentin  Johnston,LAC,WR,1,4,4,40,0,26,83.871,0.923,5,16.129,3.2,0,0,0,0,0,0,0,0,0
,Demarcus  Robinson,SF,WR,1,7,3,39,0,36,81.818,1.083,8,18.182,0,0,0,0,0,0,0,0,0,0
,Michael  Pittman,IND,WR,1,6,5,39,1,23,82.143,1.696,5,17.857,0,0,0,0,0,0,0,0,0,0
,Tory  Horton,SEA,WR,1,4,3,39,1,18,100,2.167,0,0,0,0,0,0,0,0,0,0,0,0
,Ladd  McConkey,LAC,WR,1,7,5,39,1,11,36.667,0.545,17,56.667,1.941,0,0,0,0,0,0,2,6.667,0
,Jacory  Croskey-Merritt,WAS,RB,1,2,2,39,0,1,10,0,0,0,0,9,90,4.333,0,0,0,0,0,0
,T.J.  Hockenson,MIN,TE,1,6,6,38,0,2,6.25,3.5,10,31.25,1.7,0,0,0,4,12.5,2.25,16,50,0.313
,Albert  Okwuegbunam,LV,TE,1,6,5,36,0,0,0,0,10,43.478,0.8,1,4.348,7,7,30.435,2.286,5,21.739,1
,Josh  Palmer,BUF,WR,1,2,2,36,0,15,88.235,2.4,2,11.765,0,0,0,0,0,0,0,0,0,0
,Josh  Oliver,MIN,TE,1,3,2,35,1,0,0,0,3,21.429,0,0,0,0,7,50,5,4,28.571,0
,Troy  Franklin,DEN,WR,1,5,3,35,0,17,53.125,1.471,14,43.75,0.714,1,3.125,0,0,0,0,0,0,0
,Gunnar  Helm,TEN,TE,1,5,4,34,0,2,8,0,7,28,0,0,0,0,9,36,0,7,28,4.857
,Jordan  Whittington,LA,WR,1,3,2,33,0,5,31.25,0,11,68.75,3,0,0,0,0,0,0,0,0,0
,Theo  Johnson,NYG,TE,1,7,6,33,2,2,5.714,7.5,15,42.857,1.067,5,14.286,0.2,8,22.857,0.125,5,14.286,0
,Evan  Engram,DEN,TE,1,6,4,33,1,1,4,0,13,52,0,1,4,7,5,20,3.6,5,20,1.6
,Jahmyr  Gibbs,DET,RB,1,2,2,33,1,3,17.647,6.667,0,0,0,14,82.353,0.929,0,0,0,0,0,0
,Jayden  Higgins,HST,WR,1,4,4,32,0,16,94.118,2,1,5.882,0,0,0,0,0,0,0,0,0,0
,Jakobi  Meyers,LV,WR,1,6,4,32,0,16,43.243,1.438,20,54.054,0.45,1,2.703,0,0,0,0,0,0,0
,Brashard  Smith,KC,RB,1,3,3,32,0,3,75,10.667,0,0,0,1,25,0,0,0,0,0,0,0
,Xavier  Legette,CAR,WR,1,3,2,31,1,15,55.556,2.067,12,44.444,0,0,0,0,0,0,0,0,0,0
,Darius  Slayton,NYG,WR,1,6,3,31,0,22,84.615,1.409,3,11.538,0,1,3.846,0,0,0,0,0,0,0
,De'Von  Achane,MIA,RB,1,7,6,30,1,8,23.529,0.5,8,23.529,2.625,18,52.941,0.278,0,0,0,0,0,0
,Wan'Dale  Robinson,NYG,WR,1,7,5,30,0,11,28.947,0.182,27,71.053,1.037,0,0,0,0,0,0,0,0,0
,Rachaad  White,TB,RB,1,4,4,30,0,1,3.704,0,1,3.704,0,24,88.889,1.25,0,0,0,1,3.704,0
,Tyler  Conklin,LAC,TE,1,3,2,30,0,2,22.222,0,5,55.556,6,0,0,0,1,11.111,0,1,11.111,0
,Isaiah  Bond,CLV,WR,1,7,2,29,0,15,51.724,0,14,48.276,2.071,0,0,0,0,0,0,0,0,0
,Josh  Reynolds,NYJ,WR,1,4,3,29,0,26,68.421,0.885,12,31.579,0.5,0,0,0,0,0,0,0,0,0
,Rico  Dowdle,CAR,RB,1,4,3,28,0,5,31.25,2.2,0,0,0,11,68.75,1.545,0,0,0,0,0,0
,Alvin  Kamara,NO,RB,1,6,4,28,0,2,9.524,0,0,0,0,19,90.476,1.474,0,0,0,0,0,0
,Jeremy  Ruckert,NYJ,TE,1,4,4,28,0,2,14.286,0,3,21.429,3,0,0,0,3,21.429,0,6,42.857,3.167
,Isaiah  Davis,NYJ,RB,1,4,3,28,0,2,7.692,0,1,3.846,0,23,88.462,1.217,0,0,0,0,0,0
,Jalen  Nailor,MIN,WR,1,4,3,27,0,11,39.286,2.182,13,46.429,0.231,1,3.571,0,0,0,0,3,10.714,0
,Jack  Bech,LV,WR,1,5,3,27,0,15,78.947,1.067,4,21.053,2.75,0,0,0,0,0,0,0,0,0
,Chris  Godwin Jr.,TB,WR,1,4,3,26,0,14,50,0.143,14,50,1.714,0,0,0,0,0,0,0,0,0
,Omarion  Hampton,LAC,RB,1,6,6,26,0,1,4.545,0,4,18.182,3,16,72.727,0.563,0,0,0,1,4.545,5
,Curtis  Samuel,BUF,WR,1,2,2,26,1,7,46.667,2.857,6,40,0,2,13.333,3,0,0,0,0,0,0
,Davis  Allen,LA,TE,1,2,2,24,0,6,25,0,3,12.5,0,0,0,0,6,25,0,9,37.5,2.667
,Jahan  Dotson,PHI,WR,1,3,1,24,0,17,50,0,17,50,1.412,0,0,0,0,0,0,0,0,0
,Sterling  Shepard,TB,WR,1,5,4,24,1,8,44.444,2,9,50,0.889,1,5.556,0,0,0,0,0,0,0
,Brenden  Bates,HST,TE,1,2,2,23,0,0,0,0,0,0,0,0,0,0,2,100,11.5,0,0,0
,Keon  Coleman,BUF,WR,1,7,4,23,1,14,60.87,0.571,9,39.13,1.667,0,0,0,0,0,0,0,0,0
,Jamari  Thrash,CLV,WR,1,1,1,22,0,6,50,0,5,41.667,4.4,1,8.333,0,0,0,0,0,0,0
,Mark  Andrews,BLT,TE,1,3,2,22,0,3,20,0,10,66.667,2.2,0,0,0,1,6.667,0,1,6.667,0
,Julian  Hill,MIA,TE,1,5,4,22,0,0,0,0,3,16.667,0,0,0,0,6,33.333,1.333,9,50,1.556
,Michael  Carter,ARZ,RB,1,5,5,22,0,0,0,0,1,5.263,1,17,89.474,1.235,0,0,0,1,5.263,0
,Tee  Higgins,CIN,WR,1,7,3,22,1,36,87.805,0.611,5,12.195,0,0,0,0,0,0,0,0,0,0
,Brenton  Strange,JAX,TE,1,1,1,22,0,0,0,0,4,50,0,0,0,0,4,50,5.5,0,0,0
,Kyle  Juszczyk,SF,FB,1,4,3,21,0,1,4.762,12,5,23.81,0,7,33.333,1.286,0,0,0,8,38.095,0
,Terrance  Ferguson,LA,TE,1,1,1,21,0,3,75,0,1,25,21,0,0,0,0,0,0,0,0,0
,Jimmy  Horn Jr.,CAR,WR,1,3,2,21,0,4,50,1,2,25,8.5,2,25,0,0,0,0,0,0,0
,Chase  Brown,CIN,RB,1,8,7,21,0,2,8.696,0,0,0,0,20,86.957,1.05,0,0,0,1,4.348,0
,Jerome  Ford,CLV,RB,1,2,2,20,0,0,0,0,0,0,0,18,94.737,1.111,0,0,0,1,5.263,0
,Jonathan  Taylor,IND,RB,1,4,3,20,0,1,4,0,1,4,0,23,92,0.87,0,0,0,0,0,0
,Ian  Thomas,LV,TE,1,3,3,20,0,2,10.526,5,2,10.526,0,0,0,0,10,52.632,0.5,5,26.316,1
,Isiah  Pacheco,KC,RB,1,3,3,20,0,0,0,0,0,0,0,28,100,0.714,0,0,0,0,0,0
,Dallas  Goedert,PHI,TE,1,9,3,19,1,6,17.647,0,17,50,0,0,0,0,4,11.765,0,7,20.588,2.714
,Quinshon  Judkins,CLV,RB,1,2,1,18,0,0,0,0,0,0,0,11,100,1.636,0,0,0,0,0,0
,Xavier  Hutchinson,HST,WR,1,3,3,18,2,18,78.261,0.556,5,21.739,1.6,0,0,0,0,0,0,0,0,0
,RJ  Harvey,DEN,RB,1,3,3,18,0,3,33.333,2,0,0,0,6,66.667,2,0,0,0,0,0,0
,Grant  Calcaterra,PHI,TE,1,2,2,18,0,0,0,0,1,20,0,0,0,0,0,0,0,4,80,4.5
,Elic  Ayomanor,TEN,WR,1,4,2,18,0,32,91.429,0.563,3,8.571,0,0,0,0,0,0,0,0,0,0
,Juwan  Johnson,NO,TE,1,4,2,17,0,7,25,0,12,42.857,0,0,0,0,5,17.857,3.8,4,14.286,-0.5
,Chimere  Dike,TEN,WR,1,5,2,17,0,5,29.412,0,12,70.588,1.417,0,0,0,0,0,0,0,0,0
,DeMario  Douglas,NE,WR,1,3,2,17,0,3,21.429,3.333,10,71.429,0.7,1,7.143,0,0,0,0,0,0,0
,JuJu  Smith-Schuster,KC,WR,1,3,2,17,0,14,56,0,11,44,1.545,0,0,0,0,0,0,0,0,0
,Tanner  Conner,MIA,TE,1,2,2,16,0,0,0,0,2,25,7.5,0,0,0,4,50,0,2,25,0.5
,Tyler  Badie,DEN,RB,1,2,1,16,0,0,0,0,1,5.882,0,16,94.118,1,0,0,0,0,0,0
,Michael  Wilson,ARZ,WR,1,4,2,16,0,10,37.037,1.6,17,62.963,0,0,0,0,0,0,0,0,0,0
,Jaylin  Lane,WAS,WR,1,2,1,16,0,7,53.846,2.286,6,46.154,0,0,0,0,0,0,0,0,0,0
,Parker  Washington,JAX,WR,1,3,2,16,1,3,50,0,3,50,5.333,0,0,0,0,0,0,0,0,0
,Jerry  Jeudy,CLV,WR,1,5,2,15,0,29,85.294,0.517,5,14.706,0,0,0,0,0,0,0,0,0,0
,Trent  Sherfield,DEN,WR,1,2,1,15,0,2,50,7.5,1,25,0,1,25,0,0,0,0,0,0,0
,Mike  Gesicki,CIN,TE,1,5,2,15,0,5,27.778,3,13,72.222,0,0,0,0,0,0,0,0,0,0
,Dawson  Knox,BUF,TE,1,2,2,15,0,3,21.429,0,0,0,0,0,0,0,6,42.857,0,5,35.714,3
,Dyami  Brown,JAX,WR,1,4,2,15,0,11,55,0,9,45,1.667,0,0,0,0,0,0,0,0,0
,Arian  Smith,NYJ,WR,1,1,1,14,0,14,43.75,1,18,56.25,0,0,0,0,0,0,0,0,0,0
,Oronde  Gadsden II,LAC,TE,1,1,1,14,0,2,8.696,0,14,60.87,1,1,4.348,0,1,4.348,0,5,21.739,0
,Harold  Fannin Jr.,CLV,TE,1,4,4,13,1,5,21.739,0.8,6,26.087,0.5,1,4.348,0,4,17.391,0.25,7,30.435,0.714
,Jaylin  Noel,HST,WR,1,3,2,13,1,3,27.273,0,7,63.636,1.857,1,9.091,0,0,0,0,0,0,0
,Devaughn  Vele,NO,WR,1,2,2,13,0,5,45.455,1.4,4,36.364,0,0,0,0,0,0,0,2,18.182,3
,Bam  Knight,ARZ,RB,1,1,1,13,0,0,0,0,1,16.667,0,5,83.333,2.6,0,0,0,0,0,0
,Rhamondre  Stevenson,NE,RB,1,2,2,13,0,0,0,0,0,0,0,21,100,0.619,0,0,0,0,0,0
,Isaiah  Likely,BLT,TE,1,1,1,12,0,0,0,0,9,90,1.333,1,10,0,0,0,0,0,0,0
,Greg  Dortch,ARZ,WR,1,2,2,12,0,3,75,4,1,25,0,0,0,0,0,0,0,0,0,0
,Zach  Charbonnet,SEA,RB,1,2,1,12,0,2,9.091,0,1,4.545,0,19,86.364,0.632,0,0,0,0,0,0
,Isaac  TeSlaa,DET,WR,1,1,1,12,1,11,78.571,1.091,3,21.429,0,0,0,0,0,0,0,0,0,0
,Jeremy  McNichols,WAS,RB,1,2,1,12,0,0,0,0,2,18.182,0,9,81.818,1.333,0,0,0,0,0,0
,James  Mitchell,CAR,TE,1,1,1,11,0,0,0,0,0,0,0,0,0,0,1,50,0,1,50,11
,Adam  Trautman,DEN,TE,1,1,1,11,0,2,15.385,0,1,7.692,0,0,0,0,3,23.077,3.667,7,53.846,0
,Tony  Pollard,TEN,RB,1,3,3,11,0,1,3.571,0,1,3.571,0,26,92.857,0.423,0,0,0,0,0,0
,Charlie  Kolar,BLT,TE,1,1,1,10,0,0,0,0,1,12.5,0,0,0,0,4,50,0,3,37.5,3.333
,Hunter  Luepke,DAL,FB,1,1,1,10,0,0,0,0,0,0,0,6,85.714,1.667,0,0,0,1,14.286,0
,Marvin  Mims Jr.,DEN,WR,1,5,2,10,0,12,60,0.833,6,30,0,2,10,0,0,0,0,0,0,0
,Elijah  Higgins,ARZ,TE,1,2,2,10,0,0,0,0,2,25,0,0,0,0,1,12.5,0,5,62.5,2
,Elijah  Arroyo,SEA,TE,1,1,1,10,0,3,18.75,3.333,3,18.75,0,0,0,0,4,25,0,6,37.5,0
,Marquez  Valdes-Scantling,SF,WR,1,3,1,9,0,10,38.462,0,15,57.692,0.6,1,3.846,0,0,0,0,0,0,0
,Justice  Hill,BLT,RB,1,2,1,9,0,0,0,0,1,10,0,9,90,1,0,0,0,0,0,0
,Brycen  Tremayne,CAR,WR,1,1,1,9,0,1,16.667,0,5,83.333,1.8,0,0,0,0,0,0,0,0,0
,Jameson  Williams,DET,WR,1,1,1,9,0,14,58.333,0,10,41.667,0.9,0,0,0,0,0,0,0,0,0
,Brock  Wright,DET,TE,1,3,2,9,1,2,11.111,0,0,0,0,1,5.556,0,9,50,0.333,6,33.333,1
,John  Bates,WAS,TE,1,1,1,9,0,0,0,0,1,14.286,0,0,0,0,4,57.143,0,2,28.571,4.5
,Travis  Etienne,JAX,RB,1,4,3,9,0,1,6.667,0,1,6.667,0,13,86.667,0.692,0,0,0,0,0,0
,Luke  Farrell,SF,TE,1,2,1,8,0,1,6.25,0,2,12.5,4,0,0,0,3,18.75,0,10,62.5,0
,Kendre  Miller,NO,RB,1,1,1,8,0,0,0,0,1,11.111,0,8,88.889,1,0,0,0,0,0,0
,Zay  Jones,ARZ,WR,1,3,2,8,0,15,68.182,0.533,7,31.818,0,0,0,0,0,0,0,0,0,0
,Kareem  Hunt,KC,RB,1,1,1,8,0,0,0,0,0,0,0,11,100,0.727,0,0,0,0,0,0
,Tommy  Tremble,CAR,TE,1,2,1,7,0,5,20.833,0,12,50,0.583,1,4.167,0,2,8.333,0,4,16.667,0
,Hunter  Renfrow,CAR,WR,1,3,1,7,0,5,23.81,0,15,71.429,0.467,1,4.762,0,0,0,0,0,0,0
,Trevor  Etienne,CAR,RB,1,1,1,7,0,2,28.571,0,2,28.571,3.5,3,42.857,0,0,0,0,0,0,0
,Beaux  Collins,NYG,WR,1,3,1,7,0,14,73.684,0.5,5,26.316,0,0,0,0,0,0,0,0,0,0
,Johnny  Mundt,JAX,TE,1,1,1,7,0,1,12.5,0,2,25,0,0,0,0,2,25,0,3,37.5,2.333
,Dylan  Sampson,CLV,RB,1,2,1,6,0,1,16.667,0,2,33.333,0,3,50,2,0,0,0,0,0,0
,Tyler  Lockett,TEN,WR,1,4,1,6,0,3,20,0,12,80,0.5,0,0,0,0,0,0,0,0,0
,David  Montgomery,DET,RB,1,1,1,6,0,0,0,0,0,0,0,12,100,0.5,0,0,0,0,0,0
,Harrison  Bryant,HST,TE,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,0.833
,Brandin  Cooks,NO,WR,1,1,1,5,0,9,52.941,0.556,8,47.059,0,0,0,0,0,0,0,0,0,0
,J.K.  Dobbins,DEN,RB,1,1,1,5,0,0,0,0,1,7.143,5,13,92.857,0,0,0,0,0,0,0
,Antonio  Gibson,NE,RB,1,1,1,5,0,0,0,0,0,0,0,3,100,1.667,0,0,0,0,0,0
,Bhayshul  Tuten,JAX,RB,1,1,1,5,0,0,0,0,1,20,5,4,80,0,0,0,0,0,0,0
,Jordan  Mason,MIN,RB,1,4,3,4,0,2,7.143,0,2,7.143,0,24,85.714,0.167,0,0,0,0,0,0
,Mitchell  Evans,CAR,TE,1,1,1,4,1,0,0,0,2,25,0,0,0,0,4,50,1,2,25,0
,Devin  Singletary,NYG,RB,1,2,1,4,0,2,14.286,0,0,0,0,12,85.714,0.333,0,0,0,0,0,0
,Javonte  Williams,DAL,RB,1,2,1,4,1,1,4.167,0,1,4.167,0,19,79.167,0.211,0,0,0,3,12.5,0
,Will  Shipley,PHI,RB,1,2,1,4,0,0,0,0,0,0,0,7,100,0.571,0,0,0,0,0,0
,Zaire  Mitchell-Paden,BLT,TE,1,1,1,3,0,0,0,0,0,0,0,3,75,1,0,0,0,1,25,0
,Allen  Lazard,NYJ,WR,1,2,1,3,0,7,43.75,0.429,9,56.25,0,0,0,0,0,0,0,0,0,0
,Luke  Schoonmaker,DAL,TE,1,2,1,3,0,0,0,0,1,7.692,0,0,0,0,8,61.538,0.375,4,30.769,0
,TreVeyon  Henderson,NE,RB,1,3,2,3,0,0,0,0,0,0,0,18,100,0.167,0,0,0,0,0,0
,Hunter  Long,JAX,TE,1,1,1,3,0,7,36.842,0,10,52.632,0.3,0,0,0,1,5.263,0,1,5.263,0
,Samaje  Perine,CIN,RB,1,2,2,2,0,0,0,0,0,0,0,19,100,0.105,0,0,0,0,0,0
,Hassan  Haskins,LAC,RB,1,1,1,2,0,0,0,0,1,11.111,0,8,88.889,0.25,0,0,0,0,0,0
,Andrew  Beck,NYJ,FB,1,2,1,1,1,0,0,0,1,25,0,1,25,1,0,0,0,2,50,0
,Kimani  Vidal,LAC,RB,1,1,1,1,0,0,0,0,1,14.286,0,6,85.714,0.167,0,0,0,0,0,0
,Brian  Robinson,SF,RB,1,0,0,0,0,0,0,0,0,0,0,5,100,0,0,0,0,0,0,0
,Skyy  Moore,SF,WR,1,0,0,0,0,1,50,0,1,50,0,0,0,0,0,0,0,0,0,0
,Colby  Parkinson,LA,TE,1,1,0,0,0,5,25,0,1,5,0,0,0,0,7,35,0,7,35,0
,Konata  Mumpfield,LA,WR,1,0,0,0,0,3,50,0,3,50,0,0,0,0,0,0,0,0,0,0
,Blake  Corum,LA,RB,1,2,0,0,0,0,0,0,3,75,0,1,25,0,0,0,0,0,0,0
,Adam  Thielen,MIN,WR,1,0,0,0,0,6,60,0,4,40,0,0,0,0,0,0,0,0,0,0
,Zavier  Scott,MIN,RB,1,0,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0,0,0,0
,Gage  Larvadain,CLV,WR,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
,Nick  Chubb,HST,RB,1,1,0,0,0,0,0,0,0,0,0,11,100,0,0,0,0,0,0,0
,Woody  Marks,HST,RB,1,1,0,0,0,1,6.25,0,0,0,0,15,93.75,0,0,0,0,0,0,0
,Rashod  Bateman,BLT,WR,1,3,0,0,0,16,94.118,0,1,5.882,0,0,0,0,0,0,0,0,0,0
,Derrick  Henry,BLT,RB,1,1,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0
,Tylan  Wallace,BLT,WR,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
