BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Josh  Jacobs,GB,RB,6,256,68.267,111,414,3.73,8,0,0,26,31,10,3,-3.527,-0.032,64.047,4.58,123.3,20.55
,Cam  Skattebo,NYG,RB,7,260,53.388,98,398,4.061,5,1,1,28,23,9,3,-11.963,-0.122,-29.032,-14.95,123.7,17.671
,Tony  Pollard,TEN,RB,7,301,72.705,98,380,3.878,2,2,2,20,9,2,2,-17.454,-0.178,20.816,-3.42,79.2,11.314
,Jordan  Mason,MIN,RB,6,228,62.295,84,380,4.524,4,2,1,25,14,5,1,-6.336,-0.075,49.827,4.56,74.4,12.4
,Jacory  Croskey-Merritt,WAS,RB,7,175,39.683,73,377,5.164,4,2,2,22,8,3,1,-0.947,-0.013,23.737,-1.47,74.7,10.671
,Saquon  Barkley,PHI,RB,7,328,78.095,113,369,3.265,3,0,0,17,18,6,0,-18.959,-0.168,-78.857,-26.28,94.4,13.486
,David  Montgomery,DET,RB,7,166,38.785,78,355,4.551,4,0,0,16,17,8,2,-4.739,-0.061,38.299,3.2,84.22,12.031
,Alvin  Kamara,NO,RB,7,321,71.333,94,343,3.649,1,0,0,16,13,1,0,-18.528,-0.197,-7.297,-10.39,77.6,11.086
,Omarion  Hampton,LAC,RB,5,232,49.362,66,314,4.758,2,0,0,17,12,4,0,-0.423,-0.006,47.002,7.19,77,15.4
,Jaylen  Warren,PIT,RB,5,163,49.096,70,311,4.443,0,0,0,20,15,5,0,-0.458,-0.007,99.775,22.32,72.5,14.5
,Chase  Brown,CIN,RB,7,253,62.162,85,310,3.647,1,1,0,14,13,7,0,-11.583,-0.136,33.88,1.09,68.4,9.771
,Isiah  Pacheco,KC,RB,7,244,50.309,66,271,4.106,1,0,0,18,10,0,0,-7.38,-0.112,46.56,7.57,54.4,7.771
,Nick  Chubb,HST,RB,6,151,39.947,63,265,4.206,2,0,0,12,4,3,0,-8.233,-0.131,20.791,-0.68,50.6,8.433
,Justin  Fields,NYJ,QB,6,322,71.715,42,257,6.119,3,1,1,15,6,2,2,6.33,0.151,3.692,-9.51,92.82,15.47
,Josh  Allen,BUF,QB,6,392,97.512,46,254,5.522,3,4,1,15,12,7,2,10.18,0.221,-53.718,-65.21,135.28,22.547
,Rachaad  White,TB,RB,7,223,49.446,64,252,3.938,4,0,0,20,10,4,3,3.444,0.054,98.759,25.92,77.3,11.043
,Patrick  Mahomes,KC,QB,7,464,95.67,42,250,5.952,4,0,0,19,10,2,1,13.072,0.311,19.581,80.6,173,24.714
,Chuba  Hubbard,CAR,RB,5,203,43.284,67,248,3.701,0,0,0,15,6,0,0,-5.349,-0.08,21.184,-1.69,63.6,12.72
,Rhamondre  Stevenson,NE,RB,7,243,54.12,69,245,3.551,3,2,2,14,15,6,0,-21.51,-0.312,-61.724,-28.62,72.9,10.414
,Bucky  Irving,TB,RB,4,183,40.576,71,237,3.338,0,1,1,7,7,0,0,-19.503,-0.275,-61.002,-29.94,74,18.5
,Jayden  Daniels,WAS,QB,5,314,71.202,44,211,4.795,1,1,1,11,4,1,1,0.83,0.019,-41.334,-57.5,98.34,19.668
,Kareem  Hunt,KC,RB,7,150,30.928,53,205,3.868,3,1,0,19,11,5,2,7.464,0.141,33.102,3.78,51,7.286
,Zach  Charbonnet,SEA,RB,6,185,45.012,72,205,2.847,5,0,0,14,21,9,4,-17.355,-0.241,-13.46,-12.92,60.1,10.017
,Tyler  Allgeier,ATL,RB,6,98,24.5,57,203,3.561,3,0,0,16,13,3,0,-3.696,-0.065,10.355,-4.61,42.3,7.05
,Drake  Maye,NE,QB,7,437,97.327,44,200,4.545,2,1,0,17,7,1,0,5.251,0.119,-19.03,-49.78,146.96,20.994
,Kendre  Miller,NO,RB,7,106,23.556,47,193,4.106,1,0,0,9,5,0,0,-3.019,-0.064,7.399,-4.97,33.3,4.757
,Kenneth  Gainwell,PIT,RB,6,142,42.771,44,190,4.318,3,1,0,15,8,5,2,-0.301,-0.007,72.888,29.37,66,11
,Justin  Herbert,LAC,QB,7,463,98.511,30,186,6.2,0,2,1,13,4,0,0,3.52,0.117,-7.379,-22.27,135.12,19.303
,Jalen  Hurts,PHI,QB,7,419,99.762,54,185,3.426,5,1,0,23,17,9,3,13.202,0.244,-4.885,-14.69,150.42,21.489
,Jaxson  Dart,NYG,QB,6,291,59.754,37,178,4.811,3,1,0,16,10,2,1,11.259,0.304,-21.003,-27.49,89.44,14.907
,Kyler  Murray,ARZ,QB,5,314,67.965,29,173,5.966,1,1,1,10,4,1,0,2.149,0.074,-25.239,-60.2,79.78,15.956
,Bo  Nix,DEN,QB,7,472,100,38,172,4.526,3,1,0,10,6,1,0,6.651,0.175,-24.293,-39.94,133.44,19.063
,Lamar  Jackson,BLT,QB,4,199,59.226,21,166,7.905,1,0,0,10,4,1,0,12.156,0.579,16.897,13.63,95.36,23.84
,Baker  Mayfield,TB,QB,6,450,99.778,22,158,7.182,0,1,0,11,3,0,0,17.11,0.778,-10.99,-231.53,134.48,22.413
,Spencer  Rattler,NO,QB,7,443,98.444,28,155,5.536,0,0,0,16,4,0,0,11.678,0.417,10.637,1.18,97.46,13.923
,TreVeyon  Henderson,NE,RB,7,139,30.958,43,153,3.558,1,0,0,9,5,1,0,-6.273,-0.146,13.277,-1.3,47.2,6.743
,Woody  Marks,HST,RB,6,152,40.212,46,152,3.304,1,0,0,7,6,3,0,-18.805,-0.409,-26.723,-22.52,53.8,8.967
,C.J.  Stroud,HST,QB,6,363,96.032,20,147,7.35,0,0,0,9,1,0,0,17.517,0.876,5.652,12.73,94.9,15.817
,Trevor  Lawrence,JAX,QB,7,458,96.624,30,113,3.767,2,2,1,14,6,3,1,2.679,0.089,-8.631,-27.54,115.02,16.431
,Jordan  Love,GB,QB,6,375,100,24,110,4.583,0,1,0,8,3,0,0,10.495,0.437,16.257,37.23,104.52,17.42
,Caleb  Williams,CHI,QB,6,376,96.907,32,106,3.313,2,4,0,9,13,1,1,-11.8,-0.369,-96.993,-122.87,106.64,17.773
,Russell  Wilson,NYG,QB,3,181,37.166,16,94,5.875,0,1,0,5,6,0,0,-0.027,-0.002,-7.75,-33.62,46.84,15.613
,Daniel  Jones,IND,QB,7,415,96.512,29,83,2.862,4,0,0,12,11,5,3,9.243,0.319,4.366,-8.2,137.9,19.7
,Tyrod  Taylor,NYJ,QB,3,127,28.285,14,80,5.714,0,0,0,4,0,0,0,0.228,0.016,0,0,29.16,9.72
,Geno  Smith,LV,QB,7,395,98.75,22,72,3.273,0,1,0,8,2,0,0,-1.301,-0.059,-35.436,-56.88,71.88,10.269
,Bryce  Young,CAR,QB,7,433,92.324,18,69,3.833,1,1,1,5,5,2,0,2.82,0.157,0,0,98.42,14.06
,Carson  Wentz,MIN,QB,4,254,69.399,11,57,5.182,0,1,0,3,2,0,0,-3.249,-0.295,-14.394,-954.57,60.58,15.145
,Dak  Prescott,DAL,QB,6,446,98.022,19,56,2.947,1,3,0,5,3,1,1,-2.565,-0.135,-25.057,-86.27,144.84,24.14
,Michael  Penix Jr.,ATL,QB,6,385,96.25,17,43,2.529,1,1,0,4,2,2,0,4.35,0.256,-15.648,-324.76,80.66,13.443
,Tua  Tagovailoa,MIA,QB,6,364,94.057,11,38,3.455,0,4,0,1,2,0,0,-2.431,-0.221,-62.539,-301.09,80.32,13.387
,Cam  Ward,TEN,QB,4,415,100.242,14,36,2.571,0,0,0,4,4,2,0,-0.51,-0.036,1.641,7.53,63.84,15.96
,DJ  Moore,CHI,WR,4,320,82.474,9,34,3.778,0,0,0,1,1,0,0,-0.211,-0.023,6.284,-27.36,56.1,14.025
,Mac  Jones,SF,QB,5,350,71.575,21,34,1.619,0,1,0,7,1,0,0,-1.096,-0.052,-19.982,-36.73,75.56,15.112
,Jared  Goff,DET,QB,6,421,98.364,11,23,2.091,0,1,0,3,3,0,0,-5.958,-0.542,-11.732,-69.43,121.54,20.257
,Aaron  Rodgers,PIT,QB,6,327,98.494,11,18,1.636,0,1,0,1,0,0,0,-2.659,-0.242,0,0,98.6,16.433
,Joe  Flacco,CIN,QB,4,391,96.069,11,16,1.455,0,0,0,4,6,2,0,0.497,0.045,-9.803,-33.62,72.64,18.16
,Matthew  Stafford,LA,QB,6,428,99.304,17,-2,-0.118,0,3,1,0,4,3,0,-23.905,-1.406,-71.801,-240.55,138.44,23.073
