BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Jordan  Mason,MIN,RB,1,0,0,0,0,0,0,0,9,16.667,3,9.375,0,,0,,6,11.111
,Ben  Yurosek,MIN,TE,1,0,0,0,0,0,0,0,2,3.704,1,3.125,0,,0,,0,0
,Daniel  Bellinger,NYG,TE,1,1,0,0,0,1,0,0,31,44.928,12,38.71,3.226,0,0,0,1,1.449
,Josh  Jacobs,GB,RB,1,1,0,0,0,1,0,0,11,21.154,3,10.714,3.571,0,0,0,8,15.686
,Chris  Brooks,GB,RB,1,0,0,0,0,0,0,0,5,9.615,2,7.143,0,,0,,1,1.961
,Ben  Skowronek,PIT,WR,1,0,0,0,0,0,0,0,14,22.951,5,15.625,0,,0,,0,0
,Jonnu  Smith,PIT,TE,1,2,0,0,0,2,0,0,33,54.098,17,53.125,6.25,0,0,0,2,3.333
,Drew  Sample,CIN,TE,1,0,0,0,0,0,0,0,28,44.444,17,41.463,0,,0,,0,0
,Connor  Heyward,PIT,TE,1,0,0,0,0,0,0,0,4,6.557,1,3.125,0,,0,,2,3.333
,Mitchell  Tinsley,CIN,WR,1,0,0,0,0,0,0,0,6,9.524,2,4.878,0,,0,,0,0
,Kaleb  Johnson,PIT,RB,1,0,0,0,0,0,0,0,7,11.475,2,6.25,0,,0,,5,8.333
,Cade  Stover,HST,TE,1,0,0,0,0,0,0,0,13,18.571,8,17.778,0,,0,,0,0
,Nick  Chubb,HST,RB,1,2,0,0,0,2,0,0,17,24.286,13,28.889,4.444,0,0,0,5,7.353
,Ricky  Pearsall,SF,WR,1,3,1,0,0,3,1,0,38,73.077,23,85.185,11.111,1,33.333,3.704,3,5.769
,Kendrick  Bourne,SF,WR,1,0,0,0,0,0,0,0,10,19.231,3,11.111,0,,0,,0,0
,Brian  Robinson,SF,RB,1,1,0,0,0,1,0,0,13,25,4,14.815,3.704,0,0,0,9,17.308
,Luke  Farrell,SF,TE,1,0,0,0,0,0,0,0,11,21.154,3,11.111,0,,0,,0,0
,Davis  Allen,LA,TE,1,0,0,0,0,0,0,0,18,36,6,21.429,0,,0,,0,0
,Elijah  Arroyo,SEA,TE,1,2,0,0,0,2,0,0,29,36.25,17,38.636,4.545,1,50,2.222,2,2.532
,Terrance  Ferguson,LA,TE,1,0,0,0,0,0,0,0,14,28,5,17.857,0,,0,,0,0
,Konata  Mumpfield,LA,WR,1,0,0,0,0,0,0,0,5,10,1,3.571,0,,0,,0,0
,Quinshon  Judkins,CLV,RB,1,2,0,0,0,2,0,0,32,55.172,14,48.276,6.897,0,0,0,19,35.185
,Isaiah  Bond,CLV,WR,1,1,0,0,0,1,0,0,23,39.655,14,48.276,3.448,0,0,0,2,3.704
,Tylan  Wallace,BLT,WR,1,1,0,0,0,1,0,0,25,40.984,10,33.333,3.333,1,100,3.226,1,1.667
,Charlie  Kolar,BLT,TE,1,1,0,0,0,1,0,0,17,27.869,5,16.667,3.333,1,100,3.226,1,1.667
,Dylan  Sampson,CLV,RB,1,1,0,0,0,1,0,0,6,10.345,3,10.345,3.448,0,0,0,2,3.704
,Jerome  Ford,CLV,RB,1,0,0,0,0,0,0,0,17,29.31,12,41.379,0,,0,,1,1.852
,Devontez  Walker,BLT,WR,1,0,0,0,0,0,0,0,7,11.475,5,16.667,0,,0,,0,0
,Gage  Larvadain,CLV,WR,1,1,0,0,0,1,0,0,4,6.897,3,10.345,3.448,1,100,3.03,1,1.852
,Marvin  Mims Jr.,DEN,WR,1,0,0,0,0,0,0,0,15,24.194,12,30,0,,0,,1,1.639
,Tyler  Badie,DEN,RB,1,1,1,0,0,1,1,0,8,12.903,6,15,2.5,0,0,0,1,1.639
,JuJu  Smith-Schuster,KC,WR,1,0,0,0,0,0,0,0,24,38.095,17,35.417,0,,0,,0,0
,Lil'Jordan  Humphrey,DEN,WR,1,0,0,0,0,0,0,0,9,14.516,4,10,0,,0,,0,0
,Grant  Calcaterra,PHI,TE,1,0,0,0,0,0,0,0,33,46.479,7,24.138,0,,0,,0,0
,Kalif  Raymond,DET,WR,1,0,0,0,0,0,0,0,38,63.333,22,56.41,0,,0,,0,0
,Isaac  TeSlaa,DET,WR,1,1,0,0,0,1,0,0,20,33.333,17,43.59,2.564,1,100,2.564,1,1.667
,Will  Shipley,PHI,RB,1,0,0,0,0,0,0,0,6,8.451,4,13.793,0,,0,,0,0
,Jalen  Tolbert,DAL,WR,1,1,0,0,0,1,0,0,12,18.462,3,8.824,2.941,0,0,0,1,1.538
,Javonte  Williams,DAL,RB,1,1,1,0,0,1,1,0,52,80,28,82.353,2.941,0,0,0,23,35.385
,KaVontae  Turpin,DAL,WR,1,2,1,0,0,2,1,0,22,33.846,13,38.235,5.882,2,100,5.882,2,3.077
,Dont'e  Thornton Jr.,LV,WR,1,0,0,0,0,0,0,0,22,36.066,19,41.304,0,,0,,0,0
,Luke  Schoonmaker,DAL,TE,1,0,0,0,0,0,0,0,25,38.462,12,35.294,0,,0,,0,0
,Kimani  Vidal,LAC,RB,1,2,2,-1,0,2,2,-1,23,47.917,16,55.172,6.897,0,0,0,7,15.556
,Luke  Musgrave,GB,TE,1,2,1,-1,0,2,1,-1,18,34.615,11,39.286,7.143,1,50,3.448,2,3.922
,Khalil  Shakir,BUF,WR,1,3,1,-3,0,3,1,-3,28,50.909,21,70,10,2,66.667,6.25,3,5.66
,Josh  Oliver,MIN,TE,1,1,1,-3,0,1,1,-3,19,35.185,8,25,3.125,1,100,3.125,1,1.852
,Blake  Corum,LA,RB,1,2,1,-5,0,2,1,-5,16,32,8,28.571,7.143,0,0,0,10,20
,Jaleel  McLaughlin,DEN,RB,1,1,1,-5,0,1,1,-5,8,12.903,2,5,2.5,0,0,0,7,11.475
