BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Omarion  Hampton,LAC,RB,5,66,314,4.758,2,0,0,232,49.362,41.25,86,24.855,86,18.86,50.769,24.855,18.86,13.2,17.2
,Jaylen  Warren,PIT,RB,5,70,311,4.443,0,0,0,163,49.096,48.611,87,32.955,87,26.606,52.632,32.955,26.606,14,17.4
,Chase  Brown,CIN,RB,7,85,310,3.647,1,1,0,253,62.162,64.885,107,36.644,107,26.683,70.833,36.644,26.683,12.143,15.286
,Isiah  Pacheco,KC,RB,7,66,271,4.106,1,0,0,244,50.309,33.846,77,21.448,77,16.96,43.137,21.448,16.96,9.429,11
,Nick  Chubb,HST,RB,6,63,265,4.206,2,0,0,151,39.947,42,71,25.632,71,19.613,48.462,25.632,19.613,10.5,11.833
,Justin  Fields,NYJ,QB,6,42,257,6.119,3,1,1,322,71.715,22.826,42,13.419,42,10.024,0,0,0,7,7
,Josh  Allen,BUF,QB,6,46,254,5.522,3,4,1,392,97.512,24.731,46,14.887,46,12.169,0,0,0,7.667,7.667
,Rachaad  White,TB,RB,7,64,252,3.938,4,0,0,223,49.446,36.571,83,25,83,19.124,41.83,25,19.124,9.143,11.857
,Patrick  Mahomes,KC,QB,7,42,250,5.952,4,0,0,464,95.67,21.538,42,11.699,42,9.251,0,0,0,6,6
,Chuba  Hubbard,CAR,RB,5,67,248,3.701,0,0,0,203,43.284,32.212,82,23.099,82,17.943,35.263,23.099,17.943,13.4,16.4
,Rhamondre  Stevenson,NE,RB,7,69,245,3.551,3,2,2,243,54.12,35.567,84,24.207,84,20,46,24.207,20,9.857,12
,Bucky  Irving,TB,RB,4,71,237,3.338,0,1,1,183,40.576,40.571,90,27.108,90,20.737,46.405,27.108,20.737,17.75,22.5
,Jayden  Daniels,WAS,QB,5,44,211,4.795,1,1,1,314,71.202,22.917,44,13.924,44,10.628,0,0,0,8.8,8.8
,Kareem  Hunt,KC,RB,7,53,205,3.868,3,1,0,150,30.928,27.179,60,16.713,60,13.216,34.641,18.927,14.563,7.571,8.571
,Zach  Charbonnet,SEA,RB,6,72,205,2.847,5,0,0,185,45.012,35.644,78,23.284,78,19.165,35.644,23.284,19.165,12,13
,Tyler  Allgeier,ATL,RB,6,57,203,3.561,3,0,0,98,24.5,31.844,60,19.802,60,15.385,35.185,19.802,15.385,9.5,10
,Drake  Maye,NE,QB,7,44,200,4.545,2,1,0,437,97.327,22.68,45,12.968,45,10.714,0,0,0,6.286,6.429
,Kendre  Miller,NO,RB,7,47,193,4.106,1,0,0,106,23.556,25.683,52,15.205,52,11.927,30.323,15.205,11.927,6.714,7.429
,Kenneth  Gainwell,PIT,RB,6,44,190,4.318,3,1,0,142,42.771,30.556,65,24.621,65,19.878,33.083,24.621,19.878,7.333,10.833
,Justin  Herbert,LAC,QB,7,30,186,6.2,0,2,1,463,98.511,18.75,30,8.671,30,6.579,0,0,0,4.286,4.286
,Jalen  Hurts,PHI,QB,7,54,185,3.426,5,1,0,419,99.762,29.189,54,16.822,54,13.466,0,0,0,7.714,7.714
,Jaxson  Dart,NYG,QB,6,37,178,4.811,3,1,0,291,59.754,17.371,37,10.571,37,7.991,0,0,0,6.167,6.167
,Kyler  Murray,ARZ,QB,5,29,173,5.966,1,1,1,314,67.965,16.571,29,8.605,29,6.576,0,0,0,5.8,5.8
,Bo  Nix,DEN,QB,7,38,172,4.526,3,1,0,472,100,19.792,38,10.795,38,8.333,0,0,0,5.429,5.429
,Lamar  Jackson,BLT,QB,4,21,166,7.905,1,0,0,199,59.226,14.789,21,8.268,21,6.462,0,0,0,5.25,5.25
,Baker  Mayfield,TB,QB,6,22,158,7.182,0,1,0,450,99.778,12.571,22,6.627,22,5.069,0,0,0,3.667,3.667
,Spencer  Rattler,NO,QB,7,28,155,5.536,0,0,0,443,98.444,15.301,28,8.187,28,6.422,0,0,0,4,4
,TreVeyon  Henderson,NE,RB,7,43,153,3.558,1,0,0,139,30.958,22.165,59,17.003,59,14.048,28.667,19.536,15.733,6.143,8.429
,Woody  Marks,HST,RB,6,46,152,3.304,1,0,0,152,40.212,30.667,55,19.856,55,15.193,35.385,19.856,15.193,7.667,9.167
,C.J.  Stroud,HST,QB,6,20,147,7.35,0,0,0,363,96.032,13.333,20,7.22,20,5.525,0,0,0,3.333,3.333
,Trevor  Lawrence,JAX,QB,7,30,113,3.767,2,2,1,458,96.624,16.76,30,9.036,30,6.536,0,0,0,4.286,4.286
,Jordan  Love,GB,QB,6,24,110,4.583,0,1,0,375,100,13.559,24,8.027,24,6.612,0,0,0,4,4
,Caleb  Williams,CHI,QB,6,32,106,3.313,2,4,0,376,96.907,18.286,32,11.034,32,8.556,0,0,0,5.333,5.333
,Russell  Wilson,NYG,QB,3,16,94,5.875,0,1,0,181,37.166,7.512,16,4.571,16,3.456,0,0,0,5.333,5.333
,Daniel  Jones,IND,QB,7,29,83,2.862,4,0,0,415,96.512,14.796,29,8.309,29,6.921,0,0,0,4.143,4.143
,Tyrod  Taylor,NYJ,QB,3,14,80,5.714,0,0,0,127,28.285,7.609,14,4.473,14,3.341,0,0,0,4.667,4.667
,Geno  Smith,LV,QB,7,22,72,3.273,0,1,0,395,98.75,12.941,22,7.213,22,5.598,0,0,0,3.143,3.143
,Bryce  Young,CAR,QB,7,18,69,3.833,1,1,1,433,92.324,8.654,18,5.07,18,3.939,0,0,0,2.571,2.571
,Carson  Wentz,MIN,QB,4,11,57,5.182,0,1,0,254,69.399,7.746,11,4.167,11,3.116,0,0,0,2.75,2.75
,Dak  Prescott,DAL,QB,6,19,56,2.947,1,3,0,446,98.022,10.857,19,5.234,19,4.251,0,0,0,3.167,3.167
,Michael  Penix Jr.,ATL,QB,6,17,43,2.529,1,1,0,385,96.25,9.497,17,5.611,17,4.359,0,0,0,2.833,2.833
,Tua  Tagovailoa,MIA,QB,6,11,38,3.455,0,4,0,364,94.057,7.857,11,3.793,11,2.902,0,0,0,1.833,1.833
,Cam  Ward,TEN,QB,4,14,36,2.571,0,0,0,415,100.242,10.072,14,5.091,14,3.457,0,0,0,3.5,3.5
,DJ  Moore,CHI,WR,4,9,34,3.778,0,0,0,320,82.474,5.143,31,10.69,31,8.289,6.294,12.016,9.064,2.25,7.75
,Mac  Jones,SF,QB,5,21,34,1.619,0,1,0,350,71.575,10.5,21,5.556,21,4.366,0,0,0,4.2,4.2
,Jared  Goff,DET,QB,6,11,23,2.091,0,1,0,421,98.364,5.314,11,3.056,11,2.594,0,0,0,1.833,1.833
,Aaron  Rodgers,PIT,QB,6,11,18,1.636,0,1,0,327,98.494,7.639,11,4.167,11,3.364,0,0,0,1.833,1.833
,Joe  Flacco,CIN,QB,4,11,16,1.455,0,0,0,391,96.069,8.397,11,3.767,11,2.743,0,0,0,2.75,2.75
,Matthew  Stafford,LA,QB,6,17,-2,-0.118,0,3,1,428,99.304,9.714,17,5.075,17,3.972,0,0,0,2.833,2.833
