BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Trey McBride,ARZ,TE,1,9,5,58,0,9,5,58,59,92.188,46,97.872,19.149,5,55.556,10,9,14.754
,Chris Godwin Jr.,TB,WR,1,8,5,55,0,8,5,55,48,64.865,26,86.667,26.667,4,50,11.429,8,11.594
,Xavier Worthy,KC,WR,1,4,3,55,0,4,3,55,48,67.606,28,80,11.429,4,100,9.524,4,6.25
,Mason Taylor,NYJ,TE,1,8,5,51,0,8,5,51,36,63.158,27,67.5,20,7,87.5,17.5,8,14.035
,Jaylen Waddle,MIA,WR,1,7,5,50,1,7,5,50,49,77.778,18,81.818,31.818,6,85.714,27.273,8,12.698
,Jack Bech,LV,WR,1,6,6,50,0,6,6,50,38,76,29,80.556,16.667,5,83.333,13.158,6,12.5
,Jaylen Warren,PIT,RB,1,3,3,49,1,3,3,49,24,46.154,15,44.118,8.824,2,66.667,5.714,11,21.569
,Brock Bowers,LV,TE,1,5,4,46,1,5,4,46,47,94,35,97.222,13.889,3,60,7.895,5,10.417
,Bo Melton,GB,CB,1,2,1,45,1,2,1,45,9,17.308,5,19.231,7.692,2,100,7.692,2,3.846
,Ja'Marr Chase,CIN,WR,1,8,5,44,0,8,5,44,56,100,37,100,21.622,3,37.5,8.108,9,16.071
,Cole Kmet,CHI,TE,1,3,2,42,0,3,2,42,51,71.831,25,69.444,8.333,2,66.667,5.128,3,4.412
,Terry McLaurin,WAS,WR,1,6,3,41,0,6,3,41,32,58.182,19,73.077,23.077,4,66.667,12.5,6,12.245
,Greg Dulcich,MIA,TE,1,3,3,41,0,3,3,41,32,50.794,13,59.091,13.636,2,66.667,9.091,3,4.762
,Tyler Lockett,LV,WR,1,4,3,41,0,4,3,41,28,56,26,72.222,11.111,4,100,10.526,4,8.333
,Dalton Kincaid,BUF,TE,1,5,4,41,1,5,4,41,21,32.308,17,54.839,16.129,2,40,5.556,5,8.333
,Devaughn Vele,NO,WR,1,5,3,40,0,5,3,40,51,91.071,21,91.304,21.739,5,100,20.833,5,9.091
,Jakobi Meyers,JAX,WR,1,10,4,39,1,10,4,39,51,78.462,27,87.097,32.258,7,70,21.212,13,20.635
,Juwan Johnson,NO,TE,1,4,4,38,0,4,4,38,29,51.786,16,69.565,17.391,4,100,16.667,4,7.273
,George Pickens,DAL,WR,1,9,5,37,0,9,5,37,63,80.769,45,86.538,17.308,8,88.889,14.815,9,11.842
,DeVonta Smith,PHI,WR,1,8,4,37,0,8,4,37,64,94.118,41,100,19.512,4,50,9.302,8,12.121
,Cooper Kupp,SEA,WR,1,3,2,35,1,3,2,35,42,70,27,84.375,9.375,3,100,8.824,3,5.172
,Marquise Brown,KC,WR,1,2,1,35,0,2,1,35,21,29.577,16,45.714,5.714,1,50,2.381,2,3.125
,John Metchie III,NYJ,WR,1,8,4,34,0,8,4,34,54,94.737,38,95,20,6,75,15,8,14.035
,Rashee Rice,KC,WR,1,8,4,34,0,8,4,34,49,69.014,28,80,22.857,1,12.5,2.381,8,12.5
,Jayden Higgins,HST,WR,1,5,3,34,0,5,3,34,38,57.576,19,55.882,14.706,1,20,2.857,5,7.692
,Tyler Allgeier,ATL,RB,1,2,2,33,0,2,2,33,23,37.097,10,32.258,6.452,0,0,0,13,20.968
,Pat Bryant,DEN,WR,1,4,4,32,0,4,4,32,33,44.595,28,68.293,9.756,2,50,4.651,4,5.556
,Jalen Brooks,ARZ,WR,1,3,2,32,0,3,2,32,24,37.5,19,40.426,6.383,2,66.667,4,3,4.918
,Colby Parkinson,LA,TE,1,5,3,32,1,5,3,32,46,68.657,24,77.419,16.129,2,40,6.452,5,7.463
,Calvin Austin III,PIT,WR,1,2,1,31,0,2,1,31,16,30.769,16,47.059,5.882,1,50,2.857,,
,Jayden Reed,GB,WR,1,4,4,31,0,4,4,31,25,48.077,17,65.385,15.385,2,50,7.692,6,11.538
,James Cook,BUF,RB,1,2,2,31,0,2,2,31,45,69.231,24,77.419,6.452,1,50,2.778,20,33.333
,Jalen Nailor,MIN,WR,1,3,3,30,0,3,3,30,35,55.556,18,66.667,11.111,1,33.333,3.448,3,4.918
,Chris Olave,NO,WR,1,5,3,30,0,5,3,30,51,91.071,23,100,21.739,4,80,16.667,5,9.091
,Colston Loveland,CHI,TE,1,5,4,29,1,5,4,29,40,56.338,22,61.111,13.889,3,60,7.692,5,7.353
,Davante Adams,LA,WR,1,6,4,29,0,6,4,29,28,41.791,22,70.968,19.355,6,100,19.355,6,8.955
,Tyjae Spears,TEN,RB,1,4,2,28,0,4,2,28,27,42.188,18,62.069,13.793,1,25,3.448,12,18.75
,AJ Barner,SEA,TE,1,4,3,27,0,4,3,27,39,65,25,78.125,12.5,3,75,8.824,4,6.897
,Kenneth Gainwell,PIT,RB,1,7,6,27,0,7,6,27,25,48.077,20,58.824,20.588,0,0,0,11,21.569
,Brenton Strange,JAX,TE,1,6,3,27,0,6,3,27,47,72.308,24,77.419,19.355,5,83.333,15.152,6,9.524
,Deebo Samuel Sr.,WAS,WR,1,6,4,27,0,6,4,27,26,47.273,18,69.231,23.077,1,16.667,3.125,6,12.245
,Lil'Jordan Humphrey,DEN,WR,1,3,3,27,0,3,3,27,28,37.838,9,21.951,7.317,3,100,6.977,3,4.167
,KaVontae Turpin,DAL,WR,1,2,2,26,0,2,2,26,38,48.718,28,53.846,3.846,1,50,1.852,3,3.947
,Bucky Irving,TB,RB,1,3,2,26,1,3,2,26,36,48.649,19,63.333,10,0,0,0,18,26.087
,Isaiah Likely,BLT,TE,1,6,4,25,1,6,4,25,44,53.659,20,54.054,16.216,1,16.667,2.381,6,7.792
,RJ Harvey,DEN,RB,1,6,6,25,0,6,6,25,49,66.216,29,70.732,14.634,0,0,0,23,31.944
,Chimere Dike,TEN,WR,1,8,5,24,1,8,5,24,42,65.625,25,86.207,27.586,4,50,13.793,8,12.5
,Devin Duvernay,CHI,WR,1,1,1,24,0,1,1,24,1,1.408,1,2.778,2.778,0,0,0,,
,Josh Oliver,MIN,TE,1,2,2,24,2,2,2,24,34,53.968,11,40.741,7.407,1,50,3.448,2,3.279
,Adonai Mitchell,NYJ,WR,1,6,1,24,0,6,1,24,51,89.474,38,95,15,4,66.667,10,6,10.526
,Isaiah Williams,NYJ,WR,1,3,2,24,0,3,2,24,31,54.386,22,55,7.5,1,33.333,2.5,3,5.263
,Tre Tucker,LV,WR,1,5,2,24,0,5,2,24,44,88,33,91.667,13.889,4,80,10.526,5,10.417
,Rashod Bateman,BLT,WR,1,3,2,23,0,3,2,23,66,80.488,31,83.784,8.108,1,33.333,2.381,3,3.896
,Cedric Tillman,CLV,WR,1,3,1,23,0,3,1,23,42,62.687,28,63.636,6.818,2,66.667,4.255,3,4.688
,Josh Downs,IND,WR,1,5,4,23,0,5,4,23,39,60,23,62.162,13.514,4,80,10.256,5,7.937
,Luke Musgrave,GB,TE,1,4,2,22,0,4,2,22,20,38.462,9,34.615,15.385,3,75,11.538,4,7.692
,Dalton Schultz,HST,TE,1,4,3,22,0,4,3,22,48,72.727,30,88.235,11.765,2,50,5.714,4,6.154
,Keenan Allen,LAC,WR,1,3,3,22,0,3,3,22,40,50.633,23,69.697,9.091,3,100,7.317,3,4.225
,Dylan Drummond,ATL,WR,1,5,3,21,0,5,3,21,37,59.677,22,70.968,16.129,3,60,9.677,5,8.065
,Josh Whyle,GB,TE,1,1,1,21,0,1,1,21,21,40.385,12,46.154,3.846,1,100,3.846,1,1.923
,Davis Allen,LA,TE,1,2,2,21,0,2,2,21,48,71.642,17,54.839,6.452,2,100,6.452,2,2.985
,Gabe Davis,BUF,WR,1,2,2,21,0,2,2,21,36,55.385,22,70.968,6.452,1,50,2.778,2,3.333
,Isaac TeSlaa,DET,WR,1,3,2,20,1,3,2,20,45,78.947,29,82.857,8.571,3,100,8.571,3,5.263
,Zach Charbonnet,SEA,RB,1,3,2,20,0,3,2,20,25,41.667,16,50,9.375,0,0,0,10,17.241
,Chig Okonkwo,TEN,TE,1,2,2,20,0,2,2,20,32,50,21,72.414,6.897,1,50,3.448,2,3.125
,Charlie Kolar,BLT,TE,1,1,1,19,0,1,1,19,18,21.951,4,10.811,2.703,0,0,0,1,1.299
,D'Andre Swift,CHI,RB,1,4,3,19,0,4,3,19,39,54.93,22,61.111,11.111,0,0,0,17,25
,Noah Brown,WAS,WR,1,2,1,19,0,2,1,19,31,56.364,21,80.769,7.692,2,100,6.25,2,4.082
,Jeremy Ruckert,NYJ,TE,1,3,2,19,0,3,2,19,31,54.386,19,47.5,7.5,3,100,7.5,3,5.263
,Cade Otton,TB,TE,1,4,3,19,0,4,3,19,57,77.027,26,86.667,13.333,2,50,5.714,4,5.797
,Tyquan Thornton,KC,WR,1,3,2,19,0,3,2,19,19,26.761,11,31.429,8.571,3,100,7.143,3,4.688
,Darius Cooper,PHI,WR,1,1,1,19,0,1,1,19,19,27.941,9,21.951,2.439,0,0,0,1,1.515
,Gage Larvadain,CLV,WR,1,3,2,18,0,3,2,18,24,35.821,18,40.909,6.818,2,66.667,4.255,3,4.688
,Bam Knight,ARZ,RB,1,6,3,18,0,6,3,18,29,45.313,19,40.426,12.766,1,16.667,2,13,21.311
,Michael Carter,ARZ,RB,1,4,2,18,0,4,2,18,31,48.438,27,57.447,8.511,0,0,0,7,11.475
,Tre Harris,LAC,WR,1,2,1,18,0,2,1,18,36,45.57,12,36.364,6.061,2,100,4.878,3,4.225
,Van Jefferson,TEN,WR,1,4,2,17,0,4,2,17,46,71.875,22,75.862,13.793,3,75,10.345,4,6.25
,Andrew Beck,NYJ,FB,1,1,1,17,0,1,1,17,7,12.281,3,7.5,2.5,1,100,2.5,1,1.754
,Adam Trautman,DEN,TE,1,2,2,17,0,2,2,17,51,68.919,23,56.098,4.878,2,100,4.651,2,2.778
,Ian Thomas,LV,TE,1,2,2,17,0,2,2,17,24,48,13,36.111,5.556,1,50,2.632,2,4.167
,Andrei Iosivas,CIN,WR,1,3,2,17,0,3,2,17,36,64.286,24,64.865,8.108,3,100,8.108,3,5.357
,Foster Moreau,NO,TE,1,1,1,16,0,1,1,16,22,39.286,7,30.435,4.348,1,100,4.167,1,1.818
,Tyrell Shavers,BUF,WR,1,1,1,16,0,1,1,16,32,49.231,16,51.613,3.226,1,100,2.778,1,1.667
,Khalil Shakir,BUF,WR,1,3,2,16,1,3,2,16,31,47.692,19,61.29,9.677,0,0,0,3,5
,Keon Coleman,BUF,WR,1,3,2,16,0,3,2,16,17,26.154,9,29.032,9.677,3,100,8.333,3,5
,Tyler Warren,IND,TE,1,6,2,15,0,6,2,15,57,87.692,35,94.595,16.216,5,83.333,12.821,7,11.111
,Emeka Egbuka,TB,WR,1,9,2,15,0,9,2,15,60,81.081,26,86.667,30,7,77.778,20,9,13.043
,Noah Fant,CIN,TE,1,2,1,15,0,2,1,15,23,41.071,13,35.135,5.405,2,100,5.405,2,3.571
,Elic Ayomanor,TEN,WR,1,3,1,14,1,3,1,14,52,81.25,24,82.759,10.345,3,100,10.345,3,4.688
,John FitzPatrick,GB,TE,1,2,2,14,0,2,2,14,28,53.846,10,38.462,7.692,1,50,3.846,2,3.846
,Devin Neal,NO,RB,1,1,1,14,0,1,1,14,39,69.643,19,82.609,4.348,0,0,0,20,36.364
,Ty Johnson,BUF,RB,1,3,2,14,0,3,2,14,15,23.077,8,25.806,9.677,0,0,0,5,8.333
,Noah Gray,KC,TE,1,3,1,14,0,3,1,14,28,39.437,14,40,8.571,2,66.667,4.762,3,4.688
,David Montgomery,DET,RB,1,1,1,13,0,1,1,13,17,29.825,11,31.429,2.857,0,0,0,7,12.281
,Ben Skowronek,PIT,WR,1,1,1,13,0,1,1,13,8,15.385,4,11.765,2.941,0,0,0,1,1.961
,De'Von Achane,MIA,RB,1,1,1,13,0,1,1,13,22,34.921,12,54.545,4.545,0,0,0,8,12.698
,Darren Waller,MIA,TE,1,3,1,13,0,3,1,13,24,38.095,13,59.091,13.636,2,66.667,9.091,4,6.349
,Kyren Williams,LA,RB,1,2,2,13,0,2,2,13,35,52.239,22,70.968,6.452,0,0,0,15,22.388
,Luke Schoonmaker,DAL,TE,1,2,1,12,0,2,1,12,17,21.795,8,15.385,3.846,1,50,1.852,2,2.632
,Darnell Washington,PIT,TE,1,1,1,12,0,1,1,12,15,28.846,10,29.412,2.941,0,0,0,1,1.961
,T.J. Hockenson,MIN,TE,1,3,2,12,1,3,2,12,35,55.556,19,70.37,11.111,3,100,10.345,3,4.918
,Chase Brown,CIN,RB,1,4,3,12,1,4,3,12,37,66.071,24,64.865,10.811,0,0,0,16,28.571
,Jaylin Noel,HST,WR,1,2,2,12,0,2,2,12,22,33.333,17,50,5.882,2,100,5.714,3,4.615
,Ladd McConkey,LAC,WR,1,5,1,12,0,5,1,12,61,77.215,32,96.97,15.152,2,40,4.878,5,7.042
,Rasheen Ali,BLT,RB,1,3,2,11,0,3,2,11,23,28.049,20,54.054,8.108,0,0,0,4,5.195
,Justin Jefferson,MIN,WR,1,4,2,11,0,4,2,11,48,76.19,22,81.481,14.815,0,0,0,4,6.557
,Zach Ertz,WAS,TE,1,2,1,11,0,2,1,11,34,61.818,20,76.923,7.692,1,50,3.125,2,4.082
,Troy Franklin,DEN,WR,1,4,3,11,0,4,3,11,18,24.324,15,36.585,9.756,2,50,4.651,4,5.556
,Adam Prentice,DEN,FB,1,2,2,11,0,2,2,11,29,39.189,10,24.39,4.878,2,100,4.651,4,5.556
,Tanner Hudson,CIN,TE,1,1,1,11,0,1,1,11,6,10.714,4,10.811,2.703,1,100,2.703,1,1.786
,Omarion Hampton,LAC,RB,1,2,2,11,1,2,2,11,22,27.848,9,27.273,6.061,1,50,2.439,15,21.127
,Jerome Ford,CLV,RB,1,3,2,10,0,3,2,10,12,17.91,12,27.273,6.818,0,0,0,,
,Malik Washington,MIA,WR,1,4,3,10,0,4,3,10,32,50.794,13,59.091,18.182,0,0,0,4,6.349
,Cody White,SEA,WR,1,1,1,9,0,1,1,9,15,25,4,12.5,3.125,0,0,0,1,1.724
,Mark Andrews,BLT,TE,1,5,1,9,0,5,1,9,49,59.756,30,81.081,13.514,2,40,4.762,5,6.494
,Pat Freiermuth,PIT,TE,1,3,2,9,0,3,2,9,30,57.692,24,70.588,8.824,0,0,0,3,5.882
,Jaleel McLaughlin,DEN,RB,1,1,1,9,0,1,1,9,9,12.162,3,7.317,2.439,0,0,0,5,6.944
,Bijan Robinson,ATL,RB,1,2,2,8,0,2,2,8,43,69.355,21,67.742,6.452,1,50,3.226,22,35.484
,Derrick Henry,BLT,RB,1,2,1,8,0,2,1,8,44,53.659,13,35.135,5.405,0,0,0,27,35.065
,Gunnar Helm,TEN,TE,1,2,1,8,0,2,1,8,41,64.063,14,48.276,6.897,1,50,3.448,2,3.125
,Travis Etienne,JAX,RB,1,1,1,8,0,1,1,8,45,69.231,19,61.29,3.226,1,100,3.03,21,33.333
,LeQuint Allen Jr.,JAX,RB,1,2,2,8,0,2,2,8,13,20,12,38.71,6.452,0,0,0,2,3.175
,Ben Sinnott,WAS,TE,1,1,1,8,0,1,1,8,12,21.818,2,7.692,3.846,0,0,0,1,2.041
,Evan Engram,DEN,TE,1,2,2,8,0,2,2,8,26,35.135,25,60.976,4.878,0,0,0,2,2.778
,Ashton Jeanty,LV,RB,1,4,2,8,0,4,2,8,33,66,22,61.111,11.111,3,75,7.895,14,29.167
,Travis Kelce,KC,TE,1,5,1,8,0,5,1,8,58,81.69,30,85.714,14.286,3,60,7.143,5,7.813
,Woody Marks,HST,RB,1,3,2,8,1,3,2,8,58,87.879,29,85.294,8.824,2,66.667,5.714,29,44.615
,Quentin Johnston,LAC,WR,1,3,2,8,0,3,2,8,54,68.354,30,90.909,9.091,2,66.667,4.878,3,4.225
,Anthony Firkser,DET,TE,1,1,1,7,0,1,1,7,30,52.632,21,60,2.857,1,100,2.857,1,1.754
,Brevyn Spann-Ford,DAL,TE,1,1,1,7,0,1,1,7,13,16.667,6,11.538,1.923,1,100,1.852,1,1.316
,Olamide Zaccheaus,CHI,WR,1,3,2,7,1,3,2,7,53,74.648,30,83.333,8.333,2,66.667,5.128,3,4.412
,Samaje Perine,CIN,RB,1,1,1,7,0,1,1,7,21,37.5,15,40.541,2.703,0,0,0,7,12.5
,Oronde Gadsden II,LAC,TE,1,4,1,7,0,4,1,7,43,54.43,23,69.697,12.121,3,75,7.317,4,5.634
,Darnell Mooney,ATL,WR,1,4,1,6,0,4,1,6,47,75.806,27,87.097,12.903,3,75,9.677,4,6.452
,David Martin-Robinson,TEN,TE,1,1,1,6,0,1,1,6,17,26.563,2,6.897,3.448,1,100,3.448,1,1.563
,Josh Jacobs,GB,RB,1,2,2,6,0,2,2,6,37,71.154,15,57.692,7.692,0,0,0,22,42.308
,Chris Brooks,GB,RB,1,1,1,6,0,1,1,6,7,13.462,7,26.923,3.846,0,0,0,,
,Xavier Smith,LA,WR,1,1,1,6,0,1,1,6,17,25.373,14,45.161,3.226,1,100,3.226,1,1.493
,Christian Kirk,HST,WR,1,3,1,6,0,3,1,6,25,37.879,15,44.118,8.824,1,33.333,2.857,3,4.615
,Ameer Abdullah,IND,RB,1,2,2,5,0,2,2,5,15,23.077,13,35.135,5.405,0,0,0,3,4.762
,Zavier Scott,MIN,RB,1,1,1,5,0,1,1,5,6,9.524,3,11.111,3.704,0,0,0,4,6.557
,Sterling Shepard,TB,WR,1,1,1,5,0,1,1,5,40,54.054,19,63.333,3.333,1,100,2.857,1,1.449
,Marvin Mims Jr.,DEN,WR,1,1,1,5,0,1,1,5,20,27.027,15,36.585,2.439,0,0,0,2,2.778
,Tyler Badie,DEN,RB,1,1,1,5,0,1,1,5,13,17.568,8,19.512,2.439,0,0,0,5,6.944
,Konata Mumpfield,LA,WR,1,1,1,5,0,1,1,5,28,41.791,8,25.806,3.226,1,100,3.226,1,1.493
,Jordan Whittington,LA,WR,1,1,1,5,0,1,1,5,8,11.94,3,9.677,3.226,0,0,0,1,1.493
,JuJu Smith-Schuster,KC,WR,1,2,1,5,0,2,1,5,24,33.803,9,25.714,5.714,1,50,2.381,2,3.125
,Ross Dwelley,DET,TE,1,1,1,4,0,1,1,4,14,24.561,7,20,2.857,1,100,2.857,1,1.754
,Deven Thompkins,ATL,WR,1,1,1,4,0,1,1,4,6,9.677,4,12.903,3.226,0,0,0,1,1.613
,Adam Thielen,PIT,WR,1,1,1,4,0,1,1,4,24,46.154,12,35.294,2.941,1,100,2.857,1,1.961
,Andre Baccellia,ARZ,WR,1,3,1,3,0,3,1,3,49,76.563,37,78.723,6.383,0,0,0,3,4.918
,Blake Corum,LA,RB,1,1,1,3,0,1,1,3,21,31.343,9,29.032,3.226,0,0,0,13,19.403
,Jackson Hawes,BUF,TE,1,1,1,3,1,1,1,3,28,43.077,8,25.806,3.226,0,0,0,1,1.667
,Jahan Dotson,PHI,WR,1,3,1,3,0,3,1,3,32,47.059,25,60.976,7.317,3,100,6.977,3,4.545
,Will Shipley,PHI,RB,1,1,1,3,0,1,1,3,6,8.824,6,14.634,2.439,0,0,0,,
,Durham Smythe,CHI,TE,1,1,1,2,0,1,1,2,20,28.169,9,25,2.778,0,0,0,1,1.471
,Jeremy McNichols,WAS,RB,1,1,1,2,0,1,1,2,16,29.091,11,42.308,3.846,0,0,0,1,2.041
,Rachaad White,TB,RB,1,2,1,2,0,2,1,2,34,45.946,15,50,6.667,0,0,0,13,18.841
,Raheem Mostert,LV,RB,1,1,1,2,0,1,1,2,14,28,13,36.111,2.778,0,0,0,1,2.083
,David Njoku,CLV,TE,1,1,1,1,1,1,1,1,6,8.955,3,6.818,2.273,1,100,2.128,1,1.563
,Will Dissly,LAC,TE,1,1,1,1,0,1,1,1,26,32.911,8,24.242,3.03,1,100,2.439,1,1.408
,Javonte Williams,DAL,RB,1,4,2,0,0,4,2,0,63,80.769,42,80.769,7.692,2,50,3.704,21,27.632
,Hunter Luepke,DAL,FB,1,0,0,0,0,0,0,0,19,24.359,12,23.077,0,,0,,0,0
,Tom Kennedy,DET,WR,1,0,0,0,0,0,0,0,5,8.772,5,14.286,0,,0,,,
,David Sills,ATL,WR,1,4,0,0,0,4,0,0,58,93.548,30,96.774,12.903,3,75,9.677,4,6.452
,Charlie Woerner,ATL,TE,1,0,0,0,0,0,0,0,31,50,9,29.032,0,,0,,0,0
,Elijah Arroyo,SEA,TE,1,1,0,0,0,1,0,0,6,10,5,15.625,3.125,1,100,2.941,1,1.724
,Jonnu Smith,PIT,TE,1,1,0,0,0,1,0,0,25,48.077,13,38.235,2.941,0,0,0,1,1.961
,Marquez Valdes-Scantling,PIT,WR,1,1,0,0,0,1,0,0,16,30.769,16,47.059,2.941,1,100,2.857,,
,Keaton Mitchell,BLT,RB,1,0,0,0,0,0,0,0,11,13.415,2,5.405,0,,0,,6,7.792
,DeAndre Hopkins,BLT,WR,1,1,0,0,0,1,0,0,11,13.415,7,18.919,2.703,0,0,0,1,1.299
,Connor Heyward,PIT,TE,1,0,0,0,0,0,0,0,4,7.692,2,5.882,0,,0,,1,1.961
,Tylan Wallace,BLT,WR,1,0,0,0,0,0,0,0,3,3.659,1,2.703,0,,0,,0,0
,Kaleb Johnson,PIT,RB,1,0,0,0,0,0,0,0,3,5.769,1,2.941,0,,0,,2,3.922
,Tony Pollard,TEN,RB,1,0,0,0,0,0,0,0,38,59.375,11,37.931,0,,0,,25,39.063
,Isaiah Bond,CLV,WR,1,2,0,0,0,2,0,0,32,47.761,25,56.818,4.545,2,100,4.255,2,3.125
,Malachi Corley,CLV,WR,1,0,0,0,0,0,0,0,4,5.97,2,4.545,0,,0,,1,1.563
,James Proche,TEN,WR,1,1,0,0,0,1,0,0,8,12.5,6,20.69,3.448,0,0,0,1,1.563
,Blake Whiteheart,CLV,TE,1,1,0,0,0,1,0,0,25,37.313,13,29.545,2.273,0,0,0,1,1.563
,Dontayvion Wicks,GB,WR,1,0,0,0,0,0,0,0,5,9.615,3,11.538,0,,0,,0,0
,Romeo Doubs,GB,WR,1,2,0,0,0,2,0,0,41,78.846,19,73.077,7.692,1,50,3.846,2,3.846
,Emanuel Wilson,GB,RB,1,0,0,0,0,0,0,0,8,15.385,5,19.231,0,,0,,3,5.769
,Matthew Golden,GB,WR,1,1,0,0,0,1,0,0,4,7.692,3,11.538,3.846,1,100,3.846,1,1.923
,Kyle Monangai,CHI,RB,1,2,1,0,0,2,1,0,28,39.437,13,36.111,5.556,0,0,0,16,23.529
,Quintin Morris,JAX,TE,1,0,0,0,0,0,0,0,17,26.154,7,22.581,0,,0,,0,0
,Dyami Brown,JAX,WR,1,0,0,0,0,0,0,0,6,9.231,3,9.677,0,,0,,0,0
,Andrew Ogletree,IND,TE,1,0,0,0,0,0,0,0,11,16.923,5,13.514,0,,0,,0,0
,Jonathan Taylor,IND,RB,1,0,0,0,0,0,0,0,46,70.769,23,62.162,0,,0,,21,33.333
,Mo Alie-Cox,IND,TE,1,2,0,0,0,2,0,0,17,26.154,8,21.622,5.405,1,50,2.564,2,3.175
,Hunter Long,JAX,TE,1,0,0,0,0,0,0,0,17,26.154,8,25.806,0,,0,,0,0
,Tyler Goodson,IND,RB,1,0,0,0,0,0,0,0,1,1.538,1,2.703,0,,0,,,
