BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,DK  Metcalf,PIT,WR,1,5,3,32,0,5,3,32,37,86.047,22,88,20,4,80,16,5,11.628
,Malik  Washington,MIA,WR,1,5,4,30,0,5,4,30,33,54.098,17,62.963,18.519,2,40,6.897,5,8.475
,Ashton  Jeanty,LV,RB,1,8,6,30,0,8,6,30,43,93.478,27,96.429,28.571,0,0,0,23,50
,Keenan  Allen,LAC,WR,1,5,4,30,0,5,4,30,40,56.338,22,91.667,20.833,5,100,17.857,5,7.463
,Tre  Harris,LAC,WR,1,4,3,30,0,4,3,30,32,45.07,10,41.667,16.667,3,75,10.714,4,5.97
,Andrei  Iosivas,CIN,WR,1,2,1,29,1,2,1,29,75,92.593,45,95.745,4.255,1,50,2.083,2,2.5
,Chig  Okonkwo,TEN,TE,1,5,4,29,0,5,4,29,33,58.929,26,63.415,12.195,3,60,7.143,5,9.091
,KaVontae  Turpin,DAL,WR,1,2,2,28,0,2,2,28,25,38.462,14,35.897,5.128,0,0,0,5,7.692
,Colston  Loveland,CHI,TE,1,6,3,28,0,6,3,28,49,56.322,26,68.421,15.789,6,100,15,6,7.059
,Brian  Thomas Jr.,JAX,WR,1,3,2,28,0,3,2,28,42,71.186,25,83.333,10,3,100,9.375,3,5.263
,Dawson  Knox,BUF,TE,1,4,3,28,0,4,3,28,56,71.795,20,86.957,17.391,2,50,7.407,4,5.405
,Dallas  Goedert,PHI,TE,1,4,2,27,0,4,2,27,43,84.314,29,85.294,11.765,4,100,11.765,4,7.843
,Colby  Parkinson,LA,TE,1,5,4,27,0,5,4,27,34,66.667,19,63.333,16.667,0,0,0,5,9.804
,Kyle  Juszczyk,SF,FB,1,2,2,27,0,2,2,27,22,33.846,8,25.806,6.452,1,50,3.125,2,3.125
,Oronde  Gadsden II,LAC,TE,1,2,1,27,0,2,1,27,45,63.38,18,75,8.333,2,100,7.143,2,2.985
,RJ  Harvey,DEN,RB,1,4,3,27,0,4,3,27,32,45.07,17,36.957,8.696,0,0,0,17,24.638
,Jerry  Jeudy,CLV,WR,1,4,3,26,0,4,3,26,52,85.246,25,86.207,13.793,3,75,10,4,6.667
,Parker  Washington,JAX,WR,1,3,1,26,0,3,1,26,21,35.593,11,36.667,10,2,66.667,6.25,3,5.263
,DeAndre  Hopkins,BLT,WR,1,3,2,25,0,3,2,25,23,38.333,15,42.857,8.571,1,33.333,2.632,3,5.263
,Darnell  Mooney,ATL,WR,1,5,2,25,0,5,2,25,64,95.522,34,97.143,14.286,4,80,11.429,5,7.463
,Tyjae  Spears,TEN,RB,1,6,6,25,0,6,6,25,25,44.643,23,56.098,14.634,2,33.333,4.762,8,14.545
,Kenneth  Gainwell,PIT,RB,1,3,2,25,0,3,2,25,18,41.86,11,44,12,1,33.333,4,8,18.605
,Greg  Dulcich,MIA,TE,1,2,2,24,0,2,2,24,19,31.148,9,33.333,7.407,1,50,3.448,2,3.39
,Cooper  Kupp,SEA,WR,1,4,3,24,0,4,3,24,46,74.194,26,86.667,13.333,4,100,13.333,4,6.452
,Luke  Musgrave,GB,TE,1,1,1,23,0,1,1,23,33,53.226,13,43.333,3.333,1,100,3.125,1,1.667
,Gage  Larvadain,CLV,WR,1,3,2,23,0,3,2,23,17,27.869,13,44.828,10.345,1,33.333,3.333,3,5
,Gunnar  Helm,TEN,TE,1,7,6,23,0,7,6,23,30,53.571,21,51.22,17.073,4,57.143,9.524,7,12.727
,Jaxon  Smith-Njigba,SEA,WR,1,4,2,23,0,4,2,23,50,80.645,28,93.333,13.333,4,100,13.333,4,6.452
,Quentin  Johnston,LAC,WR,1,3,3,23,1,3,3,23,45,63.38,19,79.167,12.5,3,100,10.714,3,4.478
,Kareem  Hunt,KC,RB,1,2,1,22,0,2,1,22,40,63.492,23,62.162,5.405,2,100,5,16,26.667
,Mitchell  Tinsley,CIN,WR,1,9,2,22,0,9,2,22,53,65.432,30,63.83,19.149,5,55.556,10.417,9,11.25
,Tyler  Warren,IND,TE,1,4,3,22,1,4,3,22,44,86.275,26,92.857,14.286,2,50,7.143,5,9.804
,Devin  Neal,NO,RB,1,3,3,22,0,3,3,22,56,77.778,36,85.714,7.143,0,0,0,17,24.638
,Rachaad  White,TB,RB,1,3,3,22,0,3,3,22,21,35,16,53.333,10,0,0,0,5,8.772
,Aaron  Jones,MIN,RB,1,4,4,22,0,4,4,22,19,38,13,38.235,11.765,0,0,0,10,20
,Jack  Bech,LV,WR,1,3,2,22,0,3,2,22,25,54.348,14,50,10.714,3,100,10.714,3,6.522
,Javonte  Williams,DAL,RB,1,3,3,21,1,3,3,21,50,76.923,31,79.487,7.692,0,0,0,20,30.769
,Rico  Dowdle,CAR,RB,1,2,2,21,0,2,2,21,24,37.5,6,27.273,9.091,0,0,0,20,32.258
,Christian  McCaffrey,SF,RB,1,4,4,21,0,4,4,21,52,80,28,90.323,12.903,1,25,3.125,24,37.5
,Mason  Taylor,NYJ,TE,1,4,2,21,0,4,2,21,54,78.261,31,88.571,11.429,2,50,4.878,4,6.349
,Cody  White,SEA,WR,1,1,1,21,0,1,1,21,14,22.581,4,13.333,3.333,1,100,3.333,1,1.613
,Troy  Franklin,DEN,WR,1,3,2,21,0,3,2,21,39,54.93,33,71.739,6.522,2,66.667,4.167,3,4.348
,Romeo  Doubs,GB,WR,1,4,4,20,1,4,4,20,48,77.419,24,80,13.333,2,50,6.25,4,6.667
,Marquise  Brown,KC,WR,1,2,2,20,1,2,2,20,26,41.27,16,43.243,5.405,2,100,5,2,3.333
,Mitchell  Evans,CAR,TE,1,3,3,20,0,3,3,20,29,45.313,6,27.273,13.636,0,0,0,3,4.839
,Mason  Tipton,NO,WR,1,4,3,20,0,4,3,20,58,80.556,37,88.095,9.524,2,50,4.444,5,7.246
,Bucky  Irving,TB,RB,1,2,2,20,0,2,2,20,31,51.667,12,40,6.667,0,0,0,19,33.333
,Van  Jefferson,TEN,WR,1,4,3,20,0,4,3,20,40,71.429,31,75.61,9.756,4,100,9.524,4,7.273
,Tre  Tucker,LV,WR,1,3,3,20,0,3,3,20,43,93.478,27,96.429,10.714,3,100,10.714,3,6.522
,Ty  Johnson,BUF,RB,1,5,3,20,0,5,3,20,20,25.641,14,60.87,21.739,1,20,3.704,7,9.459
,Mike  Gesicki,CIN,TE,1,4,2,19,0,4,2,19,22,27.16,19,40.426,8.511,2,50,4.167,4,5
,Olamide  Zaccheaus,CHI,WR,1,3,2,19,0,3,2,19,24,27.586,8,21.053,7.895,1,33.333,2.5,3,3.529
,John  Metchie III,NYJ,WR,1,8,4,19,0,8,4,19,60,86.957,35,100,22.857,5,62.5,12.195,9,14.286
,Jahmyr  Gibbs,DET,RB,1,4,3,18,0,4,3,18,44,72.131,21,70,13.333,2,50,6.452,24,40
,Quinshon  Judkins,CLV,RB,1,3,3,18,0,3,3,18,37,60.656,11,37.931,10.345,0,0,0,26,43.333
,Isaiah  Bond,CLV,WR,1,2,1,18,0,2,1,18,18,29.508,12,41.379,6.897,0,0,0,3,5
,Kenneth  Walker III,SEA,RB,1,4,3,18,0,4,3,18,33,53.226,19,63.333,13.333,0,0,0,17,27.419
,Tyler  Badie,DEN,RB,1,5,3,18,0,5,3,18,18,25.352,18,39.13,10.87,0,0,0,,
,Isiah  Pacheco,KC,RB,1,2,2,17,0,2,2,17,16,25.397,13,35.135,5.405,0,0,0,5,8.333
,Charlie  Kolar,BLT,TE,1,1,1,17,0,1,1,17,8,13.333,3,8.571,2.857,1,100,2.632,1,1.754
,DJ  Moore,CHI,WR,1,5,2,17,0,5,2,17,76,87.356,36,94.737,13.158,4,80,10,6,7.059
,Jerome  Ford,CLV,RB,1,3,3,17,0,3,3,17,13,21.311,12,41.379,10.345,0,0,0,3,5
,Elijah  Higgins,ARZ,TE,1,2,2,17,0,2,2,17,24,37.5,17,40.476,4.762,0,0,0,2,3.279
,David  Montgomery,DET,RB,1,2,2,16,0,2,2,16,21,34.426,11,36.667,6.667,0,0,0,10,16.667
,Cade  Stover,HST,TE,1,2,2,16,0,2,2,16,29,40.845,5,13.514,5.405,2,100,5.405,6,8.451
,Cedrick  Wilson Jr.,MIA,WR,1,2,1,16,0,2,1,16,10,16.393,3,11.111,7.407,2,100,6.897,2,3.39
,Samaje  Perine,CIN,RB,1,2,2,15,0,2,2,15,33,40.741,16,34.043,4.255,0,0,0,16,20
,David  Sills,ATL,WR,1,4,2,15,1,4,2,15,56,83.582,31,88.571,11.429,1,25,2.857,4,5.97
,Xavier  Restrepo,TEN,WR,1,1,1,15,0,1,1,15,10,17.857,8,19.512,2.439,1,100,2.381,1,1.818
,Drew  Sample,CIN,TE,1,2,1,14,0,2,1,14,47,58.025,27,57.447,4.255,1,50,2.083,3,3.75
,Tanner  Hudson,CIN,TE,1,2,1,14,1,2,1,14,6,7.407,5,10.638,4.255,0,0,0,2,2.5
,Ricky  Pearsall,SF,WR,1,3,2,14,0,3,2,14,56,86.154,29,93.548,9.677,1,33.333,3.125,3,4.688
,Greg  Dortch,ARZ,WR,1,2,2,14,0,2,2,14,21,32.813,14,33.333,4.762,0,0,0,2,3.279
,Quintin  Morris,JAX,TE,1,2,1,14,0,2,1,14,9,15.254,5,16.667,6.667,1,50,3.125,2,3.509
,Colson  Yankoff,WAS,TE,1,1,1,14,0,1,1,14,1,1.136,1,1.923,1.923,1,100,1.818,,
,D'Andre  Swift,CHI,RB,1,2,1,13,0,2,1,13,47,54.023,23,60.526,5.263,0,0,0,20,23.529
,Michael  Pittman,IND,WR,1,4,1,13,0,4,1,13,42,82.353,24,85.714,14.286,2,50,7.143,4,7.843
,Foster  Moreau,NO,TE,1,2,2,13,0,2,2,13,27,37.5,10,23.81,4.762,1,50,2.222,2,2.899
,Travis  Etienne,JAX,RB,1,1,1,13,0,1,1,13,27,45.763,15,50,3.333,0,0,0,13,22.807
,James  Proche,TEN,WR,1,1,1,13,0,1,1,13,8,14.286,7,17.073,2.439,1,100,2.381,1,1.818
,Brandin  Cooks,BUF,WR,1,1,1,13,0,1,1,13,16,20.513,8,34.783,4.348,1,100,3.704,1,1.351
,Keaton  Mitchell,BLT,RB,1,3,2,12,0,3,2,12,8,13.333,6,17.143,8.571,0,0,0,5,8.772
,Jahan  Dotson,PHI,WR,1,3,1,12,0,3,1,12,29,56.863,22,64.706,8.824,3,100,8.824,3,5.882
,Jeremy  Ruckert,NYJ,TE,1,2,2,12,0,2,2,12,26,37.681,12,34.286,5.714,0,0,0,2,3.175
,Will  Shipley,PHI,RB,1,1,1,11,0,1,1,11,3,5.882,3,8.824,2.941,0,0,0,,
,Payne  Durham,TB,TE,1,1,1,11,0,1,1,11,21,35,10,33.333,3.333,1,100,3.03,1,1.754
,Tim  Patrick,JAX,WR,1,1,1,11,0,1,1,11,6,10.169,2,6.667,3.333,0,0,0,1,1.754
,Dont'e  Thornton Jr.,LV,WR,1,2,1,11,0,2,1,11,13,28.261,9,32.143,7.143,1,50,3.571,2,4.348
,Tyler  Lockett,LV,WR,1,1,1,11,0,1,1,11,24,52.174,19,67.857,3.571,1,100,3.571,1,2.174
,Kimani  Vidal,LAC,RB,1,1,1,11,0,1,1,11,51,71.831,22,91.667,4.167,0,0,0,26,38.806
,Adam  Prentice,DEN,FB,1,1,1,11,0,1,1,11,16,22.535,7,15.217,2.174,0,0,0,2,2.899
,Allen  Lazard,NYJ,WR,1,1,1,10,0,1,1,10,17,24.638,10,28.571,2.857,1,100,2.439,1,1.587
,Jackson  Hawes,BUF,TE,1,1,1,10,0,1,1,10,49,62.821,8,34.783,4.348,0,0,0,1,1.351
,Chris  Brooks,GB,RB,1,2,2,9,0,2,2,9,15,24.194,13,43.333,6.667,0,0,0,2,3.333
,Cade  Otton,TB,TE,1,2,2,9,0,2,2,9,52,86.667,29,96.667,6.667,1,50,3.03,2,3.509
,Keon  Coleman,BUF,WR,1,3,2,9,1,3,2,9,33,42.308,12,52.174,13.043,2,66.667,7.407,3,4.054
,Jaylen  Warren,PIT,RB,1,4,2,9,0,4,2,9,24,55.814,13,52,16,0,0,0,14,32.558
,John  Bates,WAS,TE,1,2,2,9,0,2,2,9,47,53.409,24,46.154,3.846,2,100,3.636,2,2.353
,Josh  Jacobs,GB,RB,1,1,1,8,0,1,1,8,33,53.226,12,40,3.333,0,0,0,18,30
,Rome  Odunze,CHI,WR,1,6,2,8,0,6,2,8,68,78.161,34,89.474,15.789,5,83.333,12.5,6,7.059
,Andrew  Ogletree,IND,TE,1,1,1,8,0,1,1,8,12,23.529,4,14.286,3.571,0,0,0,1,1.961
,Breece  Hall,NYJ,RB,1,2,2,8,0,2,2,8,56,81.159,29,82.857,5.714,0,0,0,21,33.333
,Chimere  Dike,TEN,WR,1,4,1,8,0,4,1,8,42,75,34,82.927,9.756,3,75,7.143,5,9.091
,Ian  Thomas,LV,TE,1,1,1,8,0,1,1,8,25,54.348,14,50,3.571,1,100,3.571,1,2.174
,Marvin  Mims Jr.,DEN,WR,1,2,2,8,0,2,2,8,23,32.394,19,41.304,4.348,1,50,2.083,3,4.348
,Rashid  Shaheed,SEA,WR,1,3,1,7,0,3,1,7,29,46.774,19,63.333,10,3,100,10,4,6.452
,Zay  Flowers,BLT,WR,1,7,2,6,0,7,2,6,54,90,34,97.143,20,2,28.571,5.263,7,12.281
,Jonnu  Smith,PIT,TE,1,2,1,6,0,2,1,6,23,53.488,13,52,8,1,50,4,2,4.651
,Jaleel  McLaughlin,DEN,RB,1,1,1,6,0,1,1,6,13,18.31,5,10.87,2.174,1,100,2.083,7,10.145
,Taysom  Hill,NO,QB,1,1,1,5,0,1,1,5,12,16.667,6,14.286,2.381,0,0,0,2,2.899
,Tez  Johnson,TB,WR,1,2,1,5,0,2,1,5,32,53.333,16,53.333,6.667,2,100,6.061,2,3.509
,Sterling  Shepard,TB,WR,1,2,1,5,0,2,1,5,16,26.667,12,40,6.667,1,50,3.03,2,3.509
,Elic  Ayomanor,TEN,WR,1,5,1,5,0,5,1,5,47,83.929,35,85.366,12.195,5,100,11.905,5,9.091
,Khalil  Shakir,BUF,WR,1,4,1,5,0,4,1,5,36,46.154,13,56.522,17.391,3,75,11.111,4,5.405
,Gabe  Davis,BUF,WR,1,2,1,5,0,2,1,5,44,56.41,16,69.565,8.696,2,100,7.407,2,2.703
,Treylon  Burks,WAS,WR,1,4,1,5,1,4,1,5,56,63.636,37,71.154,7.692,4,100,7.273,4,4.706
,Davis  Allen,LA,TE,1,1,1,4,0,1,1,4,18,35.294,11,36.667,3.333,0,0,0,1,1.961
,Trevor  Etienne,CAR,RB,1,1,1,4,0,1,1,4,2,3.125,1,4.545,4.545,0,0,0,1,1.613
,David  Njoku,CLV,TE,1,2,2,4,0,2,2,4,30,49.18,13,44.828,6.897,2,100,6.667,2,3.333
,Justin  Jefferson,MIN,WR,1,6,2,4,0,6,2,4,47,94,34,100,17.647,4,66.667,11.765,6,12
,Zavier  Scott,MIN,RB,1,1,1,4,0,1,1,4,9,18,6,17.647,2.941,0,0,0,4,8
,Ross  Dwelley,DET,TE,1,3,1,3,0,3,1,3,44,72.131,21,70,10,2,66.667,6.452,3,5
,Noah  Fant,CIN,TE,1,2,1,3,0,2,1,3,34,41.975,15,31.915,4.255,1,50,2.083,2,2.5
,Woody  Marks,HST,RB,1,1,1,3,0,1,1,3,40,56.338,20,54.054,2.703,0,0,0,20,28.169
,Dylan  Drummond,ATL,WR,1,3,1,3,0,3,1,3,21,31.343,17,48.571,8.571,1,33.333,2.857,3,4.478
,Tony  Pollard,TEN,RB,1,2,1,3,0,2,1,3,26,46.429,15,36.585,4.878,0,0,0,12,21.818
,Tommy  Tremble,CAR,TE,1,2,1,2,0,2,1,2,35,54.688,7,31.818,9.091,1,50,4.167,2,3.226
,Bhayshul  Tuten,JAX,RB,1,1,1,2,0,1,1,2,16,27.119,5,16.667,3.333,0,0,0,9,15.789
,Luke  Schoonmaker,DAL,TE,1,1,1,1,0,1,1,1,17,26.154,10,25.641,2.564,1,100,2.564,1,1.538
,Xavier  Legette,CAR,WR,1,2,1,1,0,2,1,1,42,65.625,19,86.364,9.091,0,0,0,2,3.226
,Jordan  Mason,MIN,RB,1,1,1,1,0,1,1,1,15,30,9,26.471,2.941,0,0,0,7,14
,John  FitzPatrick,GB,TE,1,1,0,0,0,1,0,0,12,19.355,7,23.333,3.333,0,0,0,1,1.667
,Emanuel  Wilson,GB,RB,1,0,0,0,0,0,0,0,10,16.129,5,16.667,0,,0,,4,6.667
,Josh  Whyle,GB,TE,1,1,0,0,0,1,0,0,29,46.774,18,60,3.333,0,0,0,1,1.667
,Bo  Melton,GB,CB,1,1,0,0,0,1,0,0,9,14.516,4,13.333,3.333,0,0,0,3,5
,Malik  Heath,GB,WR,1,1,0,0,0,1,0,0,9,14.516,5,16.667,3.333,0,0,0,1,1.667
,Amon-Ra  St. Brown,DET,WR,1,1,0,0,0,1,0,0,4,6.557,2,6.667,3.333,0,0,0,1,1.667
,Jalen  Tolbert,DAL,WR,1,0,0,0,0,0,0,0,14,21.538,6,15.385,0,,0,,0,0
,Hunter  Luepke,DAL,FB,1,0,0,0,0,0,0,0,14,21.538,8,20.513,0,,0,,0,0
,Tyquan  Thornton,KC,WR,1,0,0,0,0,0,0,0,14,22.222,11,29.73,0,,0,,0,0
,Brevyn  Spann-Ford,DAL,TE,1,0,0,0,0,0,0,0,15,23.077,6,15.385,0,,0,,0,0
,JuJu  Smith-Schuster,KC,WR,1,1,0,0,0,1,0,0,19,30.159,11,29.73,2.703,0,0,0,1,1.667
,Brashard  Smith,KC,RB,1,0,0,0,0,0,0,0,4,6.349,1,2.703,0,,0,,0,0
,Rashod  Bateman,BLT,WR,1,1,0,0,0,1,0,0,43,71.667,28,80,2.857,0,0,0,1,1.754
,Devontez  Walker,BLT,WR,1,2,0,0,0,2,0,0,14,23.333,8,22.857,5.714,0,0,0,2,3.509
,Durham  Smythe,CHI,TE,1,0,0,0,0,0,0,0,20,22.989,4,10.526,0,,0,,0,0
,Saquon  Barkley,PHI,RB,1,2,0,0,0,2,0,0,46,90.196,29,85.294,5.882,2,100,5.882,15,29.412
,Grant  Calcaterra,PHI,TE,1,0,0,0,0,0,0,0,12,23.529,2,5.882,0,,0,,0,0
,Kyle  Monangai,CHI,RB,1,1,0,0,0,1,0,0,37,42.529,14,36.842,2.632,0,0,0,23,27.059
,Kyren  Williams,LA,RB,1,1,0,0,0,1,0,0,35,68.627,22,73.333,3.333,0,0,0,14,27.451
,Konata  Mumpfield,LA,WR,1,0,0,0,0,0,0,0,18,35.294,13,43.333,0,,0,,0,0
