BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT
,Jaylin  Noel,HST,WR,1,4,4,35,0,10,47.619,0,9,42.857,3.333,2,9.524,2.5,0,0,0,0,0,0
,Jordan  Addison,MIN,WR,1,11,3,35,0,33,78.571,0.939,7,16.667,0.571,2,4.762,0,0,0,0,0,0,0
,DK  Metcalf,PIT,WR,1,7,3,35,0,27,81.818,0.889,6,18.182,1.833,0,0,0,0,0,0,0,0,0
,Roman  Wilson,PIT,WR,1,3,2,35,1,13,92.857,2.692,1,7.143,0,0,0,0,0,0,0,0,0,0
,DeMario  Douglas,NE,WR,1,2,2,34,0,1,10,0,9,90,3.778,0,0,0,0,0,0,0,0,0
,Michael  Wilson,ARZ,WR,1,7,4,34,0,28,58.333,0.679,20,41.667,0.75,0,0,0,0,0,0,0,0,0
,Demarcus  Robinson,SF,WR,1,4,3,34,0,14,66.667,1,7,33.333,2.857,0,0,0,0,0,0,0,0,0
,Parker  Washington,JAX,WR,1,7,3,33,1,12,46.154,0.583,13,50,2,1,3.846,0,0,0,0,0,0,0
,Austin  Trammell,JAX,WR,1,3,2,33,0,4,57.143,0,3,42.857,11,0,0,0,0,0,0,0,0,0
,Marvin  Harrison Jr.,ARZ,WR,1,12,3,33,1,40,83.333,0.825,8,16.667,0,0,0,0,0,0,0,0,0,0
,Tyler  Higbee,LA,TE,1,3,3,33,0,1,6.25,0,4,25,0,1,6.25,15,1,6.25,0,9,56.25,2
,Pat  Freiermuth,PIT,TE,1,3,3,33,0,5,29.412,0,12,70.588,2.75,0,0,0,0,0,0,0,0,0
,Ja'Tavion  Sanders,CAR,TE,1,5,5,32,0,3,27.273,0,3,27.273,3.667,0,0,0,0,0,0,5,45.455,4.2
,Alvin  Kamara,NO,RB,1,3,3,32,0,1,5.263,0,1,5.263,0,17,89.474,1.882,0,0,0,0,0,0
,Terrance  Ferguson,LA,TE,1,4,1,32,0,1,7.692,0,6,46.154,0,0,0,0,2,15.385,0,4,30.769,8
,Brock  Bowers,LV,TE,1,3,1,31,0,7,24.138,0,15,51.724,2.067,1,3.448,0,2,6.897,0,4,13.793,0
,Jahmyr  Gibbs,DET,RB,1,4,3,30,1,1,5.882,8,2,11.765,0,14,82.353,1.571,0,0,0,0,0,0
,Deebo  Samuel Sr.,WAS,WR,1,5,4,29,1,10,50,0,8,40,2.875,2,10,3,0,0,0,0,0,0
,Tre  Tucker,LV,WR,1,3,2,28,0,28,84.848,1,5,15.152,0,0,0,0,0,0,0,0,0,0
,Jackson  Hawes,BUF,TE,1,2,1,26,1,1,10,0,2,20,13,1,10,0,5,50,0,1,10,0
,Courtland  Sutton,DEN,WR,1,4,3,24,0,25,86.207,0.96,4,13.793,0,0,0,0,0,0,0,0,0,0
,James  Cook,BUF,RB,1,5,5,24,0,0,0,0,1,5.882,0,16,94.118,1.5,0,0,0,0,0,0
,Tyrell  Shavers,BUF,WR,1,1,1,24,0,16,84.211,1.5,1,5.263,0,1,5.263,0,0,0,0,1,5.263,0
,Ty  Johnson,BUF,RB,1,2,2,24,0,5,20.833,0,2,8.333,4,17,70.833,0.941,0,0,0,0,0,0
,Charlie  Kolar,BLT,TE,1,2,1,23,0,1,14.286,0,0,0,0,0,0,0,6,85.714,3.833,0,0,0
,Michael  Mayer,LV,TE,1,4,3,22,0,1,6.667,0,4,26.667,2.75,0,0,0,4,26.667,0.5,6,40,1.5
,Greg  Dulcich,MIA,TE,1,4,1,22,0,2,11.765,0,7,41.176,0,0,0,0,4,23.529,5.5,4,23.529,0
,Aaron  Jones,MIN,RB,1,6,3,22,0,2,6.452,0,0,0,0,27,87.097,0.815,0,0,0,2,6.452,0
,Jalen  Coker,CAR,WR,1,4,3,21,0,11,47.826,1,12,52.174,0.833,0,0,0,0,0,0,0,0,0
,Johnny  Mundt,JAX,TE,1,2,1,21,0,1,6.25,0,2,12.5,0,0,0,0,4,25,0,9,56.25,2.333
,Curtis  Samuel,BUF,WR,1,1,1,21,0,10,62.5,2.1,6,37.5,0,0,0,0,0,0,0,0,0,0
,David  Njoku,CLV,TE,1,2,2,21,1,4,16.667,0,6,25,0,0,0,0,5,20.833,1.8,9,37.5,1.333
,Jaylen  Warren,PIT,RB,1,2,2,21,0,0,0,0,0,0,0,9,100,2.333,0,0,0,0,0,0
,Sterling  Shepard,TB,WR,1,4,3,20,0,20,55.556,0.05,16,44.444,1.188,0,0,0,0,0,0,0,0,0
,Michael  Pittman,IND,WR,1,2,2,19,0,19,65.517,1,9,31.034,0,1,3.448,0,0,0,0,0,0,0
,Travis  Etienne,JAX,RB,1,4,2,19,0,0,0,0,0,0,0,11,100,1.727,0,0,0,0,0,0
,Elijah  Higgins,ARZ,TE,1,3,2,19,0,2,12.5,0,9,56.25,1.333,1,6.25,7,0,0,0,4,25,0
,Kendrick  Bourne,SF,WR,1,1,1,19,0,17,70.833,1.118,7,29.167,0,0,0,0,0,0,0,0,0,0
,Keenan  Allen,LAC,WR,1,5,2,19,0,14,60.87,0,8,34.783,1.5,1,4.348,7,0,0,0,0,0,0
,D'Andre  Swift,CHI,RB,1,8,5,18,0,3,14.286,0,1,4.762,3,16,76.19,0.938,0,0,0,1,4.762,0
,Woody  Marks,HST,RB,1,3,2,18,0,1,2.564,0,1,2.564,6,37,94.872,0.324,0,0,0,0,0,0
,Skyy  Moore,SF,WR,1,1,1,18,0,6,66.667,3,2,22.222,0,1,11.111,0,0,0,0,0,0,0
,Darnell  Mooney,ATL,WR,1,8,1,17,0,16,55.172,1.063,13,44.828,0,0,0,0,0,0,0,0,0,0
,Isaiah  Likely,BLT,TE,1,5,2,17,0,2,11.111,3,12,66.667,0.917,0,0,0,0,0,0,4,22.222,0
,Robbie  Chosen,WAS,WR,1,4,1,17,0,8,100,2.125,0,0,0,0,0,0,0,0,0,0,0,0
,Foster  Moreau,NO,TE,1,3,2,16,0,0,0,0,2,16.667,0,0,0,0,7,58.333,2.286,3,25,0
,DeAndre  Hopkins,BLT,WR,1,3,2,16,0,8,61.538,2,5,38.462,0,0,0,0,0,0,0,0,0,0
,Adam  Thielen,MIN,WR,1,3,2,16,0,4,66.667,4,2,33.333,0,0,0,0,0,0,0,0,0,0
,Rachaad  White,TB,RB,1,5,5,16,0,3,8.571,6.333,6,17.143,0,26,74.286,-0.115,0,0,0,0,0,0
,Devaughn  Vele,NO,WR,1,3,1,15,0,19,63.333,0,10,33.333,1.5,0,0,0,0,0,0,1,3.333,0
,Luke  Farrell,SF,TE,1,2,2,15,1,0,0,0,2,28.571,0,0,0,0,3,42.857,3,2,28.571,3
,Darnell  Washington,PIT,TE,1,1,1,15,0,1,10,15,0,0,0,1,10,0,3,30,0,5,50,0
,Charlie  Woerner,ATL,TE,1,1,1,14,0,1,11.111,0,1,11.111,0,0,0,0,3,33.333,4.667,4,44.444,0
,Zaire  Mitchell-Paden,NO,TE,1,1,1,14,0,0,0,0,1,50,14,0,0,0,1,50,0,0,0,0
,Mark  Andrews,BLT,TE,1,5,3,14,1,3,13.043,0,19,82.609,0.737,0,0,0,0,0,0,1,4.348,0
,Xavier  Smith,LA,WR,1,1,1,14,0,4,19.048,0,14,66.667,0,1,4.762,14,0,0,0,2,9.524,0
,Calvin  Austin III,PIT,WR,1,7,2,14,0,15,50,0.933,15,50,0,0,0,0,0,0,0,0,0,0
,Adam  Prentice,DEN,FB,1,1,1,13,0,0,0,0,0,0,0,1,100,13,0,0,0,0,0,0
,Kimani  Vidal,LAC,RB,1,1,1,13,0,1,2.857,0,0,0,0,34,97.143,0.382,0,0,0,0,0,0
,Oronde  Gadsden II,LAC,TE,1,6,3,13,0,4,17.391,1.5,9,39.13,0,1,4.348,0,5,21.739,1,4,17.391,0.5
,Evan  Engram,DEN,TE,1,5,2,12,0,1,5.263,0,6,31.579,1.167,0,0,0,0,0,0,12,63.158,0.417
,Justice  Hill,BLT,RB,1,2,1,12,0,0,0,0,0,0,0,13,100,0.923,0,0,0,0,0,0
,Tyler  Conklin,LAC,TE,1,1,1,12,0,0,0,0,2,28.571,6,0,0,0,2,28.571,0,3,42.857,0
,Raheem  Mostert,LV,RB,1,1,1,11,0,0,0,0,0,0,0,5,100,2.2,0,0,0,0,0,0
,Cedric  Tillman,CLV,WR,1,4,2,11,0,22,75.862,0.5,7,24.138,0,0,0,0,0,0,0,0,0,0
,Kyren  Williams,LA,RB,1,3,2,11,0,0,0,0,3,12,0,22,88,0.5,0,0,0,0,0,0
,Isaac  TeSlaa,DET,WR,1,1,1,11,0,8,100,1.375,0,0,0,0,0,0,0,0,0,0,0,0
,Rico  Dowdle,CAR,RB,1,3,3,10,0,1,5.263,0,1,5.263,0,17,89.474,0.588,0,0,0,0,0,0
,Rashod  Bateman,BLT,WR,1,2,1,10,0,25,100,0.4,0,0,0,0,0,0,0,0,0,0,0,0
,Quinshon  Judkins,CLV,RB,1,3,2,10,0,1,6.667,0,0,0,0,13,86.667,0.769,0,0,0,1,6.667,0
,RJ  Harvey,DEN,RB,1,3,2,9,0,0,0,0,1,9.091,0,10,90.909,0.9,0,0,0,0,0,0
,Devin  Neal,NO,RB,1,3,3,9,0,1,9.091,0,0,0,0,9,81.818,1,0,0,0,1,9.091,0
,Malik  Washington,MIA,WR,1,3,2,9,1,7,50,0,7,50,1.286,0,0,0,0,0,0,0,0,0
,Elijah  Moore,BUF,WR,1,2,2,9,0,11,68.75,0.818,4,25,0,1,6.25,0,0,0,0,0,0,0
,Derrick  Henry,BLT,RB,1,3,3,9,0,0,0,0,1,5.882,0,16,94.118,0.563,0,0,0,0,0,0
,Hunter  Henry,NE,TE,1,4,1,9,0,4,14.815,0,9,33.333,0,4,14.815,0,6,22.222,0,4,14.815,2.25
,Ameer  Abdullah,IND,RB,1,1,1,8,0,0,0,0,0,0,0,2,100,4,0,0,0,0,0,0
,Daniel  Bellinger,NYG,TE,1,2,1,8,0,4,15.385,0,9,34.615,0,3,11.538,0,3,11.538,0,7,26.923,1.143
,T.J.  Hockenson,MIN,TE,1,2,2,8,0,8,19.512,0.5,19,46.341,0.211,1,2.439,0,2,4.878,0,11,26.829,0
,Davis  Allen,LA,TE,1,2,2,8,1,2,15.385,2,1,7.692,0,2,15.385,0,2,15.385,2,6,46.154,0
,Kyle  Juszczyk,SF,FB,1,2,2,8,0,2,10.526,0,1,5.263,0,7,36.842,1.143,0,0,0,9,47.368,0
,J.K.  Dobbins,DEN,RB,1,1,1,7,0,0,0,0,0,0,0,8,100,0.875,0,0,0,0,0,0
,Nick  Westbrook-Ikhine,MIA,WR,1,1,1,7,0,7,58.333,0,4,33.333,1.75,1,8.333,0,0,0,0,0,0,0
,Tucker  Fisk,LAC,TE,1,1,1,7,0,1,10,0,0,0,0,0,0,0,3,30,0,6,60,1.167
,LeQuint  Allen Jr.,JAX,RB,1,1,1,6,0,1,8.333,0,0,0,0,11,91.667,0.545,0,0,0,0,0,0
,Jordan  Mason,MIN,RB,1,1,1,6,0,0,0,0,0,0,0,8,88.889,0.75,0,0,0,1,11.111,0
,John  Bates,WAS,TE,1,2,1,6,0,1,7.143,0,2,14.286,0,0,0,0,6,42.857,1,5,35.714,0
,Olamide  Zaccheaus,CHI,WR,1,4,1,5,0,13,56.522,0,10,43.478,0.5,0,0,0,0,0,0,0,0,0
,Cole  Kmet,CHI,TE,1,2,1,5,0,1,4.167,0,6,25,0,3,12.5,0,6,25,0,8,33.333,0.625
,Nick  Chubb,HST,RB,1,1,1,5,0,0,0,0,0,0,0,5,100,1,0,0,0,0,0,0
,Bhayshul  Tuten,JAX,RB,1,2,1,5,0,1,11.111,0,0,0,0,8,88.889,0.625,0,0,0,0,0,0
,Elijah  Arroyo,SEA,TE,1,1,1,5,0,1,11.111,0,3,33.333,1.667,0,0,0,2,22.222,0,3,33.333,0
,Bam  Knight,ARZ,RB,1,4,1,5,0,0,0,0,0,0,0,19,100,0.263,0,0,0,0,0,0
,Dont'e  Thornton Jr.,LV,WR,1,2,1,4,0,15,75,0.267,5,25,0,0,0,0,0,0,0,0,0,0
,Bijan  Robinson,ATL,RB,1,2,2,4,0,4,13.793,-1,4,13.793,0,21,72.414,0.381,0,0,0,0,0,0
,Isaiah  Williams,NYJ,WR,1,1,1,4,0,4,44.444,0,5,55.556,0.8,0,0,0,0,0,0,0,0,0
,Mason  Taylor,NYJ,TE,1,2,1,4,0,3,25,1.333,4,33.333,0,0,0,0,0,0,0,5,41.667,0
,Brian  Robinson,SF,RB,1,1,1,4,0,0,0,0,1,20,0,4,80,1,0,0,0,0,0,0
,Jeremy  McNichols,WAS,RB,1,1,1,4,0,0,0,0,0,0,0,10,100,0.4,0,0,0,0,0,0
,Ben  Sinnott,WAS,TE,1,1,1,4,1,1,14.286,0,2,28.571,0,1,14.286,4,1,14.286,0,2,28.571,0
,Kenneth  Gainwell,PIT,RB,1,3,2,4,0,3,12,0,3,12,1.333,15,60,0,0,0,0,4,16,0
,Tre  Harris,LAC,WR,1,2,2,4,0,8,61.538,0.625,4,30.769,-0.25,0,0,0,0,0,0,1,7.692,0
,Jonnu  Smith,PIT,TE,1,2,1,4,0,1,4,0,13,52,0.308,0,0,0,1,4,0,10,40,0
,Ashton  Jeanty,LV,RB,1,5,3,3,0,1,3.571,0,0,0,0,27,96.429,0.111,0,0,0,0,0,0
,Josh  Downs,IND,WR,1,2,1,3,0,5,25,0.6,15,75,0,0,0,0,0,0,0,0,0,0
,Christian  Kirk,HST,WR,1,3,1,3,0,5,25,0,15,75,0.2,0,0,0,0,0,0,0,0,0
,Dylan  Sampson,CLV,RB,1,1,1,3,0,1,8.333,0,0,0,0,11,91.667,0.273,0,0,0,0,0,0
,John  Metchie III,NYJ,WR,1,1,1,3,0,0,0,0,1,100,3,0,0,0,0,0,0,0,0,0
,TreVeyon  Henderson,NE,RB,1,1,1,3,0,1,3.704,0,0,0,0,25,92.593,0.12,0,0,0,1,3.704,0
,Kenneth  Walker III,SEA,RB,1,1,1,3,0,0,0,0,0,0,0,8,100,0.375,0,0,0,0,0,0
,Rashid  Shaheed,SEA,WR,1,1,1,3,0,4,50,0,3,37.5,1,1,12.5,0,0,0,0,0,0,0
,Adam  Trautman,DEN,TE,1,1,1,2,0,2,16.667,0,3,25,0,0,0,0,2,16.667,0,5,41.667,0.4
,Chuba  Hubbard,CAR,RB,1,1,1,1,0,0,0,0,0,0,0,8,100,0.125,0,0,0,0,0,0
,Isaiah  Davis,NYJ,RB,1,1,1,1,0,0,0,0,1,14.286,0,6,85.714,0.167,0,0,0,0,0,0
,Tyler  Badie,DEN,RB,1,1,0,0,0,0,0,0,0,0,0,11,100,0,0,0,0,0,0,0
,Jack  Bech,LV,WR,1,1,0,0,0,4,57.143,0,3,42.857,0,0,0,0,0,0,0,0,0,0
,Trent  Sherfield,DEN,WR,1,0,0,0,0,4,57.143,0,3,42.857,0,0,0,0,0,0,0,0,0,0
,Mo  Alie-Cox,IND,TE,1,1,0,0,0,0,0,0,1,7.692,0,0,0,0,10,76.923,0,2,15.385,0
,Tyler  Allgeier,ATL,RB,1,0,0,0,0,1,10,0,0,0,0,9,90,0,0,0,0,0,0,0
,David  Sills,ATL,WR,1,1,0,0,0,9,52.941,0,7,41.176,0,0,0,0,0,0,0,1,5.882,0
,Ashton  Dulin,IND,WR,1,0,0,0,0,1,20,0,4,80,0,0,0,0,0,0,0,0,0,0
,Tyler  Goodson,IND,RB,1,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0
,Tommy  Tremble,CAR,TE,1,0,0,0,0,2,12.5,0,0,0,0,0,0,0,5,31.25,0,9,56.25,0
,Mitchell  Evans,CAR,TE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,83.333,0,1,16.667,0
,Xavier  Legette,CAR,WR,1,1,0,0,0,12,54.545,0,10,45.455,0,0,0,0,0,0,0,0,0,0
,Jimmy  Horn Jr.,CAR,WR,1,0,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0
,Brandin  Cooks,NO,WR,1,0,0,0,0,14,66.667,0,7,33.333,0,0,0,0,0,0,0,0,0,0
,Taysom  Hill,NO,QB,1,1,0,0,0,0,0,0,3,60,0,2,40,0,0,0,0,0,0,0
,DJ  Moore,CHI,WR,1,4,0,0,0,14,53.846,0,10,38.462,0,2,7.692,0,0,0,0,0,0,0
,Kyle  Monangai,CHI,RB,1,1,0,0,0,4,26.667,0,1,6.667,0,10,66.667,0,0,0,0,0,0,0
,Tyrone  Tracy Jr.,NYG,RB,1,2,1,0,0,0,0,0,0,0,0,29,100,0,0,0,0,0,0,0
,Ray-Ray  McCloud,NYG,WR,1,0,0,0,0,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gunner  Olszewski,NYG,WR,1,2,0,0,0,12,80,0,3,20,0,0,0,0,0,0,0,0,0,0
,Harrison  Bryant,HST,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,0
,Tim  Patrick,JAX,WR,1,0,0,0,0,11,61.111,0,6,33.333,0,1,5.556,0,0,0,0,0,0,0
,Xavier  Hutchinson,HST,WR,1,0,0,0,0,20,86.957,0,3,13.043,0,0,0,0,0,0,0,0,0,0
,Dare  Ogunbowale,HST,RB,1,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0
,Dyami  Brown,JAX,WR,1,1,0,0,0,9,81.818,0,2,18.182,0,0,0,0,0,0,0,0,0,0
,Alec  Ingold,MIA,FB,1,0,0,0,0,0,0,0,1,14.286,0,4,57.143,0,0,0,0,2,28.571,0
,Ollie  Gordon II,MIA,RB,1,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0
,Ray  Davis,BUF,RB,1,2,1,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0
,Ben  Yurosek,MIN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,0,1,25,0
,Jamari  Thrash,CLV,WR,1,1,0,0,0,5,33.333,0,10,66.667,0,0,0,0,0,0,0,0,0,0
,Jeremy  Ruckert,NYJ,TE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,50,0,2,50,0
,Garrett  Wilson,NYJ,WR,1,3,0,0,0,9,81.818,0,1,9.091,0,0,0,0,0,0,0,1,9.091,0
,Tyler  Johnson,NYJ,WR,1,1,0,0,0,5,55.556,0,3,33.333,0,1,11.111,0,0,0,0,0,0,0
,Andrew  Beck,NYJ,FB,1,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0
,Arian  Smith,NYJ,WR,1,0,0,0,0,5,62.5,0,3,37.5,0,0,0,0,0,0,0,0,0,0
,Blake  Whiteheart,CLV,TE,1,0,0,0,0,1,33.333,0,1,33.333,0,0,0,0,0,0,0,1,33.333,0
,Malachi  Corley,CLV,WR,1,1,0,0,0,2,33.333,0,1,16.667,0,3,50,0,0,0,0,0,0,0
,Gage  Larvadain,CLV,WR,1,0,0,0,0,4,44.444,0,5,55.556,0,0,0,0,0,0,0,0,0,0
,Jerome  Ford,CLV,RB,1,1,0,0,0,2,18.182,0,0,0,0,9,81.818,0,0,0,0,0,0,0
,Payne  Durham,TB,TE,1,1,0,0,0,0,0,0,0,0,0,2,25,0,4,50,0,2,25,0
,Austin  Hooper,NE,TE,1,1,0,0,0,2,13.333,0,0,0,0,0,0,0,8,53.333,0,5,33.333,0
