BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Tre  Tucker,LV,WR,11,64,41,530,5,5.818,3.727,48.182,599,90.758,379,95.466,16.121,42,65.625,10.169,70,10.87
,Rashid  Shaheed,SEA,WR,12,74,47,529,2,6.167,3.917,44.083,486,75.349,336,107.348,23.642,48,64.865,15.094,80,12.5
,Marvin  Harrison Jr.,ARZ,WR,9,62,34,525,4,6.889,3.778,58.333,453,60,297,63.871,13.333,49,79.032,9.919,62,8.54
,Romeo  Doubs,GB,WR,11,67,41,522,4,6.091,3.727,47.455,533,77.471,282,80.342,19.088,49,73.134,13.315,67,9.985
,Brock  Bowers,LV,TE,8,64,45,510,3,8,5.625,63.75,392,59.394,276,69.521,16.121,53,82.813,12.833,66,10.248
,Troy  Franklin,DEN,WR,11,81,46,509,5,7.364,4.182,46.273,460,64.789,328,81.796,20.2,41,50.617,9.785,85,12.283
,Jakobi  Meyers,JAX,WR,10,64,45,507,1,6.4,4.5,50.7,504,67.38,296,74.372,16.08,53,82.813,12.471,64,8.877
,Oronde  Gadsden II,LAC,TE,9,49,37,507,2,5.444,4.111,56.333,366,49.796,249,58.588,11.529,28,57.143,6.154,49,6.95
,Quentin  Johnston,LAC,WR,10,65,37,502,6,6.5,3.7,50.2,513,69.796,342,80.471,15.294,49,75.385,10.769,67,9.504
,Dalton  Schultz,HST,TE,11,72,52,497,1,6.545,4.727,45.182,499,68.45,347,83.213,17.266,55,76.389,12.387,72,10.256
,Tucker  Kraft,GB,TE,8,44,32,489,6,5.5,4,61.125,417,60.61,223,63.533,12.536,26,59.091,7.065,45,6.706
,Sam  LaPorta,DET,TE,9,49,40,489,3,5.444,4.444,54.333,492,72.035,272,71.958,12.963,28,57.143,7.33,49,7.216
,Kendrick  Bourne,SF,WR,11,42,31,482,0,3.818,2.818,43.818,431,54.904,266,60.592,9.567,35,83.333,7.743,42,5.44
,DJ  Moore,CHI,WR,11,58,36,474,3,5.273,3.273,43.091,582,78.649,332,86.684,15.144,26,44.828,6.295,71,10
,Deebo  Samuel Sr.,WAS,WR,10,68,53,470,5,6.8,5.3,47,420,61.314,244,72.836,20.299,29,42.647,7.692,79,12.286
,Harold  Fannin Jr.,CLV,TE,11,69,48,462,2,6.273,4.364,42,506,72.183,294,71.707,16.829,43,62.319,10.07,73,10.673
,Jake  Ferguson,DAL,TE,11,77,65,460,7,7,5.909,41.818,483,65.894,342,80.66,18.16,45,58.442,10.135,78,10.94
,Kyle  Pitts,ATL,TE,11,67,49,459,1,6.091,4.455,41.727,563,82.794,350,95.109,18.207,36,53.731,9.424,67,10.06
,Dalton  Kincaid,BUF,TE,8,36,29,448,4,4.5,3.625,56,206,28.651,145,40.166,9.972,20,55.556,5.076,36,5.248
,Marquise  Brown,KC,WR,11,58,39,439,4,5.273,3.545,39.909,376,48.768,261,60.557,13.457,36,62.069,7.643,58,7.934
,Theo  Johnson,NYG,TE,12,60,39,427,5,5,3.25,35.583,661,80.708,369,87.234,14.184,33,55,7.221,60,7.643
,Parker  Washington,JAX,WR,11,60,35,421,3,5.455,3.182,38.273,448,59.893,255,64.07,15.075,45,75,10.588,66,9.154
,Brian  Thomas Jr.,JAX,WR,8,60,30,420,1,7.5,3.75,52.5,430,57.487,268,67.337,15.075,49,81.667,11.529,62,8.599
,Jauan  Jennings,SF,WR,10,63,37,419,4,6.3,3.7,41.9,495,63.057,289,65.831,14.351,54,85.714,11.947,63,8.161
,Mack  Hollins,NE,WR,12,44,32,417,2,3.667,2.667,34.75,494,62.69,234,59.391,11.168,36,81.818,8.163,45,6.073
,Cooper  Kupp,SEA,WR,10,46,31,414,1,4.6,3.1,41.4,432,66.977,245,78.275,14.696,33,71.739,10.377,46,7.187
,Jordan  Addison,MIN,WR,8,53,28,412,3,6.625,3.5,51.5,414,64.992,272,72.34,14.096,36,67.925,9.114,54,8.738
,Cade  Otton,TB,TE,11,60,41,402,0,5.455,3.727,36.545,640,89.385,380,95.477,15.075,38,63.333,8.983,60,8.683
,Jerry  Jeudy,CLV,WR,11,76,32,395,1,6.909,2.909,35.909,575,82.026,372,90.732,18.537,66,86.842,15.457,76,11.111
,Rashee  Rice,KC,WR,5,47,34,394,3,9.4,6.8,78.8,238,30.869,149,34.571,10.905,30,63.83,6.369,51,6.977
,Garrett  Wilson,NYJ,WR,7,59,36,389,4,8.429,5.143,55.571,358,51.585,197,57.602,17.251,45,76.271,11.658,59,9.077
,Zach  Ertz,WAS,TE,11,57,39,387,4,5.182,3.545,35.182,418,61.022,271,80.896,17.015,39,68.421,10.345,57,8.865
,Colston  Loveland,CHI,TE,10,38,28,378,3,3.8,2.8,37.8,381,51.486,210,54.83,9.922,20,52.632,4.843,38,5.352
,Chig  Okonkwo,TEN,TE,11,46,35,377,0,4.182,3.182,34.273,417,63.278,287,68.496,10.979,29,63.043,6.636,46,7.176
,Dallas  Goedert,PHI,TE,10,52,38,376,7,5.2,3.8,37.6,488,72.296,276,82.388,15.522,31,59.615,8.493,52,8.062
,Jahmyr  Gibbs,DET,RB,11,55,48,376,3,5,4.364,34.182,422,61.786,249,65.873,14.55,12,21.818,3.141,210,30.928
,DeMario  Douglas,NE,WR,12,36,24,369,3,3,2,30.75,207,26.269,163,41.371,9.137,22,61.111,4.989,42,5.668
,Darius  Slayton,NYG,WR,9,36,24,366,0,4,2.667,40.667,465,56.777,260,61.466,8.511,27,75,5.908,36,4.586
,De'Von  Achane,MIA,RB,11,71,54,363,4,6.455,4.909,33,486,78.135,288,81.586,20.113,19,26.761,5.249,235,38.336
,Sterling  Shepard,TB,WR,11,50,37,361,1,4.545,3.364,32.818,408,56.983,293,73.618,12.563,19,38,4.492,54,7.815
,Ricky  Pearsall,SF,WR,6,36,23,353,0,6,3.833,58.833,305,38.854,185,42.141,8.2,27,75,5.973,38,4.922
,Keon  Coleman,BUF,WR,9,49,32,341,3,5.444,3.556,37.889,397,55.216,225,62.327,13.573,35,71.429,8.883,49,7.143
,Xavier  Worthy,KC,WR,9,53,31,340,1,5.889,3.444,37.778,403,52.27,251,58.237,12.297,38,71.698,8.068,60,8.208
,Elic  Ayomanor,TEN,WR,10,59,28,334,2,5.9,2.8,33.4,462,70.106,314,74.94,14.081,46,77.966,10.526,59,9.204
,George  Kittle,SF,TE,7,40,33,329,5,5.714,4.714,47,336,42.803,183,41.686,9.112,29,72.5,6.416,41,5.311
,AJ  Barner,SEA,TE,11,41,33,324,4,3.727,3,29.455,493,76.434,249,79.553,13.099,24,58.537,7.547,49,7.656
,Josh  Downs,IND,WR,10,54,38,319,3,5.4,3.8,31.9,334,48.406,217,57.713,14.362,43,79.63,10.831,54,8.072
,Jalen  Nailor,MIN,WR,11,38,20,318,2,3.455,1.818,28.909,423,66.405,276,73.404,10.106,27,71.053,6.835,39,6.311
,Andrei  Iosivas,CIN,WR,11,42,23,317,1,3.818,2.091,28.818,516,78.659,358,82.299,9.655,30,71.429,6.787,45,6.934
,Calvin  Ridley,TEN,WR,7,36,17,303,0,5.143,2.429,43.286,238,36.115,153,36.516,8.592,27,75,6.178,36,5.616
,Breece  Hall,NYJ,RB,11,37,28,301,1,3.364,2.545,27.364,406,58.501,183,53.509,10.819,8,21.622,2.073,205,31.538
,T.J.  Hockenson,MIN,TE,11,51,38,299,2,4.636,3.455,27.182,497,78.022,326,86.702,13.564,22,43.137,5.57,52,8.414
,Travis  Hunter,JAX,WR,7,45,28,298,1,6.429,4,42.571,303,40.508,209,52.513,11.307,24,53.333,5.647,46,6.38
,Pat  Freiermuth,PIT,TE,11,32,26,298,4,2.909,2.364,27.091,292,46.203,190,52.925,8.914,19,59.375,5.177,32,5.128
,Darnell  Mooney,ATL,WR,9,45,19,298,1,5,2.111,33.111,428,62.941,257,69.837,12.228,39,86.667,10.209,45,6.757
,Brenton  Strange,JAX,TE,6,29,25,297,0,4.833,4.167,49.5,273,36.497,154,38.693,7.286,16,55.172,3.765,29,4.022
,Mason  Taylor,NYJ,TE,11,53,37,297,1,4.818,3.364,27,529,76.225,291,85.088,15.497,29,54.717,7.513,53,8.154
,Jayden  Higgins,HST,WR,11,45,27,294,4,4.091,2.455,26.727,394,54.047,224,53.717,10.791,41,91.111,9.234,45,6.41
,David  Njoku,CLV,TE,10,45,30,288,3,4.5,3,28.8,448,63.909,281,68.537,10.976,26,57.778,6.089,45,6.579
,Xavier  Legette,CAR,WR,10,51,27,286,3,5.1,2.7,28.6,448,59.181,277,67.892,12.5,40,78.431,9.368,52,7.046
,Mark  Andrews,BLT,TE,11,46,33,285,5,4.182,3,25.909,410,63.369,228,72.152,14.557,35,76.087,10.324,55,8.814
,Tez  Johnson,TB,WR,10,37,23,282,5,3.7,2.3,28.2,358,50,230,57.789,9.296,24,64.865,5.674,44,6.368
,Calvin  Austin III,PIT,WR,9,42,26,278,2,4.667,2.889,30.889,322,50.949,215,59.889,11.699,30,71.429,8.174,42,6.731
,Jonathan  Taylor,IND,RB,11,35,32,268,2,3.182,2.909,24.364,564,81.739,324,86.17,9.309,6,17.143,1.511,240,35.874
,Gunnar  Helm,TEN,TE,11,37,30,267,1,3.364,2.727,24.273,319,48.407,185,44.153,8.831,21,56.757,4.805,37,5.772
,Noah  Fant,CIN,TE,10,35,31,265,3,3.5,3.1,26.5,252,38.415,171,39.31,8.046,16,45.714,3.62,35,5.393
,Xavier  Hutchinson,HST,WR,11,34,24,264,3,3.091,2.182,24,431,59.122,268,64.269,8.153,32,94.118,7.207,36,5.128
,Evan  Engram,DEN,TE,10,50,32,260,1,5,3.2,26,278,39.155,226,56.359,12.469,20,40,4.773,51,7.37
,Saquon  Barkley,PHI,RB,11,41,35,259,2,3.727,3.182,23.545,510,75.556,265,79.104,12.239,4,9.756,1.096,226,35.039
,Olamide  Zaccheaus,CHI,WR,11,51,33,254,1,4.636,3,23.091,367,49.595,215,56.136,13.316,33,64.706,7.99,55,7.746
,Chimere  Dike,TEN,WR,11,43,28,252,2,3.909,2.545,22.909,336,50.986,225,53.699,10.263,24,55.814,5.492,51,7.956
,Malik  Washington,MIA,WR,11,47,33,241,2,4.273,3,21.909,346,55.627,231,65.439,13.314,22,46.809,6.077,60,9.788
,Josh  Jacobs,GB,RB,10,35,28,237,0,3.5,2.8,23.7,386,56.105,187,53.276,9.972,2,5.714,0.543,204,30.402
,Chase  Brown,CIN,RB,11,57,41,235,1,5.182,3.727,21.364,452,68.902,294,67.586,13.103,11,19.298,2.489,202,31.125
,Kenneth  Gainwell,PIT,RB,11,48,42,234,2,4.364,3.818,21.273,282,44.62,199,55.432,13.37,11,22.917,2.997,119,19.071
,Rico  Dowdle,CAR,RB,12,34,27,233,1,2.833,2.25,19.417,405,53.501,208,50.98,8.333,3,8.824,0.703,208,28.184
,Darnell  Washington,PIT,TE,11,28,20,231,1,2.545,1.818,21,364,57.595,179,49.861,7.799,16,57.143,4.36,28,4.487
,Jake  Tonges,SF,TE,10,35,26,226,4,3.5,2.6,22.6,293,37.325,202,46.014,7.973,16,45.714,3.54,35,4.534
,D'Andre  Swift,CHI,RB,10,34,24,224,1,3.4,2.4,22.4,369,49.865,197,51.436,8.877,5,14.706,1.211,176,24.789
,Ashton  Jeanty,LV,RB,11,46,37,221,4,4.182,3.364,20.091,481,72.879,279,70.277,11.587,6,13.043,1.453,212,32.919
,Dyami  Brown,JAX,WR,9,36,19,219,1,4,2.111,24.333,316,42.246,188,47.236,9.045,26,72.222,6.118,41,5.687
,Jaylen  Warren,PIT,RB,10,28,25,219,1,2.8,2.5,21.9,310,49.051,152,42.34,7.799,4,14.286,1.09,169,27.083
,Austin  Hooper,NE,TE,11,19,16,213,1,1.727,1.455,19.364,359,45.558,157,39.848,4.822,14,73.684,3.175,19,2.564
,Dontayvion  Wicks,GB,WR,9,34,20,213,0,3.778,2.222,23.667,302,43.895,169,48.148,9.687,30,88.235,8.152,34,5.067
,Tyler  Lockett,LV,WR,11,36,22,209,0,3.273,2,19,316,47.879,235,59.194,9.068,22,61.111,5.327,36,5.59
,Cam  Skattebo,NYG,RB,8,32,24,207,2,4,3,25.875,270,32.967,133,31.442,7.565,7,21.875,1.532,133,16.943
,Tyrone  Tracy Jr.,NYG,RB,10,30,21,206,0,3,2.1,20.6,323,39.438,193,45.626,7.092,5,16.667,1.094,133,16.943
,James  Cook,BUF,RB,11,26,24,203,1,2.364,2.182,18.455,412,57.302,172,47.645,7.202,7,26.923,1.777,225,32.799
,Van  Jefferson,TEN,WR,11,34,18,200,1,3.091,1.636,18.182,363,55.083,247,58.95,8.115,24,70.588,5.492,34,5.304
,Christian  Kirk,HST,WR,7,37,21,198,1,5.286,3,28.286,224,30.727,156,37.41,8.873,26,70.27,5.856,37,5.271
,Dylan  Sampson,CLV,RB,11,28,23,195,2,2.545,2.091,17.727,153,21.826,101,24.634,6.829,7,25,1.639,66,9.649
,RJ  Harvey,DEN,RB,11,32,28,195,4,2.909,2.545,17.727,215,30.282,136,33.915,7.98,12,37.5,2.864,93,13.439
,Dawson  Knox,BUF,TE,11,25,16,195,1,2.273,1.455,17.727,404,56.189,199,55.125,6.925,14,56,3.553,25,3.644
,Cole  Kmet,CHI,TE,10,29,17,195,1,2.9,1.7,19.5,441,59.595,226,59.008,7.572,18,62.069,4.358,29,4.085
,Bucky  Irving,TB,RB,4,19,19,193,2,4.75,4.75,48.25,183,25.559,101,25.377,4.774,4,21.053,0.946,90,13.025
,Tyler  Higbee,LA,TE,9,30,20,190,2,3.333,2.222,21.111,297,43.676,175,45.103,7.732,11,36.667,2.813,30,4.431
,Alvin  Kamara,NO,RB,11,39,33,186,0,3.545,3,16.909,433,60.644,267,64.337,9.398,8,20.513,1.831,170,24.566
,Woody  Marks,HST,RB,11,26,17,185,2,2.364,1.545,16.818,355,48.697,216,51.799,6.235,4,15.385,0.901,141,20.085
,Tommy  Tremble,CAR,TE,12,25,19,184,1,2.083,1.583,15.333,432,57.067,206,50.49,6.127,18,72,4.215,25,3.388
,Jonnu  Smith,PIT,TE,11,41,29,184,2,3.727,2.636,16.727,350,55.38,232,64.624,11.421,15,36.585,4.087,44,7.051
,Kyren  Williams,LA,RB,11,32,24,184,3,2.909,2.182,16.727,478,70.294,295,76.031,8.247,8,25,2.046,202,29.838
,Michael  Mayer,LV,TE,9,32,22,182,1,3.556,2.444,20.222,288,43.636,168,42.317,8.06,12,37.5,2.906,32,4.969
,Isaiah  Bond,CLV,WR,10,33,13,181,0,3.3,1.3,18.1,308,43.937,216,52.683,8.049,21,63.636,4.918,35,5.117
,TreVeyon  Henderson,NE,RB,12,34,29,180,1,2.833,2.417,15,347,44.036,198,50.254,8.629,5,14.706,1.134,152,20.513
,Elijah  Arroyo,SEA,TE,11,23,15,179,1,2.091,1.364,16.273,265,41.085,144,46.006,7.348,14,60.87,4.403,23,3.594
,Ja'Tavion  Sanders,CAR,TE,9,30,25,176,0,3.333,2.778,19.556,283,37.384,175,42.892,7.353,18,60,4.215,30,4.065
,Rhamondre  Stevenson,NE,RB,9,21,17,174,0,2.333,1.889,19.333,312,39.594,184,46.701,5.33,3,14.286,0.68,110,14.845
,Justice  Hill,BLT,RB,10,27,21,169,1,2.7,2.1,16.9,200,30.912,149,47.152,8.544,5,18.519,1.475,45,7.212
,Tony  Pollard,TEN,RB,11,32,26,168,0,2.909,2.364,15.273,423,64.188,264,63.007,7.637,4,12.5,0.915,172,26.833
,Colby  Parkinson,LA,TE,9,21,19,164,3,2.333,2.111,18.222,270,39.706,137,35.309,5.412,8,38.095,2.046,21,3.102
,Elijah  Higgins,ARZ,TE,11,20,16,162,0,1.818,1.455,14.727,233,30.861,128,27.527,4.301,8,40,1.619,20,2.755
,Brashard  Smith,KC,RB,11,26,19,161,0,2.364,1.727,14.636,119,15.435,64,14.849,6.032,11,42.308,2.335,55,7.524
,Travis  Etienne,JAX,RB,11,37,24,160,2,3.364,2.182,14.545,420,56.15,210,52.764,9.296,5,13.514,1.176,206,28.571
,Kyle  Juszczyk,SF,FB,12,21,18,160,1,1.75,1.5,13.333,327,41.656,150,34.169,4.784,11,52.381,2.434,23,2.979
,Kenneth  Walker III,SEA,RB,11,19,17,157,0,1.727,1.545,14.273,293,45.426,133,42.492,6.07,5,26.316,1.572,166,25.938
,Chuba  Hubbard,CAR,RB,10,30,21,153,2,3,2.1,15.3,289,38.177,179,43.873,7.353,11,36.667,2.576,124,16.802
,Jeremy  McNichols,WAS,RB,11,20,15,149,0,1.818,1.364,13.545,170,24.818,121,36.119,5.97,3,15,0.796,46,7.154
,Rachaad  White,TB,RB,11,33,29,148,0,3,2.636,13.455,381,53.212,243,61.055,8.291,2,6.061,0.473,137,19.826
,Tyjae  Spears,TEN,RB,7,24,22,148,0,3.429,3.143,21.143,184,27.921,141,33.652,5.728,1,4.167,0.229,61,9.516
,Omarion  Hampton,LAC,RB,5,22,20,136,0,4.4,4,27.2,232,31.565,148,34.824,5.176,2,9.091,0.44,88,12.482
,David  Montgomery,DET,RB,11,22,18,135,0,2,1.636,12.273,271,39.678,147,38.889,5.82,3,13.636,0.785,137,20.177
,Davis  Allen,LA,TE,11,20,16,133,3,1.818,1.455,12.091,286,42.059,118,30.412,5.155,8,40,2.046,20,2.954
,Noah  Gray,KC,TE,11,28,16,132,0,2.545,1.455,12,378,49.027,197,45.708,6.497,17,60.714,3.609,28,3.83
,Michael  Carter,ARZ,RB,7,22,17,129,0,3.143,2.429,18.429,181,23.974,126,27.097,4.731,1,4.545,0.202,67,9.229
,Aaron  Jones,MIN,RB,7,26,16,128,1,3.714,2.286,18.286,203,31.868,130,34.574,6.915,6,23.077,1.519,87,14.078
,Isaiah  Likely,BLT,TE,8,20,13,128,0,2.5,1.625,16,271,41.886,145,45.886,6.329,13,65,3.835,20,3.205
,Isaiah  Davis,NYJ,RB,11,21,15,118,0,1.909,1.364,10.727,194,27.954,141,41.228,6.14,6,28.571,1.554,47,7.231
,Luke  Musgrave,GB,TE,11,17,14,117,0,1.545,1.273,10.636,243,35.32,124,35.328,4.843,10,58.824,2.717,17,2.534
,Brock  Wright,DET,TE,11,22,14,108,2,2,1.273,9.818,383,56.076,171,45.238,5.82,10,45.455,2.618,22,3.24
,Javonte  Williams,DAL,RB,11,39,28,107,1,3.545,2.545,9.727,536,73.124,324,76.415,9.198,3,7.692,0.676,220,30.856
,Bam  Knight,ARZ,RB,7,22,16,106,0,3.143,2.286,15.143,210,27.815,126,27.097,4.731,1,4.545,0.202,85,11.708
,Derrick  Henry,BLT,RB,11,17,13,98,0,1.545,1.182,8.909,356,55.023,131,41.456,5.38,2,11.765,0.59,204,32.692
,Mike  Gesicki,CIN,TE,7,22,12,96,0,3.143,1.714,13.714,149,22.713,115,26.437,5.057,17,77.273,3.846,22,3.39
,Johnny  Mundt,JAX,TE,11,17,8,95,0,1.545,0.727,8.636,273,36.497,129,32.412,4.271,8,47.059,1.882,17,2.358
,Tyler  Badie,DEN,RB,10,19,11,87,0,1.9,1.1,8.7,106,14.93,98,24.439,4.738,0,0,0,21,3.035
,Hunter  Long,JAX,TE,8,17,12,85,2,2.125,1.5,10.625,219,29.278,132,33.166,4.271,10,58.824,2.353,17,2.358
,Jerome  Ford,CLV,RB,11,26,21,76,0,2.364,1.909,6.909,223,31.812,187,45.61,6.341,3,11.538,0.703,50,7.31
,Quinshon  Judkins,CLV,RB,10,20,14,70,0,2,1.4,7,305,43.509,119,29.024,4.878,4,20,0.937,193,28.216
,Nick  Chubb,HST,RB,11,19,12,58,0,1.727,1.091,5.273,248,34.019,128,30.695,4.556,0,0,0,124,17.664
,Isiah  Pacheco,KC,RB,8,17,11,43,1,2.125,1.375,5.375,283,36.706,177,41.067,3.944,1,5.882,0.212,95,12.996
