BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Isiah  Pacheco,KC,RB,1,15,57,3.8,1,0,0,40,49.383,36.585,16,23.881,16,20.779,44.118,23.881,20.779,15,16
,Jordan  Mason,MIN,RB,1,15,57,3.8,1,0,0,51,73.913,65.217,15,30.612,15,22.388,78.947,30.612,22.388,15,15
,Bam  Knight,ARZ,RB,1,14,57,4.071,0,0,0,34,45.946,50,17,32.075,17,24.286,63.636,32.075,24.286,14,17
,Josh  Jacobs,GB,RB,1,13,55,4.231,2,0,0,30,53.571,56.522,14,33.333,14,26.415,68.421,33.333,26.415,13,14
,Kyren  Williams,LA,RB,1,12,54,4.5,0,0,0,36,57.143,41.379,14,28,14,22.581,50,28,22.581,12,14
,Bo  Nix,DEN,QB,1,5,48,9.6,2,1,0,77,100,20.833,5,9.804,5,6.579,0,0,0,5,5
,Tyrone  Tracy Jr.,NYG,RB,1,9,46,5.111,1,0,0,26,37.681,28.125,9,19.149,9,13.043,33.333,19.149,13.043,9,9
,Travis  Etienne,JAX,RB,1,8,44,5.5,0,0,0,40,52.632,42.105,9,21.429,9,12.162,47.059,21.429,12.162,8,9
,Saquon  Barkley,PHI,RB,1,18,44,2.444,0,0,0,38,77.551,78.261,19,45.238,19,38.776,94.737,45.238,38.776,18,19
,Bijan  Robinson,ATL,RB,1,14,40,2.857,0,0,0,53,85.484,70,20,48.78,20,33.333,77.778,48.78,33.333,14,20
,Brashard  Smith,KC,RB,1,14,39,2.786,0,0,0,25,30.864,34.146,19,28.358,19,24.675,41.176,28.358,24.675,14,19
,Breece  Hall,NYJ,RB,1,11,38,3.455,0,0,0,31,48.438,55,13,36.111,13,21.667,84.615,36.111,21.667,11,13
,Blake  Corum,LA,RB,1,12,37,3.083,0,0,0,21,33.333,41.379,13,26,13,20.968,50,26,20.968,12,13
,Brian  Robinson,SF,RB,1,9,36,4,0,0,0,15,22.388,23.077,9,16.071,9,13.636,26.471,16.071,13.636,9,9
,Jayden  Daniels,WAS,QB,1,8,35,4.375,1,0,0,48,70.588,28.571,8,18.182,8,12.5,0,0,0,8,8
,Marcus  Mariota,WAS,QB,1,2,34,17,0,0,0,20,29.412,7.143,2,4.545,2,3.125,0,0,0,2,2
,Jacory  Croskey-Merritt,WAS,RB,1,13,33,2.538,0,0,0,33,48.529,46.429,14,31.818,14,21.875,72.222,41.176,25.926,13,14
,Samaje  Perine,CIN,RB,1,7,31,4.429,0,0,0,26,36.111,30.435,7,12.963,7,9.722,38.889,12.963,9.722,7,7
,Chuba  Hubbard,CAR,RB,1,14,31,2.214,0,0,0,38,52.778,38.889,16,29.091,16,22.857,43.75,29.091,22.857,14,16
,Justin  Herbert,LAC,QB,1,6,31,5.167,0,0,0,77,100,37.5,6,11.321,6,8.108,0,0,0,6,6
,Jaydon  Blue,DAL,RB,1,7,29,4.143,0,0,0,12,18.75,22.581,8,15.385,8,12.903,26.923,15.385,12.903,7,8
,Alvin  Kamara,NO,RB,1,11,28,2.545,0,0,0,45,83.333,64.706,14,37.838,14,26.415,84.615,37.838,26.415,11,14
,Patrick  Mahomes,KC,QB,1,4,28,7,0,0,0,65,80.247,9.756,4,5.97,4,5.195,0,0,0,4,4
,Carson  Wentz,MIN,QB,1,4,28,7,0,1,0,69,100,17.391,4,8.163,4,5.97,0,0,0,4,4
,Jacoby  Brissett,ARZ,QB,1,6,26,4.333,0,0,0,74,100,21.429,6,11.321,6,8.571,0,0,0,6,6
,Bhayshul  Tuten,JAX,RB,1,5,22,4.4,0,0,0,18,23.684,26.316,5,11.905,5,6.757,29.412,11.905,6.757,5,5
,Justin  Fields,NYJ,QB,1,4,22,5.5,0,0,0,29,45.313,20,4,11.111,4,6.667,0,0,0,4,4
,Tyjae  Spears,TEN,RB,1,5,22,4.4,0,0,0,21,41.176,41.667,8,21.622,8,15.686,41.667,21.622,15.686,5,8
,Jordan  Love,GB,QB,1,4,22,5.5,0,1,0,56,100,17.391,4,9.524,4,7.547,0,0,0,4,4
,Jeremy  McNichols,WAS,RB,1,2,22,11,0,0,0,21,30.882,7.143,4,9.091,4,6.25,11.111,11.765,7.407,2,4
,Ashton  Jeanty,LV,RB,1,6,21,3.5,0,0,0,18,58.065,54.545,7,30.435,7,23.333,66.667,30.435,23.333,6,7
,Kimani  Vidal,LAC,RB,1,9,20,2.222,0,0,0,48,62.338,56.25,13,24.528,13,17.568,90,27.66,19.118,9,13
,Trevor  Lawrence,JAX,QB,1,2,18,9,0,0,0,76,100,10.526,2,4.762,2,2.703,0,0,0,2,2
,Kareem  Hunt,KC,RB,1,4,18,4.5,0,0,0,13,16.049,9.756,4,5.97,4,5.195,11.765,6.349,5.479,4,4
,Tony  Pollard,TEN,RB,1,6,18,3,0,0,0,30,58.824,50,12,32.432,12,23.529,50,32.432,23.529,6,12
,Emanuel  Wilson,GB,RB,1,6,17,2.833,0,0,0,17,30.357,26.087,7,16.667,7,13.208,31.579,18.421,14.286,6,7
,Tyler  Allgeier,ATL,RB,1,4,16,4,0,0,0,14,22.581,20,4,9.756,4,6.667,22.222,9.756,6.667,4,4
,Kenneth  Gainwell,PIT,RB,1,3,14,4.667,0,0,0,20,36.364,15,5,11.628,5,9.259,15.789,11.628,9.259,3,5
,Xavier  Worthy,KC,WR,1,1,13,13,0,0,0,43,53.086,2.439,4,5.97,4,5.195,2.941,6.349,5.479,1,4
,Marvin  Mims Jr.,DEN,WR,1,1,13,13,0,0,0,41,53.247,4.167,7,13.725,7,9.211,5.263,15.217,9.859,1,7
,Spencer  Rattler,NO,QB,1,2,12,6,0,0,0,54,100,11.765,2,5.405,2,3.774,0,0,0,2,2
,Dillon  Gabriel,CLV,QB,1,4,12,3,0,0,0,53,94.643,12.121,4,8.696,4,7.547,0,0,0,4,4
,Chris  Rodriguez Jr.,WAS,RB,1,3,12,4,1,0,0,8,11.765,10.714,3,6.818,3,4.688,16.667,8.824,5.556,3,3
,Ollie  Gordon II,MIA,RB,1,5,11,2.2,0,0,0,18,31.034,22.727,6,15.385,6,10.526,26.316,15.385,10.526,5,6
,Tank  Bigsby,PHI,RB,1,1,11,11,0,0,0,4,8.163,4.348,2,4.762,2,4.082,5.263,4.762,4.082,1,2
,Tyrod  Taylor,NYJ,QB,1,3,11,3.667,0,0,0,36,56.25,15,3,8.333,3,5,0,0,0,3,3
,Jaxson  Dart,NYG,QB,1,5,11,2.2,1,0,0,69,100,15.625,5,10.638,5,7.246,0,0,0,5,5
,Michael  Carter,ARZ,RB,1,7,11,1.571,0,0,0,28,37.838,25,9,16.981,9,12.857,31.818,19.149,14.063,7,9
,Mac  Jones,SF,QB,1,5,11,2.2,0,0,0,67,100,12.821,5,8.929,5,7.576,0,0,0,5,5
,Parker  Washington,JAX,WR,1,3,10,3.333,0,0,0,65,85.526,15.789,7,16.667,7,9.459,17.647,17.5,9.722,3,7
,Isaiah  Davis,NYJ,RB,1,2,10,5,0,0,0,29,45.313,10,4,11.111,4,6.667,15.385,13.793,7.547,2,4
,Bryce  Young,CAR,QB,1,2,10,5,0,0,0,50,69.444,5.556,2,3.636,2,2.857,0,0,0,2,2
,DJ  Moore,CHI,WR,1,1,9,9,0,0,0,57,85.075,2.5,4,7.273,4,5.97,2.778,7.273,5.97,1,4
,Dylan  Sampson,CLV,RB,1,3,8,2.667,0,0,0,8,14.286,9.091,4,8.696,4,7.547,10.345,9.524,8.163,3,4
,Kendre  Miller,NO,RB,1,1,7,7,0,0,0,2,3.704,5.882,1,2.703,1,1.887,7.692,2.857,1.961,1,1
,Jimmy  Horn Jr.,CAR,WR,1,1,7,7,0,0,0,13,18.056,2.778,2,3.636,2,2.857,3.125,3.774,2.941,1,2
,Daniel  Jones,IND,QB,1,5,7,1.4,0,0,0,59,100,21.739,5,10.87,5,8.621,0,0,0,5,5
,Dak  Prescott,DAL,QB,1,5,7,1.4,0,1,0,64,100,16.129,5,9.615,5,8.065,0,0,0,5,5
,Aaron  Rodgers,PIT,QB,1,1,6,6,0,0,0,55,100,5,1,2.326,1,1.852,0,0,0,1,1
,Tua  Tagovailoa,MIA,QB,1,3,6,2,0,2,0,46,79.31,13.636,3,7.692,3,5.263,0,0,0,3,3
,Michael  Penix Jr.,ATL,QB,1,2,6,3,0,0,0,62,100,10,2,4.878,2,3.333,0,0,0,2,2
,TreVeyon  Henderson,NE,RB,1,2,5,2.5,0,0,0,9,12.5,5.556,2,3.448,2,3.125,7.692,4,3.571,2,2
,Zavier  Scott,MIN,RB,1,4,4,1,0,0,0,9,13.043,17.391,5,10.204,5,7.463,21.053,11.111,7.937,4,5
,Joe  Flacco,CIN,QB,1,5,3,0.6,0,0,0,72,100,21.739,5,9.259,5,6.944,0,0,0,5,5
,Hassan  Haskins,LAC,RB,1,1,3,3,0,0,0,24,31.169,6.25,3,5.66,3,4.054,10,6.383,4.412,1,3
,Devin  Singletary,NYG,RB,1,2,2,1,0,0,0,2,2.899,6.25,2,4.255,2,2.899,7.407,4.762,3.125,2,2
,Matthew  Stafford,LA,QB,1,2,1,0.5,0,0,0,60,95.238,6.897,2,4,2,3.226,0,0,0,2,2
,Geno  Smith,LV,QB,1,2,1,0.5,0,1,0,26,83.871,18.182,2,8.696,2,6.667,0,0,0,2,2
,Olamide  Zaccheaus,CHI,WR,1,1,0,0,0,0,0,35,52.239,2.5,3,5.455,3,4.478,2.778,5.455,4.478,1,3
,Jerome  Ford,CLV,RB,1,1,0,0,0,0,0,11,19.643,3.03,3,6.522,3,5.66,3.448,7.143,6.122,1,3
,RJ  Harvey,DEN,RB,1,4,0,0,0,0,0,20,25.974,16.667,5,9.804,5,6.579,21.053,10.87,7.042,4,5
,Luther  Burden III,CHI,WR,1,1,-1,-1,0,0,0,17,25.373,2.5,2,3.636,2,2.985,2.778,3.636,2.985,1,2
,Chimere  Dike,TEN,WR,1,1,-1,-1,0,0,0,28,54.902,8.333,5,13.514,5,9.804,8.333,13.514,9.804,1,5
,Caleb  Williams,CHI,QB,1,4,-2,-0.5,0,2,0,67,100,10,4,7.273,4,5.97,0,0,0,4,4
,Andy  Dalton,CAR,QB,1,2,-2,-1,0,0,0,22,30.556,5.556,2,3.636,2,2.857,0,0,0,2,2
,Joshua  Dobbs,NE,QB,1,2,-2,-1,0,0,0,7,9.722,5.556,2,3.448,2,3.125,0,0,0,2,2
,Kyle  Juszczyk,SF,FB,1,1,-2,-2,0,0,0,37,55.224,2.564,2,3.571,2,3.03,2.941,3.922,3.279,1,2
,Jimmy  Garoppolo,LA,QB,1,3,-3,-1,0,0,0,3,4.762,10.345,3,6,3,4.839,0,0,0,3,3
,Gardner  Minshew,KC,QB,1,3,-3,-1,0,0,0,16,19.753,7.317,3,4.478,3,3.896,0,0,0,3,3
,Taysom  Hill,NO,QB,1,2,-4,-2,0,0,0,9,16.667,11.765,4,10.811,4,7.547,0,0,0,2,4
,Jalen  Hurts,PHI,QB,1,4,-10,-2.5,0,0,0,49,100,17.391,4,9.524,4,8.163,0,0,0,4,4
