BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT
,Luke  Musgrave,GB,TE,1,0,0,0,0,2,18.182,0,1,9.091,0,0,0,0,4,36.364,0,4,36.364,0
,Chris  Brooks,GB,RB,1,1,0,0,0,1,16.667,0,0,0,0,5,83.333,0,0,0,0,0,0,0
,Savion  Williams,GB,WR,1,0,0,0,0,1,50,0,1,50,0,0,0,0,0,0,0,0,0,0
,Luke  McCaffrey,WAS,WR,1,2,0,0,0,5,27.778,0,12,66.667,0,0,0,0,0,0,0,1,5.556,0
,Ryan  Flournoy,DAL,WR,1,0,0,0,0,2,50,0,2,50,0,0,0,0,0,0,0,0,0,0
,Luke  Schoonmaker,DAL,TE,1,0,0,0,0,1,16.667,0,1,16.667,0,0,0,0,3,50,0,1,16.667,0
,Brevyn  Spann-Ford,DAL,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
,Charlie  Woerner,ATL,TE,1,1,0,0,0,0,0,0,1,5.882,0,12,70.588,0,1,5.882,0,3,17.647,0
,George  Kittle,SF,TE,1,2,0,0,0,3,12.5,0,7,29.167,0,0,0,0,3,12.5,0,11,45.833,0
,Demarcus  Robinson,SF,WR,1,1,0,0,0,8,66.667,0,4,33.333,0,0,0,0,0,0,0,0,0,0
,Tyler  Allgeier,ATL,RB,1,0,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0,0,0,0
,Brian  Robinson,SF,RB,1,0,0,0,0,0,0,0,0,0,0,5,100,0,0,0,0,0,0,0
,Jake  Tonges,SF,TE,1,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,50,0
,J.K.  Dobbins,DEN,RB,1,1,1,-1,0,0,0,0,1,4.545,0,21,95.455,-0.048,0,0,0,0,0,0
,Jacory  Croskey-Merritt,WAS,RB,1,2,1,-1,0,0,0,0,1,7.143,0,13,92.857,-0.077,0,0,0,0,0,0
,Saquon  Barkley,PHI,RB,1,1,1,-2,0,0,0,0,0,0,0,18,100,-0.111,0,0,0,0,0,0
,Emanuel  Wilson,GB,RB,1,1,1,-2,0,0,0,0,0,0,0,8,100,-0.25,0,0,0,0,0,0
,Isiah  Pacheco,KC,RB,1,2,1,-3,0,1,4.348,0,1,4.348,0,21,91.304,-0.143,0,0,0,0,0,0
,Chase  Brown,CIN,RB,1,4,2,-8,0,2,6.25,0,3,9.375,0,26,81.25,-0.308,0,0,0,1,3.125,0
