BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Chris Rodriguez Jr.,WAS,RB,1,10,52,5.2,0,0,0,21,38.182,43.478,10,29.412,10,20.408,58.824,29.412,20.408,10,10
,Jordan Mason,MIN,RB,1,11,52,4.727,1,0,0,18,28.571,32.353,11,22,11,18.033,39.286,22,18.033,11,11
,Zach Charbonnet,SEA,RB,1,7,46,6.571,0,0,0,25,41.667,26.923,9,19.565,9,15.517,31.818,19.565,15.517,7,9
,Kimani Vidal,LAC,RB,1,14,44,3.143,0,0,0,49,62.025,36.842,15,30,15,21.127,50,37.5,24.59,14,15
,Jahmyr Gibbs,DET,RB,1,12,43,3.583,3,0,0,40,70.175,54.545,19,40.426,19,33.333,60,40.426,33.333,12,19
,Lamar Jackson,BLT,QB,1,7,43,6.143,1,0,0,82,100,17.5,7,11.864,7,9.091,0,0,0,7,7
,Breece Hall,NYJ,RB,1,14,43,3.071,0,0,0,43,75.439,82.353,14,43.75,14,24.561,82.353,43.75,24.561,14,14
,Baker Mayfield,TB,QB,1,6,42,7,0,0,0,74,100,15.385,6,11.321,6,8.696,0,0,0,6,6
,Ronnie Rivers,LA,RB,1,8,41,5.125,0,0,0,8,11.94,22.222,8,13.793,8,11.94,24.242,13.793,11.94,8,8
,Tyler Allgeier,ATL,RB,1,11,34,3.091,0,0,0,23,37.097,35.484,13,28.261,13,20.968,35.484,28.261,20.968,11,13
,Jacory Croskey-Merritt,WAS,RB,1,7,32,4.571,0,0,0,10,18.182,30.435,7,20.588,7,14.286,41.176,20.588,14.286,7,7
,Samaje Perine,CIN,RB,1,6,31,5.167,0,0,0,21,37.5,31.579,7,15.909,7,12.5,31.579,15.909,12.5,6,7
,Ashton Jeanty,LV,RB,1,10,30,3,0,0,0,33,66,83.333,12,36.364,12,25,100,36.364,25,10,12
,Isiah Pacheco,KC,RB,1,9,30,3.333,0,0,0,22,30.986,31.034,9,20.93,9,14.063,40.909,25.714,16.071,9,9
,Kareem Hunt,KC,RB,1,12,30,2.5,1,0,0,36,50.704,41.379,12,27.907,12,18.75,54.545,34.286,21.429,12,12
,Kenneth Walker III,SEA,RB,1,10,29,2.9,0,0,0,30,50,38.462,11,23.913,11,18.966,45.455,23.913,18.966,10,11
,Shedeur Sanders,CLV,QB,1,3,29,9.667,1,0,0,66,98.507,15,3,6.977,3,4.688,0,0,0,3,3
,Sean Tucker,TB,RB,1,7,29,4.143,1,0,0,11,14.865,17.949,7,13.208,7,10.145,21.212,14.894,11.111,7,7
,Quinshon Judkins,CLV,RB,1,14,26,1.857,0,0,0,30,44.776,70,15,34.884,15,23.438,82.353,37.5,24.59,14,15
,Ty Johnson,BUF,RB,1,2,25,12.5,0,0,0,15,23.077,6.897,4,7.843,4,6.667,10,9.524,7.843,2,4
,Sam Darnold,SEA,QB,1,3,23,7.667,0,0,0,53,88.333,11.538,3,6.522,3,5.172,0,0,0,3,3
,Chase Brown,CIN,RB,1,12,23,1.917,1,0,0,37,66.071,63.158,15,34.091,15,26.786,63.158,34.091,26.786,12,15
,Jayden Reed,GB,WR,1,2,22,11,0,0,0,25,48.077,7.692,6,13.953,6,11.538,8,13.953,11.538,2,6
,Isaiah Davis,NYJ,RB,1,2,22,11,0,0,0,14,24.561,11.765,2,6.25,2,3.509,11.765,6.25,3.509,2,2
,Adam Prentice,DEN,FB,1,2,22,11,0,0,0,29,39.189,6.452,4,6.452,4,5.556,7.143,6.452,5.556,2,4
,Jaleel McLaughlin,DEN,RB,1,4,22,5.5,0,0,0,9,12.162,12.903,5,8.065,5,6.944,14.286,8.065,6.944,4,5
,Jacoby Brissett,ARZ,QB,1,4,22,5.5,0,0,0,64,100,28.571,4,10.256,4,6.557,0,0,0,4,4
,Tyjae Spears,TEN,RB,1,8,19,2.375,0,0,0,27,42.188,22.857,10,20.408,10,15.625,24.242,20.408,15.625,8,10
,J.J. McCarthy,MIN,QB,1,6,19,3.167,0,0,0,63,100,17.647,6,12,6,9.836,0,0,0,6,6
,Ollie Gordon II,MIA,RB,1,5,17,3.4,1,0,0,14,22.222,12.195,5,9.259,5,7.937,13.158,9.259,7.937,5,5
,Trevor Lawrence,JAX,QB,1,4,16,4,0,0,0,61,93.846,12.5,4,8,4,6.349,0,0,0,4,4
,Jayden Daniels,WAS,QB,1,4,16,4,0,0,0,40,72.727,17.391,4,11.765,4,8.163,0,0,0,4,4
,Tyler Badie,DEN,RB,1,4,16,4,0,0,0,13,17.568,12.903,5,8.065,5,6.944,14.286,8.065,6.944,4,5
,Bam Knight,ARZ,RB,1,7,16,2.286,0,0,0,29,45.313,50,10,25.641,10,16.393,70,28.571,17.544,7,10
,Kenneth Gainwell,PIT,RB,1,4,15,3.75,1,0,0,25,48.077,23.529,10,25,10,19.608,26.667,25,19.608,4,10
,Caleb Williams,CHI,QB,1,4,15,3.75,0,0,0,71,100,12.5,4,7.843,4,5.882,0,0,0,4,4
,Zavier Scott,MIN,RB,1,3,15,5,0,0,0,6,9.524,8.824,4,8,4,6.557,10.714,9.091,7.273,3,4
,Bo Nix,DEN,QB,1,3,15,5,1,0,0,74,100,9.677,3,4.839,3,4.167,0,0,0,3,3
,Dak Prescott,DAL,QB,1,3,14,4.667,0,0,0,78,100,12.5,3,5.455,3,3.947,0,0,0,3,3
,Jaylen Warren,PIT,RB,1,8,13,1.625,0,0,0,24,46.154,47.059,11,27.5,11,21.569,53.333,27.5,21.569,8,11
,Michael Carter,ARZ,RB,1,3,13,4.333,0,0,0,31,48.438,21.429,5,12.821,5,8.197,30,14.286,8.772,3,5
,Emanuel Wilson,GB,RB,1,3,10,3.333,0,0,0,8,15.385,11.538,3,6.977,3,5.769,12,6.977,5.769,3,3
,Jakobi Meyers,JAX,WR,1,3,9,3,0,0,0,51,78.462,9.375,7,14,7,11.111,12,15.217,11.864,3,7
,Ja'Marr Chase,CIN,WR,1,1,8,8,0,0,0,56,100,5.263,6,13.636,6,10.714,5.263,13.636,10.714,1,6
,Jalen Hurts,PHI,QB,1,4,8,2,0,0,0,68,100,16,4,8.696,4,6.061,0,0,0,4,4
,Jameson Williams,DET,WR,1,1,7,7,0,0,0,52,91.228,4.545,8,17.021,8,14.035,5,17.021,14.035,1,8
,Marcus Mariota,WAS,QB,1,2,7,3.5,0,1,1,15,27.273,8.696,2,5.882,2,4.082,0,0,0,2,2
,Brashard Smith,KC,RB,1,1,7,7,0,0,0,5,7.042,3.448,1,2.326,1,1.563,4.545,2.857,1.786,1,1
,Malik Davis,DAL,RB,1,3,6,2,0,0,0,6,7.692,12.5,3,5.455,3,3.947,14.286,5.769,4.11,3,3
,Kenny Pickett,LV,QB,1,1,6,6,0,0,0,14,28,8.333,1,3.03,1,2.083,0,0,0,1,1
,Riley Leonard,IND,QB,1,2,5,2.5,1,0,0,50,76.923,7.692,2,4.082,2,3.175,0,0,0,2,2
,Bhayshul Tuten,JAX,RB,1,2,5,2.5,0,1,1,2,3.077,6.25,2,4,2,3.175,8,4.348,3.39,2,2
,C.J. Stroud,HST,QB,1,2,5,2.5,0,0,0,66,100,6.452,2,4.348,2,3.077,0,0,0,2,2
,KaVontae Turpin,DAL,WR,1,1,4,4,0,0,0,38,48.718,4.167,3,5.455,3,3.947,4.762,5.769,4.11,1,3
,Kaleb Johnson,PIT,RB,1,2,4,2,0,0,0,3,5.769,11.765,2,5,2,3.922,13.333,5,3.922,2,2
,Cam Ward,TEN,QB,1,2,4,2,0,0,0,64,100,5.714,2,4.082,2,3.125,0,0,0,2,2
,Dylan Sampson,CLV,RB,1,2,4,2,0,0,0,25,37.313,10,7,16.279,7,10.938,11.765,17.5,11.475,2,7
,Daniel Jones,IND,QB,1,1,4,4,0,0,0,15,23.077,3.846,1,2.041,1,1.587,0,0,0,1,1
,Ameer Abdullah,IND,RB,1,1,4,4,0,0,0,15,23.077,3.846,3,6.122,3,4.762,4.348,6.522,5,1,3
,Evan Hull,NO,RB,1,1,4,4,0,0,0,5,8.929,3.125,2,4.444,2,3.636,4.348,5.263,4.167,1,2
,Geno Smith,LV,QB,1,1,4,4,0,0,0,36,72,8.333,1,3.03,1,2.083,0,0,0,1,1
,Tank Bigsby,PHI,RB,1,1,4,4,0,0,0,7,10.294,4,1,2.174,1,1.515,4.762,2.381,1.613,1,1
,Luther Burden III,CHI,WR,1,1,3,3,0,0,0,48,67.606,3.125,5,9.804,5,7.353,3.571,10.638,7.813,1,5
,Nick Chubb,HST,RB,1,1,3,3,0,0,0,6,9.091,3.226,1,2.174,1,1.538,3.448,2.273,1.587,1,1
,Zay Flowers,BLT,WR,1,1,2,2,0,0,0,69,84.146,2.5,9,15.254,9,11.688,3.03,17.308,12.857,1,9
,Connor Heyward,PIT,TE,1,1,2,2,0,0,0,4,7.692,5.882,1,2.5,1,1.961,6.667,2.5,1.961,1,1
,Rasheen Ali,BLT,RB,1,1,2,2,0,0,0,23,28.049,2.5,3,5.085,3,3.896,3.03,5.769,4.286,1,3
,Malachi Corley,CLV,WR,1,1,2,2,0,0,0,4,5.97,5,1,2.326,1,1.563,5.882,2.5,1.639,1,1
,Tyler Warren,IND,TE,1,1,2,2,0,0,0,57,87.692,3.846,3,6.122,3,4.762,4.348,6.522,5,1,3
,Marvin Mims Jr.,DEN,WR,1,1,2,2,0,0,0,20,27.027,3.226,2,3.226,2,2.778,3.571,3.39,2.899,1,2
,Jaylin Noel,HST,WR,1,1,1,1,0,0,0,22,33.333,3.226,3,6.522,3,4.615,3.448,6.818,4.762,1,3
,Drew Lock,SEA,QB,1,1,0,0,0,1,0,7,11.667,3.846,1,2.174,1,1.724,0,0,0,1,1
,Aaron Rodgers,PIT,QB,1,2,0,0,1,0,0,53,101.923,11.765,3,7.5,3,5.882,0,0,0,2,3
,Tua Tagovailoa,MIA,QB,1,1,0,0,0,1,0,56,88.889,2.439,1,1.852,1,1.587,0,0,0,1,1
,Jaxon Smith-Njigba,SEA,WR,1,1,-1,-1,0,0,0,43,71.667,3.846,8,17.391,8,13.793,4.545,19.048,14.815,1,8
,Jordan Love,GB,QB,1,1,-1,-1,0,0,0,52,100,3.846,1,2.326,1,1.923,0,0,0,1,1
,Nick Mullens,JAX,QB,1,3,-1,-0.333,0,0,0,4,6.154,9.375,3,6,3,4.762,0,0,0,3,3
,Taysom Hill,NO,QB,1,2,-1,-0.5,0,1,0,23,41.071,6.25,2,4.444,2,3.636,0,0,0,2,2
,Jared Goff,DET,QB,1,2,-2,-1,0,0,0,57,100,9.091,2,4.255,2,3.509,0,0,0,2,2
,Zach Wilson,MIA,QB,1,2,-2,-1,0,0,0,7,11.111,4.878,2,3.704,2,3.175,0,0,0,2,2
,Jimmy Garoppolo,LA,QB,1,3,-4,-1.333,0,0,0,11,16.418,8.333,3,5.172,3,4.478,0,0,0,3,3
