BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Aaron Jones,MIN,RB,1,31,57.407,12,34,2.833,0,0,0,3,1,0,0,-1.217,-0.101,0,0,9.5,9.5
,Kyle Monangai,CHI,RB,1,28,43.077,11,33,3,0,0,0,1,3,1,0,-2.557,-0.232,0,0,3.3,3.3
,Kimani Vidal,LAC,RB,1,38,61.29,12,33,2.75,0,0,0,1,0,0,0,-2.787,-0.232,0,0,5.8,5.8
,Jaylen Warren,PIT,RB,1,28,45.161,12,33,2.75,0,0,0,1,3,2,0,-3.862,-0.322,0,0,7.8,7.8
,Travis Etienne,JAX,RB,1,35,55.556,12,32,2.667,0,0,0,3,6,1,0,-3.766,-0.314,0,0,31.5,31.5
,David Montgomery,DET,RB,1,18,29.032,7,32,4.571,1,0,0,3,3,1,1,1.394,0.199,0,0,9.2,9.2
,Tyler Shough,NO,QB,1,65,98.485,8,32,4,0,0,0,2,2,0,0,4.521,0.565,0,0,18.08,18.08
,Zach Charbonnet,SEA,RB,1,30,49.18,8,31,3.875,0,0,0,4,2,0,0,-0.161,-0.02,0,0,3.1,3.1
,Woody Marks,HST,RB,1,12,18.462,7,30,4.286,0,0,0,3,2,1,0,-0.718,-0.103,0,0,4.8,4.8
,Jordan Love,GB,QB,1,66,100,3,29,9.667,0,0,0,2,1,0,0,5.279,1.76,0,0,13.94,13.94
,Chuba Hubbard,CAR,RB,1,24,38.71,8,29,3.625,0,0,0,2,1,0,0,-4.776,-0.597,0,0,4.8,4.8
,Jordan Mason,MIN,RB,1,18,33.333,10,29,2.9,0,0,0,1,1,1,0,-1.225,-0.123,0,0,2.9,2.9
,Devin Neal,NO,RB,1,20,30.303,7,28,4,1,0,0,3,1,1,0,-0.352,-0.05,0,0,10.2,10.2
,Lamar Jackson,BLT,QB,1,37,88.095,2,26,13,0,0,0,2,0,0,0,1.261,0.631,0,0,14.6,14.6
,Shedeur Sanders,CLV,QB,1,58,100,2,24,12,0,0,0,1,0,0,0,1.304,0.652,0,0,3.48,3.48
,Breece Hall,NYJ,RB,1,37,50.685,12,23,1.917,0,0,0,1,1,0,0,-6.481,-0.54,0,0,5.7,5.7
,Quinshon Judkins,CLV,RB,1,37,63.793,12,21,1.75,0,0,0,0,0,0,0,-4.886,-0.407,0,0,4.7,4.7
,Isiah Pacheco,KC,RB,1,27,44.262,11,21,1.909,0,0,0,1,5,0,0,-5.089,-0.463,0,0,2.1,2.1
,Brian Robinson,SF,RB,1,11,14.667,9,21,2.333,0,0,0,1,0,0,0,-2.38,-0.264,0,0,2.1,2.1
,Malik Davis,DAL,RB,1,35,50.725,8,21,2.625,1,0,0,3,4,1,1,0.249,0.031,0,0,11.7,11.7
,Rachaad White,TB,RB,1,20,32.258,1,20,20,0,0,0,1,0,0,0,1.201,1.201,0,0,3.6,3.6
,Tyler Allgeier,ATL,RB,1,12,18.182,2,18,9,0,0,0,1,0,0,0,0.628,0.314,0,0,1.8,1.8
,Kenneth Walker III,SEA,RB,1,25,40.984,9,17,1.889,0,0,0,0,0,0,0,-5.219,-0.58,0,0,2.9,2.9
,Hunter Luepke,DAL,FB,1,15,21.739,3,16,5.333,0,0,0,1,0,0,0,-0.801,-0.267,0,0,5,5
,Patrick Mahomes,KC,QB,1,56,91.803,2,15,7.5,1,0,0,1,1,0,0,2.348,1.174,0,0,13.06,13.06
,Ameer Abdullah,IND,RB,1,14,24.138,4,15,3.75,0,0,0,0,0,0,0,-0.43,-0.108,0,0,9.7,9.7
,J.J. McCarthy,MIN,QB,1,54,100,4,15,3.75,1,0,0,2,2,1,1,2.97,0.742,0,0,23.5,23.5
,Jonnu Smith,PIT,TE,1,16,25.806,1,14,14,1,0,0,1,1,0,0,2.025,2.025,0,0,10.6,10.6
,Caleb Williams,CHI,QB,1,65,100,3,13,4.333,0,1,0,1,0,0,0,-0.09,-0.03,0,0,18.98,18.98
,Ty Johnson,BUF,RB,1,14,20,4,13,3.25,0,0,0,1,2,0,0,-0.693,-0.173,0,0,5.8,5.8
,Devin Singletary,NYG,RB,1,16,21.918,5,13,2.6,0,0,0,0,1,1,0,-3.032,-0.606,0,0,2.4,2.4
,Kareem Hunt,KC,RB,1,29,47.541,6,12,2,0,0,0,4,1,0,0,0.301,0.05,0,0,3,3
,Evan Hull,NO,RB,1,18,27.273,4,12,3,0,0,0,0,2,0,0,-3.085,-0.771,0,0,1.2,1.2
,LeQuint Allen Jr.,JAX,RB,1,13,20.635,4,11,2.75,0,0,0,0,0,0,0,-1.924,-0.481,0,0,2.6,2.6
,Audric Estimé,NO,RB,1,22,33.333,3,11,3.667,0,0,0,1,0,0,0,-0.977,-0.326,0,0,8,8
,C.J. Stroud,HST,QB,1,65,100,6,10,1.667,0,1,0,1,2,1,0,0.211,0.035,0,0,23.4,23.4
,Bo Nix,DEN,QB,1,67,100,7,10,1.429,0,0,0,2,0,0,0,-0.315,-0.045,0,0,29.08,29.08
,Chris Brooks,GB,RB,1,17,25.758,2,10,5,0,0,0,0,0,0,0,-0.315,-0.158,0,0,2.6,2.6
,Tanner McKee,PHI,QB,1,18,26.087,1,9,9,0,0,0,1,0,0,0,1.85,1.85,0,0,2.22,2.22
,Marvin Mims Jr.,DEN,WR,1,21,31.343,1,8,8,0,0,0,0,0,0,0,0.227,0.227,0,0,7.7,7.7
,Puka Nacua,LA,WR,1,40,57.143,2,8,4,0,0,0,0,0,0,0,-0.281,-0.141,0,0,27.9,27.9
,Sean Tucker,TB,RB,1,7,11.29,4,7,1.75,1,0,0,1,3,3,1,0.598,0.15,0,0,6.7,6.7
,Bhayshul Tuten,JAX,RB,1,13,20.635,1,7,7,0,0,0,0,0,0,0,0.364,0.364,0,0,9.3,9.3
,Kenny Pickett,LV,QB,1,43,100,2,7,3.5,0,0,0,1,0,0,0,0.165,0.083,0,0,1.26,1.26
,Jacoby Brissett,ARZ,QB,1,64,100,3,6,2,0,0,0,1,0,0,0,-0.858,-0.286,0,0,20.56,20.56
,Jeremy McNichols,WAS,RB,1,26,41.27,9,6,0.667,0,1,1,1,0,0,0,-6.767,-0.752,0,0,3.2,3.2
,Joe Burrow,CIN,QB,1,73,100,2,5,2.5,0,0,0,0,0,0,0,-1.718,-0.859,0,0,5.5,5.5
,Brian Thomas Jr.,JAX,WR,1,47,74.603,1,5,5,0,0,0,0,0,0,0,0.039,0.039,0,0,17.1,17.1
,DeMario Douglas,NE,WR,1,9,16.667,1,5,5,0,0,0,0,0,0,0,0.225,0.225,0,0,0.5,0.5
,John Metchie III,NYJ,WR,1,50,68.493,1,4,4,0,0,0,0,0,0,0,-0.152,-0.152,0,0,6.9,6.9
,Dyami Brown,JAX,WR,1,5,7.937,1,4,4,0,1,1,0,0,0,0,-5.495,-5.495,0,0,0.4,0.4
,Dylan Laube,LV,RB,1,2,4.651,2,4,2,0,0,0,0,0,0,0,0.174,0.087,0,0,0.4,0.4
,Jaleel McLaughlin,DEN,RB,1,6,8.955,2,4,2,0,0,0,0,0,0,0,-1.627,-0.814,0,0,0.4,0.4
,Sam Darnold,SEA,QB,1,61,100,4,4,1,0,1,0,2,0,0,0,-0.585,-0.146,0,0,11.24,11.24
,Connor Heyward,PIT,TE,1,4,6.452,4,4,1,1,0,0,3,2,1,1,3.742,0.936,0,0,6.4,6.4
,Kaleb Johnson,PIT,RB,1,2,3.226,2,4,2,0,0,0,0,0,0,0,-0.761,-0.381,0,0,0.4,0.4
,Troy Franklin,DEN,WR,1,32,47.761,1,3,3,0,0,0,0,0,0,0,-0.419,-0.419,0,0,20.8,20.8
,Emanuel Wilson,GB,RB,1,11,16.667,2,3,1.5,0,0,0,0,0,0,0,-0.846,-0.423,0,0,0.3,0.3
,Harold Fannin Jr.,CLV,TE,1,55,94.828,1,2,2,0,0,0,0,0,0,0,-0.282,-0.282,0,0,12,12
,Dare Ogunbowale,HST,RB,1,20,30.769,5,2,0.4,0,0,0,0,4,2,0,-2.074,-0.415,0,0,6.4,6.4
,Matthew Stafford,LA,QB,1,70,100,1,2,2,0,0,0,0,0,0,0,-0.787,-0.787,0,0,20.92,20.92
,Taysom Hill,NO,QB,1,15,22.727,2,2,1,0,0,0,1,1,0,0,-0.8,-0.4,0,0,0.2,0.2
,Cam Ward,TEN,QB,1,49,100,1,2,2,0,0,0,1,1,0,0,1.768,1.768,0,0,15,15
,Dak Prescott,DAL,QB,1,68,98.551,1,2,2,0,0,0,0,1,1,0,-0.27,-0.27,0,0,11.96,11.96
,KaVontae Turpin,DAL,WR,1,14,20.29,1,2,2,0,0,0,0,0,0,0,-0.424,-0.424,0,0,3.2,3.2
,Jaylen Wright,MIA,RB,1,4,8.163,1,2,2,0,0,0,0,0,0,0,-0.553,-0.553,0,0,2.1,2.1
,Baker Mayfield,TB,QB,1,62,100,1,1,1,0,0,0,0,0,0,0,-0.787,-0.787,0,0,17.18,17.18
,Emari Demercado,ARZ,RB,1,7,10.938,1,1,1,0,0,0,0,0,0,0,-0.512,-0.512,0,0,2.1,2.1
,Brashard Smith,KC,RB,1,3,4.918,2,1,0.5,0,0,0,0,1,0,0,0.845,0.423,0,0,0.1,0.1
,Tua Tagovailoa,MIA,QB,1,49,100,1,1,1,0,0,0,0,0,0,0,-1.181,-1.181,0,0,16.22,16.22
,Justin Herbert,LAC,QB,1,62,100,2,0,0,0,0,0,0,0,0,0,-1.162,-0.581,0,0,10.4,10.4
,Bo Melton,GB,CB,1,9,13.636,1,0,0,0,0,0,0,0,0,0,-0.523,-0.523,0,0,0,0
,Ollie Gordon II,MIA,RB,1,5,10.204,2,0,0,0,0,0,0,0,0,0,-2.778,-1.389,0,0,0,0
,Adam Prentice,DEN,FB,1,14,20.896,1,-1,-1,0,0,0,0,0,0,0,-1.461,-1.461,0,0,-0.1,-0.1
,Bam Knight,ARZ,RB,1,1,1.563,1,-2,-2,0,0,0,0,0,0,0,-0.936,-0.936,0,0,-0.2,-0.2
,Nick Mullens,JAX,QB,1,8,12.698,3,-2,-0.667,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2
,Jalen Nailor,MIN,WR,1,26,48.148,1,-2,-2,0,0,0,0,0,0,0,-2.375,-2.375,0,0,19.5,19.5
,Tyler Huntley,BLT,QB,1,5,11.905,3,-3,-1,0,0,0,0,0,0,0,-2.415,-0.805,0,0,-0.3,-0.3
,Rashid Shaheed,SEA,WR,1,38,62.295,1,-3,-3,0,0,0,0,0,0,0,-0.993,-0.993,0,0,12.1,12.1
,Mason Tipton,NO,WR,1,49,74.242,1,-4,-4,0,1,0,0,0,0,0,-2.153,-2.153,0,0,1.1,1.1
,Chimere Dike,TEN,WR,1,37,75.51,1,-7,-7,0,0,0,0,1,1,0,-1.511,-1.511,0,0,5,5
