BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Tee  Higgins,CIN,WR,1,58,92.063,8,3,63,1,7.875,21,37.5,10,3.333,4,28,0,8,3,63,1,0,-7.843,-0.98,10.921,5.17,15.3,15.3
,Ty  Johnson,BUF,RB,1,17,30.909,2,2,61,1,30.5,30.5,100,69,34.5,1,52,0,2,2,61,0,0,6.357,3.179,11.096,96.42,15,15
,Justin  Jefferson,MIN,WR,1,54,100,9,5,61,0,6.778,12.2,55.556,29,5.8,3,27,0,9,5,61,0,0,-6.823,-0.758,-14.229,-31.56,11.1,11.1
,Tyquan  Thornton,KC,WR,1,15,23.81,2,1,61,0,30.5,61,50,16,16,1,61,0,2,1,61,0,0,3.891,1.945,20.283,127.19,7.1,7.1
,Courtland  Sutton,DEN,WR,1,56,90.323,8,4,59,0,7.375,14.75,50,8,2,4,21,0,8,4,59,0,0,2.269,0.284,3.217,-7.22,9.9,9.9
,Isaiah  Hodgins,NYG,WR,1,53,76.812,6,5,57,0,9.5,11.4,83.333,8,1.6,4,20,0,6,5,57,0,0,7.62,1.27,26.993,39.11,10.7,10.7
,Chig  Okonkwo,TEN,TE,1,38,63.333,3,3,56,0,18.667,18.667,100,1,0.333,2,39,0,3,3,56,0,0,4.475,1.492,19.088,106.44,8.6,8.6
,Rico  Dowdle,CAR,RB,1,61,81.333,7,5,55,0,7.857,11,71.429,77,15.4,2,28,0,7,5,55,1,0,1.323,0.189,13.092,20.22,15,15
,Jayden  Higgins,HST,WR,1,42,60,7,4,55,0,7.857,13.75,57.143,6,1.5,3,23,0,7,4,55,1,0,4.551,0.65,0.053,-12.55,9.5,9.5
,Tommy  Tremble,CAR,TE,1,40,53.333,2,1,54,0,27,54,50,50,50,1,54,0,2,1,54,0,0,3.212,1.606,13.809,95.45,6.4,6.4
,Sterling  Shepard,TB,WR,1,43,59.722,5,4,54,0,10.8,13.5,80,4,1,3,24,0,5,4,54,0,0,2.173,0.435,11.698,14.79,10.1,10.1
,Jauan  Jennings,SF,WR,1,38,73.077,6,4,54,0,9,13.5,66.667,9,2.25,3,25,0,6,4,54,1,0,2.72,0.453,12.492,12.52,9.4,9.4
,Keenan  Allen,LAC,WR,1,33,68.75,6,4,53,0,8.833,13.25,66.667,9,2.25,2,30,0,6,4,53,0,0,2.034,0.339,11.83,14.06,9.3,9.3
,Romeo  Doubs,GB,WR,1,39,75,8,4,53,0,6.625,13.25,50,18,4.5,3,22,0,8,4,53,0,0,1.906,0.238,-3.811,-19.38,9.3,9.3
,Jaylen  Waddle,MIA,WR,1,45,83.333,7,3,52,0,7.429,17.333,42.857,20,6.667,2,31,0,7,3,52,1,0,-0.215,-0.031,-14.599,-38.19,8.2,8.2
,Jalen  Coker,CAR,WR,1,50,66.667,4,4,52,0,13,13,100,9,2.25,3,21,0,4,4,52,0,0,5.008,1.252,27.997,70.37,9.2,9.2
,Cedric  Tillman,CLV,WR,1,42,72.414,4,3,52,0,13,17.333,75,13,4.333,2,26,0,4,3,52,0,0,3.113,0.778,13.646,30.19,8.2,8.2
,Tyrone  Tracy Jr.,NYG,RB,1,36,52.174,4,4,51,0,12.75,12.75,100,65,16.25,2,20,0,4,4,51,0,0,5.281,1.32,30.601,129.95,17.9,17.9
,Dalton  Schultz,HST,TE,1,48,68.571,9,6,51,0,5.667,8.5,66.667,20,3.333,1,13,0,9,6,51,0,0,0.417,0.046,-3.07,-13.33,11.1,11.1
,DK  Metcalf,PIT,WR,1,51,83.607,8,5,49,0,6.125,9.8,62.5,25,5,3,17,0,8,5,49,0,0,0.637,0.08,-7.121,-23.43,9.9,9.9
,A.J.  Brown,PHI,WR,1,64,90.141,11,7,49,0,4.455,7,63.636,8,1.143,2,12,0,11,7,49,0,0,-2.494,-0.227,-23.6,-42.2,11.9,11.9
,Tre  Tucker,LV,WR,1,55,90.164,8,4,47,1,5.875,11.75,50,25,6.25,3,26,0,8,4,47,1,0,0.071,0.009,-12.999,-33.93,14.7,14.7
,Christian  Watson,GB,WR,1,41,78.846,5,4,46,2,9.2,11.5,80,2,0.5,4,17,0,5,4,46,2,2,5.932,1.186,40.988,73.72,20.6,20.6
,John  Metchie III,NYJ,WR,1,46,75.41,3,3,45,1,15,15,100,13,4.333,3,22,0,3,3,45,0,0,6.163,2.054,32.687,111.85,13.5,13.5
,Hunter  Henry,NE,TE,1,56,87.5,6,4,45,0,7.5,11.25,66.667,12,3,2,23,0,6,4,45,1,0,1.134,0.189,-0.99,-10.47,8.5,8.5
,De'Von  Achane,MIA,RB,1,43,79.63,5,5,45,0,9,9,100,46,9.2,1,22,0,5,5,45,0,0,1.162,0.232,17.841,52.32,21.5,21.5
,Cole  Kmet,CHI,TE,1,57,76,5,5,45,0,9,9,100,29,5.8,1,14,0,5,5,45,0,0,2.084,0.417,13.619,40.44,9.5,9.5
,Kenneth  Walker III,SEA,RB,1,40,50,3,3,44,0,14.667,14.667,100,36,12,2,23,0,3,3,44,0,0,2.837,0.946,26.679,88.73,20.1,20.1
,Jahan  Dotson,PHI,WR,1,20,28.169,2,2,43,0,21.5,21.5,100,5,2.5,2,34,0,2,2,43,0,0,4.38,2.19,20.309,107.62,6.3,6.3
,Zach  Ertz,WAS,TE,1,49,75.385,8,4,42,0,5.25,10.5,50,4,1,2,15,0,8,4,42,2,0,-6.295,-0.787,-25.005,-51.08,8.2,8.2
,Malik  Washington,MIA,WR,1,28,51.852,3,3,42,0,14,14,100,27,9,3,18,0,3,3,42,0,0,5.1,1.7,23.39,80.25,7.2,7.2
,Xavier  Hutchinson,HST,WR,1,38,54.286,5,3,42,0,8.4,14,60,12,4,2,22,0,5,3,42,0,0,1.625,0.325,0.916,-10.01,7.2,7.2
,Amon-Ra  St. Brown,DET,WR,1,57,95,12,2,42,0,3.5,21,16.667,17,8.5,1,34,0,12,2,42,1,0,-10.66,-0.888,-32.773,-48.12,6.2,6.2
,Oronde  Gadsden II,LAC,TE,1,39,81.25,5,2,41,0,8.2,20.5,40,10,5,2,28,0,5,2,41,0,0,-0.759,-0.152,-2.078,-13.64,6.1,6.1
,Rome  Odunze,CHI,WR,1,55,73.333,6,2,41,0,6.833,20.5,33.333,12,6,1,24,0,6,2,41,1,0,2.298,0.383,-13.922,-45.84,6.1,6.1
,Emeka  Egbuka,TB,WR,1,64,88.889,9,5,40,0,4.444,8,55.556,24,4.8,1,10,0,9,5,40,1,0,-4.381,-0.487,-20.502,-40.6,9,9
,Gabe  Davis,BUF,WR,1,21,38.182,4,3,40,0,10,13.333,75,12,4,3,22,0,4,3,40,1,0,4.448,1.112,12.847,23.17,7,7
,Colston  Loveland,CHI,TE,1,54,72,4,3,40,0,10,13.333,75,27,9,1,24,0,4,3,40,1,0,2.955,0.739,1.683,-0.52,7,7
,Christian  McCaffrey,SF,RB,1,36,69.231,6,5,40,1,6.667,8,83.333,26,5.2,3,15,0,6,5,40,0,0,3.489,0.582,29.039,78.9,35.1,35.1
,Marquise  Brown,KC,WR,1,23,36.508,4,4,40,0,10,10,100,12,3,1,18,0,4,4,40,0,0,2.181,0.545,17.65,60.11,8,8
,Bijan  Robinson,ATL,RB,1,50,84.746,5,4,39,0,7.8,9.75,80,43,10.75,3,11,0,5,4,39,0,0,2.245,0.449,30.292,89.93,30.3,30.3
,T.J.  Hockenson,MIN,TE,1,43,79.63,6,3,39,0,6.5,13,50,30,10,2,21,0,6,3,39,0,0,-0.025,-0.004,-12.377,-34.95,6.9,6.9
,Rashee  Rice,KC,WR,1,45,71.429,9,6,38,0,4.222,6.333,66.667,38,6.333,2,11,0,9,6,38,0,0,-0.313,-0.035,-1.924,-15.57,9.8,9.8
,DeMario  Douglas,NE,WR,1,19,29.688,3,3,36,0,12,12,100,19,6.333,2,26,0,3,3,36,0,0,5.478,1.826,15.34,51.24,6.1,6.1
,Wan'Dale  Robinson,NYG,WR,1,66,95.652,9,4,36,0,4,9,44.444,3,0.75,1,20,0,9,4,36,1,0,-1.943,-0.216,-27.172,-49.36,7.6,7.6
,Theo  Johnson,NYG,TE,1,62,89.855,4,3,36,0,9,12,75,5,1.667,2,14,0,4,3,36,0,0,3.816,0.954,10.824,38.14,6.6,6.6
,Noah  Fant,CIN,TE,1,31,49.206,6,5,36,0,6,7.2,83.333,26,5.2,2,15,0,6,5,36,0,0,-6.597,-1.1,-20.411,-73.26,8.6,8.6
,Hunter  Luepke,DAL,FB,1,11,16.923,3,3,36,0,12,12,100,26,8.667,2,15,0,3,3,36,0,0,2.471,0.824,17.984,84.61,7.1,7.1
,Darnell  Mooney,ATL,WR,1,53,89.831,7,3,34,0,4.857,11.333,42.857,-3,-1,2,20,0,7,3,34,0,0,-2.255,-0.322,-27.825,-73.18,6.4,6.4
,Sean  Tucker,TB,RB,1,31,43.056,2,2,34,1,17,17,100,25,12.5,1,28,0,2,2,34,0,0,3.905,1.953,30.046,195.15,34,34
,Savion  Williams,GB,WR,1,2,3.846,1,1,33,0,33,33,100,0,0,1,33,0,1,1,33,0,0,3.25,3.25,16.184,230.04,4.3,4.3
,Evan  Engram,DEN,TE,1,25,40.323,5,4,33,0,6.6,8.25,80,36,9,0,9,0,5,4,33,0,0,0.405,0.081,-5.186,-25.25,7.3,7.3
,Tyler  Lockett,LV,WR,1,26,42.623,3,3,33,0,11,11,100,10,3.333,2,15,0,3,3,33,0,0,3.861,1.287,10.46,39.61,6.3,6.3
,Mark  Andrews,BLT,TE,1,36,59.016,5,3,32,0,6.4,10.667,60,10,3.333,3,11,0,5,3,32,2,0,0.962,0.192,2.385,-0.73,15.7,15.7
,TreVeyon  Henderson,NE,RB,1,54,84.375,5,5,31,1,6.2,6.2,100,18,3.6,2,10,0,5,5,31,1,1,1.371,0.274,21.511,85.57,32.3,32.3
,Tyjae  Spears,TEN,RB,1,31,51.667,5,5,31,0,6.2,6.2,100,46,9.2,1,15,0,5,5,31,0,0,1.237,0.247,11.985,35.12,8.4,8.4
,Mason  Taylor,NYJ,TE,1,43,70.492,4,4,30,0,7.5,7.5,100,5,1.25,0,11,0,4,4,30,0,0,0.508,0.127,-2.13,-16.87,7,7
,Ja'Marr  Chase,CIN,WR,1,62,98.413,10,3,30,0,3,10,30,17,5.667,2,16,0,10,3,30,1,0,-2.986,-0.299,-39.669,-61.71,6,6
,Gunnar  Helm,TEN,TE,1,38,63.333,5,4,29,0,5.8,7.25,80,10,2.5,2,11,0,5,4,29,0,0,1.289,0.258,3.549,2.89,6.9,6.9
,Chris  Moore,WAS,WR,1,52,80,5,2,28,0,5.6,14,40,10,5,1,19,0,5,2,28,1,0,1.617,0.323,-7.393,-31.52,4.8,4.8
,Mitchell  Evans,CAR,TE,1,28,37.333,2,2,28,0,14,14,100,9,4.5,1,25,0,2,2,28,0,0,1.353,0.677,10.116,63.49,4.8,4.8
,Cade  Otton,TB,TE,1,65,90.278,5,2,28,0,5.6,14,40,8,4,1,19,0,5,2,28,1,0,-0.737,-0.147,-16.661,-58.33,4.8,4.8
,Chase  Brown,CIN,RB,1,52,82.54,8,6,28,0,3.5,4.667,75,31,5.167,1,17,0,8,6,28,0,0,-1.291,-0.161,-10.271,-35.06,18.7,18.7
,Luther  Burden III,CHI,WR,1,34,45.333,5,3,27,0,5.4,9,60,17,5.667,2,16,0,5,3,27,0,0,0.23,0.046,-12.749,-45.93,5.7,5.7
,Rashid  Shaheed,SEA,WR,1,42,52.5,5,2,27,0,5.4,13.5,40,1,0.5,1,21,0,5,2,27,1,0,-0.296,-0.059,-3.172,-21.42,4.9,4.9
,Ashton  Jeanty,LV,RB,1,44,72.131,8,6,27,0,3.375,4.5,75,53,8.833,1,8,0,8,6,27,0,0,-2.488,-0.311,-19.687,-58.26,9.4,9.4
,Kyle  Juszczyk,SF,FB,1,28,53.846,2,2,26,0,13,13,100,17,8.5,1,21,0,2,2,26,0,0,1.519,0.76,14.598,109.41,4.6,4.6
,Harold  Fannin Jr.,CLV,TE,1,39,67.241,5,2,26,0,5.2,13,40,5,2.5,1,25,0,5,2,26,0,0,-1.757,-0.351,-13.361,-53.81,4.6,4.6
,Johnny  Mundt,JAX,TE,1,40,56.338,3,2,25,0,8.333,12.5,66.667,18,9,1,16,0,3,2,25,0,0,1.394,0.465,0.808,-3.44,4.5,4.5
,Xavier  Worthy,KC,WR,1,47,74.603,5,3,25,0,5,8.333,60,16,5.333,2,11,0,5,3,25,0,0,0.781,0.156,6.143,2.45,5.5,5.5
,Matthew  Golden,GB,WR,1,17,32.692,3,1,24,0,8,24,33.333,0,0,1,24,0,3,1,24,0,0,0.278,0.093,-4.508,-32.13,3.4,3.4
,Dallas  Goedert,PHI,TE,1,62,87.324,5,2,24,0,4.8,12,40,15,7.5,1,17,0,5,2,24,0,0,-0.428,-0.086,-9.489,-38.62,4.4,4.4
,Jeremy  Ruckert,NYJ,TE,1,25,40.984,5,4,23,0,4.6,5.75,80,10,2.5,1,10,0,5,4,23,0,0,-2.587,-0.517,-11.704,-40.04,6.3,6.3
,Dawson  Knox,BUF,TE,1,40,72.727,3,1,23,0,7.667,23,33.333,6,6,1,23,0,3,1,23,0,0,-0.521,-0.174,-3.963,-25.22,3.3,3.3
,Tyler  Higbee,LA,TE,1,20,40,2,1,23,0,11.5,23,50,24,24,1,23,0,2,1,23,0,0,-2.534,-1.267,-5.119,-38.47,3.3,3.3
,Cooper  Kupp,SEA,WR,1,63,78.75,7,3,23,0,3.286,7.667,42.857,6,2,0,9,0,7,3,23,0,0,-8.167,-1.167,-17.513,-44.35,5.3,5.3
,Keaton  Mitchell,BLT,RB,1,16,26.23,3,2,23,0,7.667,11.5,66.667,32,16,2,17,0,3,2,23,0,0,-5.257,-1.752,11.418,72.63,7.4,7.4
,Ja'Tavion  Sanders,CAR,TE,1,37,49.333,4,4,22,0,5.5,5.5,100,12,3,1,10,0,4,4,22,0,0,0.952,0.238,-9.483,-49.28,6.2,6.2
,Tanner  Hudson,CIN,TE,1,19,30.159,3,3,22,0,7.333,7.333,100,9,3,0,9,0,3,3,22,0,0,0.51,0.17,6.731,25.01,5.2,5.2
,Van  Jefferson,TEN,WR,1,52,86.667,7,3,22,1,3.143,7.333,42.857,3,1,1,11,0,7,3,22,0,0,-1.445,-0.206,-4.227,-20.88,11.2,11.2
,Michael  Carter,ARZ,RB,1,31,43.662,7,5,22,0,3.143,4.4,71.429,24,4.8,1,7,0,7,5,22,0,0,-1.151,-0.164,-2.38,-20.03,7.8,7.8
,Bam  Knight,ARZ,RB,1,26,36.62,4,4,21,0,5.25,5.25,100,24,6,0,12,0,4,4,21,0,0,-0.22,-0.055,1.462,-6.07,14.5,14.5
,Jerry  Jeudy,CLV,WR,1,45,77.586,7,3,21,0,3,7,42.857,10,3.333,1,10,0,7,3,21,1,0,-4.526,-0.647,-22.427,-54.88,5.1,5.1
,Parker  Washington,JAX,WR,1,52,73.239,2,2,20,0,10,10,100,1,0.5,2,11,0,2,2,20,0,0,1.752,0.876,14.457,69.71,4,4
,Tim  Patrick,JAX,WR,1,38,53.521,4,3,20,1,5,6.667,75,4,1.333,2,10,0,4,3,20,1,1,-2.348,-0.587,22.271,54.34,11,11
,Jordan  Addison,MIN,WR,1,51,94.444,7,2,20,1,2.857,10,28.571,0,0,2,15,0,7,2,20,2,1,-2.752,-0.393,-25.561,-57.19,10,10
,Andrei  Iosivas,CIN,WR,1,46,73.016,4,3,20,0,5,6.667,75,4,1.333,2,11,0,4,3,20,0,0,2.769,0.692,0.937,-9.39,5,5
,RJ  Harvey,DEN,RB,1,37,59.677,3,3,20,0,6.667,6.667,100,22,7.333,1,11,0,3,3,20,0,0,0.871,0.29,12.548,50.62,8,8
,Ian  Thomas,LV,TE,1,16,26.23,1,1,20,0,20,20,100,3,3,1,20,0,1,1,20,0,0,1.316,1.316,7.891,114.06,3,3
,Curtis  Samuel,BUF,WR,1,28,50.909,3,2,19,0,6.333,9.5,66.667,2,1,1,14,0,3,2,19,0,0,1.995,0.665,0.969,-8.11,3.9,3.9
,Pat  Freiermuth,PIT,TE,1,26,42.623,1,1,19,0,19,19,100,18,18,1,19,0,1,1,19,0,0,1.791,1.791,8.26,154.71,2.9,2.9
,Derrick  Henry,BLT,RB,1,32,52.459,2,2,19,0,9.5,9.5,100,16,8,1,12,0,2,2,19,0,0,1.287,0.644,15.399,115.07,20.2,20.2
,Jack  Bech,LV,WR,1,9,14.754,1,1,19,0,19,19,100,17,17,1,19,0,1,1,19,0,0,1.174,1.174,4.977,49.74,2.9,2.9
,Greg  Dulcich,MIA,TE,1,28,51.852,4,2,18,0,4.5,9,50,8,4,1,14,0,4,2,18,1,0,0.132,0.033,-19.605,-64.59,3.8,3.8
,DJ  Moore,CHI,WR,1,58,77.333,3,1,18,0,6,18,33.333,1,1,1,18,0,3,1,18,0,0,-0.867,-0.289,-5.417,-37.11,3.1,3.1
,Jalin  Hyatt,NYG,WR,1,43,62.319,4,2,18,0,4.5,9,50,0,0,1,14,0,4,2,18,1,0,-2.992,-0.748,-9.941,-44.35,3.8,3.8
,Brycen  Tremayne,CAR,WR,1,26,34.667,2,2,17,0,8.5,8.5,100,3,1.5,1,11,0,2,2,17,0,0,0.655,0.328,3.802,12.49,3.7,3.7
,Josh  Palmer,BUF,WR,1,27,49.091,5,2,17,0,3.4,8.5,40,5,2.5,1,13,0,5,2,17,1,0,-5.654,-1.131,-11.152,-41.03,3.7,3.7
,Roman  Wilson,PIT,WR,1,34,55.738,2,1,17,0,8.5,17,50,2,2,1,17,0,2,1,17,0,0,2.141,1.071,-3.11,-34.77,2.7,2.7
,Jeremy  McNichols,WAS,RB,1,16,24.615,2,2,16,0,8,8,100,20,10,1,10,0,2,2,16,0,0,3.08,1.54,9.684,77.99,4.9,4.9
,Jalen  Nailor,MIN,WR,1,33,61.111,1,1,16,0,16,16,100,1,1,1,16,0,1,1,16,0,0,1.179,1.179,5.294,54.59,2.6,2.6
,Jake  Ferguson,DAL,TE,1,41,63.077,5,4,16,1,3.2,4,80,16,4,1,7,0,5,4,16,1,1,2.188,0.438,-2.328,-13.17,11.6,11.6
,Xavier  Weaver,ARZ,WR,1,52,73.239,3,2,15,0,5,7.5,66.667,5,2.5,0,9,0,3,2,15,0,0,-1.374,-0.458,-6.689,-46.03,3.5,3.5
,Isaiah  Likely,BLT,TE,1,32,52.459,3,2,15,0,5,7.5,66.667,8,4,0,10,0,3,2,15,0,0,-0.951,-0.317,-5.307,-42.25,3.5,3.5
,Julian  Hill,MIA,TE,1,25,46.296,1,1,14,0,14,14,100,14,14,1,14,0,1,1,14,0,0,0.993,0.993,4.18,57.03,2.4,2.4
,Kyle  Pitts,ATL,TE,1,49,83.051,3,2,14,0,4.667,7,66.667,8,4,0,7,0,3,2,14,0,0,0.249,0.083,-6.279,-43.59,3.4,3.4
,Kyle  Monangai,CHI,RB,1,27,36,1,1,14,0,14,14,100,18,18,0,14,0,1,1,14,0,0,-0.117,-0.117,2.473,102.14,10.7,10.7
,Chimere  Dike,TEN,WR,1,16,26.667,3,2,14,0,4.667,7,66.667,8,4,1,9,0,3,2,14,0,0,0.981,0.327,1.634,-4.91,3.4,3.4
,Mason  Kinsey,TEN,WR,1,31,51.667,3,1,14,0,4.667,14,33.333,2,2,1,14,0,3,1,14,0,0,1.22,0.407,-2.97,-25.4,2.4,2.4
,Colby  Parkinson,LA,TE,1,34,68,2,2,14,1,7,7,100,18,9,1,8,0,2,2,14,0,0,1.642,0.821,9.083,51.24,9.4,9.4
,Adam  Prentice,DEN,FB,1,18,29.032,2,1,14,0,7,14,50,9,9,0,14,0,2,1,14,0,0,0.003,0.002,-7.597,-72.89,2.4,2.4
,Jaylin  Lane,WAS,WR,1,10,15.385,1,1,13,0,13,13,100,1,1,1,13,0,1,1,13,0,0,1.147,1.147,8.594,100.46,2.3,2.3
,Ladd  McConkey,LAC,WR,1,27,56.25,4,3,13,0,3.25,4.333,75,14,4.667,0,7,0,4,3,13,0,0,-7.885,-1.971,-12.774,-59.69,4.3,4.3
,Austin  Trammell,JAX,WR,1,15,21.127,1,1,13,0,13,13,100,0,0,1,13,0,1,1,13,0,0,2.194,2.194,6.986,78.38,2.3,2.3
,Calvin  Ridley,TEN,WR,1,1,1.667,1,1,13,0,13,13,100,5,5,1,13,0,1,1,13,0,0,0.841,0.841,8.502,95.41,2.3,2.3
,Demarcus  Robinson,SF,WR,1,22,42.308,2,1,13,0,6.5,13,50,1,1,1,13,0,2,1,13,0,0,-0.384,-0.192,-0.624,-16.41,2.3,2.3
,Michael  Mayer,LV,TE,1,44,72.131,4,3,13,0,3.25,4.333,75,14,4.667,0,8,0,4,3,13,0,0,-1.322,-0.331,-12.344,-51.12,4.3,4.3
,Tre  Harris,LAC,WR,1,25,52.083,1,1,12,0,12,12,100,15,15,0,12,0,1,1,12,0,0,0.518,0.518,3.713,61.18,2.2,2.2
,Jaylin  Noel,HST,WR,1,18,25.714,1,1,12,0,12,12,100,16,16,0,12,0,1,1,12,0,0,-0.127,-0.127,-0.875,-32.29,2.2,2.2
,Emari  Demercado,ARZ,RB,1,12,16.901,3,2,12,0,4,6,66.667,17,8.5,0,9,0,3,2,12,0,0,-0.425,-0.142,0.885,-8.19,4,4
,David  Sills,ATL,WR,1,32,54.237,2,1,11,0,5.5,11,50,0,0,1,11,0,2,1,11,0,0,0.619,0.31,0.636,-8.63,2.1,2.1
,Rachaad  White,TB,RB,1,40,55.556,3,2,11,0,3.667,5.5,66.667,17,8.5,0,7,0,3,2,11,0,0,-0.5,-0.167,-2.789,-30.09,8.2,8.2
,Quintin  Morris,JAX,TE,1,49,69.014,3,1,11,0,3.667,11,33.333,0,0,1,11,0,3,1,11,0,0,-3.874,-1.291,-12.167,-58.34,2.1,2.1
,Aaron  Jones,MIN,RB,1,36,66.667,6,3,11,0,1.833,3.667,50,11,3.667,1,7,0,6,3,11,0,0,-4.58,-0.763,-25.314,-81.51,11.1,11.1
