BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT
,Kyle Monangai,CHI,RB,1,2,1,0,0,0,0,0,0,0,0,13,100,0,0,0,0,0,0,0
,Quintin Morris,JAX,TE,1,0,0,0,0,0,0,0,2,28.571,0,0,0,0,3,42.857,0,2,28.571,0
,Dyami Brown,JAX,WR,1,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andrew Ogletree,IND,TE,1,0,0,0,0,0,0,0,1,20,0,0,0,0,2,40,0,2,40,0
,Jonathan Taylor,IND,RB,1,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0
,Mo Alie-Cox,IND,TE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,75,0,2,25,0
,Hunter Long,JAX,TE,1,0,0,0,0,1,12.5,0,2,25,0,1,12.5,0,2,25,0,2,25,0
,Tyler Goodson,IND,RB,1,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0
,Austin Trammell,JAX,WR,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aaron Jones,MIN,RB,1,1,0,0,0,2,16.667,0,0,0,0,10,83.333,0,0,0,0,0,0,0
,Chris Rodriguez Jr.,WAS,RB,1,0,0,0,0,1,9.091,0,0,0,0,10,90.909,0,0,0,0,0,0,0
,Colson Yankoff,WAS,TE,1,1,0,0,0,1,25,0,1,25,0,0,0,0,0,0,0,2,50,0
,John Bates,WAS,TE,1,0,0,0,0,3,23.077,0,1,7.692,0,0,0,0,3,23.077,0,6,46.154,0
,Treylon Burks,WAS,WR,1,1,0,0,0,5,83.333,0,1,16.667,0,0,0,0,0,0,0,0,0,0
,Jaylin Lane,WAS,WR,1,0,0,0,0,1,50,0,1,50,0,0,0,0,0,0,0,0,0,0
,Jordan Mason,MIN,RB,1,0,0,0,0,0,0,0,0,0,0,6,85.714,0,0,0,0,1,14.286,0
,Jacory Croskey-Merritt,WAS,RB,1,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0
,Nick Westbrook-Ikhine,MIA,WR,1,0,0,0,0,5,62.5,0,3,37.5,0,0,0,0,0,0,0,0,0,0
,Ollie Gordon II,MIA,RB,1,0,0,0,0,0,0,0,0,0,0,7,100,0,0,0,0,0,0,0
,Breece Hall,NYJ,RB,1,1,0,0,0,2,7.143,0,0,0,0,24,85.714,0,0,0,0,2,7.143,0
,Alec Ingold,MIA,FB,1,0,0,0,0,1,25,0,0,0,0,3,75,0,0,0,0,0,0,0
,Jaylen Wright,MIA,RB,1,3,0,0,0,0,0,0,2,33.333,0,4,66.667,0,0,0,0,0,0,0
,Cedrick Wilson Jr.,MIA,WR,1,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Julian Hill,MIA,TE,1,0,0,0,0,0,0,0,3,33.333,0,1,11.111,0,3,33.333,0,2,22.222,0
,Allen Lazard,NYJ,WR,1,1,0,0,0,3,33.333,0,6,66.667,0,0,0,0,0,0,0,0,0,0
,Isaiah Davis,NYJ,RB,1,0,0,0,0,0,0,0,0,0,0,12,100,0,0,0,0,0,0,0
,Dee Eskridge,MIA,WR,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arian Smith,NYJ,WR,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mason Tipton,NO,WR,1,0,0,0,0,11,91.667,0,1,8.333,0,0,0,0,0,0,0,0,0,0
,Jack Stoll,NO,TE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0
,Taysom Hill,NO,QB,1,2,0,0,0,1,14.286,0,4,57.143,0,2,28.571,0,0,0,0,0,0,0
,Tez Johnson,TB,WR,1,0,0,0,0,8,72.727,0,3,27.273,0,0,0,0,0,0,0,0,0,0
,Payne Durham,TB,TE,1,0,0,0,0,0,0,0,2,50,0,0,0,0,1,25,0,1,25,0
,Sean Tucker,TB,RB,1,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0
,Kameron Johnson,TB,WR,1,1,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trent Sherfield,ARZ,WR,1,1,0,0,0,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Josiah Deguara,ARZ,TE,1,1,0,0,0,0,0,0,2,40,0,2,40,0,0,0,0,1,20,0
,Elijah Higgins,ARZ,TE,1,1,1,0,0,1,3.125,0,22,68.75,0,1,3.125,0,1,3.125,0,7,21.875,0
,Terrance Ferguson,LA,TE,1,1,0,0,0,5,35.714,0,6,42.857,0,0,0,0,1,7.143,0,2,14.286,0
,Drew Sample,CIN,TE,1,0,0,0,0,0,0,0,0,0,0,4,28.571,0,4,28.571,0,6,42.857,0
,Ray Davis,BUF,RB,1,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0
,Mitchell Tinsley,CIN,WR,1,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brandin Cooks,BUF,WR,1,0,0,0,0,9,75,0,2,16.667,0,1,8.333,0,0,0,0,0,0,0
,Nick Chubb,HST,RB,1,0,0,0,0,0,0,0,0,0,0,5,100,0,0,0,0,0,0,0
,Xavier Hutchinson,HST,WR,1,2,0,0,0,14,82.353,0,3,17.647,0,0,0,0,0,0,0,0,0,0
,Isiah Pacheco,KC,RB,1,0,0,0,0,0,0,0,1,11.111,0,8,88.889,0,0,0,0,0,0,0
,Brashard Smith,KC,RB,1,0,0,0,0,1,33.333,0,1,33.333,0,1,33.333,0,0,0,0,0,0,0
,Kareem Hunt,KC,RB,1,1,0,0,0,0,0,0,0,0,0,20,95.238,0,1,4.762,0,0,0,0
,Cade Stover,HST,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,3,75,0
,Saquon Barkley,PHI,RB,1,2,0,0,0,5,16.129,0,2,6.452,0,24,77.419,0,0,0,0,0,0,0
,Grant Calcaterra,PHI,TE,1,0,0,0,0,0,0,0,2,33.333,0,0,0,0,0,0,0,4,66.667,0
,Scott Matlock,LAC,FB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,0
,Kenneth Walker III,SEA,RB,1,3,1,-1,0,0,0,0,0,0,0,17,100,-0.059,0,0,0,0,0,0
,DJ Moore,CHI,WR,1,3,1,-4,0,22,70.968,-0.182,8,25.806,0,1,3.226,0,0,0,0,0,0,0
