BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT
,Courtland  Sutton,DEN,WR,11,74,45,649,4,305,81.989,1.698,67,18.011,1.955,0,0,0,0,0,0,0,0,0
,Ladd  McConkey,LAC,WR,11,85,54,644,4,130,34.759,2.415,238,63.636,1.349,1,0.267,0,0,0,0,5,1.337,1.8
,CeeDee  Lamb,DAL,WR,8,72,44,632,2,168,66.932,2.601,81,32.271,2.346,2,0.797,2.5,0,0,0,0,0,0
,Davante  Adams,LA,WR,11,94,48,631,12,292,86.136,1.911,47,13.864,1.553,0,0,0,0,0,0,0,0,0
,Michael  Pittman,IND,WR,11,78,59,614,7,236,71.299,1.958,91,27.492,1.44,1,0.302,0,0,0,0,3,0.906,7
,Alec  Pierce,IND,WR,9,54,29,611,1,239,88.848,2.264,30,11.152,2.333,0,0,0,0,0,0,0,0,0
,Keenan  Allen,LAC,WR,11,86,56,592,4,170,56.478,1.765,129,42.857,2.209,2,0.664,3.5,0,0,0,0,0,0
,Tee  Higgins,CIN,WR,11,70,40,592,7,339,87.824,1.563,46,11.917,1.174,0,0,0,1,0.259,8,0,0,0
,DK  Metcalf,PIT,WR,11,70,42,573,5,272,81.437,1.923,59,17.665,0.847,0,0,0,0,0,0,3,0.898,0
,A.J.  Brown,PHI,WR,10,75,46,567,4,266,89.262,2.068,32,10.738,0.531,0,0,0,0,0,0,0,0,0
,Jameson  Williams,DET,WR,11,53,31,562,5,270,75.63,1.7,87,24.37,1.184,0,0,0,0,0,0,0,0,0
,Bijan  Robinson,ATL,RB,11,61,49,543,2,31,9.81,1.032,36,11.392,3.278,248,78.481,1.585,0,0,0,1,0.316,0
,Hunter  Henry,NE,TE,12,63,41,537,5,52,15.294,0.654,128,37.647,1.633,13,3.824,2.231,45,13.235,1.889,102,30,1.765
,Juwan  Johnson,NO,TE,11,67,49,537,3,60,17.094,0.7,187,53.276,1.877,12,3.419,1.25,43,12.251,1.581,49,13.96,1.245
,Michael  Wilson,ARZ,WR,11,71,47,534,1,252,63.797,1.512,143,36.203,1.07,0,0,0,0,0,0,0,0,0
,Khalil  Shakir,BUF,WR,11,71,54,531,3,75,26.786,3.053,190,67.857,1.247,12,4.286,5.417,1,0.357,-1,2,0.714,0.5
,Tre  Tucker,LV,WR,11,64,41,530,5,308,81.266,1.545,59,15.567,0.542,7,1.847,1.286,0,0,0,5,1.319,2.6
,Rashid  Shaheed,SEA,WR,12,74,47,529,2,206,61.31,1.641,126,37.5,1.516,4,1.19,0,0,0,0,0,0,0
,Marvin  Harrison Jr.,ARZ,WR,9,62,34,525,4,232,78.114,1.978,65,21.886,1.015,0,0,0,0,0,0,0,0,0
,Romeo  Doubs,GB,WR,11,67,41,522,4,229,81.206,2.013,53,18.794,1.151,0,0,0,0,0,0,0,0,0
,Brock  Bowers,LV,TE,8,64,45,510,3,60,21.739,2.533,124,44.928,1.935,5,1.812,0,37,13.406,0.514,50,18.116,1.98
,Troy  Franklin,DEN,WR,11,81,46,509,5,173,52.744,1.809,153,46.646,1.281,2,0.61,0,0,0,0,0,0,0
,Jakobi  Meyers,JAX,WR,10,64,45,507,1,138,46.622,1.725,154,52.027,1.656,2,0.676,2.5,0,0,0,2,0.676,4.5
,Oronde  Gadsden II,LAC,TE,9,49,37,507,2,38,15.261,2.842,111,44.578,1.342,3,1.205,0,39,15.663,4.513,58,23.293,1.276
,Quentin  Johnston,LAC,WR,10,65,37,502,6,298,87.135,1.289,43,12.573,2.744,1,0.292,0,0,0,0,0,0,0
,Dalton  Schultz,HST,TE,11,72,52,497,1,29,8.357,2.207,99,28.53,1.03,7,2.017,3.429,68,19.597,1.735,144,41.499,1.313
,Tucker  Kraft,GB,TE,8,44,32,489,6,27,12.108,0.296,58,26.009,3.534,3,1.345,0,51,22.87,2.157,84,37.668,1.976
,Sam  LaPorta,DET,TE,9,49,40,489,3,49,18.015,1.612,109,40.074,1.541,4,1.471,3.25,36,13.235,3.417,74,27.206,1.432
,Kendrick  Bourne,SF,WR,11,42,31,482,0,203,76.316,1.951,59,22.18,1.356,4,1.504,1.5,0,0,0,0,0,0
,DJ  Moore,CHI,WR,11,58,36,474,3,207,62.349,1.575,108,32.53,0.861,17,5.12,3.235,0,0,0,0,0,0
,Deebo  Samuel Sr.,WAS,WR,10,68,53,470,5,89,36.475,2.213,135,55.328,1.674,15,6.148,2.2,0,0,0,5,2.049,2.8
,Harold  Fannin Jr.,CLV,TE,11,69,48,462,2,44,14.966,1.795,128,43.537,1.359,8,2.721,2.25,36,12.245,2.111,78,26.531,1.474
,Jake  Ferguson,DAL,TE,11,77,65,460,7,24,7.018,1.833,168,49.123,1.036,7,2.047,3.143,72,21.053,2.111,71,20.76,0.958
,Kyle  Pitts,ATL,TE,11,67,49,459,1,74,21.143,1.176,112,32,0.759,1,0.286,0,30,8.571,1.967,133,38,1.714
,Dalton  Kincaid,BUF,TE,8,36,29,448,4,31,21.379,3.774,85,58.621,2.412,0,0,0,7,4.828,0,22,15.172,5.727
,Marquise  Brown,KC,WR,11,58,39,439,4,166,63.602,1.343,91,34.866,2.209,4,1.533,3.75,0,0,0,0,0,0
,Theo  Johnson,NYG,TE,12,60,39,427,5,50,13.55,1.16,173,46.883,1.549,21,5.691,0.048,62,16.802,1.129,63,17.073,0.476
,Parker  Washington,JAX,WR,11,60,35,421,3,144,56.471,1.424,105,41.176,2.057,6,2.353,0,0,0,0,0,0,0
,Brian  Thomas Jr.,JAX,WR,8,60,30,420,1,208,77.612,1.971,59,22.015,0.169,1,0.373,0,0,0,0,0,0,0
,Jauan  Jennings,SF,WR,10,63,37,419,4,200,69.204,1.505,89,30.796,1.326,0,0,0,0,0,0,0,0,0
,Mack  Hollins,NE,WR,12,44,32,417,2,171,73.077,2.14,53,22.65,0.755,1,0.427,0,0,0,0,9,3.846,1.222
,Cooper  Kupp,SEA,WR,10,46,31,414,1,120,48.98,1.792,122,49.796,1.492,3,1.224,5.667,0,0,0,0,0,0
,Jordan  Addison,MIN,WR,8,53,28,412,3,201,73.897,1.786,63,23.162,0.778,7,2.574,0.571,0,0,0,1,0.368,0
,Cade  Otton,TB,TE,11,60,41,402,0,55,14.474,0.545,182,47.895,1.324,9,2.368,0.111,35,9.211,0.914,99,26.053,0.99
,Jerry  Jeudy,CLV,WR,11,76,32,395,1,308,82.796,0.987,62,16.667,1.468,1,0.269,0,0,0,0,1,0.269,0
,Rashee  Rice,KC,WR,5,47,34,394,3,79,53.02,1.975,60,40.268,3.283,10,6.711,4.1,0,0,0,0,0,0
,Garrett  Wilson,NYJ,WR,7,59,36,389,4,122,61.929,1.91,72,36.548,2.139,0,0,0,0,0,0,3,1.523,0.667
,Zach  Ertz,WAS,TE,11,57,39,387,4,36,13.284,1.278,158,58.303,1.215,0,0,0,32,11.808,2.531,45,16.605,1.511
,Colston  Loveland,CHI,TE,10,38,28,378,3,46,21.905,0.891,68,32.381,2.676,5,2.381,2,28,13.333,1.679,63,30,1.556
,Chig  Okonkwo,TEN,TE,11,46,35,377,0,42,14.634,0.333,121,42.16,2.421,7,2.439,0.143,24,8.362,1.25,93,32.404,0.419
,Dallas  Goedert,PHI,TE,10,52,38,376,7,44,15.942,0.727,126,45.652,1.159,2,0.725,2.5,34,12.319,1.676,70,25.362,1.943
,Jahmyr  Gibbs,DET,RB,11,55,48,376,3,12,4.819,6.167,10,4.016,0.6,227,91.165,1.304,0,0,0,0,0,0
,DeMario  Douglas,NE,WR,12,36,24,369,3,24,14.724,4.167,126,77.301,2,13,7.975,1.308,0,0,0,0,0,0
,Darius  Slayton,NYG,WR,9,36,24,366,0,209,80.385,1.522,50,19.231,0.96,1,0.385,0,0,0,0,0,0,0
,De'Von  Achane,MIA,RB,11,71,54,363,4,29,10.069,0.379,57,19.792,1.175,199,69.097,1.332,0,0,0,3,1.042,6.667
,Sterling  Shepard,TB,WR,11,50,37,361,1,140,47.782,1.214,151,51.536,1.265,1,0.341,0,0,0,0,1,0.341,0
,Ricky  Pearsall,SF,WR,6,36,23,353,0,140,75.676,1.9,42,22.703,2.071,3,1.622,0,0,0,0,0,0,0
,Keon  Coleman,BUF,WR,9,49,32,341,3,185,82.222,1.681,40,17.778,0.75,0,0,0,0,0,0,0,0,0
,Xavier  Worthy,KC,WR,9,53,31,340,1,165,65.737,1.352,82,32.669,1.098,4,1.594,6.75,0,0,0,0,0,0
,Elic  Ayomanor,TEN,WR,10,59,28,334,2,262,83.439,0.878,52,16.561,2,0,0,0,0,0,0,0,0,0
,George  Kittle,SF,TE,7,40,33,329,5,17,9.29,0.588,57,31.148,1.649,3,1.639,0,44,24.044,2.295,62,33.88,2
,AJ  Barner,SEA,TE,11,41,33,324,4,7,2.811,0,22,8.835,0.318,4,1.606,0.75,74,29.719,0.811,142,57.028,1.789
,Josh  Downs,IND,WR,10,54,38,319,3,47,21.659,1.319,165,76.037,1.558,5,2.304,0,0,0,0,0,0,0
,Jalen  Nailor,MIN,WR,11,38,20,318,2,117,42.391,0.624,150,54.348,1.633,5,1.812,0,0,0,0,4,1.449,0
,Andrei  Iosivas,CIN,WR,11,42,23,317,1,128,35.754,1.523,228,63.687,0.535,1,0.279,0,0,0,0,1,0.279,0
,Calvin  Ridley,TEN,WR,7,36,17,303,0,115,75.163,2.104,38,24.837,1.605,0,0,0,0,0,0,0,0,0
,Breece  Hall,NYJ,RB,11,37,28,301,1,6,3.279,2.167,3,1.639,0.333,173,94.536,1.647,0,0,0,1,0.546,2
,T.J.  Hockenson,MIN,TE,11,51,38,299,2,47,14.417,0.532,128,39.264,0.969,3,0.92,0,34,10.429,1.235,114,34.969,0.947
,Travis  Hunter,JAX,WR,7,45,28,298,1,71,33.971,1.169,125,59.809,1.424,13,6.22,2.846,0,0,0,0,0,0
,Pat  Freiermuth,PIT,TE,11,32,26,298,4,41,21.579,0.415,110,57.895,2.291,0,0,0,6,3.158,0,33,17.368,0.879
,Darnell  Mooney,ATL,WR,9,45,19,298,1,148,57.588,1.514,108,42.023,0.685,1,0.389,0,0,0,0,0,0,0
,Brenton  Strange,JAX,TE,6,29,25,297,0,24,15.584,2.167,49,31.818,1.816,2,1.299,11.5,26,16.883,2.038,53,34.416,1.509
,Mason  Taylor,NYJ,TE,11,53,37,297,1,53,18.213,0.736,90,30.928,0.589,5,1.718,1.4,21,7.216,0.762,122,41.924,1.492
,Jayden  Higgins,HST,WR,11,45,27,294,4,177,79.018,1.362,46,20.536,1.152,0,0,0,0,0,0,1,0.446,0
,David  Njoku,CLV,TE,10,45,30,288,3,38,13.523,0.895,87,30.961,1.023,0,0,0,71,25.267,1.352,85,30.249,0.812
,Xavier  Legette,CAR,WR,10,51,27,286,3,169,61.011,1.095,108,38.989,0.935,0,0,0,0,0,0,0,0,0
,Mark  Andrews,BLT,TE,11,46,33,285,5,33,14.474,0,152,66.667,1.684,0,0,0,9,3.947,0.778,34,14.912,0.647
,Tez  Johnson,TB,WR,10,37,23,282,5,135,58.696,1.067,92,40,1.435,3,1.304,2,0,0,0,0,0,0
,Calvin  Austin III,PIT,WR,9,42,26,278,2,108,50.233,0.87,102,47.442,1.578,2,0.93,2.5,0,0,0,3,1.395,6
,Jonathan  Taylor,IND,RB,11,35,32,268,2,16,4.938,1,15,4.63,3,293,90.432,0.706,0,0,0,0,0,0
,Gunnar  Helm,TEN,TE,11,37,30,267,1,16,8.649,1,65,35.135,1.492,0,0,0,55,29.73,0.764,49,26.486,2.286
,Noah  Fant,CIN,TE,10,35,31,265,3,15,8.772,0,36,21.053,0.25,2,1.17,0,32,18.713,4.25,86,50.292,1.395
,Xavier  Hutchinson,HST,WR,11,34,24,264,3,213,79.478,0.653,53,19.776,2.358,1,0.373,0,0,0,0,1,0.373,0
,Evan  Engram,DEN,TE,10,50,32,260,1,22,9.735,0.864,105,46.46,0.905,4,1.77,3.5,24,10.619,1.292,71,31.416,1.423
,Saquon  Barkley,PHI,RB,11,41,35,259,2,17,6.415,0.765,15,5.66,0.133,231,87.17,1.026,0,0,0,2,0.755,3.5
,Olamide  Zaccheaus,CHI,WR,11,51,33,254,1,94,43.721,0.936,119,55.349,1.395,2,0.93,0,0,0,0,0,0,0
,Chimere  Dike,TEN,WR,11,43,28,252,2,68,30.222,1.191,152,67.556,1.092,5,2.222,1,0,0,0,0,0,0
,Malik  Washington,MIA,WR,11,47,33,241,2,101,43.723,0.95,115,49.784,1.061,15,6.494,1.533,0,0,0,0,0,0
,Josh  Jacobs,GB,RB,10,35,28,237,0,10,5.348,3.5,2,1.07,15.5,163,87.166,0.988,0,0,0,12,6.417,0.833
,Chase  Brown,CIN,RB,11,57,41,235,1,16,5.442,0,21,7.143,1.048,250,85.034,0.844,0,0,0,7,2.381,0.286
,Kenneth  Gainwell,PIT,RB,11,48,42,234,2,8,4.02,0,23,11.558,2.783,146,73.367,1.096,0,0,0,22,11.055,0.455
,Rico  Dowdle,CAR,RB,12,34,27,233,1,29,13.942,0.379,12,5.769,0.833,166,79.808,1.277,0,0,0,1,0.481,0
,Darnell  Washington,PIT,TE,11,28,20,231,1,23,12.849,1.913,16,8.939,0,11,6.145,0,67,37.43,0.955,62,34.637,1.984
,Jake  Tonges,SF,TE,10,35,26,226,4,14,6.931,0,56,27.723,0.732,6,2.97,4,40,19.802,1.4,86,42.574,1.221
,D'Andre  Swift,CHI,RB,10,34,24,224,1,9,4.569,0,8,4.061,0.625,178,90.355,1.23,0,0,0,2,1.015,0
,Ashton  Jeanty,LV,RB,11,46,37,221,4,6,2.151,3.167,5,1.792,0.8,265,94.982,0.747,0,0,0,3,1.075,0
,Dyami  Brown,JAX,WR,9,36,19,219,1,135,71.809,1.407,50,26.596,0.58,2,1.064,0,0,0,0,0,0,0
,Jaylen  Warren,PIT,RB,10,28,25,219,1,5,3.289,1.4,3,1.974,1.667,139,91.447,1.489,0,0,0,5,3.289,0
,Austin  Hooper,NE,TE,11,19,16,213,1,23,14.65,0.13,10,6.369,1.2,2,1.274,0,83,52.866,1.723,39,24.841,1.41
,Dontayvion  Wicks,GB,WR,9,34,20,213,0,80,47.337,1.438,83,49.112,1.181,0,0,0,0,0,0,6,3.55,0
,Tyler  Lockett,LV,WR,11,36,22,209,0,63,26.809,1.603,172,73.191,0.628,0,0,0,0,0,0,0,0,0
,Cam  Skattebo,NYG,RB,8,32,24,207,2,7,5.263,2.143,4,3.008,1,122,91.729,1.541,0,0,0,0,0,0
,Tyrone  Tracy Jr.,NYG,RB,10,30,21,206,0,9,4.663,0,11,5.699,0.545,173,89.637,1.156,0,0,0,0,0,0
,James  Cook,BUF,RB,11,26,24,203,1,1,0.581,0,4,2.326,0,167,97.093,1.216,0,0,0,0,0,0
,Van  Jefferson,TEN,WR,11,34,18,200,1,216,87.449,0.764,31,12.551,1.129,0,0,0,0,0,0,0,0,0
,Christian  Kirk,HST,WR,7,37,21,198,1,40,25.641,1.45,113,72.436,1.159,3,1.923,3,0,0,0,0,0,0
,Dylan  Sampson,CLV,RB,11,28,23,195,2,15,14.851,1.933,6,5.941,2.333,76,75.248,2,0,0,0,4,3.96,0
,RJ  Harvey,DEN,RB,11,32,28,195,4,19,13.971,0.474,19,13.971,1.211,98,72.059,1.663,0,0,0,0,0,0
,Dawson  Knox,BUF,TE,11,25,16,195,1,29,14.573,0.517,78,39.196,1.077,8,4.02,0,41,20.603,0.707,43,21.608,1.558
,Cole  Kmet,CHI,TE,10,29,17,195,1,50,22.124,1.18,46,20.354,1.457,10,4.425,0,49,21.681,0.531,71,31.416,0.606
,Bucky  Irving,TB,RB,4,19,19,193,2,11,10.891,0,5,4.95,0.2,85,84.158,2.259,0,0,0,0,0,0
,Tyler  Higbee,LA,TE,9,30,20,190,2,22,12.571,0,41,23.429,0.39,5,2.857,3,51,29.143,0.922,56,32,2
,Alvin  Kamara,NO,RB,11,39,33,186,0,16,5.993,1.75,9,3.371,0,237,88.764,0.637,0,0,0,5,1.873,1.4
,Woody  Marks,HST,RB,11,26,17,185,2,11,5.093,0,4,1.852,1.5,201,93.056,0.891,0,0,0,0,0,0
,Tommy  Tremble,CAR,TE,12,25,19,184,1,23,11.165,0.348,67,32.524,1.284,10,4.854,0,39,18.932,1.436,67,32.524,0.507
,Jonnu  Smith,PIT,TE,11,41,29,184,2,31,13.362,0.548,104,44.828,0.837,9,3.879,0,13,5.603,0,75,32.328,1.067
,Kyren  Williams,LA,RB,11,32,24,184,3,2,0.678,0,21,7.119,2.286,271,91.864,0.502,0,0,0,1,0.339,0
,Michael  Mayer,LV,TE,9,32,22,182,1,11,6.548,0,32,19.048,0.813,7,4.167,2,45,26.786,0.822,73,43.452,1.438
,Isaiah  Bond,CLV,WR,10,33,13,181,0,123,56.944,0.496,90,41.667,1.267,3,1.389,2,0,0,0,0,0,0
,TreVeyon  Henderson,NE,RB,12,34,29,180,1,10,5.051,0.6,3,1.515,-0.333,183,92.424,0.951,0,0,0,2,1.01,0.5
,Elijah  Arroyo,SEA,TE,11,23,15,179,1,26,18.056,0.846,32,22.222,0.156,3,2.083,5.667,23,15.972,0,60,41.667,2.25
,Ja'Tavion  Sanders,CAR,TE,9,30,25,176,0,29,16.571,0.241,98,56,1.388,4,2.286,1.75,16,9.143,0.313,28,16,0.75
,Rhamondre  Stevenson,NE,RB,9,21,17,174,0,8,4.348,1.875,1,0.543,0,173,94.022,0.919,0,0,0,2,1.087,0
,Justice  Hill,BLT,RB,10,27,21,169,1,7,4.698,0,8,5.369,1.25,133,89.262,1.195,0,0,0,1,0.671,0
,Tony  Pollard,TEN,RB,11,32,26,168,0,5,1.894,0,10,3.788,0,244,92.424,0.689,0,0,0,5,1.894,0
,Colby  Parkinson,LA,TE,9,21,19,164,3,15,10.949,0,14,10.219,0.357,0,0,0,69,50.365,1.391,39,28.467,1.615
,Elijah  Higgins,ARZ,TE,11,20,16,162,0,9,7.031,0.778,37,28.906,0.486,6,4.688,4.333,18,14.063,1.389,58,45.313,1.483
,Brashard  Smith,KC,RB,11,26,19,161,0,12,18.75,5.167,14,21.875,2,38,59.375,1.868,0,0,0,0,0,0
,Travis  Etienne,JAX,RB,11,37,24,160,2,6,2.857,0,12,5.714,0,191,90.952,0.78,0,0,0,1,0.476,11
,Kyle  Juszczyk,SF,FB,12,21,18,160,1,19,12.667,1.158,26,17.333,0.346,48,32,1.917,5,3.333,0,52,34.667,0.712
,Kenneth  Walker III,SEA,RB,11,19,17,157,0,7,5.263,4.143,13,9.774,1.385,112,84.211,0.982,0,0,0,1,0.752,0
,Chuba  Hubbard,CAR,RB,10,30,21,153,2,27,15.084,0.593,6,3.352,5.333,146,81.564,0.719,0,0,0,0,0,0
,Jeremy  McNichols,WAS,RB,11,20,15,149,0,3,2.479,0,28,23.14,1.429,89,73.554,1.124,0,0,0,1,0.826,9
,Rachaad  White,TB,RB,11,33,29,148,0,14,5.761,1.214,18,7.407,0,208,85.597,0.63,0,0,0,3,1.235,0
,Tyjae  Spears,TEN,RB,7,24,22,148,0,2,1.418,6,5,3.546,-0.6,114,80.851,1.088,0,0,0,20,14.184,0.75
,Omarion  Hampton,LAC,RB,5,22,20,136,0,4,2.703,4.75,8,5.405,2.25,132,89.189,0.712,0,0,0,4,2.703,1.25
,David  Montgomery,DET,RB,11,22,18,135,0,3,2.041,0,0,0,0,144,97.959,0.938,0,0,0,0,0,0
,Davis  Allen,LA,TE,11,20,16,133,3,19,16.102,0.211,11,9.322,0,10,8.475,0,38,32.203,0.868,40,33.898,2.4
,Noah  Gray,KC,TE,11,28,16,132,0,24,12.183,0.667,58,29.442,0.862,4,2.03,2,53,26.904,0,58,29.442,1
,Michael  Carter,ARZ,RB,7,22,17,129,0,3,2.381,0,2,1.587,0.5,118,93.651,1.085,0,0,0,3,2.381,0
,Aaron  Jones,MIN,RB,7,26,16,128,1,4,3.077,3.5,1,0.769,0,122,93.846,0.934,0,0,0,3,2.308,0
,Isaiah  Likely,BLT,TE,8,20,13,128,0,14,9.655,0.786,100,68.966,0.89,2,1.379,0,1,0.69,0,28,19.31,1
,Isaiah  Davis,NYJ,RB,11,21,15,118,0,6,4.255,4.333,8,5.674,1.5,126,89.362,0.635,0,0,0,1,0.709,0
,Luke  Musgrave,GB,TE,11,17,14,117,0,14,11.29,0,35,28.226,0.8,3,2.419,3,21,16.935,0.619,51,41.129,1.314
,Brock  Wright,DET,TE,11,22,14,108,2,15,8.772,0,29,16.959,0.138,13,7.602,3.615,45,26.316,0.356,69,40.351,0.594
,Javonte  Williams,DAL,RB,11,39,28,107,1,7,2.16,0,12,3.704,0.667,293,90.432,0.338,0,0,0,12,3.704,0
,Bam  Knight,ARZ,RB,7,22,16,106,0,6,4.762,0,5,3.968,0,115,91.27,0.922,0,0,0,0,0,0
,Derrick  Henry,BLT,RB,11,17,13,98,0,1,0.763,0,1,0.763,0,129,98.473,0.76,0,0,0,0,0,0
,Mike  Gesicki,CIN,TE,7,22,12,96,0,26,22.609,0.846,84,73.043,0.881,0,0,0,1,0.87,0,4,3.478,0
,Johnny  Mundt,JAX,TE,11,17,8,95,0,12,9.302,0.75,15,11.628,0,6,4.651,0,38,29.457,0.658,58,44.961,1.052
,Tyler  Badie,DEN,RB,10,19,11,87,0,1,1.02,0,6,6.122,0,91,92.857,0.956,0,0,0,0,0,0
,Hunter  Long,JAX,TE,8,17,12,85,2,25,18.939,0.44,32,24.242,0.5,2,1.515,4,12,9.091,1.417,61,46.212,0.541
,Jerome  Ford,CLV,RB,11,26,21,76,0,5,2.674,0,0,0,0,167,89.305,0.455,0,0,0,15,8.021,0
,Quinshon  Judkins,CLV,RB,10,20,14,70,0,4,3.361,0,1,0.84,0,110,92.437,0.636,0,0,0,4,3.361,0
,Nick  Chubb,HST,RB,11,19,12,58,0,4,3.125,1.75,0,0,0,124,96.875,0.411,0,0,0,0,0,0
,Isiah  Pacheco,KC,RB,8,17,11,43,1,10,5.65,0,5,2.825,0,161,90.96,0.267,0,0,0,1,0.565,0
