BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Wan'Dale  Robinson,NYG,WR,1,4,3,48,0,4,3,48,49,94.231,29,100,13.793,1,25,3.226,4,8
,Jalen  Tolbert,DAL,WR,1,2,2,47,1,2,2,47,14,19.178,7,18.919,5.405,1,50,2.381,2,2.941
,Jauan  Jennings,SF,WR,1,7,4,45,0,7,4,45,37,80.435,28,82.353,20.588,6,85.714,16.667,7,15.909
,Keenan  Allen,LAC,WR,1,5,4,44,0,5,4,44,18,23.377,14,51.852,18.519,5,100,14.706,5,7.143
,Tee  Higgins,CIN,WR,1,2,1,44,1,2,1,44,51,86.441,32,91.429,5.714,2,100,5.556,2,3.448
,Isaiah  Davis,NYJ,RB,1,5,5,44,0,5,5,44,29,38.667,16,48.485,15.152,1,20,2.632,12,17.143
,Kendrick  Bourne,SF,WR,1,4,3,44,0,4,3,44,35,76.087,28,82.353,11.765,3,75,8.333,4,9.091
,DeMario  Douglas,NE,WR,1,1,1,44,0,1,1,44,12,17.391,7,23.333,3.333,0,0,0,3,4.615
,Romeo  Doubs,GB,WR,1,6,3,44,0,6,3,44,50,79.365,32,86.486,16.216,6,100,16.216,6,9.524
,George  Kittle,SF,TE,1,5,4,43,1,5,4,43,40,86.957,31,91.176,14.706,3,60,8.333,5,11.364
,Christian  McCaffrey,SF,RB,1,6,3,43,0,6,3,43,42,91.304,32,94.118,17.647,2,33.333,5.556,14,31.818
,Tez  Johnson,TB,WR,1,6,5,43,0,6,5,43,40,71.429,26,96.296,22.222,2,33.333,7.407,6,10.714
,Noah  Fant,CIN,TE,1,3,3,41,0,3,3,41,26,44.068,15,42.857,8.571,1,33.333,2.778,3,5.172
,Jahan  Dotson,PHI,WR,1,2,1,40,1,2,1,40,41,68.333,23,95.833,8.333,1,50,3.704,2,3.509
,Cade  Otton,TB,TE,1,5,4,40,0,5,4,40,55,98.214,27,100,18.519,3,60,11.111,5,8.929
,Pat  Bryant,DEN,WR,1,4,2,40,1,4,2,40,32,56.14,16,55.172,13.793,2,50,6.897,4,7.018
,Josh  Downs,IND,WR,1,3,3,39,1,3,3,39,34,64.151,23,67.647,8.824,1,33.333,2.857,3,5.769
,Colston  Loveland,CHI,TE,1,5,3,38,0,5,3,38,50,78.125,34,87.179,12.821,3,60,7.317,5,8.065
,Braxton  Berrios,HST,WR,1,5,5,38,0,5,5,38,21,26.923,15,38.462,12.821,4,80,9.524,5,6.667
,Austin  Hooper,NE,TE,1,2,2,38,0,2,2,38,35,50.725,12,40,6.667,2,100,5.882,2,3.077
,David  Njoku,CLV,TE,1,5,4,37,1,5,4,37,30,55.556,22,61.111,13.889,3,60,7.895,5,9.615
,Malik  Washington,MIA,WR,1,5,4,36,1,5,4,36,41,63.077,18,64.286,17.857,2,40,7.143,5,7.692
,Jalen  Coker,CAR,WR,1,4,3,36,0,4,3,36,39,65,24,77.419,12.903,3,75,9.375,4,6.78
,Evan  Engram,DEN,TE,1,4,4,36,0,4,4,36,23,40.351,18,62.069,13.793,2,50,6.897,4,7.018
,Emeka  Egbuka,TB,WR,1,9,3,35,0,9,3,35,50,89.286,26,96.296,33.333,8,88.889,29.63,9,16.071
,Mark  Andrews,BLT,TE,1,3,3,34,0,3,3,34,34,56.667,16,66.667,12.5,2,66.667,8,3,5.085
,Mason  Taylor,NYJ,TE,1,8,5,34,1,8,5,34,52,69.333,29,87.879,24.242,5,62.5,13.158,8,11.429
,Jayden  Higgins,HST,WR,1,8,4,34,1,8,4,34,61,78.205,32,82.051,20.513,8,100,19.048,8,10.667
,Olamide  Zaccheaus,CHI,WR,1,7,7,33,0,7,7,33,36,56.25,24,61.538,17.949,4,57.143,9.756,7,11.29
,Chase  Brown,CIN,RB,1,3,3,32,1,3,3,32,32,54.237,19,54.286,8.571,1,33.333,2.778,15,25.862
,KhaDarel  Hodge,ATL,WR,1,8,3,31,0,8,3,31,32,65.306,23,71.875,25,7,87.5,21.875,8,16.327
,Isaiah  Williams,NYJ,WR,1,4,3,31,0,4,3,31,29,38.667,13,39.394,12.121,2,50,5.263,5,7.143
,Jamari  Thrash,CLV,WR,1,3,2,31,0,3,2,31,24,44.444,19,52.778,8.333,2,66.667,5.263,3,5.769
,Keon  Coleman,BUF,WR,1,4,3,30,0,4,3,30,44,73.333,19,76,16,3,75,12,4,6.667
,Dylan  Sampson,CLV,RB,1,6,5,29,0,6,5,29,24,44.444,19,52.778,16.667,1,16.667,2.632,9,17.308
,Malik  Heath,GB,WR,1,3,3,29,0,3,3,29,21,33.333,10,27.027,8.108,2,66.667,5.405,3,4.762
,JuJu  Smith-Schuster,KC,WR,1,2,2,29,0,2,2,29,20,28.571,11,29.73,5.405,1,50,2.5,2,2.985
,Dallas  Goedert,PHI,TE,1,3,3,28,2,3,3,28,36,60,17,70.833,12.5,3,100,11.111,3,5.263
,Devin  Singletary,NYG,RB,1,1,1,28,0,1,1,28,8,15.385,5,17.241,3.448,1,100,3.226,3,6
,Calvin  Austin III,PIT,WR,1,6,4,28,0,6,4,28,45,78.947,32,82.051,15.385,2,33.333,5.128,6,10.526
,T.J.  Hockenson,MIN,TE,1,3,2,26,0,3,2,26,38,80.851,31,86.111,8.333,1,33.333,2.778,3,6.383
,Jordan  Addison,MIN,WR,1,4,3,26,1,4,3,26,40,85.106,31,86.111,11.111,3,75,8.333,4,8.511
,D'Andre  Swift,CHI,RB,1,2,2,26,0,2,2,26,31,48.438,18,46.154,5.128,0,0,0,13,20.968
,Darius  Slayton,NYG,WR,1,5,2,26,0,5,2,26,36,69.231,20,68.966,17.241,3,60,9.677,5,10
,Rachaad  White,TB,RB,1,2,2,26,0,2,2,26,32,57.143,19,70.37,7.407,0,0,0,15,26.786
,Emanuel  Wilson,GB,RB,1,4,3,26,0,4,3,26,26,41.27,15,40.541,10.811,0,0,0,15,23.81
,Casey  Washington,ATL,WR,1,1,1,25,0,1,1,25,4,8.163,2,6.25,3.125,1,100,3.125,1,2.041
,Luke  Schoonmaker,DAL,TE,1,3,2,25,0,3,2,25,30,41.096,14,37.838,8.108,0,0,0,3,4.412
,De'Von  Achane,MIA,RB,1,7,5,24,1,7,5,24,43,66.154,20,71.429,25,3,42.857,10.714,25,38.462
,Jeremy  Ruckert,NYJ,TE,1,1,1,24,0,1,1,24,35,46.667,12,36.364,3.03,0,0,0,1,1.429
,Dalton  Schultz,HST,TE,1,3,2,24,0,3,2,24,46,58.974,33,84.615,7.692,2,66.667,4.762,3,4
,Saquon  Barkley,PHI,RB,1,5,4,24,1,5,4,24,37,61.667,20,83.333,20.833,1,20,3.704,19,33.333
,Alvin  Kamara,NO,RB,1,2,2,24,0,2,2,24,36,47.368,26,46.429,3.571,0,0,0,8,11.268
,Luke  McCaffrey,WAS,WR,1,3,3,24,0,3,3,24,26,47.273,20,62.5,9.375,0,0,0,3,5.769
,Bijan  Robinson,ATL,RB,1,3,3,23,0,3,3,23,29,59.184,20,62.5,9.375,0,0,0,12,24.49
,Dalton  Kincaid,BUF,TE,1,3,1,23,0,3,1,23,13,21.667,12,48,12,3,100,12,3,5
,Arian  Smith,NYJ,WR,1,1,1,23,0,1,1,23,29,38.667,12,36.364,3.03,1,100,2.632,1,1.429
,Tyjae  Spears,TEN,RB,1,3,3,23,0,3,3,23,33,48.529,22,52.381,7.143,1,33.333,2.326,12,17.91
,Gunnar  Helm,TEN,TE,1,3,2,23,1,3,2,23,37,54.412,21,50,7.143,3,100,6.977,3,4.478
,Noah  Gray,KC,TE,1,4,2,23,0,4,2,23,35,50,17,45.946,10.811,3,75,7.5,4,5.97
,Brandin  Cooks,NO,WR,1,4,3,22,0,4,3,22,44,57.895,35,62.5,7.143,4,100,6.557,4,5.634
,John  Bates,WAS,TE,1,1,1,22,0,1,1,22,29,52.727,14,43.75,3.125,1,100,2.857,1,1.923
,Ben  Sinnott,WAS,TE,1,1,1,22,0,1,1,22,11,20,2,6.25,3.125,0,0,0,1,1.923
,Daniel  Bellinger,NYG,TE,1,1,1,21,0,1,1,21,19,36.538,7,24.138,3.448,1,100,3.226,1,2
,Jonathan  Taylor,IND,RB,1,2,2,21,1,2,2,21,42,79.245,28,82.353,5.882,0,0,0,14,26.923
,Ollie  Gordon II,MIA,RB,1,1,1,20,1,1,1,20,20,30.769,10,35.714,3.571,0,0,0,11,16.923
,Theo  Johnson,NYG,TE,1,4,3,20,0,4,3,20,48,92.308,29,100,13.793,2,50,6.452,4,8
,Ja'Tavion  Sanders,CAR,TE,1,3,3,19,0,3,3,19,31,51.667,17,54.839,9.677,2,66.667,6.25,3,5.085
,Nick  Westbrook-Ikhine,MIA,WR,1,3,1,18,0,3,1,18,42,64.615,18,64.286,10.714,3,100,10.714,3,4.615
,Cam  Skattebo,NYG,RB,1,2,1,18,1,2,1,18,10,19.231,5,17.241,6.897,2,100,6.452,5,10
,Beaux  Collins,NYG,WR,1,2,1,18,0,2,1,18,12,23.077,9,31.034,6.897,1,50,3.226,2,4
,Xavier  Legette,CAR,WR,1,3,2,17,0,3,2,17,53,88.333,29,93.548,9.677,2,66.667,6.25,3,5.085
,Jonnu  Smith,PIT,TE,1,3,2,17,0,3,2,17,35,61.404,25,64.103,7.692,2,66.667,5.128,3,5.263
,Zach  Ertz,WAS,TE,1,6,4,16,0,6,4,16,32,58.182,24,75,18.75,4,66.667,11.429,6,11.538
,Aaron  Jones,MIN,RB,1,4,2,15,0,4,2,15,26,55.319,21,58.333,11.111,2,50,5.556,9,19.149
,Jackson  Hawes,BUF,TE,1,3,2,15,0,3,2,15,34,56.667,9,36,12,1,33.333,4,3,5
,Dawson  Knox,BUF,TE,1,1,1,15,0,1,1,15,25,41.667,8,32,4,0,0,0,1,1.667
,Rhamondre  Stevenson,NE,RB,1,2,1,15,0,2,1,15,47,68.116,26,86.667,6.667,0,0,0,16,24.615
,David  Sills,ATL,WR,1,3,2,14,0,3,2,14,44,89.796,32,100,9.375,1,33.333,3.125,3,6.122
,DeAndre  Hopkins,BLT,WR,1,1,1,14,0,1,1,14,22,36.667,11,45.833,4.167,1,100,4,1,1.695
,Elijah  Moore,BUF,WR,1,4,1,14,0,4,1,14,29,48.333,13,52,16,2,50,8,4,6.667
,Breece  Hall,NYJ,RB,1,3,2,14,0,3,2,14,41,54.667,17,51.515,9.091,1,33.333,2.632,21,30
,Stefon  Diggs,NE,WR,1,5,3,14,1,5,3,14,32,46.377,19,63.333,16.667,4,80,11.765,5,7.692
,Tyrone  Tracy Jr.,NYG,RB,1,3,2,14,0,3,2,14,31,59.615,19,65.517,10.345,0,0,0,13,26
,Nick  Chubb,HST,RB,1,2,2,13,0,2,2,13,33,42.308,15,38.462,5.128,0,0,0,19,25.333
,Ben  Skowronek,PIT,WR,1,1,1,13,0,1,1,13,11,19.298,6,15.385,2.564,1,100,2.564,1,1.754
,Pat  Freiermuth,PIT,TE,1,4,3,13,0,4,3,13,23,40.351,17,43.59,10.256,3,75,7.692,4,7.018
,Josh  Jacobs,GB,RB,1,3,3,12,0,3,3,12,34,53.968,21,56.757,8.108,0,0,0,16,25.397
,Darnell  Mooney,ATL,WR,1,4,1,11,0,4,1,11,43,87.755,30,93.75,12.5,4,100,12.5,4,8.163
,Devin  Neal,NO,RB,1,3,3,11,0,3,3,11,31,40.789,29,51.786,5.357,0,0,0,3,4.225
,Jaylen  Warren,PIT,RB,1,3,2,11,0,3,2,11,37,64.912,24,61.538,7.692,1,33.333,2.564,16,28.07
,Deebo  Samuel Sr.,WAS,WR,1,6,3,11,0,6,3,11,39,70.909,24,75,18.75,1,16.667,2.857,7,13.462
,Kimani  Vidal,LAC,RB,1,2,1,10,0,2,1,10,52,67.532,24,88.889,7.407,0,0,0,25,35.714
,Tyler  Allgeier,ATL,RB,1,2,2,10,0,2,2,10,19,38.776,14,43.75,6.25,1,50,3.125,6,12.245
,Charlie  Kolar,BLT,TE,1,1,1,10,1,1,1,10,25,41.667,8,33.333,4.167,1,100,4,1,1.695
,Devaughn  Vele,NO,WR,1,5,1,10,0,5,1,10,36,47.368,28,50,8.929,4,80,6.557,5,7.042
,J.K.  Dobbins,DEN,RB,1,2,2,10,0,2,2,10,31,54.386,16,55.172,6.897,0,0,0,17,29.825
,Tanner  Hudson,CIN,TE,1,2,1,9,0,2,1,9,12,20.339,9,25.714,5.714,2,100,5.556,2,3.448
,Andrew  Beck,NYJ,FB,1,1,1,9,0,1,1,9,7,9.333,2,6.061,3.03,1,100,2.632,1,1.429
,Brevyn  Spann-Ford,DAL,TE,1,1,1,9,0,1,1,9,22,30.137,6,16.216,2.703,1,100,2.381,1,1.471
,Tony  Pollard,TEN,RB,1,2,1,9,0,2,1,9,32,47.059,19,45.238,4.762,1,50,2.326,13,19.403
,Tre  Harris,LAC,WR,1,2,2,8,1,2,2,8,41,53.247,8,29.63,7.407,1,50,2.941,2,2.857
,Zavier  Scott,MIN,RB,1,2,2,8,0,2,2,8,6,12.766,4,11.111,5.556,1,50,2.778,4,8.511
,Isaiah  Likely,BLT,TE,1,2,2,8,0,2,2,8,34,56.667,16,66.667,8.333,2,100,8,2,3.39
,Dare  Ogunbowale,HST,RB,1,1,1,8,0,1,1,8,11,14.103,9,23.077,2.564,0,0,0,2,2.667
,Sterling  Shepard,TB,WR,1,2,1,8,0,2,1,8,24,42.857,18,66.667,7.407,1,50,3.704,2,3.571
,Javonte  Williams,DAL,RB,1,2,1,8,0,2,1,8,51,69.863,31,83.784,5.405,0,0,0,15,22.059
,Savion  Williams,GB,WR,1,1,1,8,1,1,1,8,11,17.46,2,5.405,2.703,0,0,0,2,3.175
,Hunter  Henry,NE,TE,1,1,1,7,1,1,1,7,47,68.116,28,93.333,3.333,1,100,2.941,1,1.538
,Ryan  Flournoy,DAL,WR,1,2,1,7,0,2,1,7,30,41.096,12,32.432,5.405,1,50,2.381,2,2.941
,Tanner  Conner,MIA,TE,1,2,2,6,0,2,2,6,32,49.231,12,42.857,7.143,1,50,3.571,2,3.077
,Tylan  Wallace,BLT,WR,1,1,1,6,0,1,1,6,5,8.333,2,8.333,4.167,0,0,0,1,1.695
,Samaje  Perine,CIN,RB,1,1,1,6,0,1,1,6,25,42.373,14,40,2.857,0,0,0,10,17.241
,Taysom  Hill,NO,QB,1,1,1,6,0,1,1,6,5,6.579,1,1.786,1.786,1,100,1.639,3,4.225
,Van  Jefferson,TEN,WR,1,8,1,6,0,8,1,6,51,75,36,85.714,19.048,6,75,13.953,8,11.94
,Ben  Yurosek,MIN,TE,1,2,1,5,0,2,1,5,14,29.787,10,27.778,5.556,2,100,5.556,2,4.255
,Allen  Lazard,NYJ,WR,1,2,1,5,0,2,1,5,53,70.667,27,81.818,6.061,1,50,2.632,2,2.857
,Demarcus  Robinson,SF,WR,1,3,2,5,0,3,2,5,25,54.348,22,64.706,8.824,2,66.667,5.556,3,6.818
,RJ  Harvey,DEN,RB,1,1,1,5,1,1,1,5,15,26.316,7,24.138,3.448,0,0,0,8,14.035
,Luke  Musgrave,GB,TE,1,1,1,5,0,1,1,5,12,19.048,6,16.216,2.703,0,0,0,1,1.587
,Tommy  Tremble,CAR,TE,1,1,1,4,0,1,1,4,27,45,13,41.935,3.226,1,100,3.125,1,1.695
,Kyle  Juszczyk,SF,FB,1,2,1,4,0,2,1,4,17,36.957,10,29.412,5.882,1,50,2.778,2,4.545
,Matthew  Golden,GB,WR,1,3,3,4,0,3,3,4,41,65.079,28,75.676,8.108,2,66.667,5.405,3,4.762
,Kenneth  Gainwell,PIT,RB,1,2,2,4,0,2,2,4,20,35.088,15,38.462,5.128,1,50,2.564,7,12.281
,John  FitzPatrick,GB,TE,1,1,1,4,0,1,1,4,21,33.333,12,32.432,2.703,0,0,0,1,1.587
,Jordan  Mason,MIN,RB,1,1,1,3,0,1,1,3,15,31.915,11,30.556,2.778,0,0,0,5,10.638
,Ameer  Abdullah,IND,RB,1,1,1,3,0,1,1,3,8,15.094,6,17.647,2.941,0,0,0,3,5.769
,Devin  Duvernay,CHI,WR,1,3,1,2,0,3,1,2,9,14.063,8,20.513,7.692,3,100,7.317,3,4.839
,Jake  Tonges,SF,TE,1,1,1,2,1,1,1,2,4,8.696,4,11.765,2.941,1,100,2.778,,
,Kareem  Hunt,KC,RB,1,1,1,2,1,1,1,2,20,28.571,9,24.324,2.703,0,0,0,10,14.925
,Adam  Thielen,MIN,WR,1,2,0,0,0,2,0,0,12,25.532,8,22.222,5.556,2,100,5.556,2,4.255
,Jalen  Nailor,MIN,WR,1,1,0,0,0,1,0,0,33,70.213,27,75,2.778,1,100,2.778,1,2.128
,Josh  Oliver,MIN,TE,1,0,0,0,0,0,0,0,4,8.511,1,2.778,0,,0,,0,0
,Quentin  Johnston,LAC,WR,1,0,0,0,0,0,0,0,37,48.052,22,81.481,0,,0,,0,0
,Tucker  Fisk,LAC,TE,1,0,0,0,0,0,0,0,40,51.948,4,14.815,0,,0,,0,0
,Alec  Ingold,MIA,FB,1,1,1,0,0,1,1,0,25,38.462,12,42.857,3.571,0,0,0,1,1.538
,Charlie  Woerner,ATL,TE,1,0,0,0,0,0,0,0,13,26.531,4,12.5,0,,0,,0,0
,Kyle  Monangai,CHI,RB,1,0,0,0,0,0,0,0,28,43.75,20,51.282,0,,0,,7,11.29
,Derrick  Henry,BLT,RB,1,1,0,0,0,1,0,0,36,60,12,50,4.167,1,100,4,22,37.288
,Justice  Hill,BLT,RB,1,0,0,0,0,0,0,0,17,28.333,10,41.667,0,,0,,1,1.695
,Chuba  Hubbard,CAR,RB,1,1,0,0,0,1,0,0,35,58.333,19,61.29,3.226,1,100,3.125,13,22.034
,Ty  Johnson,BUF,RB,1,0,0,0,0,0,0,0,18,30,13,52,0,,0,,4,6.667
,Curtis  Samuel,BUF,WR,1,0,0,0,0,0,0,0,17,28.333,9,36,0,,0,,0,0
,James  Cook,BUF,RB,1,0,0,0,0,0,0,0,27,45,8,32,0,,0,,19,31.667
,Ray  Davis,BUF,RB,1,1,0,0,0,1,0,0,15,25,4,16,4,0,0,0,10,16.667
,Tyrell  Shavers,BUF,WR,1,0,0,0,0,0,0,0,24,40,8,32,0,,0,,0,0
,Rico  Dowdle,CAR,RB,1,0,0,0,0,0,0,0,20,33.333,12,38.71,0,,0,,8,13.559
,Mitchell  Evans,CAR,TE,1,0,0,0,0,0,0,0,15,25,4,12.903,0,,0,,0,0
,Jimmy  Horn Jr.,CAR,WR,1,1,0,0,0,1,0,0,8,13.333,4,12.903,3.226,1,100,3.125,3,5.085
,Brycen  Tremayne,CAR,WR,1,0,0,0,0,0,0,0,7,11.667,2,6.452,0,,0,,0,0
,Mitchell  Tinsley,CIN,WR,1,0,0,0,0,0,0,0,10,16.949,6,17.143,0,,0,,0,0
,Andrei  Iosivas,CIN,WR,1,3,0,0,0,3,0,0,47,79.661,32,91.429,8.571,2,66.667,5.556,3,5.172
,Drew  Sample,CIN,TE,1,0,0,0,0,0,0,0,31,52.542,14,40,0,,0,,0,0
,Harrison  Bryant,HST,TE,1,1,0,0,0,1,0,0,18,23.077,5,12.821,2.564,1,100,2.381,1,1.333
,Skyy  Moore,SF,WR,1,1,0,0,0,1,0,0,9,19.565,6,17.647,2.941,1,100,2.778,1,2.273
,Luke  Farrell,SF,TE,1,0,0,0,0,0,0,0,3,6.522,2,5.882,0,,0,,0,0
,Brian  Robinson,SF,RB,1,0,0,0,0,0,0,0,2,4.348,2,5.882,0,,0,,,
,Isaiah  Bond,CLV,WR,1,4,0,0,0,4,0,0,28,51.852,18,50,11.111,2,50,5.263,4,7.692
,Jerry  Jeudy,CLV,WR,1,2,0,0,0,2,0,0,43,79.63,30,83.333,5.556,1,50,2.632,2,3.846
,Gage  Larvadain,CLV,WR,1,0,0,0,0,0,0,0,27,50,19,52.778,0,,0,,1,1.923
,Blake  Whiteheart,CLV,TE,1,0,0,0,0,0,0,0,8,14.815,4,11.111,0,,0,,0,0
,Kyle  Williams,NE,WR,1,0,0,0,0,0,0,0,11,15.942,2,6.667,0,,0,,0,0
,TreVeyon  Henderson,NE,RB,1,0,0,0,0,0,0,0,14,20.29,4,13.333,0,,0,,10,15.385
,Grant  Calcaterra,PHI,TE,1,0,0,0,0,0,0,0,32,53.333,12,50,0,,0,,0,0
,Lil'Jordan  Humphrey,NYG,WR,1,0,0,0,0,0,0,0,31,59.615,22,75.862,0,,0,,0,0
,John  Metchie III,PHI,WR,1,0,0,0,0,0,0,0,9,15,5,20.833,0,,0,,0,0
,Kylen  Granson,PHI,TE,1,0,0,0,0,0,0,0,5,8.333,1,4.167,0,,0,,0,0
,Will  Shipley,PHI,RB,1,0,0,0,0,0,0,0,5,8.333,1,4.167,0,,0,,3,5.263
,Foster  Moreau,NO,TE,1,1,0,0,0,1,0,0,14,18.421,8,14.286,1.786,1,100,1.639,1,1.408
,Sean  Tucker,TB,RB,1,0,0,0,0,0,0,0,19,33.929,7,25.926,0,,0,,12,21.429
,Jack  Stoll,NO,TE,1,1,0,0,0,1,0,0,8,10.526,5,8.929,1.786,1,100,1.639,1,1.408
,Ryan  Miller,TB,WR,1,0,0,0,0,0,0,0,19,33.929,3,11.111,0,,0,,0,0
,Kameron  Johnson,TB,WR,1,0,0,0,0,0,0,0,5,8.929,1,3.704,0,,0,,0,0
,Jake  Ferguson,DAL,TE,1,1,0,0,0,1,0,0,39,53.425,27,72.973,2.703,0,0,0,1,1.471
,Marvin  Mims Jr.,DEN,WR,1,1,0,0,0,1,0,0,17,29.825,11,37.931,3.448,1,100,3.448,4,7.018
,Nate  Adkins,DEN,TE,1,1,0,0,0,1,0,0,16,28.07,7,24.138,3.448,1,100,3.448,1,1.754
,Adam  Trautman,DEN,TE,1,0,0,0,0,0,0,0,34,59.649,11,37.931,0,,0,,0,0
,Hunter  Luepke,DAL,FB,1,0,0,0,0,0,0,0,11,15.068,5,13.514,0,,0,,1,1.471
,Tyler  Badie,DEN,RB,1,0,0,0,0,0,0,0,6,10.526,5,17.241,0,,0,,1,1.754
