BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Dak Prescott,DAL,QB,1,54,91.525,2,14,7,0,0,0,1,0,0,0,-0.188,-0.094,0,0,19.16,19.16
,Hassan Haskins,LAC,RB,1,5,7.576,4,14,3.5,0,0,0,1,1,0,0,-0.026,-0.006,-3.769,-34.63,1.4,1.4
,David Montgomery,DET,RB,1,13,18.841,4,14,3.5,0,0,0,1,1,0,0,-0.826,-0.207,-1.055,-16.51,1.4,1.4
,Keaton Mitchell,BLT,RB,1,19,34.545,9,13,1.444,0,0,0,1,1,0,0,-2.478,-0.275,-19.724,-61.96,1.3,1.3
,KaVontae Turpin,DAL,WR,1,17,28.814,2,13,6.5,0,0,0,0,0,0,0,0.691,0.346,7.318,44,4.7,4.7
,DJ Moore,CHI,WR,1,57,90.476,1,12,12,0,0,0,1,0,0,0,0.665,0.665,10.299,193.87,21.9,21.9
,Mason Tipton,NO,WR,1,39,48.75,1,12,12,0,0,0,1,0,0,0,0.664,0.664,9.884,169.66,8.1,8.1
,Kimani Vidal,LAC,RB,1,21,31.818,5,11,2.2,0,0,0,1,0,0,0,-1.078,-0.216,-8.205,-51.11,1.1,1.1
,Bo Nix,DEN,QB,1,67,101.515,4,11,2.75,0,1,1,1,0,0,0,-6.415,-1.604,-16.976,-106.11,17.18,17.18
,Tre Tucker,LV,WR,1,53,100,2,11,5.5,0,0,0,0,0,0,0,0.409,0.205,5.99,11.48,9.4,9.4
,Brock Purdy,SF,QB,1,64,95.522,2,11,5.5,0,0,0,1,0,0,0,2.17,1.085,0.02,-11.82,30.9,30.9
,LeQuint Allen Jr.,JAX,RB,1,21,30,4,10,2.5,0,0,0,0,1,1,0,-1.349,-0.337,-5.593,-40.39,1,1
,Savion Williams,GB,WR,1,3,4,2,9,4.5,0,0,0,0,0,0,0,0.142,0.071,5.272,29.24,0.9,0.9
,Cam Ward,TEN,QB,1,71,100,4,9,2.25,0,0,0,1,0,0,0,-4.205,-1.051,-7.013,-106.65,18.02,18.02
,Aaron Rodgers,PIT,QB,1,72,100,2,9,4.5,0,0,0,0,1,0,0,-1.12,-0.56,0,0,15.54,15.54
,Malik Washington,MIA,WR,1,30,50.847,1,9,9,1,0,0,1,1,0,0,2.462,2.462,18.646,301.52,10.2,10.2
,Tyler Goodson,IND,RB,1,5,8.621,3,9,3,0,0,0,0,0,0,0,-1.193,-0.398,-2.185,-22.09,0.9,0.9
,Tyler Shough,NO,QB,1,77,96.25,2,8,4,0,0,0,0,0,0,0,-0.275,-0.138,0,0,17.12,17.12
,Isaiah Davis,NYJ,RB,1,24,37.5,3,8,2.667,0,0,0,0,1,0,0,0.192,0.064,-1.651,-24.12,10,10
,Gardner Minshew,KC,QB,1,14,30.435,1,8,8,0,0,0,0,0,0,0,-0.5,-0.5,0,0,1.4,1.4
,Sam Darnold,SEA,QB,1,65,100,3,7,2.333,0,0,0,1,0,0,0,0.37,0.123,2.127,13.2,15.5,15.5
,Jordan Love,GB,QB,1,25,33.333,2,7,3.5,0,1,0,1,1,1,0,0.283,0.141,0,0,3.78,3.78
,Lamar Jackson,BLT,QB,1,26,47.273,2,7,3.5,0,0,0,0,0,0,0,-0.465,-0.232,-2.928,-43.93,4.74,4.74
,Jaxson Dart,NYG,QB,1,49,100,2,7,3.5,0,0,0,1,0,0,0,0.507,0.254,3.197,26.86,0.02,0.02
,Chris Oladokun,KC,QB,1,32,69.565,2,7,3.5,0,0,0,0,0,0,0,-1.02,-0.51,0,0,5.14,5.14
,Tahj Brooks,CIN,RB,1,5,8.065,4,7,1.75,0,0,0,0,0,0,0,-1.733,-0.433,-9.405,-77.45,0.7,0.7
,Matthew Stafford,LA,QB,1,90,100,2,6,3,0,0,0,0,1,0,0,-0.566,-0.283,0,0,30.88,30.88
,Jayden Reed,GB,WR,1,45,60,1,6,6,0,0,0,0,0,0,0,0.246,0.246,2.964,23.8,7.1,7.1
,Raheem Mostert,LV,RB,1,4,7.547,1,6,6,0,0,0,0,0,0,0,0.182,0.182,2.021,55.79,1.9,1.9
,Joe Burrow,CIN,QB,1,56,90.323,2,6,3,0,0,0,1,0,0,0,1.989,0.995,1.962,16.75,28.96,28.96
,Jordan Mason,MIN,RB,1,4,6.667,2,5,2.5,0,0,0,0,0,0,0,-0.441,-0.221,-4.657,-76.86,2.1,2.1
,Jacoby Brissett,ARZ,QB,1,56,100,1,5,5,0,0,0,1,0,0,0,0.637,0.637,2.525,17.93,10.62,10.62
,Quinn Ewers,MIA,QB,1,59,100,2,5,2.5,0,0,0,0,0,0,0,-3.554,-1.777,-8.237,-123.18,6.9,6.9
,Matthew Golden,GB,WR,1,22,29.333,2,4,2,0,0,0,0,1,0,0,-0.605,-0.303,-4.413,-81.61,0.4,0.4
,Chris Brooks,GB,RB,1,15,20,1,4,4,0,0,0,0,0,0,0,-0.148,-0.148,-0.579,-25.8,0.4,0.4
,Zavier Scott,MIN,RB,1,7,11.667,2,4,2,0,0,0,1,0,0,0,-0.197,-0.099,-4.034,-45.72,2.2,2.2
,Jeremy McNichols,WAS,RB,1,11,21.569,1,3,3,0,0,0,0,0,0,0,-0.207,-0.207,-0.702,-28.63,3.2,3.2
,Mark Andrews,BLT,TE,1,23,41.818,1,3,3,0,0,0,1,0,0,0,0.649,0.649,2.955,-9.95,4.4,4.4
,TreVeyon Henderson,NE,RB,1,13,17.568,5,3,0.6,0,0,0,0,2,0,0,-3.076,-0.615,-9.754,-56.82,2.2,2.2
,Sean Tucker,TB,RB,1,5,7.937,4,3,0.75,1,0,0,1,4,3,1,-2.01,-0.503,-3.773,-23.96,6.3,6.3
,Evan Hull,NO,RB,1,16,20,5,3,0.6,0,0,0,0,0,0,0,-3.844,-0.769,-17.279,-94.9,0.3,0.3
,C.J. Ham,MIN,FB,1,16,26.667,1,3,3,0,0,0,0,0,0,0,-0.179,-0.179,-2.071,-68.53,0.3,0.3
,Wan'Dale Robinson,NYG,WR,1,47,95.918,1,3,3,0,0,0,0,0,0,0,-0.24,-0.24,0.99,-16.25,5.2,5.2
,Marvin Mims Jr.,DEN,WR,1,21,31.818,1,3,3,0,0,0,0,0,0,0,-0.101,-0.101,0.335,-31,5.9,5.9
,Tyler Huntley,BLT,QB,1,29,52.727,2,2,1,0,0,0,0,0,0,0,-0.589,-0.295,0,0,2.8,2.8
,Brady Cook,NYJ,QB,1,64,100,1,2,2,0,0,0,0,0,0,0,-1.164,-1.164,0,0,5.72,5.72
,Kareem Hunt,KC,RB,1,11,23.913,3,2,0.667,0,0,0,1,0,0,0,-1.203,-0.401,-4.868,-41.86,0.2,0.2
,Jahmyr Gibbs,DET,RB,1,58,84.058,7,2,0.286,0,1,0,1,2,2,0,-3.137,-0.448,-37.289,-112.29,22.8,22.8
,AJ Barner,SEA,TE,1,59,90.769,1,1,1,0,0,0,1,0,0,0,0.438,0.438,6.971,58.23,15,15
,Harold Fannin Jr.,CLV,TE,1,54,79.412,1,1,1,1,0,0,1,1,1,1,0.704,0.704,7.493,2.39,19.5,19.5
,Julius Chestnut,TEN,RB,1,2,2.817,1,1,1,0,0,0,1,0,0,0,0.471,0.471,3.47,38.7,0.1,0.1
,Jakobi Meyers,JAX,WR,1,57,81.429,1,1,1,0,0,0,0,0,0,0,-0.618,-0.618,-2.468,-86.23,8.6,8.6
,Hunter Luepke,DAL,FB,1,8,13.559,1,0,0,0,0,0,0,1,0,0,-4.325,-4.325,-7.698,-96.07,2.4,2.4
,Xavier Worthy,KC,WR,1,36,78.261,1,0,0,0,0,0,0,0,0,0,-0.565,-0.565,-4.607,-115.65,6.1,6.1
,C.J. Stroud,HST,QB,1,62,100,4,0,0,0,1,0,0,2,0,0,-5.824,-1.456,0,0,11.48,11.48
,Marcus Mariota,WAS,QB,1,31,60.784,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,3.7,3.7
,Isaiah Bond,CLV,WR,1,30,44.118,1,-1,-1,0,0,0,0,0,0,0,-0.948,-0.948,-5.596,-132.22,-0.1,-0.1
,Jared Goff,DET,QB,1,69,100,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,26.46,26.46
,Ollie Gordon II,MIA,RB,1,3,5.085,1,-1,-1,0,0,0,0,0,0,0,-2.016,-2.016,-5.247,-102.74,-0.1,-0.1
,Tanner McKee,PHI,QB,1,4,5.634,2,-2,-1,0,0,0,0,0,0,0,-2.424,-1.212,0,0,-0.2,-0.2
,Max Brosmer,MIN,QB,1,28,46.667,3,-3,-1,0,0,0,0,0,0,0,-1.925,-0.642,0,0,1.78,1.78
,Kirk Cousins,ATL,QB,1,73,100,5,-3,-0.6,1,1,1,2,1,1,1,-1.145,-0.229,6.671,21.94,19.58,19.58
,Dare Ogunbowale,HST,RB,1,11,17.742,1,-3,-3,0,0,0,0,0,0,0,-1.61,-1.61,-5.006,-549.03,0.9,0.9
,Mac Jones,SF,QB,1,3,4.478,3,-3,-1,0,0,0,0,0,0,0,-3.041,-1.014,0,0,-0.3,-0.3
