BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT,ALIGNMENT
,Xavier  Smith,LA,WR,1,3,3,82,0,5,29.412,0,9,52.941,8.667,2,11.765,0,0,0,0,1,5.882,4
,Kyle  Pitts,ATL,TE,1,8,7,82,0,4,12.121,1.75,12,36.364,3.75,0,0,0,5,15.152,1.4,12,36.364,1.917
,Trey  McBride,ARZ,TE,1,9,8,82,1,4,10.526,1.5,22,57.895,1.045,0,0,0,7,18.421,5,5,13.158,3.6
,Christian  Watson,GB,WR,1,10,4,80,1,11,45.833,6.545,13,54.167,0.615,0,0,0,0,0,0,0,0,0
,Evan  Engram,DEN,TE,1,9,6,79,0,6,19.355,0,10,32.258,5.6,0,0,0,2,6.452,0,13,41.935,1.769
,Alec  Pierce,IND,WR,1,5,4,78,1,27,96.429,2.889,1,3.571,0,0,0,0,0,0,0,0,0,0
,Chris  Godwin Jr.,TB,WR,1,5,3,78,0,9,45,3.444,11,55,4.273,0,0,0,0,0,0,0,0,0
,Jalen  Coker,CAR,WR,1,6,4,74,1,8,44.444,6,9,50,2.889,1,5.556,0,0,0,0,0,0,0
,Puka  Nacua,LA,WR,1,9,6,72,0,13,50,2.923,9,34.615,2.556,4,15.385,2.75,0,0,0,0,0,0
,Marvin  Harrison Jr.,ARZ,WR,1,7,6,69,0,20,76.923,1.95,6,23.077,5,0,0,0,0,0,0,0,0,0
,George  Kittle,SF,TE,1,5,4,67,0,4,13.333,0,6,20,6.5,3,10,0,9,30,3.111,8,26.667,0
,Jayden  Higgins,HST,WR,1,5,5,65,0,16,66.667,2.563,7,29.167,3.429,0,0,0,0,0,0,1,4.167,0
,Deebo  Samuel Sr.,WAS,WR,1,7,5,64,0,12,30.769,3.75,24,61.538,0.792,3,7.692,0,0,0,0,0,0,0
,Brock  Bowers,LV,TE,1,4,4,63,2,6,22.222,1,9,33.333,0.667,1,3.704,0,4,14.815,12.75,7,25.926,0
,Courtland  Sutton,DEN,WR,1,6,5,62,1,28,71.795,1.107,11,28.205,2.818,0,0,0,0,0,0,0,0,0
,Xavier  Worthy,KC,WR,1,6,4,61,0,26,83.871,2.115,5,16.129,1.2,0,0,0,0,0,0,0,0,0
,T.J.  Hockenson,MIN,TE,1,6,6,59,0,6,18.75,0,11,34.375,3.818,0,0,0,3,9.375,0,12,37.5,1.417
,Davante  Adams,LA,WR,1,5,4,58,2,19,86.364,1.368,3,13.636,10.667,0,0,0,0,0,0,0,0,0
,Dalton  Schultz,HST,TE,1,8,7,55,0,6,17.647,3.333,7,20.588,0,1,2.941,0,11,32.353,0.545,9,26.471,3.222
,Bijan  Robinson,ATL,RB,1,7,5,51,0,1,3.226,8,6,19.355,-0.5,24,77.419,1.917,0,0,0,0,0,0
,DeVonta  Smith,PHI,WR,1,8,5,48,0,11,36.667,2.727,19,63.333,0.947,0,0,0,0,0,0,0,0,0
,Mark  Andrews,BLT,TE,1,6,4,47,0,2,8.333,0,21,87.5,2.238,0,0,0,0,0,0,1,4.167,0
,Darren  Waller,MIA,TE,1,3,2,47,0,6,35.294,5.667,7,41.176,0,0,0,0,3,17.647,4.333,1,5.882,0
,Chris  Olave,NO,WR,1,7,4,47,1,18,46.154,1.722,21,53.846,0.762,0,0,0,0,0,0,0,0,0
,Michael  Carter,ARZ,RB,1,6,5,47,0,0,0,0,1,5,15,19,95,1.684,0,0,0,0,0,0
,Adam  Trautman,DEN,TE,1,4,3,47,0,0,0,0,6,28.571,0,0,0,0,9,42.857,5.222,6,28.571,0
,Travis  Kelce,KC,TE,1,6,5,45,1,6,17.647,0,20,58.824,1.85,1,2.941,0,0,0,0,7,20.588,1.143
,Brenton  Strange,JAX,TE,1,4,3,45,1,5,20.833,4.2,5,20.833,2.4,1,4.167,0,5,20.833,0,8,33.333,1.5
,Darnell  Washington,PIT,TE,1,4,2,45,0,4,19.048,0,5,23.81,5.2,0,0,0,8,38.095,0,4,19.048,4.75
,Derrick  Henry,BLT,RB,1,1,1,44,0,0,0,0,0,0,0,10,100,4.4,0,0,0,0,0,0
,Josh  Downs,IND,WR,1,6,2,44,0,3,16.667,0,15,83.333,2.933,0,0,0,0,0,0,0,0,0
,Tetairoa  McMillan,CAR,WR,1,2,1,43,1,16,76.19,2.688,5,23.81,0,0,0,0,0,0,0,0,0,0
,Harold  Fannin Jr.,CLV,TE,1,5,3,43,1,7,25,0,14,50,0.357,0,0,0,2,7.143,0,5,17.857,7.6
,Emeka  Egbuka,TB,WR,1,8,4,42,0,20,68.966,0.5,9,31.034,3.556,0,0,0,0,0,0,0,0,0
,Pat  Bryant,DEN,WR,1,7,3,42,0,12,36.364,2.167,18,54.545,0.889,2,6.061,0,0,0,0,1,3.03,0
,Chuba  Hubbard,CAR,RB,1,2,2,41,1,3,18.75,0,0,0,0,12,75,3.417,0,0,0,1,6.25,0
,Jaylen  Waddle,MIA,WR,1,6,3,40,0,21,84,1.238,4,16,3.5,0,0,0,0,0,0,0,0,0
,Jauan  Jennings,SF,WR,1,6,4,39,1,18,64.286,1.778,10,35.714,0.7,0,0,0,0,0,0,0,0,0
,Xavier  Hutchinson,HST,WR,1,5,2,39,0,10,50,0,10,50,3.9,0,0,0,0,0,0,0,0,0
,Juwan  Johnson,NO,TE,1,9,5,39,0,5,14.706,2.2,19,55.882,1.105,1,2.941,0,3,8.824,2.333,6,17.647,0
,Ladd  McConkey,LAC,WR,1,6,4,39,1,9,40.909,2.444,13,59.091,1.308,0,0,0,0,0,0,0,0,0
,Tom  Kennedy,DET,WR,1,4,4,36,0,6,27.273,1.167,16,72.727,1.813,0,0,0,0,0,0,0,0,0
,Jake  Ferguson,DAL,TE,1,6,5,36,0,1,3.125,0,16,50,1.313,0,0,0,9,28.125,0.889,6,18.75,1.167
,Cole  Kmet,CHI,TE,1,3,3,36,1,2,9.524,0,2,9.524,0,1,4.762,0,8,38.095,3.75,8,38.095,0.75
,Jonathan  Taylor,IND,RB,1,5,3,36,0,1,3.704,0,0,0,0,26,96.296,1.385,0,0,0,0,0,0
,Michael  Wilson,ARZ,WR,1,7,3,36,0,30,76.923,0.867,9,23.077,1.111,0,0,0,0,0,0,0,0,0
,Bam  Knight,ARZ,RB,1,3,3,36,1,0,0,0,2,10,0,18,90,2,0,0,0,0,0,0
,Jordan  Addison,MIN,WR,1,10,5,36,0,26,78.788,1.192,7,21.212,0.714,0,0,0,0,0,0,0,0,0
,Isaac  TeSlaa,DET,WR,1,2,2,35,1,21,72.414,1.667,8,27.586,0,0,0,0,0,0,0,0,0,0
,Chase  Brown,CIN,RB,1,7,7,35,0,0,0,0,3,9.677,0,28,90.323,1.25,0,0,0,0,0,0
,Tyler  Allgeier,ATL,RB,1,2,2,35,0,0,0,0,0,0,0,7,87.5,5,0,0,0,1,12.5,0
,AJ  Barner,SEA,TE,1,5,4,35,0,1,3.846,0,2,7.692,1,0,0,0,6,23.077,1.833,17,65.385,1.294
,Ryan  Flournoy,DAL,WR,1,3,3,34,0,13,81.25,0.846,3,18.75,7.667,0,0,0,0,0,0,0,0,0
,Luther  Burden III,CHI,WR,1,6,4,33,0,5,21.739,5.2,16,69.565,0.438,2,8.696,0,0,0,0,0,0,0
,James  Cook,BUF,RB,1,3,3,33,0,0,0,0,0,0,0,9,100,3.667,0,0,0,0,0,0
,DK  Metcalf,PIT,WR,1,5,3,32,0,16,72.727,1.125,6,27.273,2.333,0,0,0,0,0,0,0,0,0
,Malik  Washington,MIA,WR,1,5,4,30,0,11,64.706,0,4,23.529,6.25,2,11.765,2.5,0,0,0,0,0,0
,Ashton  Jeanty,LV,RB,1,8,6,30,0,0,0,0,1,3.704,0,26,96.296,1.154,0,0,0,0,0,0
,Keenan  Allen,LAC,WR,1,5,4,30,0,15,68.182,1.333,7,31.818,1.429,0,0,0,0,0,0,0,0,0
,Tre  Harris,LAC,WR,1,4,3,30,0,7,70,1.286,2,20,8,1,10,5,0,0,0,0,0,0
,Andrei  Iosivas,CIN,WR,1,2,1,29,1,24,53.333,0,21,46.667,1.381,0,0,0,0,0,0,0,0,0
,Chig  Okonkwo,TEN,TE,1,5,4,29,0,2,7.692,0,16,61.538,1.813,1,3.846,0,0,0,0,7,26.923,0
,KaVontae  Turpin,DAL,WR,1,2,2,28,0,4,28.571,0,10,71.429,2.8,0,0,0,0,0,0,0,0,0
,Colston  Loveland,CHI,TE,1,6,3,28,0,7,26.923,1.857,7,26.923,2.143,1,3.846,0,4,15.385,0,7,26.923,0
,Brian  Thomas Jr.,JAX,WR,1,3,2,28,0,16,64,0.688,9,36,1.889,0,0,0,0,0,0,0,0,0
,Dawson  Knox,BUF,TE,1,4,3,28,0,2,10,0,7,35,0,1,5,0,1,5,0,9,45,3.111
,Dallas  Goedert,PHI,TE,1,4,2,27,0,1,3.448,0,19,65.517,1.158,0,0,0,1,3.448,0,8,27.586,0.625
,Colby  Parkinson,LA,TE,1,5,4,27,0,3,15.789,0,2,10.526,0,1,5.263,0,11,57.895,1.909,2,10.526,3
,Kyle  Juszczyk,SF,FB,1,2,2,27,0,1,12.5,0,1,12.5,0,3,37.5,7.667,0,0,0,3,37.5,1.333
,Oronde  Gadsden II,LAC,TE,1,2,1,27,0,1,5.556,0,9,50,0,0,0,0,3,16.667,9,5,27.778,0
,RJ  Harvey,DEN,RB,1,4,3,27,0,0,0,0,1,5.882,0,16,94.118,1.688,0,0,0,0,0,0
,Jerry  Jeudy,CLV,WR,1,4,3,26,0,17,68,1.529,8,32,0,0,0,0,0,0,0,0,0,0
,Parker  Washington,JAX,WR,1,3,1,26,0,6,54.545,4.333,5,45.455,0,0,0,0,0,0,0,0,0,0
,DeAndre  Hopkins,BLT,WR,1,3,2,25,0,7,46.667,3.571,8,53.333,0,0,0,0,0,0,0,0,0,0
,Darnell  Mooney,ATL,WR,1,5,2,25,0,20,58.824,0.8,14,41.176,0.643,0,0,0,0,0,0,0,0,0
,Tyjae  Spears,TEN,RB,1,6,6,25,0,2,8.696,2.5,3,13.043,1.667,15,65.217,0.333,0,0,0,3,13.043,3.333
,Kenneth  Gainwell,PIT,RB,1,3,2,25,0,3,27.273,0,2,18.182,4,6,54.545,2.833,0,0,0,0,0,0
,Greg  Dulcich,MIA,TE,1,2,2,24,0,1,11.111,0,2,22.222,10.5,0,0,0,4,44.444,0.75,2,22.222,0
,Cooper  Kupp,SEA,WR,1,4,3,24,0,12,46.154,0.5,14,53.846,1.286,0,0,0,0,0,0,0,0,0
,Luke  Musgrave,GB,TE,1,1,1,23,0,1,7.692,0,3,23.077,0,0,0,0,2,15.385,11.5,7,53.846,0
,Gage  Larvadain,CLV,WR,1,3,2,23,0,4,30.769,0,9,69.231,2.556,0,0,0,0,0,0,0,0,0
,Gunnar  Helm,TEN,TE,1,7,6,23,0,2,9.524,5.5,10,47.619,0.8,0,0,0,0,0,0,9,42.857,0.444
,Jaxon  Smith-Njigba,SEA,WR,1,4,2,23,0,21,75,1.095,7,25,0,0,0,0,0,0,0,0,0,0
,Quentin  Johnston,LAC,WR,1,3,3,23,1,14,73.684,0.714,5,26.316,2.6,0,0,0,0,0,0,0,0,0
,Kareem  Hunt,KC,RB,1,2,1,22,0,0,0,0,0,0,0,23,100,0.957,0,0,0,0,0,0
,Mitchell  Tinsley,CIN,WR,1,9,2,22,0,25,83.333,0.56,3,10,2.667,2,6.667,0,0,0,0,0,0,0
,Tyler  Warren,IND,TE,1,4,3,22,1,5,19.231,0,11,42.308,0,2,7.692,8,2,7.692,0,6,23.077,1
,Devin  Neal,NO,RB,1,3,3,22,0,1,2.778,0,1,2.778,0,33,91.667,0.667,0,0,0,1,2.778,0
,Rachaad  White,TB,RB,1,3,3,22,0,1,6.25,0,0,0,0,13,81.25,1.692,0,0,0,2,12.5,0
,Aaron  Jones,MIN,RB,1,4,4,22,0,0,0,0,0,0,0,13,100,1.692,0,0,0,0,0,0
,Jack  Bech,LV,WR,1,3,2,22,0,10,71.429,0.6,4,28.571,4,0,0,0,0,0,0,0,0,0
,Javonte  Williams,DAL,RB,1,3,3,21,1,1,3.226,0,0,0,0,28,90.323,0.75,0,0,0,2,6.452,0
,Rico  Dowdle,CAR,RB,1,2,2,21,0,0,0,0,0,0,0,6,100,3.5,0,0,0,0,0,0
,Christian  McCaffrey,SF,RB,1,4,4,21,0,0,0,0,1,3.571,0,27,96.429,0.778,0,0,0,0,0,0
,Mason  Taylor,NYJ,TE,1,4,2,21,0,9,29.032,1.667,11,35.484,0.545,1,3.226,0,0,0,0,10,32.258,0
,Cody  White,SEA,WR,1,1,1,21,0,3,75,7,1,25,0,0,0,0,0,0,0,0,0,0
,Troy  Franklin,DEN,WR,1,3,2,21,0,20,60.606,1.05,13,39.394,0,0,0,0,0,0,0,0,0,0
,Romeo  Doubs,GB,WR,1,4,4,20,1,22,91.667,0.909,2,8.333,0,0,0,0,0,0,0,0,0,0
,Marquise  Brown,KC,WR,1,2,2,20,1,6,37.5,1.667,9,56.25,1.111,1,6.25,0,0,0,0,0,0,0
,Mitchell  Evans,CAR,TE,1,3,3,20,0,0,0,0,0,0,0,0,0,0,3,50,2.333,3,50,4.333
,Mason  Tipton,NO,WR,1,4,3,20,0,24,64.865,0,11,29.73,1.364,2,5.405,2.5,0,0,0,0,0,0
,Bucky  Irving,TB,RB,1,2,2,20,0,0,0,0,0,0,0,12,100,1.667,0,0,0,0,0,0
,Van  Jefferson,TEN,WR,1,4,3,20,0,30,96.774,0.667,1,3.226,0,0,0,0,0,0,0,0,0,0
,Tre  Tucker,LV,WR,1,3,3,20,0,25,92.593,0.8,1,3.704,0,0,0,0,0,0,0,1,3.704,0
,Ty  Johnson,BUF,RB,1,5,3,20,0,1,7.143,0,0,0,0,12,85.714,0.917,0,0,0,1,7.143,9
,Mike  Gesicki,CIN,TE,1,4,2,19,0,3,15.789,0,15,78.947,1.267,0,0,0,0,0,0,1,5.263,0
,Olamide  Zaccheaus,CHI,WR,1,3,2,19,0,4,50,2.5,4,50,2.25,0,0,0,0,0,0,0,0,0
,John  Metchie III,NYJ,WR,1,8,4,19,0,20,57.143,0.75,15,42.857,0.267,0,0,0,0,0,0,0,0,0
,Jahmyr  Gibbs,DET,RB,1,4,3,18,0,1,4.762,6,3,14.286,2.333,17,80.952,0.294,0,0,0,0,0,0
,Quinshon  Judkins,CLV,RB,1,3,3,18,0,0,0,0,0,0,0,11,100,1.636,0,0,0,0,0,0
,Isaiah  Bond,CLV,WR,1,2,1,18,0,4,33.333,0,8,66.667,2.25,0,0,0,0,0,0,0,0,0
,Kenneth  Walker III,SEA,RB,1,4,3,18,0,1,5.263,0,5,26.316,2.8,13,68.421,0.308,0,0,0,0,0,0
,Tyler  Badie,DEN,RB,1,5,3,18,0,1,5.556,0,0,0,0,17,94.444,1.059,0,0,0,0,0,0
,Isiah  Pacheco,KC,RB,1,2,2,17,0,0,0,0,0,0,0,13,100,1.308,0,0,0,0,0,0
,Charlie  Kolar,BLT,TE,1,1,1,17,0,0,0,0,0,0,0,0,0,0,2,66.667,8.5,1,33.333,0
,DJ  Moore,CHI,WR,1,5,2,17,0,30,83.333,0.567,3,8.333,0,3,8.333,0,0,0,0,0,0,0
,Jerome  Ford,CLV,RB,1,3,3,17,0,1,8.333,0,0,0,0,11,91.667,1.545,0,0,0,0,0,0
,Elijah  Higgins,ARZ,TE,1,2,2,17,0,2,11.765,0,7,41.176,2.429,2,11.765,0,3,17.647,0,3,17.647,0
,David  Montgomery,DET,RB,1,2,2,16,0,0,0,0,0,0,0,11,100,1.455,0,0,0,0,0,0
,Cade  Stover,HST,TE,1,2,2,16,0,2,40,0,0,0,0,0,0,0,2,40,8,1,20,0
,Cedrick  Wilson Jr.,MIA,WR,1,2,1,16,0,2,66.667,0,1,33.333,16,0,0,0,0,0,0,0,0,0
,Samaje  Perine,CIN,RB,1,2,2,15,0,0,0,0,0,0,0,15,93.75,1,0,0,0,1,6.25,0
,David  Sills,ATL,WR,1,4,2,15,1,21,67.742,0.429,10,32.258,0.6,0,0,0,0,0,0,0,0,0
,Xavier  Restrepo,TEN,WR,1,1,1,15,0,4,50,0,4,50,3.75,0,0,0,0,0,0,0,0,0
,Drew  Sample,CIN,TE,1,2,1,14,0,2,7.407,0,1,3.704,0,12,44.444,0,3,11.111,4.667,9,33.333,0
,Tanner  Hudson,CIN,TE,1,2,1,14,1,0,0,0,3,60,0,0,0,0,0,0,0,2,40,7
,Ricky  Pearsall,SF,WR,1,3,2,14,0,22,75.862,0.591,7,24.138,0.143,0,0,0,0,0,0,0,0,0
,Greg  Dortch,ARZ,WR,1,2,2,14,0,4,28.571,0,9,64.286,1.556,1,7.143,0,0,0,0,0,0,0
,Quintin  Morris,JAX,TE,1,2,1,14,0,1,20,0,1,20,0,0,0,0,3,60,4.667,0,0,0
,Colson  Yankoff,WAS,TE,1,1,1,14,0,0,0,0,0,0,0,1,100,14,0,0,0,0,0,0
,D'Andre  Swift,CHI,RB,1,2,1,13,0,4,17.391,0,1,4.348,0,18,78.261,0.722,0,0,0,0,0,0
,Michael  Pittman,IND,WR,1,4,1,13,0,11,45.833,0,12,50,1.083,1,4.167,0,0,0,0,0,0,0
,Foster  Moreau,NO,TE,1,2,2,13,0,2,20,0,2,20,3,0,0,0,3,30,2.333,3,30,0
,Travis  Etienne,JAX,RB,1,1,1,13,0,1,6.667,0,2,13.333,0,12,80,1.083,0,0,0,0,0,0
,James  Proche,TEN,WR,1,1,1,13,0,4,57.143,0,3,42.857,4.333,0,0,0,0,0,0,0,0,0
,Brandin  Cooks,BUF,WR,1,1,1,13,0,6,75,2.167,2,25,0,0,0,0,0,0,0,0,0,0
,Keaton  Mitchell,BLT,RB,1,3,2,12,0,0,0,0,2,33.333,0,4,66.667,3,0,0,0,0,0,0
,Jahan  Dotson,PHI,WR,1,3,1,12,0,17,77.273,0.706,5,22.727,0,0,0,0,0,0,0,0,0,0
,Jeremy  Ruckert,NYJ,TE,1,2,2,12,0,1,8.333,0,1,8.333,0,0,0,0,3,25,0,7,58.333,1.714
,Will  Shipley,PHI,RB,1,1,1,11,0,0,0,0,0,0,0,3,100,3.667,0,0,0,0,0,0
,Payne  Durham,TB,TE,1,1,1,11,0,0,0,0,2,20,0,2,20,5.5,3,30,0,3,30,0
,Tim  Patrick,JAX,WR,1,1,1,11,0,1,50,0,1,50,11,0,0,0,0,0,0,0,0,0
,Dont'e  Thornton Jr.,LV,WR,1,2,1,11,0,8,88.889,1.375,1,11.111,0,0,0,0,0,0,0,0,0,0
,Tyler  Lockett,LV,WR,1,1,1,11,0,3,15.789,0,15,78.947,0.733,1,5.263,0,0,0,0,0,0,0
,Kimani  Vidal,LAC,RB,1,1,1,11,0,0,0,0,1,4.545,0,21,95.455,0.524,0,0,0,0,0,0
,Adam  Prentice,DEN,FB,1,1,1,11,0,0,0,0,0,0,0,6,85.714,1.833,0,0,0,1,14.286,0
,Allen  Lazard,NYJ,WR,1,1,1,10,0,4,40,0,6,60,1.667,0,0,0,0,0,0,0,0,0
,Jackson  Hawes,BUF,TE,1,1,1,10,0,0,0,0,0,0,0,1,12.5,0,5,62.5,2,2,25,0
,Chris  Brooks,GB,RB,1,2,2,9,0,0,0,0,0,0,0,13,100,0.692,0,0,0,0,0,0
,Cade  Otton,TB,TE,1,2,2,9,0,7,24.138,0.714,5,17.241,0,3,10.345,0,5,17.241,0,9,31.034,0.444
,Keon  Coleman,BUF,WR,1,3,2,9,1,11,91.667,0.818,1,8.333,0,0,0,0,0,0,0,0,0,0
,Jaylen  Warren,PIT,RB,1,4,2,9,0,0,0,0,0,0,0,13,100,0.692,0,0,0,0,0,0
,John  Bates,WAS,TE,1,2,2,9,0,0,0,0,1,4.167,0,1,4.167,0,5,20.833,0,17,70.833,0.529
,Josh  Jacobs,GB,RB,1,1,1,8,0,1,8.333,0,0,0,0,11,91.667,0.727,0,0,0,0,0,0
,Rome  Odunze,CHI,WR,1,6,2,8,0,16,47.059,0.313,17,50,0,1,2.941,3,0,0,0,0,0,0
,Andrew  Ogletree,IND,TE,1,1,1,8,0,0,0,0,1,25,8,0,0,0,0,0,0,3,75,0
,Breece  Hall,NYJ,RB,1,2,2,8,0,1,3.448,0,0,0,0,28,96.552,0.286,0,0,0,0,0,0
,Chimere  Dike,TEN,WR,1,4,1,8,0,8,23.529,1,26,76.471,0,0,0,0,0,0,0,0,0,0
,Ian  Thomas,LV,TE,1,1,1,8,0,1,7.143,0,2,14.286,0,0,0,0,5,35.714,0,6,42.857,1.333
,Marvin  Mims Jr.,DEN,WR,1,2,2,8,0,14,73.684,0.429,5,26.316,0.4,0,0,0,0,0,0,0,0,0
,Rashid  Shaheed,SEA,WR,1,3,1,7,0,14,73.684,0.5,5,26.316,0,0,0,0,0,0,0,0,0,0
,Zay  Flowers,BLT,WR,1,7,2,6,0,26,76.471,0.038,8,23.529,0.625,0,0,0,0,0,0,0,0,0
,Jonnu  Smith,PIT,TE,1,2,1,6,0,5,38.462,1.2,1,7.692,0,2,15.385,0,0,0,0,5,38.462,0
,Jaleel  McLaughlin,DEN,RB,1,1,1,6,0,1,20,0,0,0,0,4,80,1.5,0,0,0,0,0,0
,Taysom  Hill,NO,QB,1,1,1,5,0,2,33.333,0,2,33.333,0,1,16.667,5,0,0,0,1,16.667,0
,Tez  Johnson,TB,WR,1,2,1,5,0,10,62.5,0.5,5,31.25,0,1,6.25,0,0,0,0,0,0,0
,Sterling  Shepard,TB,WR,1,2,1,5,0,7,58.333,0,5,41.667,1,0,0,0,0,0,0,0,0,0
,Elic  Ayomanor,TEN,WR,1,5,1,5,0,27,77.143,0.185,8,22.857,0,0,0,0,0,0,0,0,0,0
,Khalil  Shakir,BUF,WR,1,4,1,5,0,5,38.462,0,7,53.846,0.714,1,7.692,0,0,0,0,0,0,0
,Gabe  Davis,BUF,WR,1,2,1,5,0,13,81.25,0.385,3,18.75,0,0,0,0,0,0,0,0,0,0
,Treylon  Burks,WAS,WR,1,4,1,5,1,33,89.189,0.152,4,10.811,0,0,0,0,0,0,0,0,0,0
,Davis  Allen,LA,TE,1,1,1,4,0,0,0,0,2,18.182,0,0,0,0,3,27.273,0,6,54.545,0.667
,Trevor  Etienne,CAR,RB,1,1,1,4,0,0,0,0,0,0,0,1,100,4,0,0,0,0,0,0
,David  Njoku,CLV,TE,1,2,2,4,0,2,15.385,0,2,15.385,0,0,0,0,3,23.077,1.333,6,46.154,0
,Justin  Jefferson,MIN,WR,1,6,2,4,0,23,67.647,-0.174,9,26.471,0.889,2,5.882,0,0,0,0,0,0,0
,Zavier  Scott,MIN,RB,1,1,1,4,0,1,16.667,4,1,16.667,0,4,66.667,0,0,0,0,0,0,0
,Ross  Dwelley,DET,TE,1,3,1,3,0,2,9.524,0,7,33.333,0,0,0,0,2,9.524,0,10,47.619,0.3
,Noah  Fant,CIN,TE,1,2,1,3,0,3,20,0,7,46.667,0,1,6.667,3,3,20,0,1,6.667,0
,Woody  Marks,HST,RB,1,1,1,3,0,1,5,0,0,0,0,19,95,0.158,0,0,0,0,0,0
,Dylan  Drummond,ATL,WR,1,3,1,3,0,12,70.588,0,5,29.412,0.6,0,0,0,0,0,0,0,0,0
,Tony  Pollard,TEN,RB,1,2,1,3,0,2,13.333,0,1,6.667,3,12,80,0,0,0,0,0,0,0
,Tommy  Tremble,CAR,TE,1,2,1,2,0,1,14.286,0,3,42.857,0,1,14.286,0,2,28.571,1,0,0,0
,Bhayshul  Tuten,JAX,RB,1,1,1,2,0,0,0,0,0,0,0,5,100,0.4,0,0,0,0,0,0
,Luke  Schoonmaker,DAL,TE,1,1,1,1,0,2,20,0,1,10,0,0,0,0,4,40,0,3,30,0.333
,Xavier  Legette,CAR,WR,1,2,1,1,0,13,68.421,0.077,6,31.579,0,0,0,0,0,0,0,0,0,0
,Jordan  Mason,MIN,RB,1,1,1,1,0,0,0,0,0,0,0,9,100,0.111,0,0,0,0,0,0
,John  FitzPatrick,GB,TE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,42.857,0,4,57.143,0
,Emanuel  Wilson,GB,RB,1,0,0,0,0,0,0,0,0,0,0,5,100,0,0,0,0,0,0,0
,Josh  Whyle,GB,TE,1,1,0,0,0,4,22.222,0,4,22.222,0,0,0,0,3,16.667,0,7,38.889,0
,Bo  Melton,GB,CB,1,1,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0
,Malik  Heath,GB,WR,1,1,0,0,0,4,80,0,1,20,0,0,0,0,0,0,0,0,0,0
,Amon-Ra  St. Brown,DET,WR,1,1,0,0,0,1,50,0,1,50,0,0,0,0,0,0,0,0,0,0
,Jalen  Tolbert,DAL,WR,1,0,0,0,0,4,66.667,0,2,33.333,0,0,0,0,0,0,0,0,0,0
,Hunter  Luepke,DAL,FB,1,0,0,0,0,0,0,0,0,0,0,7,87.5,0,0,0,0,1,12.5,0
,Tyquan  Thornton,KC,WR,1,0,0,0,0,4,36.364,0,7,63.636,0,0,0,0,0,0,0,0,0,0
,Brevyn  Spann-Ford,DAL,TE,1,0,0,0,0,0,0,0,2,33.333,0,0,0,0,4,66.667,0,0,0,0
