BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Kenneth  Walker III,SEA,RB,1,14,67,4.786,0,0,0,24,40.678,30.435,15,26.786,15,25.424,35.897,26.786,25.424,14,15
,Jaxson  Dart,NYG,QB,1,6,66,11,2,1,1,51,69.863,20,6,11.538,6,8.571,0,0,0,6,6
,Emari  Demercado,ARZ,RB,1,4,64,16,0,0,0,30,38.961,17.391,7,15.556,7,9.589,21.053,15.556,9.589,4,7
,Caleb  Williams,CHI,QB,1,8,63,7.875,1,0,0,69,100,28.571,8,16.667,8,12.5,0,0,0,8,8
,Woody  Marks,HST,RB,1,14,63,4.5,1,0,0,55,77.465,63.636,16,32.653,16,23.188,73.684,32.653,23.188,14,16
,Ashton  Jeanty,LV,RB,1,19,60,3.158,1,0,0,51,85,76,22,53.659,22,37.931,86.364,53.659,37.931,19,22
,Travis  Etienne,JAX,RB,1,16,58,3.625,1,0,0,32,54.237,59.259,18,45,18,32.727,72.727,45,32.727,16,18
,Tyler  Allgeier,ATL,RB,1,11,57,5.182,2,0,0,22,36.667,37.931,11,26.829,11,18.333,39.286,26.829,18.333,11,11
,Blake  Corum,LA,RB,1,13,56,4.308,0,0,0,25,37.313,43.333,13,24.074,13,19.403,48.148,24.074,19.403,13,13
,Dillon  Gabriel,CLV,QB,1,5,54,10.8,0,0,0,75,100,15.625,5,10.204,5,7.143,0,0,0,5,5
,Daniel  Jones,IND,QB,1,7,53,7.571,0,0,0,80,100,17.073,7,11.667,7,9.459,0,0,0,7,7
,Rico  Dowdle,CAR,RB,1,18,53,2.944,1,0,0,39,78,78.261,21,52.5,21,42,85.714,52.5,42,18,21
,James  Cook,BUF,RB,1,13,53,4.077,0,1,1,33,48.529,59.091,18,36,18,27.692,76.471,36,27.692,13,18
,Sean  Tucker,TB,RB,1,9,53,5.889,0,0,0,22,33.333,42.857,10,20.408,10,15.152,42.857,20.408,15.152,9,10
,J.J.  McCarthy,MIN,QB,1,5,48,9.6,0,0,0,65,100,27.778,5,13.158,5,8.197,0,0,0,5,5
,Nick  Chubb,HST,RB,1,5,47,9.4,0,0,0,10,14.085,22.727,6,12.245,6,8.696,26.316,12.245,8.696,5,6
,Aaron  Jones,MIN,RB,1,9,47,5.222,1,0,0,45,69.231,50,12,31.579,12,19.672,69.231,36.364,21.429,9,12
,Brian  Robinson,SF,RB,1,8,41,5.125,1,0,0,13,21.667,38.095,9,16.667,9,15,40,16.667,15,8,9
,Rachaad  White,TB,RB,1,10,38,3.8,0,0,0,47,71.212,47.619,15,30.612,15,22.727,47.619,30.612,22.727,10,15
,Lamar  Jackson,BLT,QB,1,9,36,4,0,0,0,69,100,25,9,16.981,9,13.636,0,0,0,9,9
,Trevor  Lawrence,JAX,QB,1,5,35,7,0,0,0,59,100,18.519,5,12.5,5,9.091,0,0,0,5,5
,Malachi  Corley,CLV,WR,1,2,32,16,0,0,0,18,24,6.25,2,4.082,2,2.857,7.407,4.545,3.077,2,2
,Josh  Allen,BUF,QB,1,4,31,7.75,0,1,1,64,94.118,18.182,4,8,4,6.154,0,0,0,4,4
,Keaton  Mitchell,BLT,RB,1,4,31,7.75,0,1,0,5,7.246,11.111,4,7.547,4,6.061,14.815,9.091,7.018,4,4
,Jacoby  Brissett,ARZ,QB,1,4,31,7.75,0,0,0,74,96.104,17.391,4,8.889,4,5.479,0,0,0,4,4
,George  Holani,SEA,RB,1,7,31,4.429,1,0,0,10,16.949,15.217,7,12.5,7,11.864,17.949,12.5,11.864,7,7
,Christian  McCaffrey,SF,RB,1,12,30,2.5,0,0,0,47,78.333,57.143,20,37.037,20,33.333,60,37.037,33.333,12,20
,Jacory  Croskey-Merritt,WAS,RB,1,11,30,2.727,0,0,0,22,41.509,40.741,11,25.581,11,21.569,50,25.581,21.569,11,11
,Kyle  Monangai,CHI,RB,1,7,28,4,1,0,0,25,36.232,25,7,14.583,7,10.938,35,17.5,12.5,7,7
,Justin  Fields,NYJ,QB,1,7,28,4,0,0,0,49,100,21.212,7,17.949,7,14.894,0,0,0,7,7
,Bam  Knight,ARZ,RB,1,10,28,2.8,0,0,0,33,42.857,43.478,11,24.444,11,15.068,52.632,26.829,15.942,10,11
,Jordan  Mason,MIN,RB,1,4,25,6.25,0,0,0,14,21.538,22.222,5,13.158,5,8.197,30.769,15.152,8.929,4,5
,Jeremy  McNichols,WAS,RB,1,5,25,5,0,0,0,15,28.302,18.519,6,13.953,6,11.765,22.727,13.953,11.765,5,6
,Ashton  Dulin,IND,WR,1,1,22,22,0,0,0,15,18.75,2.439,1,1.667,1,1.351,2.941,1.887,1.493,1,1
,Devin  Neal,NO,RB,1,4,22,5.5,0,0,0,20,29.412,10.811,7,12.5,7,10.448,15.385,12.5,10.448,4,7
,Marcus  Mariota,WAS,QB,1,5,22,4.4,0,0,0,50,94.34,18.519,5,11.628,5,9.804,0,0,0,5,5
,Taysom  Hill,NO,QB,1,7,20,2.857,0,0,0,22,32.353,18.919,7,12.5,7,10.448,0,0,0,7,7
,Devin  Singletary,NYG,RB,1,8,20,2.5,0,0,0,23,31.507,26.667,11,21.154,11,15.714,36.364,23.913,17.188,8,11
,Davis  Mills,HST,QB,1,3,20,6.667,1,1,0,71,100,13.636,3,6.122,3,4.348,0,0,0,3,3
,Rashid  Shaheed,SEA,WR,1,2,20,10,0,0,0,19,32.203,4.348,3,5.357,3,5.085,5.128,5.357,5.085,2,3
,Justin  Herbert,LAC,QB,1,5,19,3.8,0,0,0,71,100,16.129,5,9.804,5,7.246,0,0,0,5,5
,Jaylen  Wright,MIA,RB,1,5,17,3.4,0,0,0,8,15.094,15.625,5,10.638,5,9.434,16.667,10.638,9.434,5,5
,Chris  Rodriguez Jr.,WAS,RB,1,6,16,2.667,1,0,0,19,35.849,22.222,6,13.953,6,11.765,27.273,15.789,13.043,6,6
,Chuba  Hubbard,CAR,RB,1,3,14,4.667,0,0,0,11,22,13.043,4,10,4,8,14.286,10,8,3,4
,Arian  Smith,NYJ,WR,1,1,13,13,0,0,0,29,59.184,3.03,1,2.564,1,2.128,3.846,3.125,2.5,1,1
,Drake  Maye,NE,QB,1,7,13,1.857,0,0,0,63,100,25.926,7,16.279,7,11.864,0,0,0,7,7
,Russell  Wilson,NYG,QB,1,2,12,6,0,0,0,22,30.137,6.667,2,3.846,2,2.857,0,0,0,2,2
,Sterling  Shepard,TB,WR,1,1,11,11,0,0,0,43,65.152,4.762,4,8.163,4,6.061,4.762,8.163,6.061,1,4
,Isaiah  Davis,NYJ,RB,1,3,10,3.333,0,0,0,14,28.571,9.091,4,10.256,4,8.511,11.538,12.5,10,3,4
,Kalif  Raymond,DET,WR,1,1,10,10,0,0,0,37,54.412,3.03,5,8.621,5,7.353,3.125,8.621,7.353,1,5
,RJ  Harvey,DEN,RB,1,4,9,2.25,0,0,0,15,26.316,14.815,6,13.953,6,10.526,18.182,13.953,10.526,4,6
,Tre  Tucker,LV,WR,1,1,7,7,0,0,0,58,96.667,4,3,7.317,3,5.172,4.545,7.317,5.172,1,3
,Geno  Smith,LV,QB,1,3,7,2.333,0,0,0,58,96.667,12,3,7.317,3,5.172,0,0,0,3,3
,Bryce  Young,CAR,QB,1,2,6,3,0,1,1,50,100,8.696,2,5,2,4,0,0,0,2,2
,Alec  Ingold,MIA,FB,1,1,6,6,0,0,0,19,35.849,3.125,1,2.128,1,1.887,3.333,2.128,1.887,1,1
,Zay  Flowers,BLT,WR,1,1,6,6,0,0,0,54,78.261,2.778,5,9.434,5,7.576,3.704,11.364,8.772,1,5
,Bhayshul  Tuten,JAX,RB,1,4,5,1.25,0,0,0,15,25.424,14.815,5,12.5,5,9.091,18.182,14.286,10,4,5
,Terrell  Jennings,NE,RB,1,4,5,1.25,0,0,0,5,7.937,14.815,4,9.302,4,6.78,20,11.111,7.692,4,4
,Raheem  Mostert,LV,RB,1,1,4,4,0,0,0,7,11.667,4,2,4.878,2,3.448,4.545,5.263,3.636,1,2
,Malik  Washington,MIA,WR,1,1,4,4,0,0,0,24,45.283,3.125,3,6.383,3,5.66,3.333,6.383,5.66,1,3
,Mitchell  Trubisky,BUF,QB,1,1,4,4,0,0,0,3,4.412,4.545,1,2,1,1.538,0,0,0,1,1
,Michael  Carter,ARZ,RB,1,3,4,1.333,0,0,0,9,11.688,13.043,3,6.667,3,4.11,15.789,7.317,4.348,3,3
,AJ  Barner,SEA,TE,1,2,3,1.5,0,0,0,21,35.593,4.348,2,3.571,2,3.39,5.128,3.571,3.39,2,2
,Mac  Jones,SF,QB,1,1,3,3,0,0,0,60,100,4.762,1,1.852,1,1.667,0,0,0,1,1
,Kaleb  Johnson,PIT,RB,1,2,3,1.5,0,0,0,3,6,12.5,2,6.25,2,4,12.5,6.25,4,2,2
,Ty  Johnson,BUF,RB,1,1,2,2,0,0,0,26,38.235,4.545,3,6,3,4.615,5.882,6.667,5,1,3
,Greg  Dortch,ARZ,WR,1,2,2,1,1,0,0,27,35.065,8.696,2,4.444,2,2.74,10.526,4.878,2.899,2,2
,Justice  Hill,BLT,RB,1,1,1,1,1,0,0,16,23.188,2.778,2,3.774,2,3.03,3.704,4.545,3.509,1,2
,Jerome  Ford,CLV,RB,1,1,1,1,0,0,0,14,18.667,3.125,1,2.041,1,1.429,3.704,2.273,1.538,1,1
,Jaret  Patterson,LAC,RB,1,1,1,1,0,0,0,3,4.225,3.226,1,1.961,1,1.449,3.846,2.174,1.563,1,1
,DeMario  Douglas,NE,WR,1,1,0,0,0,0,0,12,19.048,3.704,3,6.977,3,5.085,5,8.333,5.769,1,3
,Michael  Penix Jr.,ATL,QB,1,1,-1,-1,0,0,0,60,100,3.448,1,2.439,1,1.667,0,0,0,1,1
,Tua  Tagovailoa,MIA,QB,1,2,-1,-0.5,0,0,0,53,100,6.25,2,4.255,2,3.774,0,0,0,2,2
,Elijah  Moore,BUF,WR,1,1,-1,-1,0,0,0,23,33.824,4.545,3,6,3,4.615,5.882,6.667,5,1,3
,Kyle  Allen,DET,QB,1,1,-1,-1,0,0,0,9,13.235,3.03,1,1.724,1,1.471,0,0,0,1,1
,Bo  Nix,DEN,QB,1,5,-2,-0.4,0,0,0,56,98.246,18.519,5,11.628,5,8.772,0,0,0,5,5
,Ray  Davis,BUF,RB,1,2,-2,-1,0,0,0,6,8.824,9.091,3,6,3,4.615,11.765,6.667,5,2,3
,Sam  Darnold,SEA,QB,1,3,-2,-0.667,0,1,1,53,89.831,6.522,3,5.357,3,5.085,0,0,0,3,3
,Tyler  Shough,NO,QB,1,4,-3,-0.75,0,0,0,59,86.765,10.811,4,7.143,4,5.97,0,0,0,4,4
,Ollie  Gordon II,MIA,RB,1,1,-3,-3,0,0,0,3,5.66,3.125,1,2.128,1,1.887,3.333,2.222,1.961,1,1
,Matthew  Stafford,LA,QB,1,3,-3,-1,0,0,0,67,100,10,3,5.556,3,4.478,0,0,0,3,3
,Brock  Bowers,LV,TE,1,1,-4,-4,0,0,0,48,80,4,2,4.878,2,3.448,4.545,5.263,3.636,1,2
,Parker  Washington,JAX,WR,1,2,-4,-2,0,0,0,47,79.661,7.407,5,12.5,5,9.091,9.091,14.286,10,2,5
,Dylan  Sampson,CLV,RB,1,2,-4,-2,0,0,0,19,25.333,6.25,3,6.122,3,4.286,7.407,6.818,4.615,2,3
,Drew  Lock,SEA,QB,1,4,-4,-1,0,1,0,6,10.169,8.696,4,7.143,4,6.78,0,0,0,4,4
