BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Jaxson  Dart,NYG,QB,1,6,17,2.833,1,0,0,52,100,28.571,6,17.143,6,12,0,0,0,6,6
,Zavier  Scott,MIN,RB,1,2,16,8,0,0,0,6,12.766,18.182,4,13.793,4,8.511,18.182,13.793,8.511,2,4
,Ray  Davis,BUF,RB,1,9,16,1.778,0,0,0,15,25,25.714,9,18.367,9,15,28.125,18.367,15,9,9
,Trevor  Etienne,CAR,RB,1,4,16,4,0,0,0,4,6.667,14.286,4,9.091,4,6.78,15.385,9.091,6.78,4,4
,Aaron  Jones,MIN,RB,1,5,15,3,0,0,0,26,55.319,45.455,7,24.138,7,14.894,45.455,24.138,14.894,5,7
,Terrell  Jennings,NE,RB,1,2,15,7.5,0,0,0,2,2.899,5.714,2,3.774,2,3.077,7.143,4.348,3.448,2,2
,Nate  Carter,ATL,RB,1,2,14,7,0,0,0,2,4.082,11.765,2,5.263,2,4.082,13.333,5.263,4.082,2,2
,Joe  Flacco,CIN,QB,1,2,14,7,1,0,0,59,100,8.696,2,4.545,2,3.448,0,0,0,2,2
,Dillon  Gabriel,CLV,QB,1,1,13,13,0,0,0,53,98.148,6.25,1,2.703,1,1.923,0,0,0,1,1
,Cam  Skattebo,NYG,RB,1,3,12,4,0,0,0,10,19.231,14.286,4,11.429,4,8,20,13.793,9.091,3,4
,Spencer  Rattler,NO,QB,1,3,12,4,0,1,1,34,44.737,20,3,6.383,3,4.225,0,0,0,3,3
,Tyler  Shough,NO,QB,1,3,12,4,0,0,0,42,55.263,20,3,6.383,3,4.225,0,0,0,3,3
,Rashee  Rice,KC,WR,1,2,12,6,0,0,0,57,81.429,6.667,11,20,11,16.418,7.692,21.569,17.46,2,11
,Jimmy  Horn Jr.,CAR,WR,1,2,9,4.5,0,0,0,8,13.333,7.143,2,4.545,2,3.39,7.692,4.545,3.39,2,2
,Zay  Flowers,BLT,WR,1,1,8,8,0,0,0,56,93.333,2.857,8,15.385,8,13.559,3.704,18.182,15.686,1,8
,Brashard  Smith,KC,RB,1,3,8,2.667,0,1,0,8,11.429,10,3,5.455,3,4.478,11.538,5.882,4.762,3,3
,Josh  Allen,BUF,QB,1,3,7,2.333,2,0,0,49,81.667,8.571,3,6.122,3,5,0,0,0,3,3
,Ty  Johnson,BUF,RB,1,4,6,1.5,0,0,0,18,30,11.429,4,8.163,4,6.667,12.5,8.696,7.018,4,4
,Taysom  Hill,NO,QB,1,2,6,3,0,0,0,5,6.579,13.333,3,6.383,3,4.225,0,0,0,2,3
,Ameer  Abdullah,IND,RB,1,2,5,2.5,0,0,0,8,15.094,11.111,3,7.692,3,5.769,11.765,7.692,5.769,2,3
,Julius  Chestnut,TEN,RB,1,2,5,2.5,0,0,0,2,2.941,8,2,4.255,2,2.985,8.696,4.255,2.985,2,2
,Tyler  Allgeier,ATL,RB,1,4,4,1,1,0,0,19,38.776,23.529,6,15.789,6,12.245,26.667,15.789,12.245,4,6
,Cam  Ward,TEN,QB,1,2,4,2,0,0,0,68,100,8,2,4.255,2,2.985,0,0,0,2,2
,Jeremy  McNichols,WAS,RB,1,1,4,4,0,0,0,22,40,5,6,14.634,6,11.538,8.333,18.182,13.636,1,6
,Jordan  Mason,MIN,RB,1,4,3,0.75,0,0,0,15,31.915,36.364,5,17.241,5,10.638,36.364,17.241,10.638,4,5
,DJ  Moore,CHI,WR,1,2,3,1.5,0,0,0,52,81.25,8.696,6,12.5,6,9.677,10,13.333,10.169,2,6
,DeMario  Douglas,NE,WR,1,2,3,1.5,0,0,0,12,17.391,5.714,3,5.66,3,4.615,7.143,6.522,5.172,2,3
,Daniel  Jones,IND,QB,1,1,3,3,0,0,0,47,88.679,5.556,1,2.564,1,1.923,0,0,0,1,1
,Kirk  Cousins,ATL,QB,1,2,2,1,0,0,0,49,100,11.765,2,5.263,2,4.082,0,0,0,2,2
,Justice  Hill,BLT,RB,1,1,2,2,0,0,0,17,28.333,2.857,1,1.923,1,1.695,3.704,2.273,1.961,1,1
,Harold  Fannin Jr.,CLV,TE,1,1,2,2,0,0,0,38,70.37,6.25,7,18.919,7,13.462,6.667,19.444,13.725,1,7
,Will  Shipley,PHI,RB,1,3,2,0.667,0,0,0,5,8.333,9.091,3,6.25,3,5.263,11.538,6.818,5.66,3,3
,Hunter  Luepke,DAL,FB,1,1,2,2,0,0,0,11,15.068,3.226,1,1.887,1,1.471,4,2.128,1.613,1,1
,Chris  Rodriguez Jr.,WAS,RB,1,1,2,2,0,0,0,2,3.636,5,1,2.439,1,1.923,8.333,3.03,2.273,1,1
,Andy  Dalton,CAR,QB,1,2,1,0.5,0,1,1,60,100,7.143,2,4.545,2,3.39,0,0,0,2,2
,Chimere  Dike,TEN,WR,1,1,1,1,0,0,0,58,85.294,4,8,17.021,8,11.94,4.348,17.778,12.308,1,8
,Savion  Williams,GB,WR,1,1,1,1,0,0,0,11,17.46,3.846,2,3.636,2,3.175,4,3.636,3.175,1,2
,Deebo  Samuel Sr.,WAS,WR,1,1,1,1,0,0,0,39,70.909,5,4,9.756,4,7.692,8.333,12.121,9.091,1,4
,Dylan  Sampson,CLV,RB,1,3,0,0,0,0,0,24,44.444,18.75,8,21.622,8,15.385,20,22.222,15.686,3,8
,Devin  Singletary,NYG,RB,1,2,0,0,0,0,0,8,15.385,9.524,3,8.571,3,6,13.333,10.345,6.818,2,3
,Bo  Nix,DEN,QB,1,1,-1,-1,0,0,0,56,98.246,3.571,1,2.128,1,1.754,0,0,0,1,1
,Jordan  Love,GB,QB,1,1,-1,-1,0,0,0,63,100,3.846,1,1.818,1,1.587,0,0,0,1,1
,Tanner  McKee,PHI,QB,1,3,-2,-0.667,0,0,0,4,6.667,9.091,3,6.25,3,5.263,0,0,0,3,3
