BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Zach  Charbonnet,SEA,RB,1,25,40.323,14,52,3.714,1,0,0,4,4,0,0,0.67,0.048,0,0,11.2,11.2
,Malik  Davis,DAL,RB,1,6,9.231,3,47,15.667,1,0,0,1,1,0,0,2.981,0.994,0,0,10.7,10.7
,Devin  Neal,NO,RB,1,56,77.778,14,47,3.357,0,0,0,3,0,0,0,-1.084,-0.077,0,0,9.9,9.9
,Jordan  Mason,MIN,RB,1,15,30,6,47,7.833,0,0,0,2,0,0,0,0.012,0.002,0,0,5.8,5.8
,Tyrod  Taylor,NYJ,QB,1,69,100,8,44,5.5,1,0,0,4,3,0,0,4.082,0.51,0,0,21.28,21.28
,Chris  Rodriguez Jr.,WAS,RB,1,37,42.045,11,41,3.727,1,0,0,2,3,1,0,0.507,0.046,0,0,10.1,10.1
,Samaje  Perine,CIN,RB,1,33,40.741,14,39,2.786,0,1,1,2,4,1,0,-7.191,-0.514,0,0,7.4,7.4
,Josh  Allen,BUF,QB,1,78,100,8,38,4.75,1,0,0,4,1,0,0,5.233,0.654,0,0,16.72,16.72
,Jaylen  Warren,PIT,RB,1,24,55.814,10,35,3.5,1,0,0,4,1,1,1,0.64,0.064,0,0,12.4,12.4
,RJ  Harvey,DEN,RB,1,32,45.07,13,35,2.692,2,0,0,3,5,3,1,0.403,0.031,0,0,21.2,21.2
,Nick  Chubb,HST,RB,1,23,32.394,9,34,3.778,1,0,0,1,3,1,0,-2.641,-0.293,0,0,9.4,9.4
,KaVontae  Turpin,DAL,WR,1,25,38.462,3,33,11,0,0,0,1,0,0,0,1.543,0.514,0,0,8.1,8.1
,David  Montgomery,DET,RB,1,21,34.426,8,32,4,1,1,0,3,3,1,0,0.017,0.002,0,0,12.8,12.8
,Jalen  Hurts,PHI,QB,1,51,100,4,31,7.75,0,1,1,1,1,0,0,-3.677,-0.919,0,0,18.3,18.3
,Ashton  Jeanty,LV,RB,1,43,93.478,15,31,2.067,0,0,0,1,2,2,0,-9.459,-0.631,0,0,12.1,12.1
,Patrick  Mahomes,KC,QB,1,63,100,3,30,10,0,0,0,3,1,0,0,3.67,1.223,0,0,29.44,29.44
,Jeremy  McNichols,WAS,RB,1,38,43.182,6,30,5,0,0,0,2,0,0,0,3.444,0.574,0,0,5,5
,Travis  Etienne,JAX,RB,1,27,45.763,12,28,2.333,0,0,0,1,0,0,0,-5.992,-0.499,0,0,5.1,5.1
,Lamar  Jackson,BLT,QB,1,60,100,6,27,4.5,0,0,0,3,1,0,0,2.119,0.353,0,0,10.54,10.54
,Baker  Mayfield,TB,QB,1,60,100,6,27,4.5,0,0,0,1,3,0,0,-2.584,-0.431,0,0,14.46,14.46
,Brian  Robinson,SF,RB,1,12,18.462,8,26,3.25,0,0,0,1,1,0,0,-2.031,-0.254,0,0,2.6,2.6
,Trevor  Lawrence,JAX,QB,1,56,94.915,3,25,8.333,0,0,0,1,2,1,0,3.431,1.144,0,0,19.66,19.66
,Jared  Goff,DET,QB,1,61,100,1,24,24,0,0,0,1,0,0,0,1.323,1.323,0,0,20.64,20.64
,Jaleel  McLaughlin,DEN,RB,1,13,18.31,6,24,4,0,0,0,1,1,0,0,-0.931,-0.155,0,0,4,4
,Bryce  Young,CAR,QB,1,64,100,5,23,4.6,0,0,0,1,1,0,0,0.798,0.16,0,0,22.54,22.54
,Dylan  Sampson,CLV,RB,1,11,18.033,4,23,5.75,0,0,0,1,0,0,0,0.717,0.179,0,0,2.3,2.3
,Tyler  Allgeier,ATL,RB,1,16,23.881,8,20,2.5,1,0,0,2,3,1,1,-0.955,-0.119,0,0,13.5,13.5
,Kenneth  Gainwell,PIT,RB,1,18,41.86,5,20,4,0,0,0,1,1,0,0,-4.466,-0.893,0,0,6.5,6.5
,Jacory  Croskey-Merritt,WAS,RB,1,12,13.636,4,20,5,0,0,0,1,0,0,0,-0.979,-0.245,0,0,2,2
,Keaton  Mitchell,BLT,RB,1,8,13.333,2,19,9.5,1,0,0,1,1,0,0,1.472,0.736,0,0,11.1,11.1
,Tyler  Shough,NO,QB,1,71,98.611,6,18,3,0,0,0,1,0,0,0,0.921,0.154,0,0,17.36,17.36
,Michael  Carter,ARZ,RB,1,28,43.75,5,17,3.4,0,0,0,1,0,0,0,-0.499,-0.1,0,0,11.4,11.4
,Bhayshul  Tuten,JAX,RB,1,16,27.119,8,17,2.125,1,0,0,1,3,2,1,-3.072,-0.384,0,0,8.9,8.9
,Zavier  Scott,MIN,RB,1,9,18,3,17,5.667,0,0,0,1,0,0,0,-0.924,-0.308,0,0,3.1,3.1
,Isiah  Pacheco,KC,RB,1,16,25.397,3,16,5.333,0,0,0,0,0,0,0,0.548,0.183,0,0,5.3,5.3
,Jaylen  Wright,MIA,RB,1,4,6.557,3,16,5.333,0,0,0,2,0,0,0,0.194,0.065,0,0,1.6,1.6
,Jacoby  Brissett,ARZ,QB,1,64,100,3,16,5.333,0,0,0,1,0,0,0,-0.44,-0.147,0,0,19.64,19.64
,Bo  Nix,DEN,QB,1,71,100,2,16,8,0,0,0,1,0,0,0,1.78,0.89,0,0,16.44,16.44
,Bo  Melton,GB,CB,1,9,14.516,2,15,7.5,0,0,0,1,0,0,0,0.687,0.344,0,0,1.5,1.5
,Emanuel  Wilson,GB,RB,1,10,16.129,4,14,3.5,0,0,0,2,1,0,0,0.669,0.167,0,0,1.4,1.4
,Xavier  Worthy,KC,WR,1,53,84.127,2,13,6.5,0,0,0,1,0,0,0,0.013,0.007,0,0,11.4,11.4
,Caleb  Williams,CHI,QB,1,87,100,5,13,2.6,0,0,0,4,0,0,0,1.9,0.38,0,0,9.46,9.46
,DJ  Moore,CHI,WR,1,76,87.356,1,10,10,0,0,0,1,0,0,0,0.848,0.848,0,0,4.7,4.7
,Ollie  Gordon II,MIA,RB,1,13,21.311,3,10,3.333,0,0,0,0,0,0,0,-2.353,-0.784,0,0,1,1
,Malachi  Corley,CLV,WR,1,21,34.426,1,9,9,0,0,0,0,0,0,0,0.57,0.57,0,0,0.9,0.9
,Isaiah  Bond,CLV,WR,1,18,29.508,1,9,9,0,0,0,1,0,0,0,0.559,0.559,0,0,3.7,3.7
,Rashid  Shaheed,SEA,WR,1,29,46.774,1,9,9,0,0,0,0,0,0,0,-0.383,-0.383,0,0,2.6,2.6
,Marvin  Mims Jr.,DEN,WR,1,23,32.394,1,9,9,0,0,0,0,0,0,0,0.887,0.887,0,0,3.7,3.7
,Joe  Burrow,CIN,QB,1,81,100,3,8,2.667,0,0,0,2,1,0,0,1.567,0.522,0,0,19.24,19.24
,Justin  Herbert,LAC,QB,1,60,84.507,3,8,2.667,0,0,0,0,1,0,0,-0.956,-0.319,0,0,12.84,12.84
,Nico  Collins,HST,WR,1,52,73.239,1,7,7,1,0,0,1,1,0,0,1.473,1.473,0,0,21.5,21.5
,Rachaad  White,TB,RB,1,21,35,2,7,3.5,0,0,0,0,0,0,0,-0.127,-0.063,0,0,5.9,5.9
,Cam  Ward,TEN,QB,1,56,100,1,7,7,0,0,0,1,0,0,0,1.472,1.472,0,0,6.34,6.34
,Shedeur  Sanders,CLV,QB,1,60,98.361,1,6,6,0,0,0,0,0,0,0,-1.442,-1.442,0,0,10.56,10.56
,Raheem  Mostert,LV,RB,1,2,4.348,1,6,6,0,0,0,0,0,0,0,-2.063,-2.063,0,0,0.6,0.6
,Ty  Johnson,BUF,RB,1,20,25.641,2,5,2.5,0,0,0,2,0,0,0,2.784,1.392,0,0,5.5,5.5
,Jordan  Love,GB,QB,1,62,100,5,4,0.8,0,0,0,0,1,1,0,-3.063,-0.613,0,0,25.76,25.76
,Brock  Purdy,SF,QB,1,60,92.308,2,4,2,1,0,0,1,1,1,1,1.03,0.515,0,0,17.12,17.12
,Tua  Tagovailoa,MIA,QB,1,61,100,4,4,1,0,0,0,0,0,0,0,-1.554,-0.389,0,0,4.68,4.68
,Trey  Lance,LAC,QB,1,11,15.493,4,4,1,0,0,0,0,0,0,0,-2.334,-0.583,0,0,0.76,0.76
,Luther  Burden III,CHI,WR,1,41,47.126,1,3,3,0,0,0,0,0,0,0,-0.26,-0.26,0,0,7.6,7.6
,Cade  Stover,HST,TE,1,29,40.845,4,3,0.75,0,0,0,2,3,0,0,-4.279,-1.07,0,0,3.9,3.9
,Aaron  Jones,MIN,RB,1,19,38,6,3,0.5,0,0,0,0,1,0,0,-3.37,-0.562,0,0,6.5,6.5
,Kaleb  Johnson,PIT,RB,1,3,6.977,2,3,1.5,0,0,0,0,0,0,0,-0.373,-0.187,0,0,0.3,0.3
,Adam  Prentice,DEN,FB,1,16,22.535,1,3,3,0,0,0,1,0,0,0,0.597,0.597,0,0,2.4,2.4
,Rashee  Rice,KC,WR,1,54,85.714,1,2,2,0,1,0,0,1,1,0,-0.444,-0.444,0,0,29.4,29.4
,Mac  Jones,SF,QB,1,4,6.154,2,2,1,0,0,0,1,0,0,0,-0.83,-0.415,0,0,0.2,0.2
,Taysom  Hill,NO,QB,1,12,16.667,1,2,2,0,0,0,0,0,0,0,-0.367,-0.367,0,0,1.7,1.7
,AJ  Barner,SEA,TE,1,53,85.484,1,2,2,0,0,0,1,0,0,0,0.476,0.476,0,0,7.7,7.7
,Daniel  Jones,IND,QB,1,51,100,1,1,1,0,1,0,0,0,0,0,-0.638,-0.638,0,0,16.14,16.14
,Chimere  Dike,TEN,WR,1,42,75,1,1,1,0,0,0,0,0,0,0,-0.355,-0.355,0,0,1.9,1.9
,Harold  Fannin Jr.,CLV,TE,1,55,90.164,1,0,0,0,1,1,0,0,0,0,-3.64,-3.64,0,0,13.3,13.3
,C.J.  Stroud,HST,QB,1,71,100,1,0,0,0,0,0,0,0,0,0,-1.221,-1.221,0,0,9.04,9.04
,Tyler  Warren,IND,TE,1,44,86.275,1,0,0,0,1,0,0,1,0,0,-4.101,-4.101,0,0,11.2,11.2
,Sean  Tucker,TB,RB,1,5,8.333,2,0,0,0,0,0,1,0,0,0,-0.918,-0.459,0,0,0,0
,Aaron  Rodgers,PIT,QB,1,36,83.721,1,0,0,0,0,0,0,0,0,0,-2.178,-2.178,0,0,4.68,4.68
,Matthew  Stafford,LA,QB,1,51,100,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,13.62,13.62
,Mason  Tipton,NO,WR,1,58,80.556,1,-1,-1,0,0,0,0,0,0,0,-0.974,-0.974,0,0,4.9,4.9
,Tyjae  Spears,TEN,RB,1,25,44.643,2,-1,-0.5,0,0,0,0,1,0,0,-1.739,-0.869,0,0,8.4,8.4
,Max  Brosmer,MIN,QB,1,50,100,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-3.06,-3.06
,Dak  Prescott,DAL,QB,1,65,100,3,-2,-0.667,0,0,0,0,0,0,0,-2.541,-0.847,0,0,18.6,18.6
,John  Metchie III,NYJ,WR,1,60,86.957,1,-2,-2,0,0,0,0,0,0,0,-1.267,-1.267,0,0,5.7,5.7
,Nick  Mullens,JAX,QB,1,3,5.085,3,-3,-1,0,0,0,0,0,0,0,-2.461,-0.82,0,0,-0.3,-0.3
,Deebo  Samuel Sr.,WAS,WR,1,57,64.773,2,-3,-1.5,0,0,0,0,1,1,0,-1.774,-0.887,0,0,11.1,11.1
,Jameson  Williams,DET,WR,1,57,93.443,1,-5,-5,0,0,0,0,0,0,0,-1.182,-1.182,0,0,26.9,26.9
,Geno  Smith,LV,QB,1,46,100,2,-6,-3,0,0,0,0,1,1,0,-1.264,-0.632,0,0,12,12
