BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Samaje Perine,CIN,RB,1,21,37.5,6,31,5.167,0,0,0,3,2,0,0,2.334,0.389,7.998,16.79,4.8,4.8
,Ashton Jeanty,LV,RB,1,33,66,10,30,3,0,0,0,2,1,0,0,-1.067,-0.107,8.83,13.41,5.8,5.8
,Isiah Pacheco,KC,RB,1,22,30.986,9,30,3.333,0,0,0,2,0,0,0,-2.367,-0.263,-4.41,-19,3,3
,Kareem Hunt,KC,RB,1,36,50.704,12,30,2.5,1,0,0,3,4,1,1,1.737,0.145,15.365,16.27,9,9
,Kenneth Walker III,SEA,RB,1,30,50,10,29,2.9,0,0,0,2,3,0,0,-3.541,-0.354,-9.445,-30.16,3.8,3.8
,Shedeur Sanders,CLV,QB,1,66,98.507,3,29,9.667,1,0,0,2,1,0,0,2.796,0.932,0,0,33.46,33.46
,Sean Tucker,TB,RB,1,11,14.865,7,29,4.143,1,0,0,2,2,1,1,-2.986,-0.427,17.647,39.86,8.9,8.9
,Quinshon Judkins,CLV,RB,1,30,44.776,14,26,1.857,0,0,0,2,1,1,0,-6.35,-0.454,-42.602,-72.99,9.4,9.4
,Ty Johnson,BUF,RB,1,15,23.077,2,25,12.5,0,0,0,1,0,0,0,1.603,0.802,5.071,32.53,5.9,5.9
,Sam Darnold,SEA,QB,1,53,88.333,3,23,7.667,0,0,0,2,0,0,0,1.185,0.395,2.192,15.54,22.26,22.26
,Chase Brown,CIN,RB,1,37,66.071,12,23,1.917,1,0,0,1,2,1,0,-4.25,-0.354,-21.616,-57.33,18.5,18.5
,Jayden Reed,GB,WR,1,25,48.077,2,22,11,0,0,0,1,0,0,0,1.166,0.583,10.197,46.67,9.3,9.3
,Isaiah Davis,NYJ,RB,1,14,24.561,2,22,11,0,0,0,2,0,0,0,4.066,2.033,3.351,31.2,2.2,2.2
,Adam Prentice,DEN,FB,1,29,39.189,2,22,11,0,0,0,2,0,0,0,1.909,0.955,11.158,63.95,5.3,5.3
,Jaleel McLaughlin,DEN,RB,1,9,12.162,4,22,5.5,0,0,0,1,0,0,0,-0.139,-0.035,7.956,50.69,4.1,4.1
,Jacoby Brissett,ARZ,QB,1,64,100,4,22,5.5,0,0,0,1,0,0,0,0.893,0.223,-1.52,-47.51,19.04,19.04
,Tyjae Spears,TEN,RB,1,27,42.188,8,19,2.375,0,0,0,2,0,0,0,-1.301,-0.163,-0.843,-10.92,6.7,6.7
,J.J. McCarthy,MIN,QB,1,63,100,6,19,3.167,0,0,0,2,0,0,0,-1.675,-0.279,0,0,20.42,20.42
,Ollie Gordon II,MIA,RB,1,14,22.222,5,17,3.4,1,0,0,2,1,0,0,1.161,0.232,9.031,43.6,7.7,7.7
,Trevor Lawrence,JAX,QB,1,61,93.846,4,16,4,0,0,0,3,2,0,0,4.685,1.171,0.656,-7.65,19.36,19.36
,Jayden Daniels,WAS,QB,1,40,72.727,4,16,4,0,0,0,1,0,0,0,-0.652,-0.163,0,0,2.72,2.72
,Tyler Badie,DEN,RB,1,13,17.568,4,16,4,0,0,0,1,1,0,0,-0.334,-0.084,0.506,-5.75,3.1,3.1
,Bam Knight,ARZ,RB,1,29,45.313,7,16,2.286,0,0,0,1,1,0,0,-2.171,-0.31,-3.157,-20.87,6.4,6.4
,Kenneth Gainwell,PIT,RB,1,25,48.077,4,15,3.75,1,0,0,2,4,1,0,2.38,0.595,26,102.73,16.2,16.2
,Caleb Williams,CHI,QB,1,71,100,4,15,3.75,0,0,0,2,1,0,0,0.137,0.034,-3.828,-93.33,14.94,14.94
,Zavier Scott,MIN,RB,1,6,9.524,3,15,5,0,0,0,1,0,0,0,1.313,0.438,0.226,-6.91,3,3
,Bo Nix,DEN,QB,1,74,100,3,15,5,1,0,0,1,2,0,0,2.346,0.782,-6.909,-95.77,15.98,15.98
,Dak Prescott,DAL,QB,1,78,100,3,14,4.667,0,0,0,2,1,0,0,0.643,0.214,3.411,28.04,16.44,16.44
,Jaylen Warren,PIT,RB,1,24,46.154,8,13,1.625,0,0,0,0,2,0,0,-2.594,-0.324,-13.149,-50.16,15.2,15.2
,Michael Carter,ARZ,RB,1,31,48.438,3,13,4.333,0,0,0,0,0,0,0,-0.313,-0.104,3.252,22.91,5.1,5.1
,Emanuel Wilson,GB,RB,1,8,15.385,3,10,3.333,0,0,0,0,1,0,0,-0.265,-0.088,-3.832,-42.05,1,1
,Jakobi Meyers,JAX,WR,1,51,78.462,3,9,3,0,0,0,1,2,1,0,0.543,0.181,7.222,5.32,14.8,14.8
,Ja'Marr Chase,CIN,WR,1,56,100,1,8,8,0,0,0,0,0,0,0,0.516,0.516,5.211,79,10.2,10.2
,Jalen Hurts,PHI,QB,1,68,100,4,8,2,0,0,0,0,0,0,0,-2.934,-0.734,-4.813,-110.33,2.4,2.4
,Jameson Williams,DET,WR,1,52,91.228,1,7,7,0,0,0,0,1,0,0,0.688,0.688,5.997,75.55,17.3,17.3
,Marcus Mariota,WAS,QB,1,15,27.273,2,7,3.5,0,1,1,0,0,0,0,-4.575,-2.288,0,0,-0.1,-0.1
,Brashard Smith,KC,RB,1,5,7.042,1,7,7,0,0,0,0,0,0,0,0.268,0.268,4.046,111.76,0.7,0.7
,Malik Davis,DAL,RB,1,6,7.692,3,6,2,0,0,0,0,1,0,0,-0.741,-0.247,-1.738,-21.47,0.6,0.6
,Kenny Pickett,LV,QB,1,14,28,1,6,6,0,0,0,1,0,0,0,0.231,0.231,0,0,8.48,8.48
,Riley Leonard,IND,QB,1,50,76.923,2,5,2.5,1,0,0,1,1,0,0,2.152,1.076,0,0,10.3,10.3
,Bhayshul Tuten,JAX,RB,1,2,3.077,2,5,2.5,0,1,1,1,0,0,0,-4.489,-2.245,-15.74,-140.5,0.5,0.5
,C.J. Stroud,HST,QB,1,66,100,2,5,2.5,0,0,0,1,1,0,0,0.331,0.165,2.587,18.71,12.62,12.62
,KaVontae Turpin,DAL,WR,1,38,48.718,1,4,4,0,0,0,0,0,0,0,-0.111,-0.111,2.128,9.37,5,5
,Kaleb Johnson,PIT,RB,1,3,5.769,2,4,2,0,0,0,0,0,0,0,-0.73,-0.365,-1.382,-28.49,0.4,0.4
,Cam Ward,TEN,QB,1,64,100,2,4,2,0,0,0,1,1,0,0,0.255,0.128,1.837,0.61,11.08,11.08
,Dylan Sampson,CLV,RB,1,25,37.313,2,4,2,0,0,0,1,0,0,0,0.281,0.141,0.53,-2.74,11.8,11.8
,Daniel Jones,IND,QB,1,15,23.077,1,4,4,0,0,0,0,1,0,0,-0.107,-0.107,0,0,0.8,0.8
,Ameer Abdullah,IND,RB,1,15,23.077,1,4,4,0,0,0,0,1,0,0,-0.753,-0.753,0.345,0.11,2.9,2.9
,Evan Hull,NO,RB,1,5,8.929,1,4,4,0,0,0,0,0,0,0,-0.048,-0.048,0.747,13,2,2
,Geno Smith,LV,QB,1,36,72,1,4,4,0,0,0,0,0,0,0,-0.135,-0.135,0,0,9.04,9.04
,Tank Bigsby,PHI,RB,1,7,10.294,1,4,4,0,0,0,0,1,0,0,-0.078,-0.078,-0.957,-34.72,0.4,0.4
,Luther Burden III,CHI,WR,1,48,67.606,1,3,3,0,0,0,0,0,0,0,-0.188,-0.188,1.097,-13.87,11,11
,Nick Chubb,HST,RB,1,6,9.091,1,3,3,0,0,0,0,0,0,0,-0.27,-0.27,-0.122,-12.07,0.3,0.3
,Zay Flowers,BLT,WR,1,69,84.146,1,2,2,0,0,0,0,0,0,0,-0.433,-0.433,0.65,-24.49,20.6,20.6
,Connor Heyward,PIT,TE,1,4,7.692,1,2,2,0,0,0,1,1,1,0,2.456,2.456,9.023,44.64,0.2,0.2
,Rasheen Ali,BLT,RB,1,23,28.049,1,2,2,0,0,0,0,1,0,0,-0.335,-0.335,-1.881,-59.88,3.3,3.3
,Malachi Corley,CLV,WR,1,4,5.97,1,2,2,0,0,0,0,1,1,0,0.067,0.067,-5.647,-69.52,0.2,0.2
,Tyler Warren,IND,TE,1,57,87.692,1,2,2,0,0,0,1,1,1,0,0.93,0.93,4.836,1.09,3.7,3.7
,Marvin Mims Jr.,DEN,WR,1,20,27.027,1,2,2,0,0,0,0,1,0,0,-0.32,-0.32,-1.093,-50.74,1.7,1.7
,Jaylin Noel,HST,WR,1,22,33.333,1,1,1,0,0,0,0,0,0,0,-1.211,-1.211,-2.987,-87.64,3.3,3.3
,Drew Lock,SEA,QB,1,7,11.667,1,0,0,0,1,0,0,0,0,0,-0.515,-0.515,-12.449,-266.16,0,0
,Aaron Rodgers,PIT,QB,1,53,101.923,2,0,0,1,0,0,1,1,1,1,1.365,0.683,0,0,21.46,21.46
,Tua Tagovailoa,MIA,QB,1,56,88.889,1,0,0,0,1,0,0,0,0,0,-0.872,-0.872,-11.435,-230.31,9.08,9.08
,Jaxon Smith-Njigba,SEA,WR,1,43,71.667,1,-1,-1,0,0,0,0,0,0,0,-1.011,-1.011,-4.45,-118.24,28.1,28.1
,Jordan Love,GB,QB,1,52,100,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,19.26,19.26
,Nick Mullens,JAX,QB,1,4,6.154,3,-1,-0.333,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02
,Taysom Hill,NO,QB,1,23,41.071,2,-1,-0.5,0,1,0,0,0,0,0,-1.32,-0.66,-14.842,-183.98,-0.1,-0.1
,Jared Goff,DET,QB,1,57,100,2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,16.16,16.16
,Zach Wilson,MIA,QB,1,7,11.111,2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2
,Jimmy Garoppolo,LA,QB,1,11,16.418,3,-4,-1.333,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.4
