BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Bam  Knight,ARZ,RB,1,9,27,3,0,0,0,33,50,31.034,11,22,11,16.923,37.5,22,16.923,9,11
,Tyjae  Spears,TEN,RB,1,7,26,3.714,0,0,0,20,44.444,36.842,10,32.258,10,22.727,41.176,32.258,22.727,7,10
,Jahmyr  Gibbs,DET,RB,1,9,25,2.778,0,0,0,41,66.129,45,12,26.667,12,19.355,45,26.667,19.355,9,12
,Zach  Charbonnet,SEA,RB,1,8,25,3.125,0,0,0,18,37.5,33.333,9,20,9,18.75,33.333,20,18.75,8,9
,Trevor  Lawrence,JAX,QB,1,9,24,2.667,2,0,0,81,100,21.429,9,13.846,9,11.688,0,0,0,9,9
,Drake  Maye,NE,QB,1,8,20,2.5,0,0,0,73,100,24.242,8,15.385,8,11.765,0,0,0,8,8
,Michael  Penix Jr.,ATL,QB,1,2,19,9.5,0,0,0,56,100,12.5,2,5.263,2,3.704,0,0,0,2,2
,Josh  Allen,BUF,QB,1,6,19,3.167,2,0,0,65,100,17.143,6,10.345,6,9.375,0,0,0,6,6
,Tyrone  Tracy Jr.,NYG,RB,1,5,18,3.6,0,0,0,25,41.667,23.81,8,17.778,8,14.286,38.462,21.622,16.667,5,8
,DJ  Moore,CHI,WR,1,1,17,17,1,0,0,66,81.481,2.703,5,8.475,5,6.579,3.125,9.615,7.246,1,5
,Chuba  Hubbard,CAR,RB,1,5,17,3.4,0,0,0,11,19.643,15.152,5,11.364,5,9.259,16.129,11.364,9.259,5,5
,Emanuel  Wilson,GB,RB,1,6,16,2.667,0,0,0,21,33.333,24,7,13.725,7,11.111,25,13.725,11.111,6,7
,Lamar  Jackson,BLT,QB,1,5,14,2.8,0,0,0,58,100,16.129,5,10.204,5,8.929,0,0,0,5,5
,Alvin  Kamara,NO,RB,1,6,14,2.333,0,1,1,22,55,42.857,7,24.138,7,17.5,66.667,28,19.444,6,7
,Malik  Washington,MIA,WR,1,3,13,4.333,0,1,1,43,68.254,15,6,13.333,6,9.677,15.789,13.333,9.677,3,6
,J.J.  McCarthy,MIN,QB,1,9,12,1.333,1,1,0,60,100,31.034,9,20.93,9,15.254,0,0,0,9,9
,C.J.  Stroud,HST,QB,1,2,12,6,0,0,0,26,34.667,7.143,2,3.922,2,2.778,0,0,0,2,2
,Keaton  Mitchell,BLT,RB,1,4,11,2.75,0,0,0,8,13.793,12.903,5,10.204,5,8.929,15.385,11.364,9.804,4,5
,Devin  Neal,NO,RB,1,3,11,3.667,0,0,0,16,40,21.429,4,13.793,4,10,33.333,16,11.111,3,4
,Jaxon  Smith-Njigba,SEA,WR,1,1,11,11,0,0,0,31,64.583,4.167,9,20,9,18.75,4.167,20,18.75,1,9
,Bryce  Young,CAR,QB,1,2,9,4.5,0,0,0,56,100,6.061,2,4.545,2,3.704,0,0,0,2,2
,Geno  Smith,LV,QB,1,5,9,1.8,0,0,0,62,100,26.316,5,10.417,5,8.333,0,0,0,5,5
,George  Holani,SEA,RB,1,3,9,3,0,0,0,3,6.25,12.5,3,6.667,3,6.25,12.5,6.667,6.25,3,3
,Greg  Dortch,ARZ,WR,1,1,9,9,0,0,0,15,22.727,3.448,1,2,1,1.538,4.167,2,1.538,1,1
,Ty  Johnson,BUF,RB,1,2,8,4,1,0,0,13,20,5.714,4,6.897,4,6.25,6.897,7.692,6.897,2,4
,Jimmy  Horn Jr.,CAR,WR,1,1,7,7,0,0,0,13,23.214,3.03,2,4.545,2,3.704,3.226,4.762,3.846,1,2
,Davis  Mills,HST,QB,1,2,7,3.5,0,0,0,49,65.333,7.143,2,3.922,2,2.778,0,0,0,2,2
,Xavier  Worthy,KC,WR,1,1,7,7,0,0,0,48,82.759,5,4,11.429,4,7.018,5.263,11.429,7.018,1,4
,Brashard  Smith,KC,RB,1,3,7,2.333,0,0,0,10,17.241,15,3,8.571,3,5.263,15.789,8.571,5.263,3,3
,Ollie  Gordon II,MIA,RB,1,2,6,3,0,0,0,12,19.048,10,3,6.667,3,4.839,10.526,6.667,4.839,2,3
,Tyler  Allgeier,ATL,RB,1,2,6,3,0,0,0,16,28.571,12.5,2,5.263,2,3.704,14.286,5.556,3.846,2,2
,Cam  Ward,TEN,QB,1,2,6,3,0,1,0,45,100,10.526,2,6.452,2,4.545,0,0,0,2,2
,Rashee  Rice,KC,WR,1,2,6,3,1,0,0,46,79.31,10,6,17.143,6,10.526,10.526,17.143,10.526,2,6
,Samaje  Perine,CIN,RB,1,1,5,5,0,0,0,1,1.538,6.667,1,2.174,1,1.538,7.143,2.174,1.538,1,1
,RJ  Harvey,DEN,RB,1,2,5,2.5,0,0,0,18,29.032,8.696,7,17.073,7,11.475,10,18.421,12.069,2,7
,Patrick  Mahomes,KC,QB,1,1,5,5,0,0,0,58,100,5,1,2.857,1,1.754,0,0,0,1,1
,Mark  Andrews,BLT,TE,1,2,4,2,0,0,0,28,48.276,6.452,4,8.163,4,7.143,7.692,9.091,7.843,2,4
,Andrei  Iosivas,CIN,WR,1,1,4,4,0,0,0,56,86.154,6.667,6,13.043,6,9.231,7.143,13.043,9.231,1,6
,Mac  Jones,SF,QB,1,4,4,1,0,0,0,66,98.507,10.256,4,6.897,4,6.154,0,0,0,4,4
,Daniel  Jones,IND,QB,1,3,4,1.333,1,1,0,75,100,15.789,3,6,3,4.054,0,0,0,3,3
,Connor  Heyward,PIT,TE,1,1,4,4,0,0,0,3,4.839,4.348,1,2.083,1,1.639,4.762,2.083,1.639,1,1
,Kaleb  Johnson,PIT,RB,1,1,4,4,0,0,0,5,8.065,4.348,2,4.167,2,3.279,4.762,4.167,3.279,1,2
,Dyami  Brown,JAX,WR,1,1,4,4,0,0,0,43,53.086,2.381,4,6.154,4,5.195,3.03,7.143,5.882,1,4
,Jacoby  Brissett,ARZ,QB,1,5,4,0.8,1,1,0,66,100,17.241,5,10,5,7.692,0,0,0,5,5
,Ameer  Abdullah,IND,RB,1,1,3,3,0,0,0,5,6.667,5.263,2,4,2,2.703,6.25,4.255,2.817,1,2
,Puka  Nacua,LA,WR,1,1,3,3,0,0,0,38,49.351,2.326,8,11.94,8,10.39,2.564,11.94,10.39,1,8
,Deebo  Samuel Sr.,WAS,WR,1,1,3,3,0,0,0,41,57.746,2.778,6,11.538,6,9.677,3.846,14.286,11.538,1,6
,KaVontae  Turpin,DAL,WR,1,1,3,3,0,0,0,11,15.942,4.762,3,6.667,3,4.615,5.882,7.317,4.918,1,3
,Justice  Hill,BLT,RB,1,1,2,2,0,0,0,11,18.966,3.226,3,6.122,3,5.357,3.846,6.818,5.882,1,3
,Adam  Prentice,DEN,FB,1,1,2,2,0,0,0,10,16.129,4.348,1,2.439,1,1.639,5,2.632,1.724,1,1
,Tyler  Shough,NO,QB,1,1,2,2,0,0,0,36,90,7.143,1,3.448,1,2.5,0,0,0,1,1
,Tua  Tagovailoa,MIA,QB,1,1,1,1,0,0,0,63,100,5,1,2.222,1,1.613,0,0,0,1,1
,Tahj  Brooks,CIN,RB,1,1,1,1,0,0,0,2,3.077,6.667,1,2.174,1,1.538,7.143,2.174,1.538,1,1
,Jordan  Love,GB,QB,1,1,1,1,0,0,0,63,100,4,1,1.961,1,1.587,0,0,0,1,1
,AJ  Barner,SEA,TE,1,1,1,1,1,0,0,41,85.417,4.167,4,8.889,4,8.333,4.167,8.889,8.333,1,4
,Savion  Williams,GB,WR,1,1,0,0,0,1,1,19,30.159,4,3,5.882,3,4.762,4.167,6,4.839,1,3
,Aaron  Rodgers,PIT,QB,1,2,0,0,0,0,0,62,100,8.696,2,4.167,2,3.279,0,0,0,2,2
,Jeremy  McNichols,WAS,RB,1,1,0,0,0,0,0,15,21.127,2.778,1,1.923,1,1.613,3.846,2.381,1.923,1,1
,Joe  Flacco,CIN,QB,1,1,-1,-1,0,0,0,65,100,6.667,1,2.174,1,1.538,0,0,0,1,1
,Kenneth  Gainwell,PIT,RB,1,3,-1,-0.333,0,0,0,22,35.484,13.043,7,14.583,7,11.475,14.286,15.217,11.864,3,7
,Jaylin  Noel,HST,WR,1,1,-3,-3,0,0,0,11,14.667,3.571,1,1.961,1,1.389,4.167,2.128,1.471,1,1
,Troy  Franklin,DEN,WR,1,2,-4,-2,0,0,0,50,80.645,8.696,6,14.634,6,9.836,10,15.789,10.345,2,6
,Matthew  Stafford,LA,QB,1,4,-4,-1,0,0,0,77,100,9.302,4,5.97,4,5.195,0,0,0,4,4
