BASIC,BASIC,BASIC,BASIC,BASIC,BASE,BASE,BASE,BASE,BASE,BASE,BASE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE,USAGE
,Marvin  Harrison Jr.,ARZ,WR,1,10,7,96,1,10,7,96,46,69.697,30,83.333,27.778,9,90,24.324,10,15.385
,Puka  Nacua,LA,WR,1,8,7,95,1,8,7,95,38,49.351,23,67.647,23.529,7,87.5,20.588,9,11.688
,Romeo  Doubs,GB,WR,1,10,7,91,0,10,7,91,58,92.063,35,92.105,26.316,9,90,23.684,10,15.873
,Parker  Washington,JAX,WR,1,9,8,90,0,9,8,90,66,81.481,30,85.714,25.714,9,100,23.077,9,11.688
,CeeDee  Lamb,DAL,WR,1,12,7,85,0,12,7,85,56,81.159,41,93.182,27.273,10,83.333,20.833,12,18.462
,Jaylen  Waddle,MIA,WR,1,9,6,82,0,9,6,82,48,76.19,34,80.952,21.429,9,100,20.93,9,14.516
,Rashee  Rice,KC,WR,1,7,4,80,0,7,4,80,46,79.31,31,83.784,18.919,5,71.429,13.158,9,15.789
,George  Pickens,DAL,WR,1,9,6,79,0,9,6,79,58,84.058,41,93.182,20.455,8,88.889,16.667,9,13.846
,Dalton  Schultz,HST,TE,1,8,6,77,0,8,6,77,57,76,39,88.636,18.182,8,100,17.021,8,11.111
,Chase  Brown,CIN,RB,1,14,8,75,0,14,8,75,61,93.846,49,98,28,2,14.286,4,25,38.462
,Nico  Collins,HST,WR,1,11,7,75,0,11,7,75,57,76,41,93.182,25,8,72.727,17.021,11,15.278
,Marquise  Brown,KC,WR,1,4,2,73,0,4,2,73,25,43.103,18,48.649,10.811,2,50,5.263,4,7.018
,DJ  Moore,CHI,WR,1,6,4,72,0,6,4,72,66,81.481,34,87.179,15.385,3,50,6.818,7,9.211
,Oronde  Gadsden II,LAC,TE,1,5,5,68,0,5,5,68,51,73.913,31,88.571,14.286,4,80,10.256,5,7.692
,Rashid  Shaheed,NO,WR,1,9,5,68,0,9,5,68,32,80,22,84.615,34.615,6,66.667,23.077,9,22.5
,Christian  McCaffrey,SF,RB,1,6,5,67,1,6,5,67,56,83.582,24,92.308,23.077,0,0,0,34,52.308
,Andrei  Iosivas,CIN,WR,1,7,5,66,1,7,5,66,56,86.154,47,94,14,7,100,14,8,12.308
,Jameson  Williams,DET,WR,1,6,4,66,1,6,4,66,56,90.323,39,92.857,14.286,5,83.333,11.905,6,9.677
,Travis  Kelce,KC,TE,1,5,4,66,0,5,4,66,52,89.655,36,97.297,13.514,1,20,2.632,5,8.772
,Zay  Flowers,BLT,WR,1,5,5,64,0,5,5,64,46,79.31,24,96,20,3,60,11.111,5,8.929
,Darius  Slayton,NYG,WR,1,7,5,62,0,7,5,62,50,83.333,33,94.286,20,5,71.429,12.821,7,12.5
,Michael  Wilson,ARZ,WR,1,4,3,61,0,4,3,61,47,71.212,27,75,11.111,2,50,5.405,4,6.154
,Isaiah  Likely,BLT,TE,1,4,3,60,0,4,3,60,31,53.448,15,60,16,2,50,7.407,4,7.143
,Davante  Adams,LA,WR,1,7,5,60,2,7,5,60,46,59.74,27,79.412,20.588,7,100,20.588,7,9.091
,Olamide  Zaccheaus,CHI,WR,1,8,6,58,1,8,6,58,50,61.728,27,69.231,20.513,4,50,9.091,8,10.526
,Christian  Watson,GB,WR,1,4,2,58,0,4,2,58,41,65.079,30,78.947,10.526,4,100,10.526,4,6.349
,Chris  Olave,NO,WR,1,4,3,57,0,4,3,57,34,85,23,88.462,15.385,3,75,11.538,4,10
,Calvin  Austin III,PIT,WR,1,6,5,56,0,6,5,56,34,54.839,25,65.789,15.789,3,50,7.692,6,9.836
,Ladd  McConkey,LAC,WR,1,7,4,56,0,7,4,56,44,63.768,29,82.857,20,4,57.143,10.256,7,10.769
,Brian  Thomas Jr.,JAX,WR,1,5,3,55,0,5,3,55,50,61.728,28,80,14.286,5,100,12.821,5,6.494
,Trey  McBride,ARZ,TE,1,9,5,55,1,9,5,55,54,81.818,34,94.444,25,6,66.667,16.216,9,13.846
,Terrance  Ferguson,LA,TE,1,3,2,54,0,3,2,54,20,25.974,10,29.412,8.824,3,100,8.824,3,3.896
,Quentin  Johnston,LAC,WR,1,5,4,53,1,5,4,53,44,63.768,29,82.857,14.286,3,60,7.692,5,7.692
,RJ  Harvey,DEN,RB,1,5,5,51,1,5,5,51,18,29.032,15,39.474,13.158,2,40,5.128,7,11.475
,Hunter  Henry,NE,TE,1,6,4,51,0,6,4,51,48,65.753,29,82.857,17.143,4,66.667,10,6,8.824
,Bijan  Robinson,ATL,RB,1,10,8,50,0,10,8,50,52,92.857,37,97.368,26.316,2,20,5,22,40.741
,Josh  Downs,IND,WR,1,9,6,50,1,9,6,50,50,66.667,39,70.909,16.364,7,77.778,12.5,9,12.162
,Jake  Ferguson,DAL,TE,1,7,5,50,0,7,5,50,58,84.058,41,93.182,15.909,6,85.714,12.5,7,10.769
,Greg  Dulcich,MIA,TE,1,5,5,49,0,5,5,49,22,34.921,20,47.619,11.905,5,100,11.628,5,8.065
,Malik  Washington,MIA,WR,1,3,3,48,0,3,3,48,43,68.254,30,71.429,7.143,2,66.667,4.651,6,9.677
,Jordan  Addison,MIN,WR,1,4,2,48,0,4,2,48,49,81.667,27,90,13.333,4,100,12.903,5,8.475
,Tory  Horton,SEA,WR,1,4,4,48,2,4,4,48,35,72.917,20,83.333,16.667,4,100,16.667,4,8.333
,Justin  Jefferson,MIN,WR,1,9,6,47,1,9,6,47,53,88.333,29,96.667,30,7,77.778,22.581,9,15.254
,Ashton  Jeanty,LV,RB,1,5,5,47,1,5,5,47,55,88.71,37,90.244,12.195,0,0,0,18,30
,Tetairoa  McMillan,CAR,WR,1,6,4,46,0,6,4,46,46,82.143,21,100,28.571,6,100,26.087,6,11.111
,Wan'Dale  Robinson,NYG,WR,1,11,9,46,0,11,9,46,56,93.333,35,100,31.429,6,54.545,15.385,11,19.643
,Elic  Ayomanor,TEN,WR,1,6,3,46,0,6,3,46,29,64.444,17,68,24,6,100,23.077,6,13.636
,Zach  Ertz,WAS,TE,1,4,4,46,0,4,4,46,38,53.521,21,80.769,15.385,2,50,5.714,4,6.452
,Darnell  Washington,PIT,TE,1,6,4,43,0,6,4,43,40,64.516,22,57.895,15.789,3,50,7.692,6,9.836
,Khalil  Shakir,BUF,WR,1,8,7,43,0,8,7,43,39,60,23,79.31,27.586,1,12.5,3.333,8,12.5
,Tanner  Hudson,CIN,TE,1,2,2,42,0,2,2,42,10,15.385,10,20,4,2,100,4,,
,Jauan  Jennings,SF,WR,1,5,4,41,1,5,4,41,50,74.627,21,80.769,19.231,4,80,14.286,5,7.692
,Keenan  Allen,LAC,WR,1,5,2,41,0,5,2,41,24,34.783,19,54.286,14.286,2,40,5.128,5,7.692
,Deebo  Samuel Sr.,WAS,WR,1,6,5,41,0,6,5,41,41,57.746,20,76.923,23.077,2,33.333,5.714,7,11.29
,De'Von  Achane,MIA,RB,1,10,6,39,0,10,6,39,56,88.889,37,88.095,23.81,4,40,9.302,24,38.71
,Kyle  Pitts,ATL,TE,1,7,4,38,0,7,4,38,51,91.071,37,97.368,18.421,2,28.571,5,7,12.963
,Stefon  Diggs,NE,WR,1,4,3,38,1,4,3,38,41,56.164,24,68.571,11.429,2,50,5,4,5.882
,Tre  Tucker,LV,WR,1,4,3,38,0,4,3,38,58,93.548,41,100,9.756,3,75,6.977,4,6.667
,Davis  Allen,LA,TE,1,4,3,37,0,4,3,37,41,53.247,12,35.294,11.765,3,75,8.824,4,5.195
,Tyjae  Spears,TEN,RB,1,3,3,36,0,3,3,36,20,44.444,12,48,12,0,0,0,10,22.727
,Kenneth  Gainwell,PIT,RB,1,5,4,35,0,5,4,35,22,35.484,18,47.368,13.158,2,40,5.128,8,13.115
,Luke  Musgrave,GB,TE,1,3,3,34,0,3,3,34,30,47.619,19,50,7.895,1,33.333,2.632,3,4.762
,Kendrick  Bourne,SF,WR,1,2,2,34,0,2,2,34,48,71.642,22,84.615,7.692,1,50,3.571,2,3.077
,TreVeyon  Henderson,NE,RB,1,6,4,32,0,6,4,32,50,68.493,31,88.571,17.143,2,33.333,5,20,29.412
,George  Kittle,SF,TE,1,4,4,32,0,4,4,32,55,82.09,23,88.462,15.385,3,75,10.714,5,7.692
,Juwan  Johnson,NO,TE,1,4,3,31,1,4,3,31,26,65,19,73.077,15.385,4,100,15.385,4,10
,Travis  Etienne,JAX,RB,1,5,5,31,0,5,5,31,46,56.79,19,54.286,14.286,2,40,5.128,27,35.065
,Xavier  Hutchinson,HST,WR,1,5,3,30,0,5,3,30,46,61.333,30,68.182,11.364,4,80,8.511,5,6.944
,Courtland  Sutton,DEN,WR,1,6,1,30,1,6,1,30,56,90.323,34,89.474,15.789,4,66.667,10.256,6,9.836
,Dawson  Knox,BUF,TE,1,1,1,30,0,1,1,30,31,47.692,9,31.034,3.448,1,100,3.333,1,1.563
,Elijah  Higgins,ARZ,TE,1,3,3,30,0,3,3,30,24,36.364,13,36.111,8.333,1,33.333,2.703,3,4.615
,Jaylin  Lane,WAS,WR,1,5,3,29,0,5,3,29,38,53.521,18,69.231,19.231,3,60,8.571,5,8.065
,Elijah  Arroyo,SEA,TE,1,2,2,29,1,2,2,29,21,43.75,11,45.833,8.333,2,100,8.333,2,4.167
,Noah  Fant,CIN,TE,1,3,2,28,1,3,2,28,29,44.615,24,48,6,2,66.667,4,3,4.615
,Elijah  Moore,BUF,WR,1,1,1,28,0,1,1,28,16,24.615,11,37.931,3.448,1,100,3.333,1,1.563
,Mitchell  Tinsley,CIN,WR,1,2,1,27,0,2,1,27,16,24.615,12,24,4,1,50,2,2,3.077
,Troy  Franklin,DEN,WR,1,10,4,27,0,10,4,27,50,80.645,34,89.474,26.316,6,60,15.385,12,19.672
,Theo  Johnson,NYG,TE,1,6,3,27,1,6,3,27,48,80,27,77.143,17.143,4,66.667,10.256,6,10.714
,Pat  Freiermuth,PIT,TE,1,4,3,27,1,4,3,27,28,45.161,20,52.632,10.526,3,75,7.692,4,6.557
,Christian  Kirk,HST,WR,1,8,4,26,0,8,4,26,39,52,33,75,18.182,7,87.5,14.894,8,11.111
,Tyler  Warren,IND,TE,1,7,5,26,0,7,5,26,60,80,47,85.455,12.727,5,71.429,8.929,7,9.459
,Michael  Mayer,LV,TE,1,7,3,26,0,7,3,26,51,82.258,32,78.049,17.073,5,71.429,11.628,7,11.667
,Adam  Trautman,DEN,TE,1,2,2,25,0,2,2,25,43,69.355,21,55.263,5.263,2,100,5.128,2,3.279
,Jonnu  Smith,PIT,TE,1,5,3,25,0,5,3,25,24,38.71,17,44.737,13.158,1,20,2.564,5,8.197
,Dyami  Brown,JAX,WR,1,7,3,25,0,7,3,25,43,53.086,22,62.857,20,5,71.429,12.821,8,10.39
,Chris  Brooks,GB,RB,1,2,2,24,0,2,2,24,11,17.46,8,21.053,5.263,1,50,2.632,2,3.175
,AJ  Barner,SEA,TE,1,4,3,24,0,4,3,24,41,85.417,22,91.667,16.667,3,75,12.5,5,10.417
,Charlie  Kolar,BLT,TE,1,2,2,23,1,2,2,23,24,41.379,8,32,8,2,100,7.407,2,3.571
,Jakobi  Meyers,LV,WR,1,6,4,23,0,6,4,23,53,85.484,39,95.122,14.634,6,100,13.953,6,10
,Xavier  Worthy,KC,WR,1,7,3,23,0,7,3,23,48,82.759,32,86.486,18.919,5,71.429,13.158,8,14.035
,Mark  Andrews,BLT,TE,1,3,2,22,2,3,2,22,28,48.276,16,64,12,2,66.667,7.407,5,8.929
,Nick  Westbrook-Ikhine,MIA,WR,1,4,2,22,0,4,2,22,41,65.079,30,71.429,9.524,4,100,9.302,4,6.452
,Kyle  Monangai,CHI,RB,1,5,3,22,0,5,3,22,56,69.136,25,64.103,12.821,0,0,0,31,40.789
,Caleb  Williams,CHI,QB,1,2,2,22,1,2,2,22,81,100,3,7.692,5.128,0,0,0,7,9.211
,Xavier  Legette,CAR,WR,1,3,1,22,0,3,1,22,31,55.357,16,76.19,14.286,3,100,13.043,3,5.556
,Skyy  Moore,SF,WR,1,1,1,21,0,1,1,21,7,10.448,4,15.385,3.846,1,100,3.571,1,1.538
,Van  Jefferson,TEN,WR,1,4,1,21,0,4,1,21,37,82.222,22,88,16,3,75,11.538,4,9.091
,Zach  Charbonnet,SEA,RB,1,1,1,21,0,1,1,21,18,37.5,9,37.5,4.167,0,0,0,9,18.75
,Aaron  Jones,MIN,RB,1,2,2,20,0,2,2,20,24,40,14,46.667,6.667,0,0,0,11,18.644
,Tucker  Kraft,GB,TE,1,3,2,20,0,3,2,20,30,47.619,18,47.368,7.895,2,66.667,5.263,3,4.762
,Pat  Bryant,DEN,WR,1,3,2,20,0,3,2,20,35,56.452,24,63.158,7.895,1,33.333,2.564,3,4.918
,Austin  Hooper,NE,TE,1,1,1,20,0,1,1,20,33,45.205,15,42.857,2.857,0,0,0,1,1.471
,John  Bates,WAS,TE,1,4,2,20,0,4,2,20,32,45.07,9,34.615,15.385,2,50,5.714,4,6.452
,Bam  Knight,ARZ,RB,1,2,2,20,0,2,2,20,33,50,21,58.333,5.556,0,0,0,11,16.923
,Tyrone  Tracy Jr.,NYG,RB,1,4,3,19,0,4,3,19,25,41.667,15,42.857,11.429,2,50,5.128,9,16.071
,Jordan  Watkins,SF,WR,1,1,1,19,0,1,1,19,8,11.94,5,19.231,3.846,0,0,0,1,1.538
,Kenneth  Walker III,SEA,RB,1,2,2,19,0,2,2,19,26,54.167,14,58.333,8.333,1,50,4.167,13,27.083
,Tre  Harris,LAC,WR,1,2,2,18,0,2,2,18,30,43.478,14,40,5.714,2,100,5.128,2,3.077
,Jackson  Hawes,BUF,TE,1,2,1,18,0,2,1,18,29,44.615,7,24.138,6.897,0,0,0,2,3.125
,Keon  Coleman,BUF,WR,1,2,2,17,0,2,2,17,43,66.154,21,72.414,6.897,1,50,3.333,2,3.125
,Jalen  Nailor,MIN,WR,1,4,1,16,0,4,1,16,32,53.333,21,70,13.333,2,50,6.452,4,6.78
,Brandin  Cooks,NO,WR,1,3,2,16,0,3,2,16,22,55,16,61.538,11.538,2,66.667,7.692,3,7.5
,Darnell  Mooney,ATL,WR,1,2,1,15,0,2,1,15,54,96.429,38,100,5.263,2,100,5,2,3.704
,Gunnar  Helm,TEN,TE,1,1,1,15,0,1,1,15,19,42.222,9,36,4,1,100,3.846,1,2.273
,Raheem  Mostert,LV,RB,1,1,1,14,0,1,1,14,5,8.065,4,9.756,2.439,0,0,0,1,1.667
,Luke  Schoonmaker,DAL,TE,1,2,1,14,0,2,1,14,12,17.391,6,13.636,4.545,2,100,4.167,2,3.077
,Rashod  Bateman,BLT,WR,1,4,2,13,1,4,2,13,40,68.966,24,96,16,3,75,11.111,4,7.143
,Justice  Hill,BLT,RB,1,2,2,13,0,2,2,13,11,18.966,8,32,8,0,0,0,3,5.357
,Josh  Jacobs,GB,RB,1,5,4,13,0,5,4,13,36,57.143,17,44.737,13.158,0,0,0,22,34.921
,Tyler  Higbee,LA,TE,1,4,3,13,1,4,3,13,39,50.649,19,55.882,11.765,2,50,5.882,4,5.195
,Savion  Williams,GB,WR,1,2,2,12,0,2,2,12,19,30.159,9,23.684,5.263,0,0,0,3,4.762
,Kyle  Juszczyk,SF,FB,1,2,1,12,0,2,1,12,41,61.194,12,46.154,7.692,1,50,3.571,2,3.077
,Jonathan  Taylor,IND,RB,1,2,2,12,0,2,2,12,58,77.333,42,76.364,3.636,0,0,0,16,21.622
,Tony  Pollard,TEN,RB,1,2,1,12,0,2,1,12,26,57.778,14,56,8,0,0,0,12,27.273
,Tucker  Fisk,LAC,TE,1,1,1,12,0,1,1,12,30,43.478,8,22.857,2.857,0,0,0,1,1.538
,Xavier  Smith,LA,WR,1,3,2,12,0,3,2,12,9,11.688,6,17.647,8.824,2,66.667,5.882,3,3.896
,Ty  Johnson,BUF,RB,1,2,2,12,0,2,2,12,13,20,10,34.483,6.897,2,100,6.667,4,6.25
,Ryan  Flournoy,DAL,WR,1,2,2,12,1,2,2,12,44,63.768,27,61.364,4.545,1,50,2.083,2,3.077
,Brock  Wright,DET,TE,1,1,1,11,0,1,1,11,33,53.226,17,40.476,2.381,1,100,2.381,1,1.613
,T.J.  Hockenson,MIN,TE,1,3,2,11,1,3,2,11,45,75,25,83.333,10,0,0,0,3,5.085
,Rico  Dowdle,CAR,RB,1,3,2,11,0,3,2,11,40,71.429,14,66.667,14.286,0,0,0,28,51.852
,Malik  Heath,GB,WR,1,1,1,11,0,1,1,11,27,42.857,15,39.474,2.632,1,100,2.632,1,1.587
,James  Cook,BUF,RB,1,1,1,11,0,1,1,11,48,73.846,17,58.621,3.448,0,0,0,28,43.75
,Cole  Kmet,CHI,TE,1,2,1,10,0,2,1,10,20,24.691,6,15.385,5.128,2,100,4.545,2,2.632
,David  Montgomery,DET,RB,1,4,2,10,0,4,2,10,23,37.097,12,28.571,9.524,0,0,0,15,24.194
,Chig  Okonkwo,TEN,TE,1,2,2,10,0,2,2,10,30,66.667,19,76,8,1,50,3.846,2,4.545
,Colby  Parkinson,LA,TE,1,2,2,10,0,2,2,10,43,55.844,15,44.118,5.882,0,0,0,2,2.597
,KaVontae  Turpin,DAL,WR,1,3,2,10,0,3,2,10,11,15.942,10,22.727,6.818,1,33.333,2.083,4,6.154
,Matthew  Golden,GB,WR,1,3,2,9,0,3,2,9,22,34.921,15,39.474,7.895,2,66.667,5.263,3,4.762
,Jalen  Coker,CAR,WR,1,1,1,9,0,1,1,9,36,64.286,16,76.19,4.762,0,0,0,1,1.852
,Mack  Hollins,NE,WR,1,2,2,9,0,2,2,9,42,57.534,17,48.571,5.714,1,50,2.5,2,2.941
,Luke  Farrell,SF,TE,1,1,1,9,0,1,1,9,17,25.373,4,15.385,3.846,1,100,3.571,1,1.538
,Kaleb  Johnson,PIT,RB,1,1,1,9,0,1,1,9,5,8.065,4,10.526,2.632,0,0,0,2,3.279
,Ian  Thomas,LV,TE,1,1,1,9,0,1,1,9,11,17.742,6,14.634,2.439,0,0,0,1,1.667
,Brycen  Tremayne,CAR,WR,1,1,1,8,0,1,1,8,13,23.214,2,9.524,4.762,1,100,4.348,1,1.852
,Devin  Singletary,NYG,RB,1,2,2,8,0,2,2,8,31,51.667,20,57.143,5.714,1,50,2.564,10,17.857
,Tyler  Goodson,IND,RB,1,2,1,8,0,2,1,8,9,12,9,16.364,3.636,1,50,1.786,,
,Keaton  Mitchell,BLT,RB,1,1,1,7,0,1,1,7,8,13.793,4,16,4,0,0,0,5,8.929
,Adonai  Mitchell,IND,WR,1,1,1,7,0,1,1,7,4,5.333,3,5.455,1.818,1,100,1.786,1,1.351
,Tyrell  Shavers,BUF,WR,1,1,1,7,0,1,1,7,28,43.077,10,34.483,3.448,1,100,3.333,1,1.563
,Tyler  Badie,DEN,RB,1,3,2,6,0,3,2,6,14,22.581,14,36.842,7.895,0,0,0,,
,DK  Metcalf,PIT,WR,1,4,2,6,0,4,2,6,50,80.645,33,86.842,10.526,2,50,5.128,4,6.557
,Hunter  Long,JAX,TE,1,3,1,6,0,3,1,6,51,62.963,19,54.286,8.571,1,33.333,2.564,3,3.896
,Curtis  Samuel,BUF,WR,1,1,1,6,0,1,1,6,27,41.538,16,55.172,3.448,0,0,0,1,1.563
,Kareem  Hunt,KC,RB,1,2,1,6,0,2,1,6,46,79.31,31,83.784,5.405,0,0,0,13,22.807
,Ja'Tavion  Sanders,CAR,TE,1,1,1,5,0,1,1,5,28,50,9,42.857,4.762,0,0,0,1,1.852
,Ray-Ray  McCloud,NYG,WR,1,1,1,5,0,1,1,5,51,85,32,91.429,2.857,1,100,2.564,1,1.786
,Chimere  Dike,TEN,WR,1,3,1,5,0,3,1,5,38,84.444,23,92,12,1,33.333,3.846,3,6.818
,Jayden  Higgins,HST,WR,1,1,1,4,0,1,1,4,35,46.667,17,38.636,2.273,1,100,2.128,1,1.389
,Roman  Wilson,PIT,WR,1,2,1,4,0,2,1,4,28,45.161,18,47.368,5.263,0,0,0,2,3.279
,Ollie  Gordon II,MIA,RB,1,1,1,3,0,1,1,3,12,19.048,8,19.048,2.381,0,0,0,3,4.839
,Jahmyr  Gibbs,DET,RB,1,3,3,3,0,3,3,3,41,66.129,32,76.19,7.143,0,0,0,12,19.355
,Alvin  Kamara,NO,RB,1,3,1,3,0,3,1,3,22,55,14,53.846,11.538,0,0,0,9,22.5
,Jacory  Croskey-Merritt,WAS,RB,1,1,1,3,0,1,1,3,29,40.845,13,50,3.846,1,100,2.857,13,20.968
,Derrick  Henry,BLT,RB,1,1,1,2,0,1,1,2,36,62.069,13,52,4,0,0,0,20,35.714
,Dare  Ogunbowale,HST,RB,1,1,1,2,0,1,1,2,12,16,11,25,2.273,0,0,0,1,1.389
,Harrison  Bryant,HST,TE,1,2,1,2,0,2,1,2,20,26.667,8,18.182,4.545,1,50,2.128,2,2.778
,Ameer  Abdullah,IND,RB,1,1,1,2,0,1,1,2,5,6.667,3,5.455,1.818,1,100,1.786,2,2.703
,Scott  Matlock,LAC,FB,1,1,1,2,1,1,1,2,27,39.13,7,20,2.857,1,100,2.564,1,1.538
,JuJu  Smith-Schuster,KC,WR,1,1,1,2,0,1,1,2,15,25.862,8,21.622,2.703,0,0,0,1,1.754
,Jordan  Mason,MIN,RB,1,1,1,1,0,1,1,1,32,53.333,16,53.333,3.333,0,0,0,11,18.644
,Jimmy  Horn Jr.,CAR,WR,1,2,1,1,0,2,1,1,13,23.214,6,28.571,9.524,2,100,8.696,3,5.556
,Emanuel  Wilson,GB,RB,1,2,1,1,0,2,1,1,21,33.333,15,39.474,5.263,0,0,0,8,12.698
,Devin  Neal,NO,RB,1,1,1,1,0,1,1,1,16,40,11,42.308,3.846,1,100,3.846,4,10
,LeQuint  Allen Jr.,JAX,RB,1,1,1,1,0,1,1,1,18,22.222,13,37.143,2.857,0,0,0,2,2.597
,Alec  Ingold,MIA,FB,1,0,0,0,0,0,0,0,12,19.048,6,14.286,0,,0,,0,0
,Tanner  Conner,MIA,TE,1,1,0,0,0,1,0,0,26,41.27,15,35.714,2.381,1,100,2.326,1,1.613
,DeAndre  Hopkins,BLT,WR,1,1,0,0,0,1,0,0,18,31.034,8,32,4,1,100,3.704,1,1.786
,Dee  Eskridge,MIA,WR,1,1,0,0,0,1,0,0,8,12.698,5,11.905,2.381,1,100,2.326,1,1.613
,Rome  Odunze,CHI,WR,1,3,0,0,0,3,0,0,76,93.827,39,100,7.692,2,66.667,4.545,3,3.947
,Drew  Sample,CIN,TE,1,0,0,0,0,0,0,0,27,41.538,14,28,0,,0,,0,0
,Devin  Duvernay,CHI,WR,1,0,0,0,0,0,0,0,2,2.469,2,5.128,0,,0,,,
,Kalif  Raymond,DET,WR,1,1,0,0,0,1,0,0,29,46.774,23,54.762,2.381,1,100,2.381,1,1.613
,Ben  Yurosek,MIN,TE,1,0,0,0,0,0,0,0,13,21.667,5,16.667,0,,0,,0,0
,Adam  Thielen,MIN,WR,1,0,0,0,0,0,0,0,3,5,3,10,0,,0,,,
,Isaac  TeSlaa,DET,WR,1,0,0,0,0,0,0,0,3,4.839,2,4.762,0,,0,,0,0
,Mitchell  Evans,CAR,TE,1,0,0,0,0,0,0,0,21,37.5,7,33.333,0,,0,,0,0
,Tommy  Tremble,CAR,TE,1,1,0,0,0,1,0,0,29,51.786,8,38.095,4.762,1,100,4.348,1,1.852
,Chuba  Hubbard,CAR,RB,1,1,0,0,0,1,0,0,11,19.643,5,23.81,4.762,1,100,4.348,6,11.111
,Trevor  Etienne,CAR,RB,1,0,0,0,0,0,0,0,2,3.571,1,4.762,0,,0,,0,0
,John  FitzPatrick,GB,TE,1,0,0,0,0,0,0,0,18,28.571,8,21.053,0,,0,,0,0
,Nick  Chubb,HST,RB,1,0,0,0,0,0,0,0,26,34.667,14,31.818,0,,0,,11,15.278
,Jaylin  Noel,HST,WR,1,0,0,0,0,0,0,0,11,14.667,4,9.091,0,,0,,1,1.389
,Woody  Marks,HST,RB,1,3,0,0,0,3,0,0,34,45.333,19,43.182,6.818,0,0,0,13,18.056
,Evan  Engram,DEN,TE,1,3,0,0,0,3,0,0,31,50,26,68.421,7.895,1,33.333,2.564,3,4.918
,Adam  Prentice,DEN,FB,1,0,0,0,0,0,0,0,10,16.129,6,15.789,0,,0,,1,1.639
,Trent  Sherfield,DEN,WR,1,0,0,0,0,0,0,0,8,12.903,1,2.632,0,,0,,0,0
,David  Sills,ATL,WR,1,1,0,0,0,1,0,0,37,66.071,25,65.789,2.632,0,0,0,1,1.852
,Kayshon  Boutte,NE,WR,1,1,0,0,0,1,0,0,18,24.658,11,31.429,2.857,1,100,2.5,1,1.471
,Kyle  Williams,NE,WR,1,1,0,0,0,1,0,0,31,42.466,16,45.714,2.857,1,100,2.5,1,1.471
,Tyler  Allgeier,ATL,RB,1,0,0,0,0,0,0,0,16,28.571,11,28.947,0,,0,,2,3.704
,Charlie  Woerner,ATL,TE,1,0,0,0,0,0,0,0,5,8.929,3,7.895,0,,0,,0,0
,Demarcus  Robinson,SF,WR,1,1,0,0,0,1,0,0,21,31.343,11,42.308,3.846,1,100,3.571,1,1.538
,Brian  Robinson,SF,RB,1,0,0,0,0,0,0,0,7,10.448,2,7.692,0,,0,,5,7.692
,Jake  Tonges,SF,TE,1,0,0,0,0,0,0,0,5,7.463,2,7.692,0,,0,,0,0
,Ben  Skowronek,PIT,WR,1,0,0,0,0,0,0,0,22,35.484,10,26.316,0,,0,,0,0
,Mo  Alie-Cox,IND,TE,1,1,0,0,0,1,0,0,25,33.333,15,27.273,1.818,1,100,1.786,1,1.351
,Ashton  Dulin,IND,WR,1,0,0,0,0,0,0,0,6,8,3,5.455,0,,0,,0,0
,Connor  Heyward,PIT,TE,1,0,0,0,0,0,0,0,3,4.839,1,2.632,0,,0,,1,1.639
