BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
,Rashod  Bateman,BLT,WR,1,46,76.667,4,2,51,0,12.75,25.5,50,7,3.5,1,36,0,4,2,51,1,0,0.52,0.13,0.722,-10.19,7.1,7.1
,Woody  Marks,HST,RB,1,29,37.179,4,4,49,0,12.25,12.25,100,56,14,1,50,0,4,4,49,0,0,1.775,0.444,6.566,14.79,15.1,15.1
,Wan'Dale  Robinson,NYG,WR,1,49,94.231,4,3,48,0,12,16,75,20,6.667,1,34,0,4,3,48,0,0,1.05,0.263,12.234,31.03,7.8,7.8
,Jalen  Tolbert,DAL,WR,1,14,19.178,2,2,47,1,23.5,23.5,100,5,2.5,2,35,0,2,2,47,1,1,5.53,2.765,33.327,218.63,12.7,12.7
,Jauan  Jennings,SF,WR,1,37,80.435,7,4,45,0,6.429,11.25,57.143,5,1.25,1,25,0,7,4,45,1,0,-1.115,-0.159,-7.886,-28.12,8.5,8.5
,Keenan  Allen,LAC,WR,1,18,23.377,5,4,44,0,8.8,11,80,9,2.25,4,17,0,5,4,44,0,0,7.354,1.471,19.436,43.21,8.4,8.4
,Tee  Higgins,CIN,WR,1,51,86.441,2,1,44,1,22,44,50,6,6,1,44,0,2,1,44,0,0,3.48,1.74,15.4,66.08,11.4,11.4
,Isaiah  Davis,NYJ,RB,1,29,38.667,5,5,44,0,8.8,8.8,100,45,9,1,26,0,5,5,44,0,0,2.968,0.594,11.831,29.15,15.9,15.9
,Kendrick  Bourne,SF,WR,1,35,76.087,4,3,44,0,11,14.667,75,1,0.333,2,18,0,4,3,44,0,0,2.614,0.654,7.236,12.21,7.4,7.4
,DeMario  Douglas,NE,WR,1,12,17.391,1,1,44,0,44,44,100,20,20,1,44,0,1,1,44,0,0,2.859,2.859,19.803,211.05,5.7,5.7
,Romeo  Doubs,GB,WR,1,50,79.365,6,3,44,0,7.333,14.667,50,12,4,3,24,0,6,3,44,0,0,1.133,0.189,2.577,-7.29,7.4,7.4
,George  Kittle,SF,TE,1,40,86.957,5,4,43,1,8.6,10.75,80,14,3.5,2,17,0,5,4,43,1,1,1.966,0.393,18.995,59.63,14.3,14.3
,Christian  McCaffrey,SF,RB,1,42,91.304,6,3,43,0,7.167,14.333,50,40,13.333,3,27,0,6,3,43,0,0,0.052,0.009,19.84,38.46,9.8,9.8
,Tez  Johnson,TB,WR,1,40,71.429,6,5,43,0,7.167,8.6,83.333,10,2,3,16,0,6,5,43,0,0,1.517,0.253,2.903,-6.12,9.3,9.3
,Noah  Fant,CIN,TE,1,26,44.068,3,3,41,0,13.667,13.667,100,30,10,3,16,0,3,3,41,0,0,2.589,0.863,12.91,56.15,7.1,7.1
,Jahan  Dotson,PHI,WR,1,41,68.333,2,1,40,1,20,40,50,4,4,1,40,0,2,1,40,0,0,3.801,1.9,23.141,143.46,11,11
,Cade  Otton,TB,TE,1,55,98.214,5,4,40,0,8,10,80,25,6.25,2,21,0,5,4,40,0,0,2.734,0.547,2.945,1.01,8,8
,Pat  Bryant,DEN,WR,1,32,56.14,4,2,40,1,10,20,50,2,1,2,24,0,4,2,40,1,1,-1.571,-0.393,9.643,17.29,12,12
,Josh  Downs,IND,WR,1,34,64.151,3,3,39,1,13,13,100,9,3,3,18,0,3,3,39,0,0,5.701,1.9,31.03,126.1,12.9,12.9
,Colston  Loveland,CHI,TE,1,50,78.125,5,3,38,0,7.6,12.667,60,16,5.333,2,18,0,5,3,38,1,0,1.63,0.326,-15.137,-52.02,6.8,6.8
,Braxton  Berrios,HST,WR,1,21,26.923,5,5,38,0,7.6,7.6,100,12,2.4,3,14,0,5,5,38,0,0,4.059,0.812,12.204,21.19,8.8,8.8
,Austin  Hooper,NE,TE,1,35,50.725,2,2,38,0,19,19,100,15,7.5,1,31,0,2,2,38,0,0,2.694,1.347,15.513,123.14,5.8,5.8
,David  Njoku,CLV,TE,1,30,55.556,5,4,37,1,7.4,9.25,80,15,3.75,2,20,0,5,4,37,1,1,-3.11,-0.622,3.869,4.04,13.7,13.7
,Malik  Washington,MIA,WR,1,41,63.077,5,4,36,1,7.2,9,80,20,5,2,17,0,5,4,36,1,1,2.402,0.48,13.164,22.28,13.6,13.6
,Jalen  Coker,CAR,WR,1,39,65,4,3,36,0,9,12,75,8,2.667,3,22,0,4,3,36,0,0,-2.783,-0.696,13.734,30.94,6.6,6.6
,Evan  Engram,DEN,TE,1,23,40.351,4,4,36,0,9,9,100,17,4.25,4,11,0,4,4,36,0,0,4.304,1.076,17.231,50.44,7.6,7.6
,Emeka  Egbuka,TB,WR,1,50,89.286,9,3,35,0,3.889,11.667,33.333,11,3.667,1,24,0,9,3,35,2,0,-2.251,-0.25,-36.475,-66.72,6.5,6.5
,Mark  Andrews,BLT,TE,1,34,56.667,3,3,34,0,11.333,11.333,100,7,2.333,1,24,0,3,3,34,0,0,1.775,0.592,-13.541,-71.91,6.4,6.4
,Mason  Taylor,NYJ,TE,1,52,69.333,8,5,34,1,4.25,6.8,62.5,15,3,4,15,0,8,5,34,2,1,3.052,0.381,-9.716,-21.56,14.4,14.4
,Jayden  Higgins,HST,WR,1,61,78.205,8,4,34,1,4.25,8.5,50,6,1.5,3,12,0,8,4,34,2,1,1.518,0.19,-8.042,-25.12,13.4,13.4
,Olamide  Zaccheaus,CHI,WR,1,36,56.25,7,7,33,0,4.714,4.714,100,8,1.143,0,6,0,7,7,33,0,0,-1.359,-0.194,-12.636,-36.05,10.3,10.3
,Chase  Brown,CIN,RB,1,32,54.237,3,3,32,1,10.667,10.667,100,25,8.333,1,19,0,3,3,32,0,0,3.011,1.004,25.389,147.15,25.5,25.5
,KhaDarel  Hodge,ATL,WR,1,32,65.306,8,3,31,0,3.875,10.333,37.5,9,3,2,16,0,8,3,31,0,0,-2.09,-0.261,-26.409,-52.65,6.1,6.1
,Isaiah  Williams,NYJ,WR,1,29,38.667,4,3,31,0,7.75,10.333,75,18,6,2,15,0,4,3,31,0,0,1.554,0.389,2.323,-5.47,8.6,8.6
,Jamari  Thrash,CLV,WR,1,24,44.444,3,2,31,0,10.333,15.5,66.667,18,9,2,21,0,3,2,31,0,0,1.279,0.426,3.955,3.87,5.1,5.1
,Keon  Coleman,BUF,WR,1,44,73.333,4,3,30,0,7.5,10,75,11,3.667,3,14,0,4,3,30,0,0,2.285,0.571,14.861,33.56,6,6
,Dylan  Sampson,CLV,RB,1,24,44.444,6,5,29,0,4.833,5.8,83.333,23,4.6,1,11,0,6,5,29,0,0,-0.205,-0.034,-2.618,-21.61,7.9,7.9
,Malik  Heath,GB,WR,1,21,33.333,3,3,29,0,9.667,9.667,100,22,7.333,2,13,0,3,3,29,0,0,2.191,0.73,13.763,43.08,5.9,5.9
,JuJu  Smith-Schuster,KC,WR,1,20,28.571,2,2,29,0,14.5,14.5,100,13,6.5,2,24,0,2,2,29,0,0,2.915,1.458,16.299,82.23,4.9,4.9
,Dallas  Goedert,PHI,TE,1,36,60,3,3,28,2,9.333,9.333,100,17,5.667,2,17,0,3,3,28,0,0,5.291,1.764,24.221,89.63,17.8,17.8
,Devin  Singletary,NYG,RB,1,8,15.385,1,1,28,0,28,28,100,5,5,1,28,0,1,1,28,0,0,3.172,3.172,16.874,330.19,3.8,3.8
,Calvin  Austin III,PIT,WR,1,45,78.947,6,4,28,0,4.667,7,66.667,9,2.25,1,13,0,6,4,28,0,0,-0.736,-0.123,-3.037,-19.5,6.8,6.8
,T.J.  Hockenson,MIN,TE,1,38,80.851,3,2,26,0,8.667,13,66.667,23,11.5,2,14,0,3,2,26,0,0,0.532,0.177,4.438,14.53,4.6,4.6
,Jordan  Addison,MIN,WR,1,40,85.106,4,3,26,1,6.5,8.667,75,6,2,2,15,0,4,3,26,1,1,1.779,0.445,23.213,62.99,11.6,11.6
,D'Andre  Swift,CHI,RB,1,31,48.438,2,2,26,0,13,13,100,38,19,1,25,0,2,2,26,0,0,2.222,1.111,11.311,88.29,15.1,15.1
,Darius  Slayton,NYG,WR,1,36,69.231,5,2,26,0,5.2,13,40,13,6.5,1,19,0,5,2,26,0,0,-0.418,-0.084,-0.887,-15.12,4.6,4.6
,Rachaad  White,TB,RB,1,32,57.143,2,2,26,0,13,13,100,30,15,2,17,0,2,2,26,0,0,2.74,1.37,13.801,96.7,8.1,8.1
,Emanuel  Wilson,GB,RB,1,26,41.27,4,3,26,0,6.5,8.667,75,28,9.333,1,14,0,4,3,26,0,0,0.626,0.157,-12.386,-63.76,11.7,11.7
,Casey  Washington,ATL,WR,1,4,8.163,1,1,25,0,25,25,100,8,8,1,25,0,1,1,25,0,0,1.934,1.934,13.15,169.85,3.5,3.5
,Luke  Schoonmaker,DAL,TE,1,30,41.096,3,2,25,0,8.333,12.5,66.667,17,8.5,2,14,0,3,2,25,0,0,1.738,0.579,12.384,54.4,4.5,4.5
,De'Von  Achane,MIA,RB,1,43,66.154,7,5,24,1,3.429,4.8,71.429,34,6.8,2,10,0,7,5,24,0,0,-0.802,-0.115,9.985,7.87,20.1,20.1
,Jeremy  Ruckert,NYJ,TE,1,35,46.667,1,1,24,0,24,24,100,20,20,1,24,0,1,1,24,0,0,3.645,3.645,7.876,75.43,3.4,3.4
,Dalton  Schultz,HST,TE,1,46,58.974,3,2,24,0,8,12,66.667,12,6,1,17,0,3,2,24,0,0,1.557,0.519,2.824,9.92,4.4,4.4
,Saquon  Barkley,PHI,RB,1,37,61.667,5,4,24,1,4.8,6,80,36,9,2,12,0,5,4,24,0,0,1.427,0.285,14.49,38.4,33.4,33.4
,Alvin  Kamara,NO,RB,1,36,47.368,2,2,24,0,12,12,100,20,10,1,15,0,2,2,24,0,0,1.502,0.751,13.22,111.73,6.5,6.5
,Luke  McCaffrey,WAS,WR,1,26,47.273,3,3,24,0,8,8,100,11,3.667,1,17,0,3,3,24,0,0,0.412,0.137,2.876,-0.35,5.4,5.4
,Bijan  Robinson,ATL,RB,1,29,59.184,3,3,23,0,7.667,7.667,100,27,9,1,17,0,3,3,23,0,0,1.097,0.366,6.112,18.4,7.8,7.8
,Dalton  Kincaid,BUF,TE,1,13,21.667,3,1,23,0,7.667,23,33.333,7,7,1,23,0,3,1,23,0,0,1.537,0.512,-6.615,-43.8,3.3,3.3
,Arian  Smith,NYJ,WR,1,29,38.667,1,1,23,0,23,23,100,2,2,1,23,0,1,1,23,0,0,1.405,1.405,11.267,129.46,3.3,3.3
,Tyjae  Spears,TEN,RB,1,33,48.529,3,3,23,0,7.667,7.667,100,18,6,1,17,0,3,3,23,0,0,0.729,0.243,11.631,68.36,17.2,17.2
,Gunnar  Helm,TEN,TE,1,37,54.412,3,2,23,1,7.667,11.5,66.667,4,2,2,22,0,3,2,23,2,1,1.47,0.49,3.846,7.95,10.3,10.3
,Noah  Gray,KC,TE,1,35,50,4,2,23,0,5.75,11.5,50,12,6,1,15,0,4,2,23,1,0,-0.749,-0.187,-16.774,-54.94,4.3,4.3
,Brandin  Cooks,NO,WR,1,44,57.895,4,3,22,0,5.5,7.333,75,3,1,2,11,0,4,3,22,0,0,3.001,0.75,4.019,-0.68,5.2,5.2
,John  Bates,WAS,TE,1,29,52.727,1,1,22,0,22,22,100,13,13,1,22,0,1,1,22,0,0,1.378,1.378,9.226,125.94,3.2,3.2
,Ben  Sinnott,WAS,TE,1,11,20,1,1,22,0,22,22,100,20,20,1,22,0,1,1,22,0,0,1.914,1.914,9.515,173.58,3.2,3.2
,Daniel  Bellinger,NYG,TE,1,19,36.538,1,1,21,0,21,21,100,2,2,1,21,0,1,1,21,0,0,1.273,1.273,8.791,119.68,3.1,3.1
,Jonathan  Taylor,IND,RB,1,42,79.245,2,2,21,1,10.5,10.5,100,29,14.5,1,19,0,2,2,21,0,0,1.656,0.828,17.874,149.53,37.4,37.4
,Ollie  Gordon II,MIA,RB,1,20,30.769,1,1,20,1,20,20,100,22,22,1,20,0,1,1,20,0,0,3.358,3.358,19.128,444.52,13.6,13.6
,Theo  Johnson,NYG,TE,1,48,92.308,4,3,20,0,5,6.667,75,2,0.667,2,12,0,4,3,20,0,0,2.169,0.542,9.79,36.05,5,5
,Ja'Tavion  Sanders,CAR,TE,1,31,51.667,3,3,19,0,6.333,6.333,100,17,5.667,0,9,0,3,3,19,0,0,-0.355,-0.118,-3.019,-24.51,4.9,4.9
,Nick  Westbrook-Ikhine,MIA,WR,1,42,64.615,3,1,18,0,6,18,33.333,4,4,1,18,0,3,1,18,0,0,-0.18,-0.06,-7.598,-40.63,2.8,2.8
,Cam  Skattebo,NYG,RB,1,10,19.231,2,1,18,1,9,18,50,7,7,1,18,0,2,1,18,0,0,1.425,0.712,16.481,202.93,10,10
,Beaux  Collins,NYG,WR,1,12,23.077,2,1,18,0,9,18,50,4,4,1,18,0,2,1,18,1,0,0.599,0.3,1.168,-5.31,2.8,2.8
,Xavier  Legette,CAR,WR,1,53,88.333,3,2,17,0,5.667,8.5,66.667,1,0.5,1,11,0,3,2,17,0,0,3.024,1.008,0.494,-10.35,3.7,3.7
,Jonnu  Smith,PIT,TE,1,35,61.404,3,2,17,0,5.667,8.5,66.667,12,6,0,10,0,3,2,17,0,0,-1.056,-0.352,-6.082,-55.05,3.7,3.7
,Zach  Ertz,WAS,TE,1,32,58.182,6,4,16,0,2.667,4,66.667,4,1,0,5,0,6,4,16,0,0,-5.087,-0.848,-26.515,-73.99,5.6,5.6
,Aaron  Jones,MIN,RB,1,26,55.319,4,2,15,0,3.75,7.5,50,27,13.5,1,13,0,4,2,15,1,0,-0.052,-0.013,2.512,1.31,5,5
,Jackson  Hawes,BUF,TE,1,34,56.667,3,2,15,0,5,7.5,66.667,4,2,2,12,0,3,2,15,0,0,1.547,0.516,-2.719,-21.5,3.5,3.5
,Dawson  Knox,BUF,TE,1,25,41.667,1,1,15,0,15,15,100,1,1,0,15,0,1,1,15,0,0,1.321,1.321,4.282,92.68,2.5,2.5
,Rhamondre  Stevenson,NE,RB,1,47,68.116,2,1,15,0,7.5,15,50,3,3,1,15,0,2,1,15,1,0,1.812,0.906,8.599,51.25,5.9,5.9
,David  Sills,ATL,WR,1,44,89.796,3,2,14,0,4.667,7,66.667,6,3,0,12,0,3,2,14,0,0,-1.058,-0.353,-9.406,-52.7,3.4,3.4
,DeAndre  Hopkins,BLT,WR,1,22,36.667,1,1,14,0,14,14,100,2,2,1,14,0,1,1,14,0,0,1.846,1.846,9.002,100.51,2.4,2.4
,Elijah  Moore,BUF,WR,1,29,48.333,4,1,14,0,3.5,14,25,0,0,1,14,0,4,1,14,0,0,-0.252,-0.063,-12.779,-53.15,2.4,2.4
,Breece  Hall,NYJ,RB,1,41,54.667,3,2,14,0,4.667,7,66.667,22,11,1,11,0,3,2,14,1,0,-0.795,-0.265,-2.442,-29.49,32.86,32.86
,Stefon  Diggs,NE,WR,1,32,46.377,5,3,14,1,2.8,4.667,60,4,1.333,1,8,0,5,3,14,1,1,-2.843,-0.569,1.744,-8.38,10.4,10.4
,Tyrone  Tracy Jr.,NYG,RB,1,31,59.615,3,2,14,0,4.667,7,66.667,19,9.5,1,9,0,3,2,14,0,0,0.65,0.217,0.481,-11.38,7.3,7.3
,Nick  Chubb,HST,RB,1,33,42.308,2,2,13,0,6.5,6.5,100,13,6.5,0,8,0,2,2,13,0,0,0.937,0.469,6.787,52.81,8.9,8.9
,Ben  Skowronek,PIT,WR,1,11,19.298,1,1,13,0,13,13,100,7,7,1,13,0,1,1,13,0,0,0.649,0.649,6.279,66.11,2.3,2.3
,Pat  Freiermuth,PIT,TE,1,23,40.351,4,3,13,0,3.25,4.333,75,2,0.667,0,6,0,4,3,13,0,0,-1.814,-0.453,-12.864,-65.06,4.3,4.3
,Josh  Jacobs,GB,RB,1,34,53.968,3,3,12,0,4,4,100,24,8,0,8,0,3,3,12,0,0,0.507,0.169,3.063,3.37,13.5,13.5
,Darnell  Mooney,ATL,WR,1,43,87.755,4,1,11,0,2.75,11,25,0,0,1,11,0,4,1,11,0,0,-0.897,-0.224,-14.553,-57.61,2.1,2.1
,Devin  Neal,NO,RB,1,31,40.789,3,3,11,0,3.667,3.667,100,16,5.333,0,8,0,3,3,11,0,0,-2.983,-0.994,-11.671,-105,4.1,4.1
,Jaylen  Warren,PIT,RB,1,37,64.912,3,2,11,0,3.667,5.5,66.667,18,9,1,11,0,3,2,11,0,0,-0.7,-0.233,5.202,18.91,9.3,9.3
,Deebo  Samuel Sr.,WAS,WR,1,39,70.909,6,3,11,0,1.833,3.667,50,11,3.667,0,6,0,6,3,11,1,0,-8.331,-1.388,-28.029,-69.2,4.2,4.2
,Kimani  Vidal,LAC,RB,1,52,67.532,2,1,10,0,5,10,50,11,11,1,10,0,2,1,10,0,0,0.292,0.146,1.764,-2.82,19.7,19.7
,Tyler  Allgeier,ATL,RB,1,19,38.776,2,2,10,0,5,5,100,5,2.5,1,6,0,2,2,10,0,0,3.133,1.567,1.399,-2.73,9.4,9.4
,Charlie  Kolar,BLT,TE,1,25,41.667,1,1,10,1,10,10,100,5,5,1,10,0,1,1,10,0,0,2.435,2.435,11.217,117.83,8,8
,Devaughn  Vele,NO,WR,1,36,47.368,5,1,10,0,2,10,20,2,2,1,10,0,5,1,10,0,0,-1.155,-0.231,-12.455,-46.5,2,2
,J.K.  Dobbins,DEN,RB,1,31,54.386,2,2,10,0,5,5,100,10,5,0,6,0,2,2,10,0,0,0.165,0.083,-2.31,-33.35,14.1,14.1
,Tanner  Hudson,CIN,TE,1,12,20.339,2,1,9,0,4.5,9,50,6,6,1,9,0,2,1,9,0,0,-0.824,-0.412,-2.435,-23.3,1.9,1.9
,Andrew  Beck,NYJ,FB,1,7,9.333,1,1,9,0,9,9,100,5,5,0,9,0,1,1,9,0,0,0.691,0.691,4.206,57.46,1.9,1.9
,Brevyn  Spann-Ford,DAL,TE,1,22,30.137,1,1,9,0,9,9,100,9,9,0,9,0,1,1,9,0,0,0.692,0.692,1.8,18.7,1.9,1.9
,Tony  Pollard,TEN,RB,1,32,47.059,2,1,9,0,4.5,9,50,7,7,1,9,0,2,1,9,0,0,-0.298,-0.149,-2.929,-33.56,6.3,6.3
,Tre  Harris,LAC,WR,1,41,53.247,2,2,8,1,4,4,100,0,0,1,6,0,2,2,8,1,1,1.641,0.821,9.926,52.29,8.8,8.8
,Zavier  Scott,MIN,RB,1,6,12.766,2,2,8,0,4,4,100,18,9,1,5,0,2,2,8,0,0,0.473,0.237,3.946,16.73,4.4,4.4
,Isaiah  Likely,BLT,TE,1,34,56.667,2,2,8,0,4,4,100,5,2.5,0,5,0,2,2,8,0,0,-1.347,-0.674,-3.586,-39.11,2.8,2.8
,Dare  Ogunbowale,HST,RB,1,11,14.103,1,1,8,0,8,8,100,11,11,0,8,0,1,1,8,0,0,-0.2,-0.2,5.113,467.2,2.7,2.7
,Sterling  Shepard,TB,WR,1,24,42.857,2,1,8,0,4,8,50,10,10,0,8,0,2,1,8,1,0,0.393,0.197,-11.929,-77.07,1.8,1.8
,Javonte  Williams,DAL,RB,1,51,69.863,2,1,8,0,4,8,50,5,5,0,8,0,2,1,8,0,0,-0.24,-0.12,-6.463,-59.89,17.9,17.9
,Savion  Williams,GB,WR,1,11,17.46,1,1,8,1,8,8,100,13,13,1,8,0,1,1,8,0,0,2.266,2.266,15.719,202.55,7.9,7.9
,Hunter  Henry,NE,TE,1,47,68.116,1,1,7,1,7,7,100,6,6,1,7,0,1,1,7,0,0,1.339,1.339,12.527,143.77,7.7,7.7
,Ryan  Flournoy,DAL,WR,1,30,41.096,2,1,7,0,3.5,7,50,4,4,0,7,0,2,1,7,0,0,-0.613,-0.307,0.831,-5.67,1.7,1.7
,Tanner  Conner,MIA,TE,1,32,49.231,2,2,6,0,3,3,100,8,4,0,5,0,2,2,6,0,0,-0.24,-0.12,-4.584,-37.98,2.6,2.6
