week,year,parlay_id,leg_number,parlay_type,was_bet_on,player_name,position,team,opponent,home_away,prop_type,line,prediction,leg_confidence,parlay_raw_confidence,correlation_adjustment,parlay_adjusted_confidence,dvoa_score,matchup_score,volume_score,injury_score,trend_score,gamescript_score,variance_score,weather_score,bet_result
12,2024,parlay_1763692148043,2,generated,False,josh allen,Unknown,BUF,Unknown,AWAY,Pass Completions,19.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148055,1,generated,False,alvin kamara,Unknown,NO,Unknown,AWAY,Rush Attempts,15.5,UNDER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148055,2,generated,False,christian mccaffrey,Unknown,SF,Unknown,AWAY,Rec Yds,42.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148066,1,generated,False,tetairoa mcmillan,Unknown,CAR,Unknown,AWAY,Rec Yds,59.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148066,2,generated,False,jared goff,Unknown,DET,Unknown,AWAY,Pass Yds,258.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148066,3,generated,False,brian thomas jr,Unknown,JAC,Unknown,AWAY,Receptions,4.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148078,1,generated,False,matthew golden,Unknown,GB,Unknown,AWAY,Receptions,2.5,UNDER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148078,2,generated,False,tyrell shavers,Unknown,BUF,Unknown,AWAY,Receptions,1.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148078,3,generated,False,sam darnold,Unknown,SEA,Unknown,AWAY,Pass Completions,19.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148090,1,generated,False,travis etienne jr,Unknown,JAC,Unknown,AWAY,Rec Yds,13.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148090,2,generated,False,bryce young,Unknown,CAR,Unknown,AWAY,Pass Yds,200.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148090,3,generated,False,joshua palmer,Unknown,BUF,Unknown,AWAY,Receptions,2.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148102,1,generated,False,ty johnson,Unknown,BUF,Unknown,AWAY,Rec Yds,8.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148102,2,generated,False,aj barner,Unknown,SEA,Unknown,AWAY,Receptions,3.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148102,3,generated,False,dontayvion wicks,Unknown,GB,Unknown,AWAY,Rec Yds,20.5,UNDER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148113,1,generated,False,jaxson dart,Unknown,NYG,Unknown,AWAY,Pass TDs,1.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148113,2,generated,False,chase brown,Unknown,CIN,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148113,3,generated,False,christian watson,Unknown,GB,Unknown,AWAY,Receptions,3.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148113,4,generated,False,aj brown,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148124,1,generated,False,devonta smith,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148124,2,generated,False,romeo doubs,Unknown,GB,Unknown,AWAY,Rec Yds,50.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148124,3,generated,False,jaxon smith-njigba,Unknown,SEA,Unknown,AWAY,Receptions,7.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763692148124,4,generated,False,cooper kupp,Unknown,SEA,Unknown,AWAY,Receptions,2.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224137,1,generated,False,khalil shakir,Unknown,BUF,Unknown,AWAY,Receptions,4.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224137,2,generated,False,trevor lawrence,Unknown,JAC,Unknown,AWAY,Pass Yds,213.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224168,1,generated,False,brock purdy,Unknown,SF,Unknown,AWAY,Pass Yds,249.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224168,2,generated,False,drake maye,Unknown,NE,Unknown,AWAY,Pass Completions,20.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224181,1,generated,False,hunter henry,Unknown,NE,Unknown,AWAY,Rec Yds,40.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224181,2,generated,False,alvin kamara,Unknown,NO,Unknown,AWAY,Rush Attempts,15.5,UNDER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224195,1,generated,False,josh allen,Unknown,BUF,Unknown,AWAY,Pass Completions,19.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224195,2,generated,False,christian mccaffrey,Unknown,SF,Unknown,AWAY,Rec Yds,42.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224209,1,generated,False,tetairoa mcmillan,Unknown,CAR,Unknown,AWAY,Rec Yds,59.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224209,2,generated,False,jared goff,Unknown,DET,Unknown,AWAY,Pass Yds,258.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224209,3,generated,False,brian thomas jr,Unknown,JAC,Unknown,AWAY,Receptions,4.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224222,1,generated,False,matthew golden,Unknown,GB,Unknown,AWAY,Receptions,2.5,UNDER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224222,2,generated,False,tyrell shavers,Unknown,BUF,Unknown,AWAY,Receptions,1.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224222,3,generated,False,sam darnold,Unknown,SEA,Unknown,AWAY,Pass Completions,19.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224236,1,generated,False,travis etienne jr,Unknown,JAC,Unknown,AWAY,Rec Yds,13.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224236,2,generated,False,bryce young,Unknown,CAR,Unknown,AWAY,Pass Yds,200.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224236,3,generated,False,joshua palmer,Unknown,BUF,Unknown,AWAY,Receptions,2.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224248,1,generated,False,ty johnson,Unknown,BUF,Unknown,AWAY,Rec Yds,8.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224248,2,generated,False,aj barner,Unknown,SEA,Unknown,AWAY,Receptions,3.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224248,3,generated,False,dontayvion wicks,Unknown,GB,Unknown,AWAY,Rec Yds,20.5,UNDER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224264,1,generated,False,jaxson dart,Unknown,NYG,Unknown,AWAY,Pass TDs,1.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224264,2,generated,False,chase brown,Unknown,CIN,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224264,3,generated,False,christian watson,Unknown,GB,Unknown,AWAY,Receptions,3.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224264,4,generated,False,aj brown,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224276,1,generated,False,devonta smith,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224276,2,generated,False,romeo doubs,Unknown,GB,Unknown,AWAY,Rec Yds,50.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224276,3,generated,False,jaxon smith-njigba,Unknown,SEA,Unknown,AWAY,Receptions,7.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841224276,4,generated,False,cooper kupp,Unknown,SEA,Unknown,AWAY,Receptions,2.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833135,1,generated,False,khalil shakir,Unknown,BUF,Unknown,AWAY,Receptions,4.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833135,2,generated,False,trevor lawrence,Unknown,JAC,Unknown,AWAY,Pass Yds,213.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833167,1,generated,False,brock purdy,Unknown,SF,Unknown,AWAY,Pass Yds,249.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833167,2,generated,False,drake maye,Unknown,NE,Unknown,AWAY,Pass Completions,20.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833182,1,generated,False,hunter henry,Unknown,NE,Unknown,AWAY,Rec Yds,40.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833182,2,generated,False,alvin kamara,Unknown,NO,Unknown,AWAY,Rush Attempts,15.5,UNDER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833195,1,generated,False,josh allen,Unknown,BUF,Unknown,AWAY,Pass Completions,19.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833195,2,generated,False,christian mccaffrey,Unknown,SF,Unknown,AWAY,Rec Yds,42.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833208,1,generated,False,tetairoa mcmillan,Unknown,CAR,Unknown,AWAY,Rec Yds,59.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833208,2,generated,False,jared goff,Unknown,DET,Unknown,AWAY,Pass Yds,258.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833208,3,generated,False,brian thomas jr,Unknown,JAC,Unknown,AWAY,Receptions,4.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833222,1,generated,False,matthew golden,Unknown,GB,Unknown,AWAY,Receptions,2.5,UNDER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833222,2,generated,False,tyrell shavers,Unknown,BUF,Unknown,AWAY,Receptions,1.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833222,3,generated,False,sam darnold,Unknown,SEA,Unknown,AWAY,Pass Completions,19.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833235,1,generated,False,travis etienne jr,Unknown,JAC,Unknown,AWAY,Rec Yds,13.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833235,2,generated,False,bryce young,Unknown,CAR,Unknown,AWAY,Pass Yds,200.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833235,3,generated,False,joshua palmer,Unknown,BUF,Unknown,AWAY,Receptions,2.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833248,1,generated,False,ty johnson,Unknown,BUF,Unknown,AWAY,Rec Yds,8.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833248,2,generated,False,aj barner,Unknown,SEA,Unknown,AWAY,Receptions,3.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833248,3,generated,False,dontayvion wicks,Unknown,GB,Unknown,AWAY,Rec Yds,20.5,UNDER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833262,1,generated,False,jaxson dart,Unknown,NYG,Unknown,AWAY,Pass TDs,1.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833262,2,generated,False,chase brown,Unknown,CIN,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833262,3,generated,False,christian watson,Unknown,GB,Unknown,AWAY,Receptions,3.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833262,4,generated,False,aj brown,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833275,1,generated,False,devonta smith,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833275,2,generated,False,romeo doubs,Unknown,GB,Unknown,AWAY,Rec Yds,50.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833275,3,generated,False,jaxon smith-njigba,Unknown,SEA,Unknown,AWAY,Receptions,7.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763841833275,4,generated,False,cooper kupp,Unknown,SEA,Unknown,AWAY,Receptions,2.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
